grid_ids,species,total_area_km2,iucn_category
24,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
25,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
26,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
39,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
40,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
41,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
53,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
54,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
55,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
56,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
68,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
69,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
70,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
84,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
85,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
86,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
87,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
89,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
99,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
100,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
101,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
102,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
103,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
104,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
114,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
115,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
116,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
117,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
118,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
119,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
120,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
130,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
131,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
132,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
133,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
134,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
135,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
145,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
146,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
147,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
148,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
149,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
150,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
161,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
162,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
163,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
164,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
165,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
176,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
177,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
178,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
179,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
180,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
191,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
192,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
193,FW_OTHER_PART4,302383.25,LC;VU;NT;EN;CR
