objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
1171310,96478451,Nothofagus grandis,1,1,1,IUCN,2017,BGCI,,,1973,,,65451,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,144.00833300
1172640,96478451,Nothofagus grandis,1,1,1,IUCN,2017,BGCI,,,1982,,,143987,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.33333300,144.01666700
1379679,96477472,Nothofagus crenata,1,1,1,IUCN,2017,BGCI,,,1977,,,74728,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,VU,-6.42500000,143.34166700
2178743,61918019,Nothofagus menziesii,1,1,1,Megan Barstow,2017,Landcare Research,,,1987,,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19530000,172.63760000
2178757,61918019,Nothofagus menziesii,1,1,1,Megan Barstow,2017,Landcare Research,,,1987,,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19450000,172.63650000
2599104,96478960,Nothofagus starkenborghiorum,1,1,1,Harry Baldwin,2017,BGCI,,,2017,,,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.87833211,150.57861330
2599642,96478960,Nothofagus starkenborghiorum,1,1,1,Harry Baldwin,2017,BGCI,,,2017,,,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.76903587,150.73242190
2601376,96478960,Nothofagus starkenborghiorum,1,1,1,Harry Baldwin,2017,BGCI,,,2017,,,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.98760689,142.88818360
2601768,96478960,Nothofagus starkenborghiorum,1,1,1,Harry Baldwin,2017,BGCI,,,2017,,,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.90018880,150.93017580
2602072,96478960,Nothofagus starkenborghiorum,1,1,1,Harry Baldwin,2017,BGCI,,,2017,,,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-3.29408223,136.47216800
3230071,34852,Nothofagus dombeyi,1,1,1,Megan Barstow,2017,MO,,,1997,,PreservedSpecimen,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.13333000,-71.46666000
3230969,34852,Nothofagus dombeyi,1,1,1,Megan Barstow,2017,K,,,,,PreservedSpecimen,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.18000000,-71.32000000
3231067,34852,Nothofagus dombeyi,1,1,1,Megan Barstow,2017,NY,,,,,PreservedSpecimen,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.18000000,-71.32000000
3232617,34852,Nothofagus dombeyi,1,1,1,Megan Barstow,2017,UConn,,,1948,,PreservedSpecimen,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.35000000,-71.53333000
3277918,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 12325,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.00000000,176.00000000
3449629,96477403,Nothofagus cliffortioides,1,1,1,Harry Baldwin,2017,BGCI,,,1989,CHR,PreservedSpecimen,CHR 517899 B,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.03410000,171.77900000
3449727,96477403,Nothofagus cliffortioides,1,1,1,Harry Baldwin,2017,BGCI,,,2006,iNaturalist,HumanObservation,948602,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.03081800,171.77121300
4031726,96478939,Nothofagus rubra,1,1,1,IUCN,2017,BGCI,,,1967,,,118033,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,145.00000000
4198976,96477818,Nothofagus flaviramea,1,1,1,IUCN,2017,BGCI,,,1966,,,117667,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-4.50000000,142.66666700
4399089,96478939,Nothofagus rubra,1,1,1,IUCN,2017,BGCI,,,1975,,,L.1567211,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.95000000
4401663,96478939,Nothofagus rubra,1,1,1,IUCN,2017,BGCI,,,1961,,,96654,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.08333300,143.08333300
4402364,96478939,Nothofagus rubra,1,1,1,IUCN,2017,BGCI,,,1963,,,118476,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.95000000,144.30000000
132736,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1968,,,74734,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.34166700,142.25833300
132939,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1975,,,74747,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.34166700,146.47500000
133155,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,L.1570937,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.95000000
134152,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1966,,,L.1570933,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.16666700
134224,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1966,,,120641,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.16666700
134258,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1988,,,L.3791160,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-4.40000000,139.61666700
134356,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1988,,,L.3791158,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-4.40000000,139.61666700
134389,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1988,,,L.3791159,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-4.40000000,139.61666700
134403,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120653,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
134470,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74746,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00833300,143.67500000
134570,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120649,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.66666700
134603,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,74738,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.42500000,150.80833300
134637,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1961,,,74736,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.41666700
147580,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1950,,,89390,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.75000000,144.03333300
147581,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1960,,,120892,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-3.91666700,136.25000000
147582,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,120656,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.33333300,146.75000000
147583,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1970,,,74733,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.92500000,144.42500000
147584,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,L.1570944,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147585,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120651,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147622,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,L.1570940,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.66666700
147623,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120650,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.66666700
147624,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,120647,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.88333300,149.33333300
147625,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1957,,,88306,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.88333300,144.85000000
147626,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1957,,,88352,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.88333300,144.85000000
147627,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,120646,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.88333300,149.33333300
147628,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,120645,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.88333300,149.33333300
147629,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1977,,,74739,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.64166700,144.72500000
147572,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1935,,,90792,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.13333300,147.70000000
147578,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1977,,PreservedSpecimen,424804,"Clear bole; height 34 m, bole 16 m, d.b.h. 76 cm; branched low.  Primary branches held steeply to form a straggly but not widespreading crown.  Bark light grey; pustular; flaking in irregular long plates. Leaves dark green, shiny above; pale green beneat",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.63333000,144.71700000
147579,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,120648,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-10.00000000,149.66666700
147586,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,PreservedSpecimen,420048,"Straight, clear bole, somewhat fluted, shallowly buttressed to 1.5 m.  Compact crown with primary branches held at steep angle.  Height 30 m, bole 23 m, d.b.h. 59 cm.  Bark outer silvery-cream with numerous about 5 mm pustules. Bark flaking in irregular ",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16667000,143.95000000
147587,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,PreservedSpecimen,745329,"Straight clear bole; shallowly buttressed to 1.5 m.  Compact crown with primary branches held at a steep angle.  Height 28 m, bole 20 m, d.b.h. 51 cm.  Bark outer silvery-cream, with numerous about 5 mm pustules, flaking in irregular elongate plates. Inn",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16667000,143.95000000
147588,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,PreservedSpecimen,420049,"Straight clear bole; shallowly buttressed to 1.5 m.  Compact crown with primary branches held at a steep angle.  Height 28 m, bole 20 m, d.b.h. 51 cm.  Bark outer silvery-cream, with numerous about 5 mm pustules, flaking in irregular elongate plates. Inn",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16667000,143.95000000
147589,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,74737,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,143.95833300
147590,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,L.1570943,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147591,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120654,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147592,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,L.1570942,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147593,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,120652,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.66666700
147594,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1968,,,120642,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.33333300,142.25000000
147595,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1977,,,120657,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.63333300,144.71666700
147596,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1965,,,74735,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.83333300,143.41666700
147597,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1966,,,74740,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00833300,143.17500000
147598,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,PreservedSpecimen,100357,"Taken from branch knocked down by falling tree.  Leaves dark green.  Flowers: male, pale cream.",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.66700000
147599,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,PreservedSpecimen,84067,"Tree, crown small, branches erect to slightly spreading.  Height 35 m, bole 28 m, d.b.h. 30 cm.  Bark pale grey-brown, flaky with numerous, more or less hemisphaerical pustules, white.  Inner bark pink, 1 cm thick.  Wood pale cream becoming pink. Sapwood",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.66700000
147600,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1965,,,117375,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.65000000,143.50000000
147601,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,L.1570938,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.95000000
147602,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,PreservedSpecimen,barcode-00266438,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.16666700,143.95000000
147604,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1967,,PreservedSpecimen,3980,"Height of small tree 10 ft.  Leaves small dark green, distinct margin on apex of lamina.",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.35000000,146.71700000
147605,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1966,,PreservedSpecimen,19868,"Tree of canopy layer.  Abundant.  Height (? can't read) ft., d.b.h. 16 in.  Bark yellowish-grey, densely covered by large warty lenticels.  Blaze light red.  Sapwood cream.  Heartwood light red.  Exudate absent. Leaves dark green to mid-greeen above ligh",,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00000000,143.16700000
147606,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1953,,,94546,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.33333300,150.25000000
147607,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74741,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,143.67500000
147608,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1957,,,88272,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.06666700,143.88333300
147609,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1957,,,88281,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.06666700,143.88333300
147610,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1961,,,120658,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.25000000,143.71666700
147611,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1961,,,120659,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.25000000,143.71666700
147612,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1956,,,90444,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-10.08333300,151.00000000
147613,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1956,,,90454,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-10.08333300,151.00000000
147614,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1975,,,L.1570939,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.33333300,146.46666700
147615,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1975,,,120655,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.33333300,146.46666700
147616,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,120643,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.41666700,150.80000000
147617,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,L.1570936,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.41666700,150.80000000
147618,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,120644,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.41666700,150.80000000
147619,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1957,,,120894,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.93333300,144.66666700
147620,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1959,,,97172,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-5.75000000,145.25000000
147621,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1961,,,120893,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-0.83333300,132.75000000
147630,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1969,,,74732,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-7.34166700,146.75833300
147631,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1976,,,L.1570935,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-9.41666700,150.80000000
147632,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74744,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,143.67500000
147633,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74742,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,143.67500000
147634,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74743,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.17500000,143.67500000
147635,96477380,Nothofagus carrii,1,1,1,IUCN,2017,BGCI,,,1972,,,74745,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-6.00833300,143.67500000
348078,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1986,Landcare Research,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.37760000,175.33680000
348133,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,1991,MPN,PreservedSpecimen,MPN 23657,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-45.08333000,167.86667000
348134,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,2012,,HumanObservation,,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.76238100,169.38863100
348135,96478301,Nothofagus fusca,1,1,1,BGCI,2017,BGCI,,,2003,MPN,PreservedSpecimen,MPN 27275,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.98333000,176.01667000
