objectid,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,event_year,source,basisofrec,catalog_no,dist_comm,island,tax_comm,legend,kingdom,phylum,class,order_,family,genus,category,latitude,longitude
3278080,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 12257,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.00000000,172.00000000
3278081,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 5139,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.00000000,176.00000000
3278082,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 6318,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.00000000,175.00000000
3278083,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 22184,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.00000000,173.00000000
3278084,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 5914,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.00000000,175.00000000
3278085,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 8305,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.00000000,175.00000000
3278086,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,MPN,PreservedSpecimen,MPN 27273,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.76667000,177.11667000
3278087,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 12327,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.00000000,176.00000000
3278088,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 12324,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.00000000,176.00000000
3278089,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,WELT,PreservedSpecimen,WELT.SP036582,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.66300000,175.21650000
3278090,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,NZFRI,PreservedSpecimen,NZFRI 12278,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.00000000,172.00000000
3278091,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,,CHR,PreservedSpecimen,CHR 368287,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-38.10320000,177.20000000
3278092,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11604,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.34504300,174.90613800
3278093,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11617,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.27231100,174.94701200
3278094,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11618,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.24662500,174.97489000
3278095,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11605,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.24032200,174.92101400
3278096,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11581,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.22212600,173.43783800
3278097,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11585,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.21685200,173.40202600
3278098,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11588,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.21232300,173.40915600
3278099,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11608,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.20619500,174.96891500
3278100,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11609,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.20527500,174.97008000
3278101,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11607,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19456300,174.85529400
3278102,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11591,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19316900,173.47340900
3278103,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11610,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19285400,174.95897600
3278104,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11596,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19111500,174.84565800
3278105,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11586,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18646700,173.56157400
3278106,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11601,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18370100,175.07077500
3278107,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11602,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18323600,174.88716500
3278108,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11574,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18230000,173.48763800
3278109,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11600,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18196400,175.06714300
3278110,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11575,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18049300,173.48881700
3278111,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11603,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.17691400,174.88817600
3278112,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11599,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.17075000,175.03937400
3278113,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11606,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.16977000,174.93922700
3278114,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11579,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.14605400,173.53979100
3278115,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11580,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.13884200,173.54092400
3278116,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11576,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12636200,173.51223000
3278117,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11611,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12469900,174.83069200
3278118,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11614,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12410600,174.86760200
3278119,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11612,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12207300,174.82586600
3278120,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11578,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.12072400,173.56220500
3278121,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11577,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11802500,173.56337300
3278123,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11587,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11634300,173.53835700
3278124,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11615,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11182700,174.90298300
3278125,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11613,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.11118100,174.88748200
3278126,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11584,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10818000,173.55018800
3278127,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11582,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.10279200,173.54658200
3278128,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11616,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.08526600,174.87484700
3278129,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11619,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.06921400,174.86486900
3278130,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11597,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.95257200,174.99941200
3278131,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2003,LCR,HumanObservation,OBS_PLANTS11598,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.92634000,175.00574700
3278132,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2004,LCR,HumanObservation,OBS_PLANTS977,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.29009100,171.92572100
3278133,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2004,LCR,HumanObservation,OBS_PLANTS1642,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.84827300,172.76831100
3278134,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2004,MPN,PreservedSpecimen,MPN 29375,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.66667000,175.56667000
3278135,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2004,MPN,PreservedSpecimen,MPN 29368,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.60000000,176.41667000
3278136,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2005,MPN,PreservedSpecimen,MPN 38600,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.35000000,175.61667000
3278137,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2006,K,PreservedSpecimen,K000351774,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.17000000,171.70000000
3278138,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2006,WELT,PreservedSpecimen,WELT.SP086307,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.26600000,174.75510000
3278139,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2007,WELT,PreservedSpecimen,WELT.SP085870,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.55000000,175.28000000
3278140,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2007,LCR,HumanObservation,OBS_PLANTS15113,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.51683500,172.54851400
3278141,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2007,LCR,HumanObservation,OBS_PLANTS16092,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.19804700,172.25128800
3278142,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2007,LCR,HumanObservation,OBS_PLANTS16364,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.03316200,171.56969400
3278143,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2008,MPN,PreservedSpecimen,MPN 39722,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-45.75000000,167.46667000
3278144,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2008,LCR,HumanObservation,OBS_PLANTS19039,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.61519800,172.63452900
3278145,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2008,LCR,HumanObservation,OBS_PLANTS19101,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.29874200,173.57405100
3278146,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2010,WELT,PreservedSpecimen,WELT.SP088791,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-40.57780000,176.32550000
3278147,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2011,CHR,PreservedSpecimen,CHR 623677,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.23920000,172.20400000
3278148,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2012,iNaturalist,HumanObservation,946258,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-45.56495200,167.60847800
3278149,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2014,iNaturalist,HumanObservation,1000223,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.38726700,172.67363700
3278150,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2014,iNaturalist,HumanObservation,986172,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-39.19521200,175.56229600
3278151,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2001,CANB,PreservedSpecimen,CANB 628354.1,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-43.13000000,171.68000000
3278152,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11583,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.65510600,172.90043600
3278153,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11572,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.65061000,172.91005100
3278154,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11590,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.22864100,173.37586100
3278155,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11592,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.22746100,173.45577100
3278156,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11589,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.22680900,173.38777000
3278157,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11594,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.20933900,173.48187500
3278158,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11573,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.20505600,173.42579700
3278159,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11595,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.19240500,173.43883200
3278160,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2002,LCR,HumanObservation,OBS_PLANTS11593,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.18976900,173.42094000
3278161,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,2008,MPN,PreservedSpecimen,MPN 39726,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-45.75000000,167.46667000
3278162,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1964,WELT,PreservedSpecimen,WELT.SP094660,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.37570000,175.05510000
3278163,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1921,WELT,PreservedSpecimen,WELT.SP037521,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.31670000,174.90000000
3278164,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1921,WELT,PreservedSpecimen,WELT.SP037526,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.28330000,173.66670000
3278165,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1921,WELT,PreservedSpecimen,WELT.SP037504,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.23390000,173.39960000
3278166,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1921,WELT,PreservedSpecimen,WELT.SP037310,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.23390000,173.39960000
3278167,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1931,WELT,PreservedSpecimen,WELT.SP036592/B,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.29890000,173.97430000
3278168,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1931,WELT,PreservedSpecimen,WELT.SP036592/A,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.29890000,173.97430000
3278169,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1931,WELT,PreservedSpecimen,WELT.SP036588,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.26670000,173.95000000
3278170,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1932,WELT,PreservedSpecimen,WELT.SP036572,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.28350000,174.91970000
3278171,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1936,CHR,PreservedSpecimen,CHR 9930,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-45.02740000,168.64100000
3278172,96478358,Nothofagus solandri,1,1,1,BGCI,2017,BGCI,,,1937,WELT,PreservedSpecimen,WELT.SP009901,,,,Extant (resident),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,NOTHOFAGACEAE,Nothofagus,LC,-41.31180000,174.89780000
