year,rgn_id,fao_rgn,taxon_scientific_name,taxon_common_name,taxon_key,tons,stock_id
1961,182,34,Auxis rochei,Bullet tuna,600093,5.0707608060755e-4,Auxis_rochei-34
1961,182,34,Balistes capriscus,Grey triggerfish,607327,0.00150085997386137,Balistes_capriscus-34
1961,182,34,Belone belone,Garfish,600047,0.00203232867910142,Belone_belone-34
1961,182,34,Bivalvia,Clams,290004,5.21118798778513,Bivalvia-34
1961,182,34,Boops boops,Bogue,600203,1.14436930328259,Boops_boops-34
1961,182,34,Brama brama,Atlantic pomfret,600391,3.55439952876165e-6,Brama_brama-34
1961,182,34,Campogramma glaycos,Vadigo,601894,6.99003465985577e-6,Campogramma_glaycos-34
1961,182,34,Carangidae,"Jacks, pompanos",400314,0.00165883841058795,Carangidae-34
1961,182,34,Caranx,Jacks,500467,0.481256330103927,Caranx-34
1961,182,34,Cardiidae,Cockles,490058,3.4843821904412e-4,Cardiidae-34
1961,182,34,Cephalopoda,"Squids, cuttlefishes, octopuses",290002,0.390328761915682,Cephalopoda-34
1961,182,34,Chamelea gallina,Striped venus,690404,58.2599443768453,Chamelea_gallina-34
1961,182,34,Chelidonichthys lucerna,Tub gurnard,601366,0.0188757952501814,Chelidonichthys_lucerna-34
1961,182,34,Chondrichthyes,"Sharks, rays, chimaeras",200538,0.178152350196441,Chondrichthyes-34
1961,182,34,Conger conger,European conger,600301,110.100588553472,Conger_conger-34
1961,182,34,Coris julis,Mediterranean rainbow wrasse,600058,1.6823287649039e-4,Coris_julis-34
1961,182,34,Coryphaena hippurus,Common dolphinfish,600006,0.00985495401348772,Coryphaena_hippurus-34
1961,182,34,Decapoda,"Crabs, lobsters, shrimps",390013,0.449841425526075,Decapoda-34
1961,182,34,Dentex,Toothed seabreams,500809,1.8600433397231e-4,Dentex-34
1961,182,34,Dentex dentex,Common dentex,600439,0.168481021038893,Dentex_dentex-34
1961,182,34,Dentex gibbosus,Pink dentex,604536,0.00160920323459058,Dentex_gibbosus-34
1961,182,34,Dicentrarchus labrax,European seabass,600063,1.42131887501867,Dicentrarchus_labrax-34
1961,182,34,Dicentrarchus punctatus,Spotted seabass,600394,0.0417032123672933,Dicentrarchus_punctatus-34
1961,182,34,Dicologlossa cuneata,Wedge sole,600526,0.0090702765477345,Dicologlossa_cuneata-34
1961,182,34,Diplodus,Two-toothed seabreams,500705,0.157775525143187,Diplodus-34
1961,182,34,Diplodus puntazzo,Sharpsnout seabream,601749,1.0366899564829e-4,Diplodus_puntazzo-34
1961,182,34,Diplodus sargus sargus,White seabream,601753,0.00122868380135002,Diplodus_sargus_sargus-34
1961,182,34,Diplodus vulgaris,Common twobanded seabream,601754,0.39196052784198,Diplodus_vulgaris-34
1961,182,34,Donax,Bean clams,590128,0.534730870907999,Donax-34
1961,182,34,Elasmobranchii,"Sharks, rays, skates",200004,1.4642885001167,Elasmobranchii-34
1961,182,34,Engraulis encrasicolus,European anchovy,600066,11.6207226938346,Engraulis_encrasicolus-34
1961,182,34,Epinephelus,"Seabasses, hinds",500366,0.0610775518061215,Epinephelus-34
1961,182,34,Epinephelus marginatus,Dusky grouper,606470,0.0448555946277121,Epinephelus_marginatus-34
1961,182,34,Gadidae,"Cods, haddocks",400183,0.257739644850603,Gadidae-34
1961,182,34,Galeorhinus galeus,Tope shark,604642,1.84527202936335e-5,Galeorhinus_galeus-34
1961,182,34,Haemulidae,"Grunts, sweetlips, bonnetmouths",400327,0.0197165711725409,Haemulidae-34
1961,182,34,Homarus gammarus,European lobster,690125,4.56353242753491e-5,Homarus_gammarus-34
1961,182,34,Labridae,"Wrasses, gropers, tuskfishes",400362,1.9631475284393e-4,Labridae-34
1961,182,34,Lepidorhombus,Megrims,503124,5.9015986984061e-8,Lepidorhombus-34
1961,182,34,Lichia amia,Leerfish,600692,0.00140266046393397,Lichia_amia-34
1961,182,34,Lithognathus mormyrus,Sand steenbras,600706,8.8814063039768e-4,Lithognathus_mormyrus-34
1961,182,34,Liza,Mullets,504212,0.0534167820003954,Liza-34
1961,182,34,Liza aurata,Golden grey mullet,601735,0.00226737640903877,Liza_aurata-34
1961,182,34,Loligo,Common squids,590010,0.00481169735555213,Loligo-34
1961,182,34,Lophiidae,Goosefishes,400190,0.145173344646139,Lophiidae-34
1961,182,34,Lophius,Frogfishes,500112,2.4065672076571e-4,Lophius-34
1961,182,34,Maja squinado,Spinous spider crab,690387,0.00146520179841218,Maja_squinado-34
1961,182,34,Marine finfishes not identified,Finfishes,100139,0.0101716032164529,Marine_finfishes_not_identified-34
1961,182,34,Marine fishes not identified,Marine fishes nei,100039,639.289548612582,Marine_fishes_not_identified-34
1961,182,34,Melicertus kerathurus,Caramote prawn,690070,0.00894088852647944,Melicertus_kerathurus-34
1961,182,34,Merluccius,Hakes,500654,5.73745509912611,Merluccius-34
1961,182,34,Merluccius merluccius,European hake,600030,16.2651436535127,Merluccius_merluccius-34
1961,182,34,Micromesistius poutassou,Blue whiting,600031,0.0981696086106931,Micromesistius_poutassou-34
1961,182,34,Miscellaneous aquatic invertebrates,Aquatic invertebrates,100077,17.2826112862297,Miscellaneous_aquatic_invertebrates-34
1961,182,34,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",100047,0.218026072891891,Miscellaneous_marine_crustaceans-34
1961,182,34,Mollusca,"Clams, seasnails, squids, octopuses",190195,8.2170336635364e-4,Mollusca-34
1961,182,34,Mugilidae,"Mullets, grey mullets",400359,0.0236395762876785,Mugilidae-34
1961,182,34,Mullus,Atlantic goatfishes,500143,0.380226144913061,Mullus-34
1961,182,34,Mullus barbatus barbatus,Red mullet,600790,0.104422849818707,Mullus_barbatus_barbatus-34
1961,182,34,Mullus surmuletus,Surmullet,601327,1.28303762405424,Mullus_surmuletus-34
1961,182,34,Mytilus galloprovincialis,Mediterranean mussel,690241,1.5889499566949e-4,Mytilus_galloprovincialis-34
1961,182,34,Nephrops norvegicus,Norway lobster,690273,8.24154556714933e-5,Nephrops_norvegicus-34
1961,182,34,Oblada melanura,Saddled seabream,600850,4.3545968314577e-4,Oblada_melanura-34
1961,182,34,Octopoda,"Octopuses, argonauts",390007,126.529131342116,Octopoda-34
1961,182,34,Octopodidae,Octopuses,490012,0.00319684828179139,Octopodidae-34
1961,182,34,Octopus vulgaris,Common octopus,690088,0.0828158319501638,Octopus_vulgaris-34
1961,182,34,Orcynopsis unicolor,Plain bonito,600108,5.32578398618516,Orcynopsis_unicolor-34
1961,182,34,Pagellus,Pandoras,501145,0.0938781390450312,Pagellus-34
1961,182,34,Pagellus acarne,Axillary seabream,600889,1.12123218040754,Pagellus_acarne-34
1961,182,34,Pagellus bogaraveo,Blackspot seabream,600890,1.5252115788133e-4,Pagellus_bogaraveo-34
1961,182,34,Pagellus erythrinus,Common pandora,600893,3.0714063867667e-4,Pagellus_erythrinus-34
1961,182,34,Pagrus,Subtropical seabreams,500903,1.23443104723893e-5,Pagrus-34
1961,182,34,Pagrus auriga,Redbanded seabream,605066,0.00249831170340392,Pagrus_auriga-34
1961,182,34,Pagrus caeruleostictus,Bluespotted seabream,604540,0.0565275005900663,Pagrus_caeruleostictus-34
1961,182,34,Pagrus pagrus,Red porgy,601756,0.135717716870545,Pagrus_pagrus-34
1961,182,34,Palinuridae,Spiny lobsters,490039,0.105771701811468,Palinuridae-34
1961,182,34,Palinurus,Spiny lobsters,590082,1.05991479578069e-6,Palinurus-34
1961,182,34,Parapenaeus longirostris,Deepwater rose shrimp,690109,2.66430259476203,Parapenaeus_longirostris-34
1961,182,34,Peristediidae,"Armored searobins, gurnards",400581,0.824280839949691,Peristediidae-34
1961,182,34,Phycis,"Gunnels, forkbeards",509303,0.00190515461136316,Phycis-34
1961,182,34,Phycis blennoides,Greater forkbeard,601340,3.37166556869825e-5,Phycis_blennoides-34
1961,182,34,Phycis phycis,Forkbeard,601747,0.0179252882815308,Phycis_phycis-34
1961,182,34,Plectorhinchus mediterraneus,Rubberlip grunt,600398,0.00427953841684094,Plectorhinchus_mediterraneus-34
1961,182,34,Pleuronectiformes,Flatfishes,300061,0.380603775850339,Pleuronectiformes-34
1961,182,34,Pomatomus saltatrix,Bluefish,600364,5.18548446296929,Pomatomus_saltatrix-34
1961,182,34,Prionace glauca,Blue shark,600898,9.35647893436249e-7,Prionace_glauca-34
1961,182,34,Pteriomorphia,"Clams, cockles, arkshells",290056,1.54661711227412,Pteriomorphia-34
1961,182,34,Raja,"Stingrays, skates",500108,0.06785682514669,Raja-34
1961,182,34,Rajiformes,Skates and rays,300014,6.88352701507413e-6,Rajiformes-34
1961,182,34,Ruditapes decussatus,Grooved carpet shell,690166,1.6580083480386e-4,Ruditapes_decussatus-34
1961,182,34,Sarda sarda,Atlantic bonito,600115,6.14018901618024,Sarda_sarda-34
1961,182,34,Sardina pilchardus,European pilchard,601350,701.950727898112,Sardina_pilchardus-34
1961,182,34,Sardinella,Sardinellas,501940,0.0127717961244776,Sardinella-34
1961,182,34,Sardinella aurita,Round sardinella,601043,0.0439123655408351,Sardinella_aurita-34
1961,182,34,Sarpa salpa,Salema,600204,3.84537865462477e-5,Sarpa_salpa-34
1961,182,34,Sciaenidae,"Drums, croakers",400331,0.0103261659657146,Sciaenidae-34
1961,182,34,Scomber,Chub mackerels,500142,0.0725606947579144,Scomber-34
1961,182,34,Scomber colias,Atlantic chub mackerel,654736,17.4362055895069,Scomber_colias-34
1961,182,34,Scomberomorus,Spanish mackerels,500487,1.16354249951044,Scomberomorus-34
1961,182,34,Scombridae,"Mackerels, tunas, bonitos",400416,4.80050524617931,Scombridae-34
1961,182,34,Scombroidea,"Tunas, bonitos, billfishes",300036,11.8613060499106,Scombroidea-34
1961,182,34,Scorpaena,Scorpionfishes,500134,5.46536637604709e-5,Scorpaena-34
1961,182,34,Scorpaena porcus,Black scorpionfish,601758,8.8522411850559e-4,Scorpaena_porcus-34
1961,182,34,Scorpaena scrofa,Red scorpionfish,601759,9.4620964169362e-4,Scorpaena_scrofa-34
1961,182,34,Scorpaenidae,"Scorpionfishes, rockfishes",400264,36.920478863175,Scorpaenidae-34
1961,182,34,Scyliorhinus canicula,Smallspotted catshark,600845,13.0743116482719,Scyliorhinus_canicula-34
1961,182,34,Sepia,Sepia cuttlefishes,590011,1.72909289095806,Sepia-34
1961,182,34,Sepia officinalis,Common cuttlefish,690085,0.0188619586968481,Sepia_officinalis-34
1961,182,34,Sepiidae,Cuttlefishes,490011,0.155194192088711,Sepiidae-34
1961,182,34,Seriola dumerili,Greater amberjack,601005,0.00138421293115411,Seriola_dumerili-34
1961,182,34,Serranidae,"Basses, groupers, hinds",400289,2.94698784399634e-5,Serranidae-34
1961,182,34,Serranus,Groupers,500901,1.9905932572387e-4,Serranus-34
1961,182,34,Serranus cabrilla,Comber,601353,0.00268220042581177,Serranus_cabrilla-34
1961,182,34,Solea,Soles,500618,0.00142911751878693,Solea-34
1961,182,34,Solea solea,Common sole,600525,0.00138027464630316,Solea_solea-34
1961,182,34,Soleidae,Soles,400441,0.00954288719197815,Soleidae-34
1961,182,34,Sparidae,"Porgies, seabreams",400330,0.649445719384891,Sparidae-34
1961,182,34,Sparus aurata,Gilthead seabream,601164,0.729878226545768,Sparus_aurata-34
1961,182,34,Sphyraena,"Barracudas, sennets",500372,0.00371242189364184,Sphyraena-34
1961,182,34,Sphyraenidae,Barracudas,400360,2.0018988225872e-4,Sphyraenidae-34
1961,182,34,Spondyliosoma cantharus,Black seabream,601356,6.74851311959507e-5,Spondyliosoma_cantharus-34
1961,182,34,Squalus,Dogfishes,500107,2.76231808162342e-5,Squalus-34
1961,182,34,Tetrapturus belone,Mediterranean spearfish,601823,2.2314524844455e-5,Tetrapturus_belone-34
1961,182,34,Thunnus thynnus,Atlantic bluefin tuna,600147,0.428890774433066,Thunnus_thynnus-34
1961,182,34,Torpedo,Torpedoes,509274,0.0015432660124016,Torpedo-34
1961,182,34,Trachinotus ovatus,Pompano,601773,0.0191498754396992,Trachinotus_ovatus-34
1961,182,34,Trachinus,Weevers,500122,0.0226806040895023,Trachinus-34
1961,182,34,Trachinus draco,Greater weever,601363,7.1583190732232e-4,Trachinus_draco-34
1961,182,34,Trachurus,"Jacks, horse mackerels",500661,15.0295982427092,Trachurus-34
1961,182,34,Trachurus trachurus,Atlantic horse mackerel,601365,6.5482905754517e-4,Trachurus_trachurus-34
1961,182,34,Trichiuridae,Cutlassfishes,400415,1.46778868512616,Trichiuridae-34
1961,182,34,Trichiurus lepturus,Largehead hairtail,601288,1.1901395323783e-4,Trichiurus_lepturus-34
1961,182,34,Xiphias gladius,Swordfish,600226,0.0217392103149731,Xiphias_gladius-34
1961,182,34,Zeus faber,John dory,601370,7.4512730090449e-6,Zeus_faber-34
1961,182,37,Acanthocardia tuberculata,Tuberculate cockle,690752,116.629397527267,Acanthocardia_tuberculata-37
1961,182,37,Aequipecten opercularis,Queen scallop,690314,0.203542858930474,Aequipecten_opercularis-37
1961,182,37,Alopias,Thresher sharks,500639,2.07793175063719,Alopias-37
1961,182,37,Alopias vulpinus,Thresher,602535,144.377167214608,Alopias_vulpinus-37
1961,182,37,Anguilla anguilla,European eel,600035,63.7693424051048,Anguilla_anguilla-37
1961,182,37,Argentina sphyraena,European argentine,600020,0.0301953564761931,Argentina_sphyraena-37
1961,182,37,Argyrosomus regius,Meagre,600418,166.940715856661,Argyrosomus_regius-37
1961,182,37,Aristeidae,Aristeid shrimps,490042,48.1153009186243,Aristeidae-37
1961,182,37,Aristeus antennatus,Blue and red shrimp,690051,1526.38629514062,Aristeus_antennatus-37
1961,182,37,Atherina boyeri,Bigscale sand smelt,601696,2.63911077601497,Atherina_boyeri-37
1961,182,37,Atherinidae,Silversides,400218,2.72355322342091,Atherinidae-37
1961,182,37,Auxis,Bullet and frigate tunas,501163,42.1542839843124,Auxis-37
1961,182,37,Auxis rochei,Bullet tuna,600093,2469.19676318225,Auxis_rochei-37
1961,182,37,Auxis thazard,Frigate tuna,600094,2576.61924382771,Auxis_thazard-37
1961,182,37,Balistes capriscus,Grey triggerfish,607327,35.0890829629092,Balistes_capriscus-37
1961,182,37,Belone belone,Garfish,600047,362.103657408906,Belone_belone-37
1961,182,37,Bivalvia,Clams,290004,32.38874237499,Bivalvia-37
1961,182,37,Boops boops,Bogue,600203,125.552732707387,Boops_boops-37
1961,182,37,Brama brama,Atlantic pomfret,600391,117.84383616586,Brama_brama-37
1961,182,37,Campogramma glaycos,Vadigo,601894,0.0023707499259238,Campogramma_glaycos-37
1961,182,37,Carangidae,"Jacks, pompanos",400314,269.338666831721,Carangidae-37
1961,182,37,Carcharhinidae,Requiem sharks,400011,2.28968908227872,Carcharhinidae-37
1961,182,37,Carcharhinus,Sharp-nosed sharks,500816,1.0104830579325e-4,Carcharhinus-37
1961,182,37,Cardiidae,Cockles,490058,0.539580860350326,Cardiidae-37
1961,182,37,Cephalopoda,"Squids, cuttlefishes, octopuses",290002,15.7096176924185,Cephalopoda-37
1961,182,37,Cetorhinus maximus,Basking shark,600090,0.453213771044285,Cetorhinus_maximus-37
1961,182,37,Chamelea gallina,Striped venus,690404,2536.56565389878,Chamelea_gallina-37
1961,182,37,Chelidonichthys lucerna,Tub gurnard,601366,5.22295641200313,Chelidonichthys_lucerna-37
1961,182,37,Chondrichthyes,"Sharks, rays, chimaeras",200538,329.991540783036,Chondrichthyes-37
1961,182,37,Clupeidae,"Herrings, sardines, menhadens",400043,54.630111830672,Clupeidae-37
1961,182,37,Conger conger,European conger,600301,741.124222185709,Conger_conger-37
1961,182,37,Coris julis,Mediterranean rainbow wrasse,600058,50.4179729642661,Coris_julis-37
1961,182,37,Coryphaena hippurus,Common dolphinfish,600006,663.185394587987,Coryphaena_hippurus-37
1961,182,37,Crangon crangon,Common shrimp,690091,2.55300514523006,Crangon_crangon-37
1961,182,37,Crassostrea gigas,Pacific cupped oyster,690283,21.1257871117182,Crassostrea_gigas-37
1961,182,37,Decapoda,"Crabs, lobsters, shrimps",390013,3.66518105344336,Decapoda-37
1961,182,37,Dentex,Toothed seabreams,500809,20.8948033750299,Dentex-37
1961,182,37,Dentex dentex,Common dentex,600439,838.86888756411,Dentex_dentex-37
1961,182,37,Dentex gibbosus,Pink dentex,604536,151.860486571569,Dentex_gibbosus-37
1961,182,37,Dicentrarchus labrax,European seabass,600063,436.83827573162,Dicentrarchus_labrax-37
1961,182,37,Dicologlossa cuneata,Wedge sole,600526,506.848763481974,Dicologlossa_cuneata-37
1961,182,37,Diplodus,Two-toothed seabreams,500705,419.140438435074,Diplodus-37
1961,182,37,Diplodus annularis,Annular seabream,601752,83.9138644638996,Diplodus_annularis-37
1961,182,37,Diplodus puntazzo,Sharpsnout seabream,601749,2.63911077601497,Diplodus_puntazzo-37
1961,182,37,Diplodus sargus sargus,White seabream,601753,97.3888221781062,Diplodus_sargus_sargus-37
1961,182,37,Diplodus vulgaris,Common twobanded seabream,601754,98.7567557219832,Diplodus_vulgaris-37
1961,182,37,Donax,Bean clams,590128,13.8047512718271,Donax-37
1961,182,37,Elasmobranchii,"Sharks, rays, skates",200004,7441.16540389249,Elasmobranchii-37
1961,182,37,Engraulis encrasicolus,European anchovy,600066,34359.6998066311,Engraulis_encrasicolus-37
1961,182,37,Epinephelus,"Seabasses, hinds",500366,23.3643060568351,Epinephelus-37
1961,182,37,Epinephelus caninus,Dogtooth grouper,609217,6.5977769400374,Epinephelus_caninus-37
1961,182,37,Epinephelus marginatus,Dusky grouper,606470,56.543544165115,Epinephelus_marginatus-37
1961,182,37,Gadidae,"Cods, haddocks",400183,43.5945834244529,Gadidae-37
1961,182,37,Gadiformes,Cods,300044,0.13337223438284,Gadiformes-37
1961,182,37,Galeorhinus galeus,Tope shark,604642,142.05464394372,Galeorhinus_galeus-37
1961,182,37,Galeus melastomus,Blackmouth catshark,600807,60.0797391439482,Galeus_melastomus-37
1961,182,37,Gastropoda,Sea snails,290006,0.821109503446451,Gastropoda-37
1961,182,37,Gobiidae,Gobies,400405,51.6914946389674,Gobiidae-37
1961,182,37,Helicolenus dactylopterus,Blackbelly rosefish,600076,61.1260589045189,Helicolenus_dactylopterus-37
1961,182,37,Homarus gammarus,European lobster,690125,18.9616390754549,Homarus_gammarus-37
1961,182,37,Isurus oxyrinchus,Shortfin mako,600752,0.00970090004944549,Isurus_oxyrinchus-37
1961,182,37,Katsuwonus pelamis,Skipjack tuna,600107,437.648692581818,Katsuwonus_pelamis-37
1961,182,37,Labridae,"Wrasses, gropers, tuskfishes",400362,105.782467274235,Labridae-37
1961,182,37,Labrus merula,Brown wrasse,604582,0.45748958490295,Labrus_merula-37
1961,182,37,Lamna nasus,Porbeagle,600088,4.3824,Lamna_nasus-37
1961,182,37,Lepidorhombus,Megrims,503124,0.875565854649878,Lepidorhombus-37
1961,182,37,Lichia amia,Leerfish,600692,96.7407069675905,Lichia_amia-37
1961,182,37,Lithognathus mormyrus,Sand steenbras,600706,381.193617071063,Lithognathus_mormyrus-37
1961,182,37,Liza,Mullets,504212,0.595814637010831,Liza-37
1961,182,37,Loligo,Common squids,590010,4.4489445654259,Loligo-37
1961,182,37,Lophius,Frogfishes,500112,0.546577041847615,Lophius-37
1961,182,37,Lophius budegassa,Blackbellied angler,605094,6.81269357335665,Lophius_budegassa-37
1961,182,37,Lophius piscatorius,Angler,600716,15.8346646560898,Lophius_piscatorius-37
1961,182,37,Macrouridae,"Grenadiers, rattails",400185,1.75233195400823,Macrouridae-37
1961,182,37,Maja squinado,Spinous spider crab,690387,98.3803606183613,Maja_squinado-37
1961,182,37,Malacostraca,"Lobsters, crabs, shrimps, krill",290022,0.607959486266018,Malacostraca-37
1961,182,37,Marine finfishes not identified,Finfishes,100139,22634.4860663412,Marine_finfishes_not_identified-37
1961,182,37,Marine fishes not identified,Marine fishes nei,100039,2746.7527794291,Marine_fishes_not_identified-37
1961,182,37,Marine pelagic fishes not identified,Pelagic fishes,100339,21649.4213603175,Marine_pelagic_fishes_not_identified-37
1961,182,37,Melicertus kerathurus,Caramote prawn,690070,1001.38123019281,Melicertus_kerathurus-37
1961,182,37,Merluccius,Hakes,500654,51.1864903389621,Merluccius-37
1961,182,37,Merluccius merluccius,European hake,600030,28502.9841571635,Merluccius_merluccius-37
1961,182,37,Micromesistius poutassou,Blue whiting,600031,3520.2837507691,Micromesistius_poutassou-37
1961,182,37,Miscellaneous aquatic invertebrates,Aquatic invertebrates,100077,70224.8007611979,Miscellaneous_aquatic_invertebrates-37
1961,182,37,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",100047,197.781927970723,Miscellaneous_marine_crustaceans-37
1961,182,37,Mollusca,"Clams, seasnails, squids, octopuses",190195,306.204488527587,Mollusca-37
1961,182,37,Mugilidae,"Mullets, grey mullets",400359,88.4128066536387,Mugilidae-37
1961,182,37,Mullidae,Goatfishes,400332,51.4185185401638,Mullidae-37
1961,182,37,Mullus,Atlantic goatfishes,500143,721.609261279745,Mullus-37
1961,182,37,Mullus barbatus barbatus,Red mullet,600790,171.820091946924,Mullus_barbatus_barbatus-37
1961,182,37,Mullus surmuletus,Surmullet,601327,549.931120135199,Mullus_surmuletus-37
1961,182,37,Muraena helena,Mediterranean moray,601729,46.4730367616133,Muraena_helena-37
1961,182,37,Murex,Murex shells,590050,0.302559032339436,Murex-37
1961,182,37,Mustelus,Smoothhounds,500348,0.107663294985014,Mustelus-37
1961,182,37,Mustelus mustelus,Smooth-hound,604996,20.0284185473727,Mustelus_mustelus-37
1961,182,37,Mytilus galloprovincialis,Mediterranean mussel,690241,9.71694113275207,Mytilus_galloprovincialis-37
1961,182,37,Nephrops norvegicus,Norway lobster,690273,28.4062364986672,Nephrops_norvegicus-37
1961,182,37,Oblada melanura,Saddled seabream,600850,22.8254558284823,Oblada_melanura-37
1961,182,37,Octopoda,"Octopuses, argonauts",390007,248.227621894648,Octopoda-37
1961,182,37,Octopodidae,Octopuses,490012,3164.17345156508,Octopodidae-37
1961,182,37,Octopus vulgaris,Common octopus,690088,3523.92167900361,Octopus_vulgaris-37
1961,182,37,Orcynopsis unicolor,Plain bonito,600108,0.155804536631051,Orcynopsis_unicolor-37
1961,182,37,Pagellus,Pandoras,501145,82.5096381894394,Pagellus-37
1961,182,37,Pagellus acarne,Axillary seabream,600889,280.899878642311,Pagellus_acarne-37
1961,182,37,Pagellus bogaraveo,Blackspot seabream,600890,1447.91800355634,Pagellus_bogaraveo-37
1961,182,37,Pagellus erythrinus,Common pandora,600893,571.922881458325,Pagellus_erythrinus-37
1961,182,37,Pagrus,Subtropical seabreams,500903,0.0134150310989695,Pagrus-37
1961,182,37,Pagrus auriga,Redbanded seabream,605066,284.047408970104,Pagrus_auriga-37
1961,182,37,Pagrus caeruleostictus,Bluespotted seabream,604540,3.985867301671,Pagrus_caeruleostictus-37
1961,182,37,Pagrus pagrus,Red porgy,601756,516.913647613212,Pagrus_pagrus-37
1961,182,37,Palinuridae,Spiny lobsters,490039,0.088404040545195,Palinuridae-37
1961,182,37,Palinurus,Spiny lobsters,590082,3.20871136316788,Palinurus-37
1961,182,37,Palinurus elephas,Common spiny lobster,690092,109.696204699989,Palinurus_elephas-37
1961,182,37,Paracentrotus lividus,Stony sea urchin,690400,23.5206301600837,Paracentrotus_lividus-37
1961,182,37,Parapenaeus longirostris,Deepwater rose shrimp,690109,0.00602683453267347,Parapenaeus_longirostris-37
1961,182,37,Pecten jacobaeus,Great Mediterranean scallop,690157,0.271386631987942,Pecten_jacobaeus-37
1961,182,37,Perciformes,Perch-likes,300060,8.20600713774614,Perciformes-37
1961,182,37,Peristediidae,"Armored searobins, gurnards",400581,0.17818532398726,Peristediidae-37
1961,182,37,Phycis,"Gunnels, forkbeards",509303,7.66012099483118,Phycis-37
1961,182,37,Phycis blennoides,Greater forkbeard,601340,36.8440031530598,Phycis_blennoides-37
1961,182,37,Phycis phycis,Forkbeard,601747,21.4813982065699,Phycis_phycis-37
1961,182,37,Platichthys flesus,European flounder,601341,2.78426414303864,Platichthys_flesus-37
1961,182,37,Plectorhinchus mediterraneus,Rubberlip grunt,600398,274.662147837292,Plectorhinchus_mediterraneus-37
1961,182,37,Pleuronectiformes,Flatfishes,300061,0.17985907151637,Pleuronectiformes-37
1961,182,37,Polyprion americanus,Wreckfish,600349,81.0244586680201,Polyprion_americanus-37
1961,182,37,Pomadasys incisus,Bastard grunt,605003,70.263186693,Pomadasys_incisus-37
1961,182,37,Pomatomus saltatrix,Bluefish,600364,115.615139502655,Pomatomus_saltatrix-37
1961,182,37,Prionace glauca,Blue shark,600898,16.5038703715282,Prionace_glauca-37
1961,182,37,Pteriomorphia,"Clams, cockles, arkshells",290056,148.281881697864,Pteriomorphia-37
1961,182,37,Raja,"Stingrays, skates",500108,85.0153146846159,Raja-37
1961,182,37,Rajidae,Stingrays,400019,17.7209253547773,Rajidae-37
1961,182,37,Rajiformes,Skates and rays,300014,9.87195075833522,Rajiformes-37
1961,182,37,Ruditapes decussatus,Grooved carpet shell,690166,30.8373135451348,Ruditapes_decussatus-37
1961,182,37,Sarda sarda,Atlantic bonito,600115,3258.5251002927,Sarda_sarda-37
1961,182,37,Sardina pilchardus,European pilchard,601350,80499.7862759902,Sardina_pilchardus-37
1961,182,37,Sardinella,Sardinellas,501940,53.5812023026538,Sardinella-37
1961,182,37,Sardinella aurita,Round sardinella,601043,482.215971427272,Sardinella_aurita-37
1961,182,37,Sarpa salpa,Salema,600204,93.3740529026027,Sarpa_salpa-37
1961,182,37,Sciaena umbra,Brown meagre,601707,95.5682558799283,Sciaena_umbra-37
1961,182,37,Sciaenidae,"Drums, croakers",400331,0.0451194239516019,Sciaenidae-37
1961,182,37,Scomber,Chub mackerels,500142,4001.69512372374,Scomber-37
1961,182,37,Scomber colias,Atlantic chub mackerel,654736,303.519328898199,Scomber_colias-37
1961,182,37,Scomberesox saurus saurus,Atlantic saury,601084,0.430732568285304,Scomberesox_saurus_saurus-37
1961,182,37,Scomberomorus,Spanish mackerels,500487,34.5396933491149,Scomberomorus-37
1961,182,37,Scomber scombrus,Atlantic mackerel,600118,52.9653016274818,Scomber_scombrus-37
1961,182,37,Scombridae,"Mackerels, tunas, bonitos",400416,297.213713108539,Scombridae-37
1961,182,37,Scophthalmus maximus,Turbot,601348,1.18339539230072,Scophthalmus_maximus-37
1961,182,37,Scorpaena,Scorpionfishes,500134,63.2536596045224,Scorpaena-37
1961,182,37,Scorpaena porcus,Black scorpionfish,601758,168.434003340435,Scorpaena_porcus-37
1961,182,37,Scorpaena scrofa,Red scorpionfish,601759,98.4085946589981,Scorpaena_scrofa-37
1961,182,37,Scorpaenidae,"Scorpionfishes, rockfishes",400264,11.9042686695557,Scorpaenidae-37
1961,182,37,Scorpaeniformes,"Scorpionfishes, flatheads",300059,1.20156361023441,Scorpaeniformes-37
1961,182,37,Scyliorhinidae,Cat/swellsharks,400010,0.113706742218901,Scyliorhinidae-37
1961,182,37,Scyliorhinus canicula,Smallspotted catshark,600845,60.0797391439482,Scyliorhinus_canicula-37
1961,182,37,Scyllarides latus,Mediterranean slipper lobster,690598,17.0158526499831,Scyllarides_latus-37
1961,182,37,Sepia,Sepia cuttlefishes,590011,74.5824519881941,Sepia-37
1961,182,37,Sepia officinalis,Common cuttlefish,690085,1857.90324254244,Sepia_officinalis-37
1961,182,37,Sepiidae,Cuttlefishes,490011,0.342059907904336,Sepiidae-37
1961,182,37,Seriola dumerili,Greater amberjack,601005,1208.65040166318,Seriola_dumerili-37
1961,182,37,Serranidae,"Basses, groupers, hinds",400289,42.6693531166093,Serranidae-37
1961,182,37,Serranus,Groupers,500901,112.168128377309,Serranus-37
1961,182,37,Serranus cabrilla,Comber,601353,483.653289203679,Serranus_cabrilla-37
1961,182,37,Solea,Soles,500618,117.579002024176,Solea-37
