year,rgn_id,fao_rgn,taxon_scientific_name,taxon_common_name,taxon_key,tons,stock_id
1978,182,27,Teuthida,Squids,390002,3.04627879466677,Teuthida-27
1978,182,27,Thunnus,Tunas,501905,2.70691245211992,Thunnus-27
1978,182,27,Thunnus thynnus,Atlantic bluefin tuna,600147,459.615684287943,Thunnus_thynnus-27
1978,182,27,Todarodes sagittatus,European flying squid,690124,20.9557347772221,Todarodes_sagittatus-27
1978,182,27,Trachinotus ovatus,Pompano,601773,0.296942959029783,Trachinotus_ovatus-27
1978,182,27,Trachinus,Weevers,500122,3.1766446118745e-4,Trachinus-27
1978,182,27,Trachinus draco,Greater weever,601363,39.0853224423885,Trachinus_draco-27
1978,182,27,Trachurus,"Jacks, horse mackerels",500661,60624.3557677391,Trachurus-27
1978,182,27,Trachurus mediterraneus,Mediterranean horse mackerel,601278,0.018324701317582,Trachurus_mediterraneus-27
1978,182,27,Trachurus trachurus,Atlantic horse mackerel,601365,1528.52337644837,Trachurus_trachurus-27
1978,182,27,Trachyrincus scabrus,Roughsnout grenadier,604556,0.0222692494458743,Trachyrincus_scabrus-27
1978,182,27,Trigla,Piper gurnards,500144,2.26447391772503,Trigla-27
1978,182,27,Triglidae,"Searobins, gurnards",400266,49.5821143110196,Triglidae-27
1978,182,27,Trigloporus lastoviza,Streaked gurnard,605081,0.0371739330931378,Trigloporus_lastoviza-27
1978,182,27,Trisopterus luscus,Pouting,601367,5912.82356176762,Trisopterus_luscus-27
1978,182,27,Venerupis corrugata,Corrugated venus,690309,917.997603205012,Venerupis_corrugata-27
1978,182,27,Xiphias gladius,Swordfish,600226,923.724556090808,Xiphias_gladius-27
1978,182,27,Zeus faber,John dory,601370,0.0918738264676026,Zeus_faber-27
1978,182,34,Acanthocardia tuberculata,Tuberculate cockle,690752,43.03729718859,Acanthocardia_tuberculata-34
1978,182,34,Aequipecten opercularis,Queen scallop,690314,0.00279053781956885,Aequipecten_opercularis-34
1978,182,34,Alopias vulpinus,Thresher,602535,1.17854153425533e-5,Alopias_vulpinus-34
1978,182,34,Alosa,Shads,500352,0.459728087558842,Alosa-34
1978,182,34,Anguilla anguilla,European eel,600035,0.810102969872221,Anguilla_anguilla-34
1978,182,34,Argentina sphyraena,European argentine,600020,0.002854095362176,Argentina_sphyraena-34
1978,182,34,Argyrosomus regius,Meagre,600418,0.00611356885199805,Argyrosomus_regius-34
1978,182,34,Auxis,Bullet and frigate tunas,501163,2.6543312358307,Auxis-34
1978,182,34,Auxis rochei,Bullet tuna,600093,0.73370828132438,Auxis_rochei-34
1978,182,34,Auxis thazard,Frigate tuna,600094,8.59205308609255,Auxis_thazard-34
1978,182,34,Balistes capriscus,Grey triggerfish,607327,0.002977471421892,Balistes_capriscus-34
1978,182,34,Balistidae,Triggerfishes,400445,5.0099125402351e-4,Balistidae-34
1978,182,34,Belone belone,Garfish,600047,3.0792858774731e-4,Belone_belone-34
1978,182,34,Bivalvia,Clams,290004,4.93831704689643,Bivalvia-34
1978,182,34,Boops boops,Bogue,600203,1.25572506914639,Boops_boops-34
1978,182,34,Brama brama,Atlantic pomfret,600391,0.0453219378728748,Brama_brama-34
1978,182,34,Campogramma glaycos,Vadigo,601894,3.73747419353208e-5,Campogramma_glaycos-34
1978,182,34,Carangidae,"Jacks, pompanos",400314,0.0573138420565554,Carangidae-34
1978,182,34,Caranx,Jacks,500467,2.38613688417035,Caranx-34
1978,182,34,Cardiidae,Cockles,490058,3.1338797332003e-4,Cardiidae-34
1978,182,34,Cephalopoda,"Squids, cuttlefishes, octopuses",290002,0.22443903810219001,Cephalopoda-34
1978,182,34,Chamelea gallina,Striped venus,690404,52.4158034486291,Chamelea_gallina-34
1978,182,34,Chelidonichthys lucerna,Tub gurnard,601366,0.0480474788186436,Chelidonichthys_lucerna-34
1978,182,34,Chondrichthyes,"Sharks, rays, chimaeras",200538,0.373881360017966,Chondrichthyes-34
1978,182,34,Clupeiformes,"Herrings, shads, anchovies",300028,0.0502812576380189,Clupeiformes-34
1978,182,34,Conger conger,European conger,600301,137.984605419921,Conger_conger-34
1978,182,34,Congridae,"Conger, garden eels",400062,2.77013230225732,Congridae-34
1978,182,34,Coris julis,Mediterranean rainbow wrasse,600058,3.5951812793333e-4,Coris_julis-34
1978,182,34,Coryphaena hippurus,Common dolphinfish,600006,0.0210602986262766,Coryphaena_hippurus-34
1978,182,34,Decapoda,"Crabs, lobsters, shrimps",390013,1.61334193654048,Decapoda-34
1978,182,34,Dentex,Toothed seabreams,500809,0.00981389098791749,Dentex-34
1978,182,34,Dentex dentex,Common dentex,600439,0.595927049316753,Dentex_dentex-34
1978,182,34,Dentex gibbosus,Pink dentex,604536,0.00147699825120881,Dentex_gibbosus-34
1978,182,34,Dicentrarchus labrax,European seabass,600063,1.68755584348503,Dicentrarchus_labrax-34
1978,182,34,Dicentrarchus punctatus,Spotted seabass,600394,0.106153631480383,Dicentrarchus_punctatus-34
1978,182,34,Dicologlossa cuneata,Wedge sole,600526,0.00832510295068308,Dicologlossa_cuneata-34
1978,182,34,Diplodus,Two-toothed seabreams,500705,0.2598361934221,Diplodus-34
1978,182,34,Diplodus puntazzo,Sharpsnout seabream,601749,2.6388471619566e-4,Diplodus_puntazzo-34
1978,182,34,Diplodus sargus sargus,White seabream,601753,0.0018449551674085201,Diplodus_sargus_sargus-34
1978,182,34,Diplodus vulgaris,Common twobanded seabream,601754,0.854157945830757,Diplodus_vulgaris-34
1978,182,34,Donax,Bean clams,590128,0.480940995408701,Donax-34
1978,182,34,Elasmobranchii,"Sharks, rays, skates",200004,1.70225037074695,Elasmobranchii-34
1978,182,34,Engraulis encrasicolus,European anchovy,600066,56.4860867825061,Engraulis_encrasicolus-34
1978,182,34,Epinephelus,"Seabasses, hinds",500366,0.0748057324914365,Epinephelus-34
1978,182,34,Epinephelus marginatus,Dusky grouper,606470,0.033237878698318,Epinephelus_marginatus-34
1978,182,34,Gadidae,"Cods, haddocks",400183,0.148200295789541,Gadidae-34
1978,182,34,Galeorhinus galeus,Tope shark,604642,1.69367268303055e-5,Galeorhinus_galeus-34
1978,182,34,Haemulidae,"Grunts, sweetlips, bonnetmouths",400327,0.0392062451695123,Haemulidae-34
1978,182,34,Homarus gammarus,European lobster,690125,4.18861289118783e-5,Homarus_gammarus-34
1978,182,34,Labridae,"Wrasses, gropers, tuskfishes",400362,4.1952984398507e-4,Labridae-34
1978,182,34,Lepidorhombus,Megrims,503124,5.41674958668317e-8,Lepidorhombus-34
1978,182,34,Lepidorhombus whiffiagonis,Megrim,600028,1.12481172517836,Lepidorhombus_whiffiagonis-34
1978,182,34,Lichia amia,Leerfish,600692,0.0628886267873502,Lichia_amia-34
1978,182,34,Lithognathus mormyrus,Sand steenbras,600706,0.00110006320467587,Lithognathus_mormyrus-34
1978,182,34,Liza,Mullets,504212,0.261846863465598,Liza-34
1978,182,34,Liza aurata,Golden grey mullet,601735,0.00577150358664415,Liza_aurata-34
1978,182,34,Loliginidae,Common pencil squids,490010,0.00106644854083023,Loliginidae-34
1978,182,34,Loligo,Common squids,590010,0.00455974617082865,Loligo-34
1978,182,34,Lophiidae,Goosefishes,400190,0.981700207999781,Lophiidae-34
1978,182,34,Lophius,Frogfishes,500112,0.00128675797350119,Lophius-34
1978,182,34,Maja squinado,Spinous spider crab,690387,0.00138519297382102,Maja_squinado-34
1978,182,34,Marine finfishes not identified,Finfishes,100139,0.0124496355586032,Marine_finfishes_not_identified-34
1978,182,34,Marine fishes not identified,Marine fishes nei,100039,8359.1414090384,Marine_fishes_not_identified-34
1978,182,34,Marine pelagic fishes not identified,Pelagic fishes,100339,3.26614794033969,Marine_pelagic_fishes_not_identified-34
1978,182,34,Melicertus kerathurus,Caramote prawn,690070,2.49053322365943,Melicertus_kerathurus-34
1978,182,34,Merluccius,Hakes,500654,5.40816786473946,Merluccius-34
1978,182,34,Merluccius merluccius,European hake,600030,22.3973025796828,Merluccius_merluccius-34
1978,182,34,Micromesistius poutassou,Blue whiting,600031,0.631900543217992,Micromesistius_poutassou-34
1978,182,34,Miscellaneous aquatic invertebrates,Aquatic invertebrates,100077,22.1802205017949,Miscellaneous_aquatic_invertebrates-34
1978,182,34,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",100047,4.74465153044965,Miscellaneous_marine_crustaceans-34
1978,182,34,Mola mola,Ocean sunfish,601732,0.0867322130016607,Mola_mola-34
1978,182,34,Mollusca,"Clams, seasnails, squids, octopuses",190195,2.62113780248518,Mollusca-34
1978,182,34,Mugilidae,"Mullets, grey mullets",400359,0.841944125660759,Mugilidae-34
1978,182,34,Mullidae,Goatfishes,400332,4.29003611596381e-5,Mullidae-34
1978,182,34,Mullus,Atlantic goatfishes,500143,0.327816664882829,Mullus-34
1978,182,34,Mullus barbatus barbatus,Red mullet,600790,0.0966265107421412,Mullus_barbatus_barbatus-34
1978,182,34,Mullus surmuletus,Surmullet,601327,1.27300768050115,Mullus_surmuletus-34
1978,182,34,Mytilus galloprovincialis,Mediterranean mussel,690241,8.4958941506648e-4,Mytilus_galloprovincialis-34
1978,182,34,Nephrops norvegicus,Norway lobster,690273,6.96716528562579,Nephrops_norvegicus-34
1978,182,34,Oblada melanura,Saddled seabream,600850,9.3058891544279e-4,Oblada_melanura-34
1978,182,34,Octopoda,"Octopuses, argonauts",390007,172.208699696173,Octopoda-34
1978,182,34,Octopodidae,Octopuses,490012,0.00638469449534665,Octopodidae-34
1978,182,34,Octopus vulgaris,Common octopus,690088,10.8774745258734,Octopus_vulgaris-34
1978,182,34,Orcynopsis unicolor,Plain bonito,600108,2.25998580150704,Orcynopsis_unicolor-34
1978,182,34,Pagellus,Pandoras,501145,0.0773958880382794,Pagellus-34
1978,182,34,Pagellus acarne,Axillary seabream,600889,1.11808775835537,Pagellus_acarne-34
1978,182,34,Pagellus bogaraveo,Blackspot seabream,600890,3.3381679926769e-4,Pagellus_bogaraveo-34
1978,182,34,Pagellus erythrinus,Common pandora,600893,0.00138626451323394,Pagellus_erythrinus-34
1978,182,34,Pagrus,Subtropical seabreams,500903,0.0370152250501958,Pagrus-34
1978,182,34,Pagrus auriga,Redbanded seabream,605066,0.00229306152041291,Pagrus_auriga-34
1978,182,34,Pagrus caeruleostictus,Bluespotted seabream,604540,0.0487358824886561,Pagrus_caeruleostictus-34
1978,182,34,Pagrus pagrus,Red porgy,601756,0.125764223622331,Pagrus_pagrus-34
1978,182,34,Palinuridae,Spiny lobsters,490039,0.0833889638172262,Palinuridae-34
1978,182,34,Palinurus,Spiny lobsters,590082,9.72836908633638e-7,Palinurus-34
1978,182,34,Parapenaeus longirostris,Deepwater rose shrimp,690109,110.343387232851,Parapenaeus_longirostris-34
1978,182,34,Penaeidae,Commercial shrimps and prawns,490043,1.30971424307019e-5,Penaeidae-34
1978,182,34,Perciformes,Perch-likes,300060,0.345803615869186,Perciformes-34
1978,182,34,Peristediidae,"Armored searobins, gurnards",400581,1.52092232021773,Peristediidae-34
1978,182,34,Phycis,"Gunnels, forkbeards",509303,0.278002121099355,Phycis-34
1978,182,34,Phycis blennoides,Greater forkbeard,601340,1.7698287611721e-4,Phycis_blennoides-34
1978,182,34,Phycis phycis,Forkbeard,601747,0.0455248778221924,Phycis_phycis-34
1978,182,34,Plectorhinchus mediterraneus,Rubberlip grunt,600398,0.0597240065372156,Plectorhinchus_mediterraneus-34
1978,182,34,Plesiopenaeus edwardsianus,Scarlet shrimp,690343,0.225506440020276,Plesiopenaeus_edwardsianus-34
1978,182,34,Pleuronectiformes,Flatfishes,300061,7.09936084573163,Pleuronectiformes-34
1978,182,34,Polynemidae,Threadfins,400361,0.00305863299589689,Polynemidae-34
1978,182,34,Pomatomus saltatrix,Bluefish,600364,2.1718290233987,Pomatomus_saltatrix-34
1978,182,34,Prionace glauca,Blue shark,600898,8.58779222034564e-7,Prionace_glauca-34
1978,182,34,Pteriomorphia,"Clams, cockles, arkshells",290056,1.39103914503792,Pteriomorphia-34
1978,182,34,Raja,"Stingrays, skates",500108,0.0700489649904912,Raja-34
1978,182,34,Rajiformes,Skates and rays,300014,0.846502379139773,Rajiformes-34
1978,182,34,Ruditapes decussatus,Grooved carpet shell,690166,1.5217937531307e-4,Ruditapes_decussatus-34
1978,182,34,Sarda sarda,Atlantic bonito,600115,12.2245388643287,Sarda_sarda-34
1978,182,34,Sardina pilchardus,European pilchard,601350,1069.96062749813,Sardina_pilchardus-34
1978,182,34,Sardinella,Sardinellas,501940,59.5626186053678,Sardinella-34
1978,182,34,Sardinella aurita,Round sardinella,601043,5.66089049742841,Sardinella_aurita-34
1978,182,34,Sarpa salpa,Salema,600204,2.0560704181566e-4,Sarpa_salpa-34
1978,182,34,Sciaenidae,"Drums, croakers",400331,0.0199630114535916,Sciaenidae-34
1978,182,34,Scomber,Chub mackerels,500142,3.60991936885777,Scomber-34
1978,182,34,Scomber colias,Atlantic chub mackerel,654736,78.269896187454,Scomber_colias-34
1978,182,34,Scomberomorus,Spanish mackerels,500487,0.889222538221752,Scomberomorus-34
1978,182,34,Scombridae,"Mackerels, tunas, bonitos",400416,8.75923102549162,Scombridae-34
1978,182,34,Scombroidea,"Tunas, bonitos, billfishes",300036,11.2402216613725,Scombroidea-34
1978,182,34,Scorpaena,Scorpionfishes,500134,0.396490307874327,Scorpaena-34
1978,182,34,Scorpaena porcus,Black scorpionfish,601758,0.00132922629090302,Scorpaena_porcus-34
1978,182,34,Scorpaena scrofa,Red scorpionfish,601759,0.00142080034430167,Scorpaena_scrofa-34
1978,182,34,Scorpaenidae,"Scorpionfishes, rockfishes",400264,48.2114594544296,Scorpaenidae-34
1978,182,34,Scyliorhinus canicula,Smallspotted catshark,600845,11.1250673337241,Scyliorhinus_canicula-34
1978,182,34,Sepia,Sepia cuttlefishes,590011,1.53331379276054,Sepia-34
1978,182,34,Sepia officinalis,Common cuttlefish,690085,0.0378360605948396,Sepia_officinalis-34
1978,182,34,Sepiida,"Cuttlefishes, bobtail squids",390006,6.56612779674691,Sepiida-34
1978,182,34,Sepiidae,Cuttlefishes,490011,0.0674430966438978,Sepiidae-34
1978,182,34,Seriola dumerili,Greater amberjack,601005,0.00283228408442556,Seriola_dumerili-34
1978,182,34,Serranidae,"Basses, groupers, hinds",400289,0.0263104232122763,Serranidae-34
1978,182,34,Serranus,Groupers,500901,4.2539506917369e-4,Serranus-34
1978,182,34,Serranus cabrilla,Comber,601353,0.0057319335908859,Serranus_cabrilla-34
1978,182,34,Solea,Soles,500618,0.00131170757695718,Solea-34
1978,182,34,Solea solea,Common sole,600525,2.19907029728185,Solea_solea-34
1978,182,34,Soleidae,Soles,400441,0.0376564834948138,Soleidae-34
1978,182,34,Sparidae,"Porgies, seabreams",400330,0.438546624563004,Sparidae-34
1978,182,34,Sparus aurata,Gilthead seabream,601164,1.11373731243279,Sparus_aurata-34
1978,182,34,Sphyraena,"Barracudas, sennets",500372,0.00793354424392126,Sphyraena-34
1978,182,34,Sphyraenidae,Barracudas,400360,0.0456573068526926,Sphyraenidae-34
1978,182,34,Spondyliosoma cantharus,Black seabream,601356,0.00288520875875978,Spondyliosoma_cantharus-34
1978,182,34,Squalidae,Dogfish sharks,400013,1.07953144325468,Squalidae-34
1978,182,34,Squalus,Dogfishes,500107,2.53537830880499e-5,Squalus-34
1978,182,34,Stromateus fiatola,Blue butterfish,601198,0.0226739292152245,Stromateus_fiatola-34
1978,182,34,Tetrapturus belone,Mediterranean spearfish,601823,4.76867326083769e-5,Tetrapturus_belone-34
1978,182,34,Teuthida,Squids,390002,18.9125652151024,Teuthida-34
1978,182,34,Thunnus thynnus,Atlantic bluefin tuna,600147,0.4133486397931,Thunnus_thynnus-34
1978,182,34,Torpedo,Torpedoes,509274,0.00392831348611316,Torpedo-34
1978,182,34,Trachinotus ovatus,Pompano,601773,0.0487268525127689,Trachinotus_ovatus-34
1978,182,34,Trachinus,Weevers,500122,0.0579760119380219,Trachinus-34
1978,182,34,Trachinus draco,Greater weever,601363,0.0015297518094244,Trachinus_draco-34
1978,182,34,Trachurus,"Jacks, horse mackerels",500661,466.79025107858,Trachurus-34
1978,182,34,Trachurus trachurus,Atlantic horse mackerel,601365,13.1164614083144,Trachurus_trachurus-34
1978,182,34,Trichiuridae,Cutlassfishes,400415,0.843978493950077,Trichiuridae-34
1978,182,34,Trichiurus lepturus,Largehead hairtail,601288,0.407341000790515,Trichiurus_lepturus-34
1978,182,34,Triglidae,"Searobins, gurnards",400266,0.383030280647338,Triglidae-34
1978,182,34,Xiphias gladius,Swordfish,600226,2.01598047643526,Xiphias_gladius-34
1978,182,34,Zeus faber,John dory,601370,0.00332271745686902,Zeus_faber-34
1978,182,37,Acanthocardia tuberculata,Tuberculate cockle,690752,104.897363500698,Acanthocardia_tuberculata-37
1978,182,37,Aequipecten opercularis,Queen scallop,690314,0.183067988979445,Aequipecten_opercularis-37
1978,182,37,Alopias,Thresher sharks,500639,2.38041799583316,Alopias-37
1978,182,37,Alopias vulpinus,Thresher,602535,308.52844226124,Alopias_vulpinus-37
1978,182,37,Alosa,Shads,500352,13.2320094940891,Alosa-37
1978,182,37,Anguilla anguilla,European eel,600035,54.9795258129671,Anguilla_anguilla-37
1978,182,37,Aphia minuta,Transparent goby,600039,56.4194737365925,Aphia_minuta-37
1978,182,37,Argentina sphyraena,European argentine,600020,0.161450366251263,Argentina_sphyraena-37
1978,182,37,Argyrosomus regius,Meagre,600418,158.565504958409,Argyrosomus_regius-37
1978,182,37,Aristeidae,Aristeid shrimps,490042,147.493225167698,Aristeidae-37
1978,182,37,Aristeus antennatus,Blue and red shrimp,690051,4139.46273346421,Aristeus_antennatus-37
1978,182,37,Atherina boyeri,Bigscale sand smelt,601696,4.43882881170943,Atherina_boyeri-37
1978,182,37,Atherinidae,Silversides,400218,3.71120708548016,Atherinidae-37
1978,182,37,Auxis,Bullet and frigate tunas,501163,51.4876539999108,Auxis-37
1978,182,37,Auxis rochei,Bullet tuna,600093,426.427650060764,Auxis_rochei-37
1978,182,37,Auxis thazard,Frigate tuna,600094,187.724697474067,Auxis_thazard-37
1978,182,37,Balistes capriscus,Grey triggerfish,607327,32.2063199068202,Balistes_capriscus-37
1978,182,37,Belone belone,Garfish,600047,54.8641905173344,Belone_belone-37
1978,182,37,Bivalvia,Clams,290004,7.90811082410738,Bivalvia-37
1978,182,37,Boops boops,Bogue,600203,145.008594487995,Boops_boops-37
1978,182,37,Brama brama,Atlantic pomfret,600391,108.16231048884,Brama_brama-37
1978,182,37,Campogramma glaycos,Vadigo,601894,0.0126760697172868,Campogramma_glaycos-37
1978,182,37,Carangidae,"Jacks, pompanos",400314,436.604703088085,Carangidae-37
1978,182,37,Carcharhinidae,Requiem sharks,400011,2.61964737370411,Carcharhinidae-37
1978,182,37,Carcharhinus,Sharp-nosed sharks,500816,1.1788969009213e-4,Carcharhinus-37
1978,182,37,Cardiidae,Cockles,490058,0.485303112647516,Cardiidae-37
1978,182,37,Cephalopoda,"Squids, cuttlefishes, octopuses",290002,3.9245536551311,Cephalopoda-37
1978,182,37,Cetorhinus maximus,Basking shark,600090,0.528749399551665,Cetorhinus_maximus-37
1978,182,37,Chamelea gallina,Striped venus,690404,14127.2454084121,Chamelea_gallina-37
1978,182,37,Chelidonichthys lucerna,Tub gurnard,601366,9.87643657606044,Chelidonichthys_lucerna-37
1978,182,37,Chondrichthyes,"Sharks, rays, chimaeras",200538,144.959914545645,Chondrichthyes-37
1978,182,37,Clupeidae,"Herrings, sardines, menhadens",400043,160.928064322917,Clupeidae-37
1978,182,37,Conger conger,European conger,600301,1520.18478586978,Conger_conger-37
1978,182,37,Coris julis,Mediterranean rainbow wrasse,600058,90.5924150108938,Coris_julis-37
1978,182,37,Coryphaena hippurus,Common dolphinfish,600006,1400.19734895666,Coryphaena_hippurus-37
1978,182,37,Crangon crangon,Common shrimp,690091,3.1838506276538,Crangon_crangon-37
1978,182,37,Crassostrea gigas,Pacific cupped oyster,690283,28.7867224848565,Crassostrea_gigas-37
1978,182,37,Decapoda,"Crabs, lobsters, shrimps",390013,28.3388500269651,Decapoda-37
1978,182,37,Dentex,Toothed seabreams,500809,19.5935208448829,Dentex-37
1978,182,37,Dentex dentex,Common dentex,600439,1704.14325154542,Dentex_dentex-37
1978,182,37,Dentex gibbosus,Pink dentex,604536,139.384304152852,Dentex_gibbosus-37
1978,182,37,Dicentrarchus labrax,European seabass,600063,655.558077325923,Dicentrarchus_labrax-37
1978,182,37,Dicologlossa cuneata,Wedge sole,600526,465.208322393189,Dicologlossa_cuneata-37
1978,182,37,Diplodus,Two-toothed seabreams,500705,546.471366298715,Diplodus-37
1978,182,37,Diplodus annularis,Annular seabream,601752,125.074573106206,Diplodus_annularis-37
1978,182,37,Diplodus puntazzo,Sharpsnout seabream,601749,4.43882881170943,Diplodus_puntazzo-37
1978,182,37,Diplodus sargus sargus,White seabream,601753,147.952886604344,Diplodus_sargus_sargus-37
1978,182,37,Diplodus vulgaris,Common twobanded seabream,601754,125.477737783993,Diplodus_vulgaris-37
1978,182,37,Donax,Bean clams,590128,12.5081496760093,Donax-37
1978,182,37,Elasmobranchii,"Sharks, rays, skates",200004,1463.87088438477,Elasmobranchii-37
1978,182,37,Engraulis encrasicolus,European anchovy,600066,30671.0224887891,Engraulis_encrasicolus-37
1978,182,37,Epinephelus,"Seabasses, hinds",500366,20.3343701244025,Epinephelus-37
1978,182,37,Epinephelus caninus,Dogtooth grouper,609217,11.0970720292736,Epinephelus_caninus-37
1978,182,37,Epinephelus marginatus,Dusky grouper,606470,74.0800700459548,Epinephelus_marginatus-37
1978,182,37,Euthynnus alletteratus,Little tunny,600097,85.1787469100807,Euthynnus_alletteratus-37
1978,182,37,Gadidae,"Cods, haddocks",400183,76.6991756842077,Gadidae-37
1978,182,37,Gadiformes,Cods,300044,0.410763367009584,Gadiformes-37
1978,182,37,Galeorhinus galeus,Tope shark,604642,130.384065935318,Galeorhinus_galeus-37
1978,182,37,Galeus melastomus,Blackmouth catshark,600807,209.814022919186,Galeus_melastomus-37
1978,182,37,Gastropoda,Sea snails,290006,0.19918467382119,Gastropoda-37
1978,182,37,Gobiidae,Gobies,400405,157.595822537862,Gobiidae-37
1978,182,37,Goneplax rhomboides,Goneplax rhomboides,690896,0.537891275742142,Goneplax_rhomboides-37
1978,182,37,Helicolenus dactylopterus,Blackbelly rosefish,600076,130.628012332935,Helicolenus_dactylopterus-37
1978,182,37,Homarus gammarus,European lobster,690125,39.0670462173231,Homarus_gammarus-37
1978,182,37,Isurus oxyrinchus,Shortfin mako,600752,0.0113177167243531,Isurus_oxyrinchus-37
1978,182,37,Labridae,"Wrasses, gropers, tuskfishes",400362,205.22184612054,Labridae-37
1978,182,37,Labrus merula,Brown wrasse,604582,0.681893449882628,Labrus_merula-37
1978,182,37,Lamna nasus,Porbeagle,600088,3.8275546079419,Lamna_nasus-37
1978,182,37,Lepidorhombus,Megrims,503124,0.803633256624097,Lepidorhombus-37
1978,182,37,Lichia amia,Leerfish,600692,199.531335395548,Lichia_amia-37
1978,182,37,Lithognathus mormyrus,Sand steenbras,600706,451.945452411411,Lithognathus_mormyrus-37
1978,182,37,Liza,Mullets,504212,8.45231193323545,Liza-37
1978,182,37,Loligo,Common squids,590010,4.75533246038155,Loligo-37
1978,182,37,Lophius,Frogfishes,500112,2.19438726370082,Lophius-37
1978,182,37,Lophius budegassa,Blackbellied angler,605094,10.2297386844057,Lophius_budegassa-37
1978,182,37,Lophius piscatorius,Angler,600716,26.6329728702565,Lophius_piscatorius-37
1978,182,37,Macrouridae,"Grenadiers, rattails",400185,1.95751006254717,Macrouridae-37
1978,182,37,Maja squinado,Spinous spider crab,690387,90.3003170376488,Maja_squinado-37
1978,182,37,Malacostraca,"Lobsters, crabs, shrimps, krill",290022,0.828426459097081,Malacostraca-37
1978,182,37,Marine finfishes not identified,Finfishes,100139,28311.9411514044,Marine_finfishes_not_identified-37
1978,182,37,Marine fishes not identified,Marine fishes nei,100039,6113.94715656083,Marine_fishes_not_identified-37
1978,182,37,Marine pelagic fishes not identified,Pelagic fishes,100339,16.0247006949131,Marine_pelagic_fishes_not_identified-37
1978,182,37,Melicertus kerathurus,Caramote prawn,690070,919.112200178788,Melicertus_kerathurus-37
1978,182,37,Merluccius,Hakes,500654,156.907686348614,Merluccius-37
1978,182,37,Merluccius merluccius,European hake,600030,62867.0423928563,Merluccius_merluccius-37
1978,182,37,Micromesistius poutassou,Blue whiting,600031,4524.78921823352,Micromesistius_poutassou-37
1978,182,37,Miscellaneous aquatic invertebrates,Aquatic invertebrates,100077,80624.8789309903,Miscellaneous_aquatic_invertebrates-37
1978,182,37,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",100047,425.470450344779,Miscellaneous_marine_crustaceans-37
1978,182,37,Mola mola,Ocean sunfish,601732,5950.95691652701,Mola_mola-37
1978,182,37,Mollusca,"Clams, seasnails, squids, octopuses",190195,95.2452068171957,Mollusca-37
1978,182,37,Mugilidae,"Mullets, grey mullets",400359,244.877048996353,Mugilidae-37
1978,182,37,Mullidae,Goatfishes,400332,157.315910728106,Mullidae-37
1978,182,37,Mullus,Atlantic goatfishes,500143,419.622646457211,Mullus-37
1978,182,37,Mullus barbatus barbatus,Red mullet,600790,231.164534594893,Mullus_barbatus_barbatus-37
1978,182,37,Mullus surmuletus,Surmullet,601327,827.059576840097,Mullus_surmuletus-37
1978,182,37,Muraena helena,Mediterranean moray,601729,48.7486045040627,Muraena_helena-37
1978,182,37,Murex,Murex shells,590050,0.412262590714049,Murex-37
1978,182,37,Mustelus,Smoothhounds,500348,0.146570692907454,Mustelus-37
1978,182,37,Mustelus mustelus,Smooth-hound,604996,68.9507340964953,Mustelus_mustelus-37
1978,182,37,Mytilus galloprovincialis,Mediterranean mussel,690241,14.0427533048718,Mytilus_galloprovincialis-37
1978,182,37,Nephrops norvegicus,Norway lobster,690273,51.9225725113493,Nephrops_norvegicus-37
1978,182,37,Oblada melanura,Saddled seabream,600850,47.5775846511126,Oblada_melanura-37
1978,182,37,Octopoda,"Octopuses, argonauts",390007,222.329385084382,Octopoda-37
1978,182,37,Octopodidae,Octopuses,490012,6314.88114428003,Octopodidae-37
1978,182,37,Octopus vulgaris,Common octopus,690088,4439.82993819378,Octopus_vulgaris-37
1978,182,37,Orcynopsis unicolor,Plain bonito,600108,39.710668335767,Orcynopsis_unicolor-37
1978,182,37,Pagellus,Pandoras,501145,71.1367031799864,Pagellus-37
1978,182,37,Pagellus acarne,Axillary seabream,600889,309.602177576616,Pagellus_acarne-37
1978,182,37,Pagellus bogaraveo,Blackspot seabream,600890,2053.480030483,Pagellus_bogaraveo-37
1978,182,37,Pagellus erythrinus,Common pandora,600893,845.050108132492,Pagellus_erythrinus-37
1978,182,37,Pagrus,Subtropical seabreams,500903,0.0717283031882181,Pagrus-37
1978,182,37,Pagrus auriga,Redbanded seabream,605066,260.711336617803,Pagrus_auriga-37
1978,182,37,Pagrus caeruleostictus,Bluespotted seabream,604540,3.43646470128473,Pagrus_caeruleostictus-37
1978,182,37,Pagrus pagrus,Red porgy,601756,802.252369113642,Pagrus_pagrus-37
1978,182,37,Palinuridae,Spiny lobsters,490039,0.472684094283194,Palinuridae-37
1978,182,37,Palinurus,Spiny lobsters,590082,2.94509790378261,Palinurus-37
1978,182,37,Palinurus elephas,Common spiny lobster,690092,146.848121017758,Palinurus_elephas-37
1978,182,37,Paracentrotus lividus,Stony sea urchin,690400,26.4402150739791,Paracentrotus_lividus-37
1978,182,37,Parapenaeus longirostris,Deepwater rose shrimp,690109,0.00821237155504549,Parapenaeus_longirostris-37
1978,182,37,Pecten jacobaeus,Great Mediterranean scallop,690157,0.209753433123707,Pecten_jacobaeus-37
