rgn_id,year,value
1,2005,0.6802109218073227
1,2006,0.6900861896256894
1,2007,0.7038734890175271
1,2008,0.7028292185632933
1,2009,0.6984795230141174
1,2010,0.7019680283212473
1,2011,0.7103274322279085
1,2012,0.7240076283958161
1,2013,0.7337958460532189
1,2014,0.7450741956988609
1,2015,0.7535077446995165
1,2016,0.7633345133338232
1,2017,0.7707127791288966
1,2018,0.7823212878258904
1,2019,0.7881223468134908
1,2020,0.7723715164501965
1,2021,0.7980286355462545
1,2022,0.8155658002336266
2,2005,0.6802109218073227
2,2006,0.6900861896256894
2,2007,0.7038734890175271
2,2008,0.7028292185632933
2,2009,0.6984795230141174
2,2010,0.7019680283212473
2,2011,0.7103274322279085
2,2012,0.7240076283958161
2,2013,0.7337958460532189
2,2014,0.7450741956988609
2,2015,0.7535077446995165
2,2016,0.7633345133338232
2,2017,0.7707127791288966
2,2018,0.7823212878258904
2,2019,0.7881223468134908
2,2020,0.7723715164501965
2,2021,0.7980286355462545
2,2022,0.8155658002336266
3,2005,0.6802109218073227
3,2006,0.6900861896256894
3,2007,0.7038734890175271
3,2008,0.7028292185632933
3,2009,0.6984795230141174
3,2010,0.7019680283212473
3,2011,0.7103274322279085
3,2012,0.7240076283958161
3,2013,0.7337958460532189
3,2014,0.7450741956988609
3,2015,0.7535077446995165
3,2016,0.7633345133338232
3,2017,0.7707127791288966
3,2018,0.7823212878258904
3,2019,0.7881223468134908
3,2020,0.7723715164501965
3,2021,0.7980286355462545
3,2022,0.8155658002336266
4,2005,NA
4,2006,NA
4,2007,NA
4,2008,NA
4,2009,NA
4,2010,NA
4,2011,NA
4,2012,NA
4,2013,NA
4,2014,NA
4,2015,NA
4,2016,NA
4,2017,NA
4,2018,NA
4,2019,NA
4,2020,NA
4,2021,NA
4,2022,NA
5,2005,0.0752635780553081
5,2006,0.07675564776922772
5,2007,0.07676495172798842
5,2008,0.07721193292159788
5,2009,0.0769882594783826
5,2010,0.07947714592643688
5,2011,0.08081768745934896
5,2012,0.08136844024864705
5,2013,0.08352286537647187
5,2014,0.0874260391716921
5,2015,0.08978756237054944
5,2016,0.09201724100828597
5,2017,0.09546362791847729
5,2018,0.09720401792121938
5,2019,0.09729755457860446
5,2020,0.08517664077018343
5,2021,0.08177616488773418
5,2022,0.0883059239431876
6,2005,0.046391365325556336
6,2006,0.04912215615414733
6,2007,0.04933491780166186
6,2008,0.050849554263266344
6,2009,0.051139949385261424
6,2010,0.050567690284927226
6,2011,0.05094313173335838
6,2012,0.05025399670569799
6,2013,0.049295072741088256
6,2014,0.04963725696948009
6,2015,0.04864578707410674
6,2016,0.04970752800526473
6,2017,0.05156929678695026
6,2018,0.0518049593632866
6,2019,0.05223552474956494
6,2020,0.0484683621529423
6,2021,0.04764365348089992
6,2022,0.04739543969761458
7,2005,0.03550931075968489
7,2006,0.036158616902878166
7,2007,0.036643740051015554
7,2008,0.038066553019880336
7,2009,0.03827913335051281
7,2010,0.041019272294933566
7,2011,0.04300637597943894
7,2012,0.042979509247218925
7,2013,0.04409403862993216
7,2014,0.043497303833688786
7,2015,0.043122996570232615
7,2016,0.04439928615773909
7,2017,0.044660337031430325
7,2018,0.044799833318534994
7,2019,0.04452038933260304
7,2020,0.042007048159951765
7,2021,0.04078466991203352
7,2022,0.038240642247283144
8,2005,0.2616893854683655
8,2006,0.2634441650520193
8,2007,0.2722799755862083
8,2008,0.2600824688952019
8,2009,0.24650347177887946
8,2010,0.25084695550173375
8,2011,0.2720142572348542
8,2012,0.28109476423231994
8,2013,0.2737238352623598
8,2014,0.2910987897440294
8,2015,0.3130800969970757
8,2016,0.3124327889335185
8,2017,0.2993364136630633
8,2018,0.29920710856383104
8,2019,0.2995200064707765
8,2020,0.2713938048302955
8,2021,0.23452937929179862
8,2022,0.2917293286523079
9,2005,0.058360941524578616
9,2006,0.05865146169861582
9,2007,0.057978730128426234
9,2008,0.05701330506731755
9,2009,0.05808321236908149
9,2010,0.05955011675579198
9,2011,0.06127861609619494
9,2012,0.05994296973944914
9,2013,0.05753679214392856
9,2014,0.055996158839578404
9,2015,0.058349818051833945
9,2016,0.058627092080995716
9,2017,0.059924285058499054
9,2018,0.059780984652023604
9,2019,0.06023892304065917
9,2020,0.058791707045197074
9,2021,0.056401629799634735
9,2022,0.055544997732221296
10,2005,0.08389649684064798
10,2006,0.0769353234879183
10,2007,0.0717559505378152
10,2008,0.11867473082918939
10,2009,0.11159126682949394
10,2010,0.10970564152542898
10,2011,0.12000420368449666
10,2012,0.1551877017596561
10,2013,0.15844886773845368
10,2014,0.1784555404072333
10,2015,0.16466659458465566
10,2016,0.17392144174728696
10,2017,0.15923761505167489
10,2018,0.1683627547692063
10,2019,0.17913939295307085
10,2020,0.18395525037175287
10,2021,0.1869619329186559
10,2022,0.18900652183124353
11,2005,0.060257522852174866
11,2006,0.060523228914307454
11,2007,0.06277304653641298
11,2008,0.058212302116421845
11,2009,0.060601742164999466
11,2010,0.0640990386386811
11,2011,0.06443893128683884
11,2012,0.06454167923045133
11,2013,0.06802554424761098
11,2014,0.06850841683133449
11,2015,0.0713832466183384
11,2016,0.07445125761086477
11,2017,0.07885364634998784
11,2018,0.08430104743813621
11,2019,0.09607289858895501
11,2020,0.09716012422514218
11,2021,0.10142769720773763
11,2022,0.10414034646779333
12,2005,NA
12,2006,NA
12,2007,NA
12,2008,NA
12,2009,NA
12,2010,NA
12,2011,NA
12,2012,NA
12,2013,NA
12,2014,NA
12,2015,NA
12,2016,NA
12,2017,NA
12,2018,NA
12,2019,NA
12,2020,NA
12,2021,NA
12,2022,NA
13,2005,0.09968320930898332
13,2006,0.09861867191043258
13,2007,0.09967337597259988
13,2008,0.10524747227179518
13,2009,0.10173410117337923
13,2010,0.10303032306412159
13,2011,0.10973872321018427
13,2012,0.11856106552857297
13,2013,0.11812158729592898
13,2014,0.1252196180424816
13,2015,0.1284320582208631
13,2016,0.1306842620652801
13,2017,0.12617616249698074
13,2018,0.1292695757591897
13,2019,0.13367520693233909
13,2020,0.12871496456944975
13,2021,0.12269633981882472
13,2022,0.13489852365724536
14,2005,0.410827018271614
14,2006,0.4250423464292488
14,2007,0.44168475473863444
14,2008,0.4463588773858633
14,2009,0.43802948890705096
14,2010,0.46269413782549845
14,2011,0.4733376337435389
14,2012,0.484316961153346
14,2013,0.4987207044852968
14,2014,0.509312609071757
14,2015,0.5222778975147542
14,2016,0.5341788583716972
14,2017,0.5495060829398769
14,2018,0.5620641921382187
14,2019,0.5707026535448361
14,2020,0.5609060989425212
14,2021,0.5849997078642093
14,2022,0.5983836620678055
15,2005,0.08605048727485089
15,2006,0.08893387475383176
15,2007,0.09297638638313423
15,2008,0.09521798600080351
15,2009,0.09483587581026141
15,2010,0.09997411230025581
15,2011,0.10199780819756396
15,2012,0.10714801427870094
15,2013,0.11246770032339248
15,2014,0.11768882889652398
15,2015,0.12308747233624406
15,2016,0.12956873092099325
15,2017,0.13613060098794366
15,2018,0.14232277488525474
15,2019,0.1485515674947624
15,2020,0.13224328801852617
15,2021,0.13772677469091565
