sci_name,source_file
Salmo salar,FW_FISH_PART2_intersection
Alosa alosa,FW_FISH_PART2_intersection
Gobius paganellus,FW_FISH_PART2_intersection
Gasterosteus aculeatus,FW_FISH_PART2_intersection
Salmo trutta,FW_FISH_PART2_intersection
Syngnathus abaster,FW_FISH_PART2_intersection
Chelon ramada,FW_FISH_PART2_intersection
Chelon auratus,FW_FISH_PART2_intersection
Anguilla anguilla,FW_FISH_PART2_intersection
Chelon saliens,FW_FISH_PART2_intersection
Kuhlia mugil,FW_FISH_PART2_intersection
Morone saxatilis,FW_FISH_PART2_intersection
Hydrobia acuta,FW_MOLLUSCS_intersection2
Myosotella myosotis,FW_MOLLUSCS_intersection2
Arenaria interpres,FW_OTHER_PART1_intersection
Calidris alba,FW_OTHER_PART1_intersection
Calidris ferruginea,FW_OTHER_PART1_intersection
Larus ridibundus,FW_OTHER_PART1_intersection
Xema sabini,FW_OTHER_PART1_intersection
Larus argentatus,FW_OTHER_PART1_intersection
Hydrocoloeus minutus,FW_OTHER_PART1_intersection
Larus melanocephalus,FW_OTHER_PART1_intersection
Melanitta nigra,FW_OTHER_PART1_intersection
Haematopus ostralegus,FW_OTHER_PART1_intersection
Milvus migrans,FW_OTHER_PART1_intersection
Limosa limosa,FW_OTHER_PART1_intersection
Pluvialis apricaria,FW_OTHER_PART1_intersection
Aythya fuligula,FW_OTHER_PART1_intersection
Lutra lutra,FW_OTHER_PART1_intersection
Spatula clypeata,FW_OTHER_PART1_intersection
Calidris maritima,FW_OTHER_PART1_intersection
Stercorarius pomarinus,FW_OTHER_PART2_intersection
Calidris alpina,FW_OTHER_PART2_intersection
Larus fuscus,FW_OTHER_PART2_intersection
Larus canus,FW_OTHER_PART2_intersection
Himantopus himantopus,FW_OTHER_PART2_intersection
Ardea cinerea,FW_OTHER_PART2_intersection
Anthus spinoletta,FW_OTHER_PART2_intersection
Tringa nebularia,FW_OTHER_PART2_intersection
Pandion haliaetus,FW_OTHER_PART2_intersection
Corvus corone,FW_OTHER_PART2_intersection
Aythya ferina,FW_OTHER_PART2_intersection
Numenius phaeopus,FW_OTHER_PART2_intersection
Cisticola juncidis,FW_OTHER_PART2_intersection
Anthus pratensis,FW_OTHER_PART2_intersection
Tachybaptus ruficollis,FW_OTHER_PART2_intersection
Recurvirostra avosetta,FW_OTHER_PART2_intersection
Oenanthe oenanthe,FW_OTHER_PART2_intersection
Anas acuta,FW_OTHER_PART2_intersection
Pluvialis squatarola,FW_OTHER_PART3_intersection
Calidris canutus,FW_OTHER_PART3_intersection
Calidris falcinellus,FW_OTHER_PART3_intersection
Petromyzon marinus,FW_OTHER_PART3_intersection
Aythya marila,FW_OTHER_PART3_intersection
Podiceps cristatus,FW_OTHER_PART3_intersection
Gavia arctica,FW_OTHER_PART3_intersection
Alcedo atthis,FW_OTHER_PART3_intersection
Falco peregrinus,FW_OTHER_PART3_intersection
Limosa lapponica,FW_OTHER_PART3_intersection
Charadrius hiaticula,FW_OTHER_PART3_intersection
Tringa totanus,FW_OTHER_PART3_intersection
Mareca penelope,FW_OTHER_PART3_intersection
Numenius arquata,FW_OTHER_PART3_intersection
Alauda arvensis,FW_OTHER_PART3_intersection
Anthus petrosus,FW_OTHER_PART3_intersection
Fulica atra,FW_OTHER_PART3_intersection
Charadrius dubius,FW_OTHER_PART3_intersection
Charadrius alexandrinus,FW_OTHER_PART3_intersection
Poecile palustris,FW_OTHER_PART3_intersection
Gavia stellata,FW_OTHER_PART4_intersection
Larus michahellis,FW_OTHER_PART4_intersection
Gavia immer,FW_OTHER_PART4_intersection
Chlidonias niger,FW_OTHER_PART4_intersection
Gulosus aristotelis,FW_OTHER_PART4_intersection
Podiceps nigricollis,FW_OTHER_PART4_intersection
Gallinula chloropus,FW_OTHER_PART4_intersection
Calidris minuta,FW_OTHER_PART4_intersection
Actitis hypoleucos,FW_OTHER_PART4_intersection
Spatula querquedula,FW_OTHER_PART4_intersection
Lymnocryptes minimus,FW_OTHER_PART4_intersection
Branta bernicla,FW_OTHER_PART4_intersection
Melanitta fusca,FW_OTHER_PART4_intersection
Bolboschoenus maritimus,FW_PLANTS_PART1_intersection
Zostera noltii,FW_PLANTS_PART2_intersection2
Mycteroperca marginata,GROUPERS_intersection2
Myxine glutinosa,HAGFISH_intersection2
Nephropsis atlantica,LOBSTERS_intersection2
Nephrops norvegicus,LOBSTERS_intersection2
Stereomastis sculpta,LOBSTERS_intersection2
Cardus crucifer,LOBSTERS_intersection2
Palinurus mauritanicus,LOBSTERS_intersection2
Stereomastis nana,LOBSTERS_intersection2
Polycheles typhlops,LOBSTERS_intersection2
Scyllarus arctus,LOBSTERS_intersection2
Homarus gammarus,LOBSTERS_intersection2
Megaptera novaeangliae,MAMMALS_intersection
Mesoplodon bidens,MAMMALS_intersection
Delphinus delphis,MAMMALS_intersection
Mesoplodon europaeus,MAMMALS_intersection
Balaenoptera borealis,MAMMALS_intersection
Hyperoodon ampullatus,MAMMALS_intersection
Grampus griseus,MAMMALS_intersection
Globicephala macrorhynchus,MAMMALS_intersection
Kogia sima,MAMMALS_intersection
Feresa attenuata,MAMMALS_intersection
Ziphius cavirostris,MAMMALS_intersection
Kogia breviceps,MAMMALS_intersection
Tursiops truncatus,MAMMALS_intersection
Balaenoptera physalus,MAMMALS_intersection
Balaenoptera musculus,MAMMALS_intersection
Mesoplodon densirostris,MAMMALS_intersection
Mesoplodon mirus,MAMMALS_intersection
Eubalaena glacialis,MAMMALS_intersection
Physeter macrocephalus,MAMMALS_intersection
Globicephala melas,MAMMALS_intersection
Stenella coeruleoalba,MAMMALS_intersection
Balaenoptera acutorostrata,MAMMALS_intersection
Steno bredanensis,MAMMALS_intersection
Pseudorca crassidens,MAMMALS_intersection
Lagenorhynchus albirostris,MAMMALS_intersection
Phocoena phocoena,MAMMALS_intersection
Lutra lutra,MAMMALS_intersection
Xiphias gladius,MARINEFISH_PART1_intersection
Derichthys serpentinus,MARINEFISH_PART1_intersection
Tetrapturus pfluegeri,MARINEFISH_PART1_intersection
Istiophorus platypterus,MARINEFISH_PART1_intersection
Chauliodus danae,MARINEFISH_PART1_intersection
Astronesthes leucopogon,MARINEFISH_PART1_intersection
Chirostomias pliopterus,MARINEFISH_PART1_intersection
Photostomias guernei,MARINEFISH_PART1_intersection
Chauliodus sloani,MARINEFISH_PART1_intersection
Avocettina infans,MARINEFISH_PART1_intersection
Scopelosaurus lepidus,MARINEFISH_PART1_intersection
Ranzania laevis,MARINEFISH_PART1_intersection
Masturus lanceolatus,MARINEFISH_PART1_intersection
Bathysolea profundicola,MARINEFISH_PART1_intersection
Benthosema glaciale,MARINEFISH_PART1_intersection
Hygophum hygomii,MARINEFISH_PART1_intersection
Maurolicus muelleri,MARINEFISH_PART1_intersection
Ilyophis brunneus,MARINEFISH_PART1_intersection
Diaphus effulgens,MARINEFISH_PART1_intersection
Diretmus argenteus,MARINEFISH_PART1_intersection
Trachipterus arcticus,MARINEFISH_PART1_intersection
Melanocetus johnsonii,MARINEFISH_PART1_intersection
Argyropelecus aculeatus,MARINEFISH_PART1_intersection
Melanostomias macrophotus,MARINEFISH_PART1_intersection
Stomias longibarbatus,MARINEFISH_PART1_intersection
Melamphaes simus,MARINEFISH_PART1_intersection
Leptostomias haplocaulus,MARINEFISH_PART1_intersection
Bathophilus metallicus,MARINEFISH_PART1_intersection
Lampadena speculigera,MARINEFISH_PART1_intersection
Notoscopelus kroyeri,MARINEFISH_PART1_intersection
Melamphaes falsidicus,MARINEFISH_PART1_intersection
Lestidiops similis,MARINEFISH_PART1_intersection
Lagocephalus lagocephalus,MARINEFISH_PART1_intersection
Trachurus trachurus,MARINEFISH_PART1_intersection
Auxis thazard,MARINEFISH_PART1_intersection
Auxis rochei,MARINEFISH_PART1_intersection
Centrophorus squamosus,MARINEFISH_PART1_intersection
Centroscyllium fabricii,MARINEFISH_PART1_intersection
Scophthalmus maximus,MARINEFISH_PART1_intersection
Cataetyx laticeps,MARINEFISH_PART1_intersection
Alopias vulpinus,MARINEFISH_PART1_intersection
Somniosus rostratus,MARINEFISH_PART1_intersection
Chlorophthalmus agassizi,MARINEFISH_PART1_intersection
Cataetyx alleni,MARINEFISH_PART1_intersection
Photonectes mirabilis,MARINEFISH_PART1_intersection
Chaenophryne ramifera,MARINEFISH_PART1_intersection
Raja microocellata,MARINEFISH_PART1_intersection
Arnoglossus imperialis,MARINEFISH_PART1_intersection
Dipturus nidarosiensis,MARINEFISH_PART1_intersection
Lithognathus mormyrus,MARINEFISH_PART1_intersection
Pagrus auriga,MARINEFISH_PART1_intersection
Diplodus annularis,MARINEFISH_PART1_intersection
Blennius ocellaris,MARINEFISH_PART1_intersection
Coryphoblennius galerita,MARINEFISH_PART1_intersection
Labrus bergylta,MARINEFISH_PART1_intersection
Sphoeroides pachygaster,MARINEFISH_PART1_intersection
Halobatrachus didactylus,MARINEFISH_PART1_intersection
Sciaena umbra,MARINEFISH_PART1_intersection
Bothus podas,MARINEFISH_PART1_intersection
Antigonia capros,MARINEFISH_PART1_intersection
Seriola carpenteri,MARINEFISH_PART1_intersection
Nerophis lumbriciformis,MARINEFISH_PART1_intersection
Galeorhinus galeus,MARINEFISH_PART1_intersection
Pleuronectes platessa,MARINEFISH_PART1_intersection
Torpedo torpedo,MARINEFISH_PART1_intersection
Polymetme thaeocoryla,MARINEFISH_PART1_intersection
Raja miraletus,MARINEFISH_PART1_intersection
Scyliorhinus canicula,MARINEFISH_PART1_intersection
Rhinochimaera atlantica,MARINEFISH_PART1_intersection
Carcharodon carcharias,MARINEFISH_PART2_intersection
Isurus oxyrinchus,MARINEFISH_PART2_intersection
Prionace glauca,MARINEFISH_PART2_intersection
Coryphaena hippurus,MARINEFISH_PART2_intersection
Diaphus rafinesquii,MARINEFISH_PART2_intersection
Makaira nigricans,MARINEFISH_PART2_intersection
Euthynnus alletteratus,MARINEFISH_PART2_intersection
Pollichthys mauli,MARINEFISH_PART2_intersection
Sternoptyx pseudobscura,MARINEFISH_PART2_intersection
Bassozetus compressus,MARINEFISH_PART2_intersection
Bolinichthys indicus,MARINEFISH_PART2_intersection
Lobianchia gemellarii,MARINEFISH_PART2_intersection
Caulophryne jordani,MARINEFISH_PART2_intersection
Gonostoma denudatum,MARINEFISH_PART2_intersection
Evermannella balbo,MARINEFISH_PART2_intersection
Ceratoscopelus maderensis,MARINEFISH_PART2_intersection
Lampanyctus crocodilus,MARINEFISH_PART2_intersection
Bathophilus nigerrimus,MARINEFISH_PART2_intersection
Nessorhamphus ingolfianus,MARINEFISH_PART2_intersection
Lampanyctus alatus,MARINEFISH_PART2_intersection
Ceratias holboelli,MARINEFISH_PART2_intersection
Gonostoma elongatum,MARINEFISH_PART2_intersection
Argyropelecus gigas,MARINEFISH_PART2_intersection
Bathophilus vaillanti,MARINEFISH_PART2_intersection
Flagellostomias boureei,MARINEFISH_PART2_intersection
Melanostomias valdiviae,MARINEFISH_PART2_intersection
Trigonolampa miriceps,MARINEFISH_PART2_intersection
Eustomias macrurus,MARINEFISH_PART2_intersection
Lampanyctus photonotus,MARINEFISH_PART2_intersection
Pentherichthys atratus,MARINEFISH_PART2_intersection
Porogadus miles,MARINEFISH_PART2_intersection
Spectrunculus crassus,MARINEFISH_PART2_intersection
Linophryne coronata,MARINEFISH_PART2_intersection
Scopelosaurus argenteus,MARINEFISH_PART2_intersection
Simenchelys parasitica,MARINEFISH_PART2_intersection
Etmopterus princeps,MARINEFISH_PART2_intersection
Sphyrna zygaena,MARINEFISH_PART2_intersection
Neoraja iberica,MARINEFISH_PART2_intersection
Lichia amia,MARINEFISH_PART2_intersection
Cepola macrophthalma,MARINEFISH_PART2_intersection
Umbrina canariensis,MARINEFISH_PART2_intersection
Syngnathus rostellatus,MARINEFISH_PART2_intersection
Leptostomias longibarba,MARINEFISH_PART2_intersection
Dolopichthys allector,MARINEFISH_PART2_intersection
Hexanchus griseus,MARINEFISH_PART2_intersection
Chimaera monstrosa,MARINEFISH_PART2_intersection
Oxynotus paradoxus,MARINEFISH_PART2_intersection
Galeus melastomus,MARINEFISH_PART2_intersection
Diplodus vulgaris,MARINEFISH_PART2_intersection
Lipophrys trigloides,MARINEFISH_PART2_intersection
Parablennius tentacularis,MARINEFISH_PART2_intersection
Acantholabrus palloni,MARINEFISH_PART2_intersection
Symphodus melops,MARINEFISH_PART2_intersection
Pseudocaranx dentex,MARINEFISH_PART2_intersection
Aluterus scriptus,MARINEFISH_PART2_intersection
Dalophis imberbis,MARINEFISH_PART2_intersection
Pegusa lascaris,MARINEFISH_PART2_intersection
Sphyraena sphyraena,MARINEFISH_PART2_intersection
Carapus acus,MARINEFISH_PART2_intersection
Scophthalmus rhombus,MARINEFISH_PART2_intersection
Syngnathus typhle,MARINEFISH_PART2_intersection
Aluterus monoceros,MARINEFISH_PART2_intersection
Zeugopterus punctatus,MARINEFISH_PART2_intersection
Chimaera opalescens,MARINEFISH_PART2_intersection
Carcharhinus plumbeus,MARINEFISH_PART2_intersection
Syngnathus abaster,MARINEFISH_PART2_intersection
Anguilla anguilla,MARINEFISH_PART2_intersection
Gymnura altavela,MARINEFISH_PART2_intersection
Dasyatis pastinaca,MARINEFISH_PART2_intersection
Centracanthus cirrus,MARINEFISH_PART2_intersection
Squalus margaretsmithae,MARINEFISH_PART2_intersection
Thunnus obesus,MARINEFISH_PART3_intersection
Carcharhinus longimanus,MARINEFISH_PART3_intersection
Diaphus holti,MARINEFISH_PART3_intersection
Macroramphosus scolopax,MARINEFISH_PART3_intersection
Alopias superciliosus,MARINEFISH_PART3_intersection
Kajikia albida,MARINEFISH_PART3_intersection
Lestidiops jayakari,MARINEFISH_PART3_intersection
Cyclothone microdon,MARINEFISH_PART3_intersection
Bonapartia pedaliota,MARINEFISH_PART3_intersection
Brotulotaenia crassa,MARINEFISH_PART3_intersection
Aristostomias tittmanni,MARINEFISH_PART3_intersection
Astronesthes niger,MARINEFISH_PART3_intersection
Arctozenus risso,MARINEFISH_PART3_intersection
Diaphus metopoclampus,MARINEFISH_PART3_intersection
Lampanyctus pusillus,MARINEFISH_PART3_intersection
Borostomias antarcticus,MARINEFISH_PART3_intersection
Macroparalepis affinis,MARINEFISH_PART3_intersection
Notoscopelus resplendens,MARINEFISH_PART3_intersection
Oneirodes eschrichtii,MARINEFISH_PART3_intersection
Cyclothone acclinidens,MARINEFISH_PART3_intersection
Argyropelecus olfersii,MARINEFISH_PART3_intersection
Grammatostomias flagellibarba,MARINEFISH_PART3_intersection
Neonesthes capensis,MARINEFISH_PART3_intersection
Loweina interrupta,MARINEFISH_PART3_intersection
Melanostomias spilorhynchus,MARINEFISH_PART3_intersection
Oneirodes macrosteus,MARINEFISH_PART3_intersection
Himantolophus mauli,MARINEFISH_PART3_intersection
Sarda sarda,MARINEFISH_PART3_intersection
Bathysaurus ferox,MARINEFISH_PART3_intersection
Scomber colias,MARINEFISH_PART3_intersection
Spectrunculus grandis,MARINEFISH_PART3_intersection
Rajella bigelowi,MARINEFISH_PART3_intersection
Centroselachus crepidater,MARINEFISH_PART3_intersection
Seriola dumerili,MARINEFISH_PART3_intersection
Linophryne pennibarbata,MARINEFISH_PART3_intersection
Microlophichthys microlophus,MARINEFISH_PART3_intersection
Deania calceus,MARINEFISH_PART3_intersection
Hydrolagus pallidus,MARINEFISH_PART3_intersection
Dicologlossa cuneata,MARINEFISH_PART3_intersection
Leucoraja fullonica,MARINEFISH_PART3_intersection
Sarpa salpa,MARINEFISH_PART3_intersection
Dentex macrophthalmus,MARINEFISH_PART3_intersection
Pagellus bogaraveo,MARINEFISH_PART3_intersection
Diplodus puntazzo,MARINEFISH_PART3_intersection
Parablennius gattorugine,MARINEFISH_PART3_intersection
Symphodus roissali,MARINEFISH_PART3_intersection
Centrolabrus exoletus,MARINEFISH_PART3_intersection
Seriola fasciata,MARINEFISH_PART3_intersection
Sparisoma cretense,MARINEFISH_PART3_intersection
Gymnothorax unicolor,MARINEFISH_PART3_intersection
Echelus myrus,MARINEFISH_PART3_intersection
Engraulis encrasicolus,MARINEFISH_PART3_intersection
Sprattus sprattus,MARINEFISH_PART3_intersection
Ophidion barbatum,MARINEFISH_PART3_intersection
Umbrina cirrosa,MARINEFISH_PART3_intersection
Zeugopterus regius,MARINEFISH_PART3_intersection
Chaunax suttkusi,MARINEFISH_PART3_intersection
Alosa fallax,MARINEFISH_PART3_intersection
Aetomylaeus bovinus,MARINEFISH_PART3_intersection
Thalassoma pavo,MARINEFISH_PART3_intersection
Dolopichthys longicornis,MARINEFISH_PART3_intersection
Thunnus alalunga,MARINEFISH_PART4_intersection
Thunnus thynnus,MARINEFISH_PART4_intersection
Isurus paucus,MARINEFISH_PART4_intersection
Argyropelecus hemigymnus,MARINEFISH_PART4_intersection
Eustomias monodactylus,MARINEFISH_PART4_intersection
Synaphobranchus kaupii,MARINEFISH_PART4_intersection
Katsuwonus pelamis,MARINEFISH_PART4_intersection
Hygophum benoiti,MARINEFISH_PART4_intersection
Taaningichthys bathyphilus,MARINEFISH_PART4_intersection
Bathypterois longipes,MARINEFISH_PART4_intersection
Notolychnus valdiviae,MARINEFISH_PART4_intersection
Symbolophorus veranyi,MARINEFISH_PART4_intersection
Lestidiops sphyrenoides,MARINEFISH_PART4_intersection
Trachipterus trachypterus,MARINEFISH_PART4_intersection
Diogenichthys atlanticus,MARINEFISH_PART4_intersection
Lobianchia dofleini,MARINEFISH_PART4_intersection
Remora remora,MARINEFISH_PART4_intersection
Cyclothone braueri,MARINEFISH_PART4_intersection
Magnisudis atlantica,MARINEFISH_PART4_intersection
Lampadena chavesi,MARINEFISH_PART4_intersection
Lampanyctus festivus,MARINEFISH_PART4_intersection
Anotopterus pharao,MARINEFISH_PART4_intersection
Bufoceratias wedli,MARINEFISH_PART4_intersection
Lampanyctus macdonaldi,MARINEFISH_PART4_intersection
Cyema atrum,MARINEFISH_PART4_intersection
Sigmops bathyphilus,MARINEFISH_PART4_intersection
Sternoptyx diaphana,MARINEFISH_PART4_intersection
Echiostoma barbatum,MARINEFISH_PART4_intersection
Idiacanthus fasciola,MARINEFISH_PART4_intersection
Pachystomias microdon,MARINEFISH_PART4_intersection
Astronesthes neopogon,MARINEFISH_PART4_intersection
Borostomias elucens,MARINEFISH_PART4_intersection
Bassozetus levistomatus,MARINEFISH_PART4_intersection
Chaenophryne draco,MARINEFISH_PART4_intersection
Haplophryne mollis,MARINEFISH_PART4_intersection
Rondeletia loricata,MARINEFISH_PART4_intersection
Bassozetus nielseni,MARINEFISH_PART4_intersection
Diceratias pileatus,MARINEFISH_PART4_intersection
Cyclothone livida,MARINEFISH_PART4_intersection
Ophisurus serpens,MARINEFISH_PART4_intersection
Myxine glutinosa,MARINEFISH_PART4_intersection
Capros aper,MARINEFISH_PART4_intersection
Beryx decadactylus,MARINEFISH_PART4_intersection
Scartella cristata,MARINEFISH_PART4_intersection
Symphurus nigrescens,MARINEFISH_PART4_intersection
Parablennius pilicornis,MARINEFISH_PART4_intersection
Beryx splendens,MARINEFISH_PART4_intersection
Grammatostomias dentatus,MARINEFISH_PART4_intersection
Alosa alosa,MARINEFISH_PART4_intersection
Squatina squatina,MARINEFISH_PART4_intersection
Dipturus oxyrinchus,MARINEFISH_PART4_intersection
Hydrolagus mirabilis,MARINEFISH_PART4_intersection
Hydrolagus affinis,MARINEFISH_PART4_intersection
Etmopterus pusillus,MARINEFISH_PART4_intersection
Leucoraja naevus,MARINEFISH_PART4_intersection
Scymnodon ringens,MARINEFISH_PART4_intersection
Diplodus sargus,MARINEFISH_PART4_intersection
Oblada melanura,MARINEFISH_PART4_intersection
Dentex dentex,MARINEFISH_PART4_intersection
Boops boops,MARINEFISH_PART4_intersection
Spicara maena,MARINEFISH_PART4_intersection
Parablennius ruber,MARINEFISH_PART4_intersection
Lipophrys pholis,MARINEFISH_PART4_intersection
Parablennius sanguinolentus,MARINEFISH_PART4_intersection
Labrus viridis,MARINEFISH_PART4_intersection
Xyrichtys novacula,MARINEFISH_PART4_intersection
Symphodus cinereus,MARINEFISH_PART4_intersection
Muraena helena,MARINEFISH_PART4_intersection
Trachinotus ovatus,MARINEFISH_PART4_intersection
Venefica proboscidea,MARINEFISH_PART4_intersection
Fistularia petimba,MARINEFISH_PART4_intersection
Squalus acanthias,MARINEFISH_PART4_intersection
Raja montagui,MARINEFISH_PART4_intersection
Torpedo marmorata,MARINEFISH_PART4_intersection
Scyliorhinus stellaris,MARINEFISH_PART4_intersection
Myliobatis aquila,MARINEFISH_PART4_intersection
Bathytoshia lata,MARINEFISH_PART4_intersection
Deania profundorum,MARINEFISH_PART4_intersection
Somniosus microcephalus,MARINEFISH_PART4_intersection
Cetorhinus maximus,MARINEFISH_PART5_intersection
Lamna nasus,MARINEFISH_PART5_intersection
Malacosteus niger,MARINEFISH_PART5_intersection
Lophodolos acanthognathus,MARINEFISH_PART5_intersection
Nemichthys scolopaceus,MARINEFISH_PART5_intersection
Cyclothone alba,MARINEFISH_PART5_intersection
Serrivomer beanii,MARINEFISH_PART5_intersection
Zu cristatus,MARINEFISH_PART5_intersection
Spiniphryne gladisfenae,MARINEFISH_PART5_intersection
Paralepis coregonoides,MARINEFISH_PART5_intersection
Electrona risso,MARINEFISH_PART5_intersection
Notoscopelus bolini,MARINEFISH_PART5_intersection
Vinciguerria attenuata,MARINEFISH_PART5_intersection
Lampanyctus intricarius,MARINEFISH_PART5_intersection
Nannobrachium atrum,MARINEFISH_PART5_intersection
Protomyctophum arcticum,MARINEFISH_PART5_intersection
Eurypharynx pelecanoides,MARINEFISH_PART5_intersection
Cyclothone pallida,MARINEFISH_PART5_intersection
Valenciennellus tripunctulatus,MARINEFISH_PART5_intersection
Leptostomias gladiator,MARINEFISH_PART5_intersection
Rhadinesthes decimus,MARINEFISH_PART5_intersection
Barathrites iris,MARINEFISH_PART5_intersection
Lampadena atlantica,MARINEFISH_PART5_intersection
Mobula mobular,MARINEFISH_PART5_intersection
Lampanyctus gemmifer,MARINEFISH_PART5_intersection
Phtheirichthys lineatus,MARINEFISH_PART5_intersection
Trachurus mediterraneus,MARINEFISH_PART5_intersection
Dalatias licha,MARINEFISH_PART5_intersection
Sphyrna lewini,MARINEFISH_PART5_intersection
Carcharhinus galapagensis,MARINEFISH_PART5_intersection
Centroscymnus coelolepis,MARINEFISH_PART5_intersection
Chaunax pictus,MARINEFISH_PART5_intersection
Mola mola,MARINEFISH_PART5_intersection
Hoplostethus mediterraneus,MARINEFISH_PART5_intersection
Callanthias ruber,MARINEFISH_PART5_intersection
Lepidorhombus boscii,MARINEFISH_PART5_intersection
Benthalbella infans,MARINEFISH_PART5_intersection
Melanostomias tentaculatus,MARINEFISH_PART5_intersection
Carcharhinus obscurus,MARINEFISH_PART5_intersection
Mitsukurina owstoni,MARINEFISH_PART5_intersection
Rostroraja alba,MARINEFISH_PART5_intersection
Etmopterus spinax,MARINEFISH_PART5_intersection
Raja brachyura,MARINEFISH_PART5_intersection
Galeus murinus,MARINEFISH_PART5_intersection
Spondyliosoma cantharus,MARINEFISH_PART5_intersection
Salaria pavo,MARINEFISH_PART5_intersection
Symphodus bailloni,MARINEFISH_PART5_intersection
Ctenolabrus rupestris,MARINEFISH_PART5_intersection
Symphodus tinca,MARINEFISH_PART5_intersection
Naucrates ductor,MARINEFISH_PART5_intersection
Facciolella oxyrhyncha,MARINEFISH_PART5_intersection
Dicentrarchus punctatus,MARINEFISH_PART5_intersection
Sphyraena viridensis,MARINEFISH_PART5_intersection
Nerophis ophidion,MARINEFISH_PART5_intersection
Entelurus aequoreus,MARINEFISH_PART5_intersection
Hexanchus nakamurai,MARINEFISH_PART5_intersection
Acipenser sturio,MARINEFISH_PART5_intersection
Raja clavata,MARINEFISH_PART5_intersection
Oxynotus centrina,MARINEFISH_PART5_intersection
Dicentrarchus labrax,MARINEFISH_PART5_intersection
Taeniurops grabatus,MARINEFISH_PART5_intersection
Tetronarce nobiliana,MARINEFISH_PART5_intersection
Platichthys flesus,MARINEFISH_PART5_intersection
Parablennius incognitus,MARINEFISH_PART5_intersection
Ijimaia loppei,MARINEFISH_PART5_intersection
Carcharhinus falciformis,MARINEFISH_PART6_intersection
Mobula tarapacana,MARINEFISH_PART6_intersection
Alepisaurus ferox,MARINEFISH_PART6_intersection
Chaenophryne longiceps,MARINEFISH_PART6_intersection
Scomber scombrus,MARINEFISH_PART6_intersection
Cryptopsaras couesii,MARINEFISH_PART6_intersection
Eustomias achirus,MARINEFISH_PART6_intersection
Argyropelecus affinis,MARINEFISH_PART6_intersection
Diretmichthys parini,MARINEFISH_PART6_intersection
Scopelarchus analis,MARINEFISH_PART6_intersection
Acanthochaenus luetkenii,MARINEFISH_PART6_intersection
Regalecus glesne,MARINEFISH_PART6_intersection
Myctophum punctatum,MARINEFISH_PART6_intersection
Lampris guttatus,MARINEFISH_PART6_intersection
Stomias boa,MARINEFISH_PART6_intersection
Gonichthys cocco,MARINEFISH_PART6_intersection
Vinciguerria poweriae,MARINEFISH_PART6_intersection
Ahliesaurus berryi,MARINEFISH_PART6_intersection
Anoplogaster cornuta,MARINEFISH_PART6_intersection
Himantolophus groenlandicus,MARINEFISH_PART6_intersection
Neoscopelus microchir,MARINEFISH_PART6_intersection
Brotulotaenia brevicauda,MARINEFISH_PART6_intersection
Saccopharynx ampullaceus,MARINEFISH_PART6_intersection
Cyclothone pseudopallida,MARINEFISH_PART6_intersection
Vinciguerria nimbaria,MARINEFISH_PART6_intersection
Eustomias filifer,MARINEFISH_PART6_intersection
Melanostomias bartonbeani,MARINEFISH_PART6_intersection
Stomias brevibarbatus,MARINEFISH_PART6_intersection
Aristostomias lunifer,MARINEFISH_PART6_intersection
Cyclothone pseudoacclinidens,MARINEFISH_PART6_intersection
Maurolicus amethystinopunctatus,MARINEFISH_PART6_intersection
Parabrotula plagiophthalma,MARINEFISH_PART6_intersection
Scopelogadus mizolepis,MARINEFISH_PART6_intersection
Melamphaes microps,MARINEFISH_PART6_intersection
Danaphryne nigrifilis,MARINEFISH_PART6_intersection
Bathypterois dubius,MARINEFISH_PART6_intersection
Bathysaurus mollis,MARINEFISH_PART6_intersection
Sphyrna mokarran,MARINEFISH_PART6_intersection
Pseudotriakis microdon,MARINEFISH_PART6_intersection
Trachurus picturatus,MARINEFISH_PART6_intersection
Lepidorhombus whiffiagonis,MARINEFISH_PART6_intersection
Barbourisia rufa,MARINEFISH_PART6_intersection
Photonectes margarita,MARINEFISH_PART6_intersection
Mycteroperca marginata,MARINEFISH_PART6_intersection
Pagrus pagrus,MARINEFISH_PART6_intersection
Chlamydoselachus anguineus,MARINEFISH_PART6_intersection
Echinorhinus brucus,MARINEFISH_PART6_intersection
Heptranchias perlo,MARINEFISH_PART6_intersection
Odontaspis ferox,MARINEFISH_PART6_intersection
Zameus squamulosus,MARINEFISH_PART6_intersection
Diplodus cervinus,MARINEFISH_PART6_intersection
Buglossidium luteum,MARINEFISH_PART6_intersection
Leucoraja circularis,MARINEFISH_PART6_intersection
Rajella kukujevi,MARINEFISH_PART6_intersection
Dentex maroccanus,MARINEFISH_PART6_intersection
Pagellus erythrinus,MARINEFISH_PART6_intersection
Pagellus acarne,MARINEFISH_PART6_intersection
Sparus aurata,MARINEFISH_PART6_intersection
Tripterygion delaisi,MARINEFISH_PART6_intersection
Labrus mixtus,MARINEFISH_PART6_intersection
Symphodus mediterraneus,MARINEFISH_PART6_intersection
Labrus merula,MARINEFISH_PART6_intersection
Coris julis,MARINEFISH_PART6_intersection
Nettastoma melanurum,MARINEFISH_PART6_intersection
Canthidermis maculata,MARINEFISH_PART6_intersection
Diodon hystrix,MARINEFISH_PART6_intersection
Balistes capriscus,MARINEFISH_PART6_intersection
Conger conger,MARINEFISH_PART6_intersection
