ISO Code,Economy,Region,Sub Region,Income Group,2019 Value,2019 Rank,2021 Value,2021 Rank,% Dif Score,Rank Change
ESP,Spain,Europe and Eurasia,Southern Europe,High-income economies,4.3,37,4.5,32,3.1%,5
