ANO,MES,PROVINCIA,RAMA,REXIME,AFILIACIONS
2011,Maio,Pontevedra,Construción,Réxime de autónomos,9691
2011,Maio,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54520
2011,Maio,Pontevedra,Industria e enerxía,Réxime de autónomos,5006
2011,Maio,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2668
2011,Maio,Pontevedra,Non clasificados,Réxime de autónomos,0
2011,Maio,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,153405
2011,Maio,Pontevedra,Resto de servizos,Réxime de autónomos,38700
2011,Maio,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3055
2011,Maio,Pontevedra,Servizos de aloxamento,Réxime de autónomos,470
2011,Maio,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12190
2011,Maio,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,7439
2011,Xuño,A Coruña,Agrario,Agrario,1503
2011,Xuño,A Coruña,Mar,Mar,6097
2011,Xuño,A Coruña,R. especial empregados fogar,R. especial empregados fogar,8390
2011,Xuño,Lugo,Agrario,Agrario,1494
2011,Xuño,Lugo,Mar,Mar,1859
2011,Xuño,Lugo,R. especial empregados fogar,R. especial empregados fogar,2845
2011,Xuño,Ourense,Agrario,Agrario,327
2011,Xuño,Ourense,Mar,Mar,0
2011,Xuño,Ourense,R. especial empregados fogar,R. especial empregados fogar,2944
2011,Xuño,Pontevedra,Agrario,Agrario,1189
2011,Xuño,Pontevedra,Mar,Mar,15263
2011,Xuño,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,6144
2011,Xuño,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,624
2011,Xuño,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,190
2011,Xuño,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1797
2011,Xuño,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,13996
2011,Xuño,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,31141
2011,Xuño,A Coruña,Construción,Réxime de autónomos,11762
2011,Xuño,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,52608
2011,Xuño,A Coruña,Industria e enerxía,Réxime de autónomos,5474
2011,Xuño,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3050
2011,Xuño,A Coruña,Non clasificados,Réxime de autónomos,0
2011,Xuño,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,203628
2011,Xuño,A Coruña,Resto de servizos,Réxime de autónomos,45228
2011,Xuño,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2945
2011,Xuño,A Coruña,Servizos de aloxamento,Réxime de autónomos,569
2011,Xuño,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15473
2011,Xuño,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,9942
2011,Xuño,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,53
2011,Xuño,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,43
2011,Xuño,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,875
2011,Xuño,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,15016
2011,Xuño,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,8285
2011,Xuño,Lugo,Construción,Réxime de autónomos,4035
2011,Xuño,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11947
2011,Xuño,Lugo,Industria e enerxía,Réxime de autónomos,2094
2011,Xuño,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1043
2011,Xuño,Lugo,Non clasificados,Réxime de autónomos,0
2011,Xuño,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51891
2011,Xuño,Lugo,Resto de servizos,Réxime de autónomos,13582
2011,Xuño,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1087
2011,Xuño,Lugo,Servizos de aloxamento,Réxime de autónomos,206
2011,Xuño,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4672
2011,Xuño,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2830
2011,Xuño,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,78
2011,Xuño,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,37
2011,Xuño,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1273
2011,Xuño,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3899
2011,Xuño,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,6607
2011,Xuño,Ourense,Construción,Réxime de autónomos,4517
2011,Xuño,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14363
2011,Xuño,Ourense,Industria e enerxía,Réxime de autónomos,2531
2011,Xuño,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1506
2011,Xuño,Ourense,Non clasificados,Réxime de autónomos,0
2011,Xuño,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,46163
2011,Xuño,Ourense,Resto de servizos,Réxime de autónomos,12378
2011,Xuño,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,751
2011,Xuño,Ourense,Servizos de aloxamento,Réxime de autónomos,130
2011,Xuño,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3767
2011,Xuño,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2868
2011,Xuño,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,538
2011,Xuño,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,163
2011,Xuño,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1136
2011,Xuño,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,6170
2011,Xuño,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,21886
2011,Xuño,Pontevedra,Construción,Réxime de autónomos,9681
2011,Xuño,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54398
2011,Xuño,Pontevedra,Industria e enerxía,Réxime de autónomos,5017
2011,Xuño,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2656
2011,Xuño,Pontevedra,Non clasificados,Réxime de autónomos,0
2011,Xuño,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,152483
2011,Xuño,Pontevedra,Resto de servizos,Réxime de autónomos,38776
2011,Xuño,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3695
2011,Xuño,Pontevedra,Servizos de aloxamento,Réxime de autónomos,493
2011,Xuño,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12495
2011,Xuño,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,7536
2011,Xullo,A Coruña,Agrario,Agrario,1520
2011,Xullo,A Coruña,Mar,Mar,6238
2011,Xullo,A Coruña,R. especial empregados fogar,R. especial empregados fogar,8410
2011,Xullo,Lugo,Agrario,Agrario,1478
2011,Xullo,Lugo,Mar,Mar,1933
2011,Xullo,Lugo,R. especial empregados fogar,R. especial empregados fogar,2849
2011,Xullo,Ourense,Agrario,Agrario,297
2011,Xullo,Ourense,Mar,Mar,0
2011,Xullo,Ourense,R. especial empregados fogar,R. especial empregados fogar,2944
2011,Xullo,Pontevedra,Agrario,Agrario,1161
2011,Xullo,Pontevedra,Mar,Mar,15459
2011,Xullo,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,6148
2011,Xullo,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,624
2011,Xullo,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,190
2011,Xullo,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2367
2011,Xullo,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,13925
2011,Xullo,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,31095
2011,Xullo,A Coruña,Construción,Réxime de autónomos,11769
2011,Xullo,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,53007
2011,Xullo,A Coruña,Industria e enerxía,Réxime de autónomos,5466
2011,Xullo,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3101
2011,Xullo,A Coruña,Non clasificados,Réxime de autónomos,0
2011,Xullo,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,209470
2011,Xullo,A Coruña,Resto de servizos,Réxime de autónomos,45195
2011,Xullo,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3208
2011,Xullo,A Coruña,Servizos de aloxamento,Réxime de autónomos,579
2011,Xullo,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16822
2011,Xullo,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,10024
2011,Xullo,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57
2011,Xullo,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,43
2011,Xullo,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1280
2011,Xullo,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,14960
2011,Xullo,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,8296
2011,Xullo,Lugo,Construción,Réxime de autónomos,4025
2011,Xullo,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12002
2011,Xullo,Lugo,Industria e enerxía,Réxime de autónomos,2129
2011,Xullo,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1108
2011,Xullo,Lugo,Non clasificados,Réxime de autónomos,0
2011,Xullo,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54016
2011,Xullo,Lugo,Resto de servizos,Réxime de autónomos,13608
2011,Xullo,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1214
2011,Xullo,Lugo,Servizos de aloxamento,Réxime de autónomos,208
2011,Xullo,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5253
2011,Xullo,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2862
2011,Xullo,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,77
2011,Xullo,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,37
2011,Xullo,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1941
2011,Xullo,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3883
2011,Xullo,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,6568
2011,Xullo,Ourense,Construción,Réxime de autónomos,4504
2011,Xullo,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14390
2011,Xullo,Ourense,Industria e enerxía,Réxime de autónomos,2553
2011,Xullo,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1541
2011,Xullo,Ourense,Non clasificados,Réxime de autónomos,0
2011,Xullo,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,47477
2011,Xullo,Ourense,Resto de servizos,Réxime de autónomos,12417
2011,Xullo,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,800
2011,Xullo,Ourense,Servizos de aloxamento,Réxime de autónomos,129
2011,Xullo,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3940
2011,Xullo,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2879
2011,Xullo,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,523
2011,Xullo,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,164
2011,Xullo,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1608
2011,Xullo,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,6132
2011,Xullo,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,21665
2011,Xullo,Pontevedra,Construción,Réxime de autónomos,9644
2011,Xullo,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54602
2011,Xullo,Pontevedra,Industria e enerxía,Réxime de autónomos,5028
2011,Xullo,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2746
2011,Xullo,Pontevedra,Non clasificados,Réxime de autónomos,0
2011,Xullo,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,155773
2011,Xullo,Pontevedra,Resto de servizos,Réxime de autónomos,38798
2011,Xullo,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4640
2011,Xullo,Pontevedra,Servizos de aloxamento,Réxime de autónomos,579
2011,Xullo,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14788
2011,Xullo,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,7683
2011,Agosto,A Coruña,Agrario,Agrario,1542
2011,Agosto,A Coruña,Mar,Mar,6222
2011,Agosto,A Coruña,R. especial empregados fogar,R. especial empregados fogar,8353
2011,Agosto,Lugo,Agrario,Agrario,1468
2011,Agosto,Lugo,Mar,Mar,1928
2011,Agosto,Lugo,R. especial empregados fogar,R. especial empregados fogar,2847
2011,Agosto,Ourense,Agrario,Agrario,437
2011,Agosto,Ourense,Mar,Mar,0
2011,Agosto,Ourense,R. especial empregados fogar,R. especial empregados fogar,2945
2011,Agosto,Pontevedra,Agrario,Agrario,1812
2011,Agosto,Pontevedra,Mar,Mar,15417
2011,Agosto,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,6137
2011,Agosto,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,613
2011,Agosto,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,190
2011,Agosto,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2344
2011,Agosto,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,13868
2011,Agosto,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,30571
2011,Agosto,A Coruña,Construción,Réxime de autónomos,11741
2011,Agosto,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51831
2011,Agosto,A Coruña,Industria e enerxía,Réxime de autónomos,5459
2011,Agosto,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3065
2011,Agosto,A Coruña,Non clasificados,Réxime de autónomos,0
2011,Agosto,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,206509
2011,Agosto,A Coruña,Resto de servizos,Réxime de autónomos,45144
2011,Agosto,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3132
2011,Agosto,A Coruña,Servizos de aloxamento,Réxime de autónomos,585
2011,Agosto,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16428
2011,Agosto,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,10019
2011,Agosto,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57
2011,Agosto,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,43
2011,Agosto,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1272
2011,Agosto,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,14883
2011,Agosto,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,8254
2011,Agosto,Lugo,Construción,Réxime de autónomos,4022
2011,Agosto,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11940
2011,Agosto,Lugo,Industria e enerxía,Réxime de autónomos,2124
2011,Agosto,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1133
2011,Agosto,Lugo,Non clasificados,Réxime de autónomos,0
2011,Agosto,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,52947
2011,Agosto,Lugo,Resto de servizos,Réxime de autónomos,13608
2011,Agosto,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1204
2011,Agosto,Lugo,Servizos de aloxamento,Réxime de autónomos,209
2011,Agosto,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5133
2011,Agosto,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2875
2011,Agosto,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,77
2011,Agosto,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,37
2011,Agosto,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1917
2011,Agosto,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3876
2011,Agosto,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,6408
2011,Agosto,Ourense,Construción,Réxime de autónomos,4503
2011,Agosto,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14442
2011,Agosto,Ourense,Industria e enerxía,Réxime de autónomos,2552
2011,Agosto,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1535
2011,Agosto,Ourense,Non clasificados,Réxime de autónomos,0
2011,Agosto,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,46633
2011,Agosto,Ourense,Resto de servizos,Réxime de autónomos,12403
2011,Agosto,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,782
2011,Agosto,Ourense,Servizos de aloxamento,Réxime de autónomos,130
2011,Agosto,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3895
2011,Agosto,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2874
2011,Agosto,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,507
2011,Agosto,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,163
2011,Agosto,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1576
2011,Agosto,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,6087
2011,Agosto,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,21054
2011,Agosto,Pontevedra,Construción,Réxime de autónomos,9631
2011,Agosto,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,54365
2011,Agosto,Pontevedra,Industria e enerxía,Réxime de autónomos,5009
2011,Agosto,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2730
2011,Agosto,Pontevedra,Non clasificados,Réxime de autónomos,0
2011,Agosto,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,152767
2011,Agosto,Pontevedra,Resto de servizos,Réxime de autónomos,38792
2011,Agosto,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4362
2011,Agosto,Pontevedra,Servizos de aloxamento,Réxime de autónomos,594
2011,Agosto,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14185
2011,Agosto,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,7695
2011,Setembro,A Coruña,Agrario,Agrario,1608
2011,Setembro,A Coruña,Mar,Mar,6204
2011,Setembro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,8300
2011,Setembro,Lugo,Agrario,Agrario,1524
2011,Setembro,Lugo,Mar,Mar,1863
2011,Setembro,Lugo,R. especial empregados fogar,R. especial empregados fogar,2853
2011,Setembro,Ourense,Agrario,Agrario,563
2011,Setembro,Ourense,Mar,Mar,0
2011,Setembro,Ourense,R. especial empregados fogar,R. especial empregados fogar,2940
2011,Setembro,Pontevedra,Agrario,Agrario,1618
2011,Setembro,Pontevedra,Mar,Mar,15258
2011,Setembro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,6151
2011,Setembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,606
2011,Setembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,189
2011,Setembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1977
2011,Setembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,13811
2011,Setembro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,29654
2011,Setembro,A Coruña,Construción,Réxime de autónomos,11729
2011,Setembro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51335
2011,Setembro,A Coruña,Industria e enerxía,Réxime de autónomos,5442
2011,Setembro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,3026
2011,Setembro,A Coruña,Non clasificados,Réxime de autónomos,0
2011,Setembro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,203188
2011,Setembro,A Coruña,Resto de servizos,Réxime de autónomos,45323
2011,Setembro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2902
2011,Setembro,A Coruña,Servizos de aloxamento,Réxime de autónomos,569
2011,Setembro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15692
2011,Setembro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,9988
2011,Setembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,52
2011,Setembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,43
2011,Setembro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,984
2011,Setembro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,14836
2011,Setembro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,8103
2011,Setembro,Lugo,Construción,Réxime de autónomos,4021
2011,Setembro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11965
2011,Setembro,Lugo,Industria e enerxía,Réxime de autónomos,2134
2011,Setembro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1110
2011,Setembro,Lugo,Non clasificados,Réxime de autónomos,0
2011,Setembro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,51464
2011,Setembro,Lugo,Resto de servizos,Réxime de autónomos,13702
2011,Setembro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1043
2011,Setembro,Lugo,Servizos de aloxamento,Réxime de autónomos,205
2011,Setembro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4783
2011,Setembro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2860
2011,Setembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,73
2011,Setembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,37
2011,Setembro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1643
2011,Setembro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3859
2011,Setembro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,6380
2011,Setembro,Ourense,Construción,Réxime de autónomos,4510
2011,Setembro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14405
2011,Setembro,Ourense,Industria e enerxía,Réxime de autónomos,2551
2011,Setembro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1507
2011,Setembro,Ourense,Non clasificados,Réxime de autónomos,0
2011,Setembro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,45507
