ANO,MES,PROVINCIA,RAMA,REXIME,AFILIACIONS
2018,Xaneiro,Ourense,Agrario,Agrario,329
2018,Xaneiro,Ourense,Mar,Mar,0
2018,Xaneiro,Ourense,R. especial empregados fogar,R. especial empregados fogar,3276
2018,Xaneiro,Pontevedra,Agrario,Agrario,1278
2018,Xaneiro,Pontevedra,Mar,Mar,13173
2018,Xaneiro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8734
2018,Xaneiro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,535
2018,Xaneiro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,248
2018,Xaneiro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1968
2018,Xaneiro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,10885
2018,Xaneiro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,22097
2018,Xaneiro,A Coruña,Construción,Réxime de autónomos,11041
2018,Xaneiro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,49573
2018,Xaneiro,A Coruña,Industria e enerxía,Réxime de autónomos,5221
2018,Xaneiro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,324
2018,Xaneiro,A Coruña,Non clasificados,Réxime de autónomos,0
2018,Xaneiro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,216500
2018,Xaneiro,A Coruña,Resto de servizos,Réxime de autónomos,48664
2018,Xaneiro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2401
2018,Xaneiro,A Coruña,Servizos de aloxamento,Réxime de autónomos,610
2018,Xaneiro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,18301
2018,Xaneiro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,9125
2018,Xaneiro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,82
2018,Xaneiro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,64
2018,Xaneiro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1349
2018,Xaneiro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,11804
2018,Xaneiro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4897
2018,Xaneiro,Lugo,Construción,Réxime de autónomos,3748
2018,Xaneiro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,10899
2018,Xaneiro,Lugo,Industria e enerxía,Réxime de autónomos,2142
2018,Xaneiro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,162
2018,Xaneiro,Lugo,Non clasificados,Réxime de autónomos,0
2018,Xaneiro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,53458
2018,Xaneiro,Lugo,Resto de servizos,Réxime de autónomos,14489
2018,Xaneiro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,946
2018,Xaneiro,Lugo,Servizos de aloxamento,Réxime de autónomos,234
2018,Xaneiro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5016
2018,Xaneiro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2510
2018,Xaneiro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55
2018,Xaneiro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,49
2018,Xaneiro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1459
2018,Xaneiro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3066
2018,Xaneiro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4837
2018,Xaneiro,Ourense,Construción,Réxime de autónomos,3792
2018,Xaneiro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,12913
2018,Xaneiro,Ourense,Industria e enerxía,Réxime de autónomos,2506
2018,Xaneiro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,157
2018,Xaneiro,Ourense,Non clasificados,Réxime de autónomos,0
2018,Xaneiro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,47661
2018,Xaneiro,Ourense,Resto de servizos,Réxime de autónomos,12750
2018,Xaneiro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,612
2018,Xaneiro,Ourense,Servizos de aloxamento,Réxime de autónomos,108
2018,Xaneiro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4513
2018,Xaneiro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2624
2018,Xaneiro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,507
2018,Xaneiro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,224
2018,Xaneiro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1357
2018,Xaneiro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4684
2018,Xaneiro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14411
2018,Xaneiro,Pontevedra,Construción,Réxime de autónomos,8569
2018,Xaneiro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,53112
2018,Xaneiro,Pontevedra,Industria e enerxía,Réxime de autónomos,4966
2018,Xaneiro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,258
2018,Xaneiro,Pontevedra,Non clasificados,Réxime de autónomos,0
2018,Xaneiro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,160564
2018,Xaneiro,Pontevedra,Resto de servizos,Réxime de autónomos,40822
2018,Xaneiro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1971
2018,Xaneiro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,432
2018,Xaneiro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,14399
2018,Xaneiro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6696
2018,Outubro,A Coruña,Agrario,Agrario,1883
2018,Outubro,A Coruña,Mar,Mar,6398
2018,Outubro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,11463
2018,Outubro,Lugo,Agrario,Agrario,1918
2018,Outubro,Lugo,Mar,Mar,1523
2018,Outubro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3442
2018,Outubro,Ourense,Agrario,Agrario,322
2018,Outubro,Ourense,Mar,Mar,0
2018,Outubro,Ourense,R. especial empregados fogar,R. especial empregados fogar,3193
2018,Outubro,Pontevedra,Agrario,Agrario,1204
2018,Outubro,Pontevedra,Mar,Mar,13662
2018,Outubro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8691
2018,Outubro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,589
2018,Outubro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,286
2018,Outubro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2253
2018,Outubro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,10551
2018,Outubro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,24218
2018,Outubro,A Coruña,Construción,Réxime de autónomos,11104
2018,Outubro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,50198
2018,Outubro,A Coruña,Industria e enerxía,Réxime de autónomos,5174
2018,Outubro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,301
2018,Outubro,A Coruña,Non clasificados,Réxime de autónomos,0
2018,Outubro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,225251
2018,Outubro,A Coruña,Resto de servizos,Réxime de autónomos,49177
2018,Outubro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2934
2018,Outubro,A Coruña,Servizos de aloxamento,Réxime de autónomos,669
2018,Outubro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,19522
2018,Outubro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,9030
2018,Outubro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,96
2018,Outubro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,67
2018,Outubro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1567
2018,Outubro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,11533
2018,Outubro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5265
2018,Outubro,Lugo,Construción,Réxime de autónomos,3749
2018,Outubro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11374
2018,Outubro,Lugo,Industria e enerxía,Réxime de autónomos,1887
2018,Outubro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,148
2018,Outubro,Lugo,Non clasificados,Réxime de autónomos,0
2018,Outubro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55380
2018,Outubro,Lugo,Resto de servizos,Réxime de autónomos,14567
2018,Outubro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1289
2018,Outubro,Lugo,Servizos de aloxamento,Réxime de autónomos,259
2018,Outubro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5403
2018,Outubro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2490
2018,Outubro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,66
2018,Outubro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,56
2018,Outubro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1643
2018,Outubro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3037
2018,Outubro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4951
2018,Outubro,Ourense,Construción,Réxime de autónomos,3738
2018,Outubro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,13699
2018,Outubro,Ourense,Industria e enerxía,Réxime de autónomos,1913
2018,Outubro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,122
2018,Outubro,Ourense,Non clasificados,Réxime de autónomos,0
2018,Outubro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,48545
2018,Outubro,Ourense,Resto de servizos,Réxime de autónomos,12686
2018,Outubro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,718
2018,Outubro,Ourense,Servizos de aloxamento,Réxime de autónomos,113
2018,Outubro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4736
2018,Outubro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2551
2018,Outubro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,580
2018,Outubro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,266
2018,Outubro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1737
2018,Outubro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4527
2018,Outubro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16119
2018,Outubro,Pontevedra,Construción,Réxime de autónomos,8610
2018,Outubro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55618
2018,Outubro,Pontevedra,Industria e enerxía,Réxime de autónomos,4721
2018,Outubro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,247
2018,Outubro,Pontevedra,Non clasificados,Réxime de autónomos,0
2018,Outubro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,167611
2018,Outubro,Pontevedra,Resto de servizos,Réxime de autónomos,41424
2018,Outubro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2832
2018,Outubro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,482
2018,Outubro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15643
2018,Outubro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6734
2018,Novembro,A Coruña,Agrario,Agrario,1864
2018,Novembro,A Coruña,Mar,Mar,6336
2018,Novembro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,11498
2018,Novembro,Lugo,Agrario,Agrario,1830
2018,Novembro,Lugo,Mar,Mar,1526
2018,Novembro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3458
2018,Novembro,Ourense,Agrario,Agrario,310
2018,Novembro,Ourense,Mar,Mar,0
2018,Novembro,Ourense,R. especial empregados fogar,R. especial empregados fogar,3185
2018,Novembro,Pontevedra,Agrario,Agrario,1182
2018,Novembro,Pontevedra,Mar,Mar,13693
2018,Novembro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8713
2018,Novembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,580
2018,Novembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,277
2018,Novembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2136
2018,Novembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,10489
2018,Novembro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,23986
2018,Novembro,A Coruña,Construción,Réxime de autónomos,11054
2018,Novembro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,50143
2018,Novembro,A Coruña,Industria e enerxía,Réxime de autónomos,5153
2018,Novembro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,302
2018,Novembro,A Coruña,Non clasificados,Réxime de autónomos,0
2018,Novembro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,226594
2018,Novembro,A Coruña,Resto de servizos,Réxime de autónomos,49139
2018,Novembro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2741
2018,Novembro,A Coruña,Servizos de aloxamento,Réxime de autónomos,636
2018,Novembro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,19701
2018,Novembro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,8979
2018,Novembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,96
2018,Novembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,66
2018,Novembro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1423
2018,Novembro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,11473
2018,Novembro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5246
2018,Novembro,Lugo,Construción,Réxime de autónomos,3746
2018,Novembro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11466
2018,Novembro,Lugo,Industria e enerxía,Réxime de autónomos,1877
2018,Novembro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,151
2018,Novembro,Lugo,Non clasificados,Réxime de autónomos,0
2018,Novembro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55381
2018,Novembro,Lugo,Resto de servizos,Réxime de autónomos,14591
2018,Novembro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1175
2018,Novembro,Lugo,Servizos de aloxamento,Réxime de autónomos,247
2018,Novembro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5265
2018,Novembro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2467
2018,Novembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,66
2018,Novembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,56
2018,Novembro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1420
2018,Novembro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3028
2018,Novembro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4879
2018,Novembro,Ourense,Construción,Réxime de autónomos,3732
2018,Novembro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,13727
2018,Novembro,Ourense,Industria e enerxía,Réxime de autónomos,1913
2018,Novembro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,122
2018,Novembro,Ourense,Non clasificados,Réxime de autónomos,0
2018,Novembro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,48593
2018,Novembro,Ourense,Resto de servizos,Réxime de autónomos,12705
2018,Novembro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,702
2018,Novembro,Ourense,Servizos de aloxamento,Réxime de autónomos,111
2018,Novembro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4772
2018,Novembro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2555
2018,Novembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,555
2018,Novembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,270
2018,Novembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1470
2018,Novembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4527
2018,Novembro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,16111
2018,Novembro,Pontevedra,Construción,Réxime de autónomos,8577
2018,Novembro,Pontevedra,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55583
2018,Novembro,Pontevedra,Industria e enerxía,Réxime de autónomos,4738
2018,Novembro,Pontevedra,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,243
2018,Novembro,Pontevedra,Non clasificados,Réxime de autónomos,0
2018,Novembro,Pontevedra,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,167720
2018,Novembro,Pontevedra,Resto de servizos,Réxime de autónomos,41495
2018,Novembro,Pontevedra,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2437
2018,Novembro,Pontevedra,Servizos de aloxamento,Réxime de autónomos,466
2018,Novembro,Pontevedra,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15766
2018,Novembro,Pontevedra,Servizos de comidas e bebidas,Réxime de autónomos,6707
2018,Decembro,A Coruña,Agrario,Agrario,1837
2018,Decembro,A Coruña,Mar,Mar,5989
2018,Decembro,A Coruña,R. especial empregados fogar,R. especial empregados fogar,11495
2018,Decembro,Lugo,Agrario,Agrario,1781
2018,Decembro,Lugo,Mar,Mar,1497
2018,Decembro,Lugo,R. especial empregados fogar,R. especial empregados fogar,3443
2018,Decembro,Ourense,Agrario,Agrario,318
2018,Decembro,Ourense,Mar,Mar,0
2018,Decembro,Ourense,R. especial empregados fogar,R. especial empregados fogar,3184
2018,Decembro,Pontevedra,Agrario,Agrario,1229
2018,Decembro,Pontevedra,Mar,Mar,13360
2018,Decembro,Pontevedra,R. especial empregados fogar,R. especial empregados fogar,8693
2018,Decembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,583
2018,Decembro,A Coruña,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,282
2018,Decembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2038
2018,Decembro,A Coruña,"Agricultura, gandeiría e pesca",Réxime de autónomos,10449
2018,Decembro,A Coruña,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,22873
2018,Decembro,A Coruña,Construción,Réxime de autónomos,11006
2018,Decembro,A Coruña,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,47115
2018,Decembro,A Coruña,Industria e enerxía,Réxime de autónomos,5161
2018,Decembro,A Coruña,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,299
2018,Decembro,A Coruña,Non clasificados,Réxime de autónomos,0
2018,Decembro,A Coruña,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,226811
2018,Decembro,A Coruña,Resto de servizos,Réxime de autónomos,49215
2018,Decembro,A Coruña,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,2609
2018,Decembro,A Coruña,Servizos de aloxamento,Réxime de autónomos,632
2018,Decembro,A Coruña,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,19725
2018,Decembro,A Coruña,Servizos de comidas e bebidas,Réxime de autónomos,9000
2018,Decembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,97
2018,Decembro,Lugo,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,66
2018,Decembro,Lugo,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1352
2018,Decembro,Lugo,"Agricultura, gandeiría e pesca",Réxime de autónomos,11446
2018,Decembro,Lugo,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5070
2018,Decembro,Lugo,Construción,Réxime de autónomos,3728
2018,Decembro,Lugo,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,11495
2018,Decembro,Lugo,Industria e enerxía,Réxime de autónomos,1872
2018,Decembro,Lugo,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,150
2018,Decembro,Lugo,Non clasificados,Réxime de autónomos,0
2018,Decembro,Lugo,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,55739
2018,Decembro,Lugo,Resto de servizos,Réxime de autónomos,14598
2018,Decembro,Lugo,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1091
2018,Decembro,Lugo,Servizos de aloxamento,Réxime de autónomos,246
2018,Decembro,Lugo,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,5310
2018,Decembro,Lugo,Servizos de comidas e bebidas,Réxime de autónomos,2476
2018,Decembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,57
2018,Decembro,Ourense,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,55
2018,Decembro,Ourense,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1288
2018,Decembro,Ourense,"Agricultura, gandeiría e pesca",Réxime de autónomos,3012
2018,Decembro,Ourense,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4604
2018,Decembro,Ourense,Construción,Réxime de autónomos,3706
2018,Decembro,Ourense,Industria e enerxía,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,13525
2018,Decembro,Ourense,Industria e enerxía,Réxime de autónomos,1915
2018,Decembro,Ourense,Non clasificados,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,121
2018,Decembro,Ourense,Non clasificados,Réxime de autónomos,0
2018,Decembro,Ourense,Resto de servizos,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,48767
2018,Decembro,Ourense,Resto de servizos,Réxime de autónomos,12748
2018,Decembro,Ourense,Servizos de aloxamento,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,649
2018,Decembro,Ourense,Servizos de aloxamento,Réxime de autónomos,109
2018,Decembro,Ourense,Servizos de comidas e bebidas,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,4819
2018,Decembro,Ourense,Servizos de comidas e bebidas,Réxime de autónomos,2569
2018,Decembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,536
2018,Decembro,Pontevedra,"Actividades de axencias de viaxes, operadores turísticos, servizos de reservas e actividades relacionadas con estes",Réxime de autónomos,264
2018,Decembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,1373
2018,Decembro,Pontevedra,"Agricultura, gandeiría e pesca",Réxime de autónomos,4511
2018,Decembro,Pontevedra,Construción,Réxime Xeral (excl. Fogar e Agrario) e Minería do carbón,15428
