"year","Galician_name","FAOcode","total_kg","total_euros","Scientific_name","English_name","Family","Order.or.higher.taxa"
2007,"Patulate","IOD",1278,1686.24,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2007,"Peixe espada","SWO",842122.47,4978215.62,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)"
2007,"Peixe pau","BLI",113429.15,237869.32,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES"
2007,"Peixe porco","TRG",1410,2267.44,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES"
2007,"Peixe sabre","LHT",74922.25,162765.15,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2007,"Peixe sabre prateado","SFS",82394.65,105370.26,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2007,"Peixe sapo","ANK",4643739.30999999,27286254.83,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES"
2007,"Peixes mariños nep","MZZ",953361.620000002,1377877.37,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA"
2007,"Percebe","PCB",416139.74,13364229.62,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)"
2007,"Pescada","HKE",21857113.51,90298916.1299996,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES"
2007,"Pescada do Senegal","HKM",249716.5,537051.46,"Merluccius senegalensis","Senegalese hake","MERLUCCIIDAE","GADIFORMES"
2007,"Piardas","SIL",50392.06,60848.92,"Atherinidae","Silversides(=Sand smelts) NEI","ATHERINIDAE","ATHERINIFORMES"
2007,"Polbo","OCC",2723682.50999999,13688494.71,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)"
2007,"Polbo cabezón","EOI",2102080.43,2527954.79,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)"
2007,"Pota común","SQM",2146,5285.4,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2007,"Pota pequena","TDQ",3807632.46,6084697.49000001,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2007,"Prago","RPG",17352.65,208373.05,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES"
2007,"Puntilla pequena","OUM",4300.85,31742.32,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2007,"Quenlla","BSH",1786680.51,2579049.38,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES"
2007,"Quimeira do Cabo","CHM",7481,4216.5,"Callorhinchus capensis","Cape elephantfish","CALLORHINCHIDAE","CHIMAERIFORMES"
2007,"Rabioso","GKL",39433.5,34317.81,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA"
2007,"Raias","SKA",3363984.05,6684980.29,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES"
2007,"Rapantes","LEZ",6388202.02,31728282.1299999,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2007,"Rei","USI",49628.75,192674.2,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2007,"Reloxo prateado","HPR",12418,26852.09,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES"
2007,"Reló","DSX",66794,175166.68,"Dosinia exoleta","Mature dosinia","VENERIDAE","BIVALVIA"
2007,"Reo","TRS",6.45,19.05,"Salmo trutta","Sea trout","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)"
2007,"Robaliza","BSS",277180.69,3360777.48999999,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES"
2007,"Robaliza de pintas","SPU",304,513.75,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES"
2007,"Rodaballo","TUR",47133.6500000001,996343.330000001,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2007,"Rosada do Cabo","KCP",13122.5,52050.56,"Genypterus capensis","Kingklip","OPHIDIIDAE","OPHIDIIFORMES"
2007,"Saboga","SLM",192574.85,44313.65,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES"
2007,"Salmonete de lama","MUT",61465.6600000001,419636.77,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES"
2007,"Salmonete de rocha","MUR",110204.4,960727.43,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES"
2007,"Salmón do Atlántico","SAL",23.9,102.63,"Salmo salar","Atlantic salmon","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)"
2007,"Sanmartiño","JOD",1417647.47,9486703.61,"Zeus faber","John dory","ZEIDAE","ZEIFORMES"
2007,"Santiaguiño","SCY",1361.5,75263.88,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2007,"Sardiña","PIL",16714951.92,10741674.31,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES"
2007,"Sargo común","SWA",344659.34,1917550.88,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES"
2007,"Serrán cabra","CBR",1137946.33,4424954.02999999,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2007,"Serrán riscado","SRK",7702.3,9288.35,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2007,"Solla","FLE",26082.1,74011.9299999998,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2007,"Sollo rei","APU",220.6,3151.54,"Acipenser sturio","Sturgeon","ACIPENSERIDAE","ACIPENSERIFORMES"
2007,"Tapa","ZGP",302,549.12,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2007,"Tiburón raposo","ALV",51725,129370.96,"Alopias vulpinus","Thresher","ALOPIIDAE","LAMNIFORMES"
2007,"Tomás","EPI",36324.4,133724.31,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES"
2007,"Touca","FYS",462,462,"Porphyra spp","Nori NEI","BANGIACEAE","RHODOPHYTA (BANGIOPHYCEAE)"
2007,"Trancho","SPR",180.5,730.33,"Sprattus sprattus","European sprat","CLUPEIDAE","CLUPEIFORMES"
2007,"Veleiro do indo-pacífico","SFA",2293,7566.01,"Istiophorus platypterus","Indo-Pacific sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2007,"Vello","YFC",11667,1543.87,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2007,"Vieira","SCE",226287,844677.25,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA"
2007,"Volandeira","QSC",407222.29,693883.71,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA"
2007,"Xarda","MAC",17048444.67,7659713.27,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2007,"Xarda pintada","MAS",6967262.52,2282650.52,"Scomber japonicus","Pacific chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2007,"Xuliana","MON",1759923.62,9288189.79000001,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES"
2007,"Xurelo","HOM",22027891.4,17642859.22,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2007,"Xurelo do mediterráneo","HMM",27882.25,37348.75,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2007,"Xurelo negro","JAA",241038.5,38360.25,"Trachurus picturatus","Blue jack mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2007,"Zamborca","ASD",424.8,1602.32,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES"
2006,"Abadexo","POL",391117.650000001,2152237.82,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES"
2006,"Acedía","SOS",54444.12,350481.200000001,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Agulla","GAR",53227.53,74720.5800000001,"Belone belone","Garfish","BELONIDAE","BELONIFORMES"
2006,"Alcrique","SAU",5444,9322.86,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES"
2006,"Ameixa babosa","CTS",821469.34,12532699.92,NA,NA,NA,NA
2006,"Ameixa bicuda","VNA",37340.44,185729.32,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA"
2006,"Ameixa fina","CTG",560586.46,15704033.75,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA"
2006,"Ameixa rubia","VNR",612014.49,4621576.64,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA"
2006,"Ameixa xaponesa","CLJ",1132875.95,9055624.12,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA"
2006,"Anguilas","ELX",63111.15,535684.49,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES"
2006,"Argazo","LAZ",26015,10197.03,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2006,"Argazo bravo","LA5",1668,1501.2,NA,NA,NA,NA
2006,"Arola","UTL",435.98,871.96,"Lutraria lutraria","Common otter shell","MACTRIDAE","BIVALVIA"
2006,"Atún patudo","BET",70089,418993.9,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Atúns","TUS",23618.25,139239.21,"Thunnus spp","True tunas NEI","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Bacallao","COD",46265.75,107034.26,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES"
2006,"Bacoreta","LTA",197206.3,91946.1700000001,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Barbada de area","GGD",511400.520000001,1585901.86,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES"
2006,"Berberecho","COC",3413594.45,17214226.97,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA"
2006,"Bertorella de lama","GFB",829463.31,1979182.88,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES"
2006,"Bertorella de rocha","FOR",11714.5,77426.54,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES"
2006,"Bicho","WOR",218.39,10132.63,"Polychaeta","Marine worms","","ANELLIDA (POLYCHAETA)"
2006,"Bocarte","ANE",15160,73379.06,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES"
2006,"Boga","BOG",486740.65,85666.1399999999,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES"
2006,"Boi","CRE",21735.45,188016.94,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Bolos","SAN",234790,101219.69,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2006,"Bonito alistado","SKJ",36728.15,52705.83,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Bonito do Atlántico","BON",17994,75483.16,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Bonito do norte","ALB",4062066.65,10213471.84,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Bonito ollón","BOP",11259.1,11499.04,"Orcynopsis unicolor","Plain bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Breca","PAC",7881.35,38548.59,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES"
2006,"Brosme","USK",7876,5326.5,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES"
2006,"Burro","HAD",157495.74,280284.01,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES"
2006,"Cabra de altura","BRF",246715.5,375375.45,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2006,"Cadelucha","DXL",12282.59,378559.7,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA"
2006,"Camarón común","CPR",83070.41,2664944.79,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2006,"Camarón de poza","PNQ",1620,12960,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2006,"Cangrexo común","CRG",2505,1976.28,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Cangrexo real","KEF",7.5,12,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Carabineiro","SSH",8.5,109.75,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2006,"Caramuxo","PEE",3248,10295.11,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA"
2006,"Carneiro","VEV",54431.57,324644.01,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA"
2006,"Castañeta","POA",7769562.88,11481699.39,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Castañeta vermella","BXD",191157.66,1177761.65,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES"
2006,"Cazón","GAG",202209.32,234718.1,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES"
2006,"Cazón liso","SMD",18083.1,31556.06,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES"
2006,"Centola","SCR",382309.02,3221818.16,"Maja squinado","Spinous spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Choco","CTC",458125.02,1915124.63,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)"
2006,"Chopiño","CTR",132406.85,581969.71,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)"
2006,"Choupa","BRB",104891.18,164264.44,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES"
2006,"Cigala","NEP",1166659.59,16510896.98,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2006,"Cochinilla","OIL",33279,68676.05,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Congro","COE",2438205.97,5050622.08,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES"
2006,"Conguito","ICC",5427.75,6768.31,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Coreano","WIT",1609418.15,5204586.91,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Cornicha","ULO",8294.89,48143.07,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA"
2006,"Corno","KRJ",5412.5,7071.65,"Charonia lampas","Knobbed triton","CHARONIIDAE","GASTROPODA"
2006,"Cornudas","SPN",927,1431.7,"Sphyrna spp","Hammerhead sharks NEI","SPHYRNIDAE","CARCHARHINIFORMES"
2006,"Corvina real","MGR",8152.9,24528.74,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES"
2006,"Curuxo","BLL",25746.62,314347.71,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Dentón","DEC",11580.03,45832.82,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES"
2006,"Doncela","COU",69616.65,359498.94,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2006,"Dourada","SBG",74176.6,691376.16,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES"
2006,"Escachos","GUX",560572.13,843668.880000002,"Triglidae","Gurnards, searobins NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2006,"Escarapote de pedra","RSE",118690.11,481956.440000001,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2006,"Escarapote de pintas","BBS",229057.2,544302.1,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2006,"Escarpón","LYY",2450,665.82,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES"
2006,"Escolar negro","LEC",29507,56227.96,"Lepidocybium flavobrunneum","Escolar","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Faneca","BIB",1134401.53,1971234.69,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES"
2006,"Fletán branco","HAL",209,1114.99,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Fodón","POD",28296.75,43467.82,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES"
2006,"Fogoneiro","POK",45128,66016.33,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES"
2006,"Gamba branca","DPS",35.2,203.91,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2006,"Gata común","ETX",192866.52,831191.92,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES"
2006,"Golfo","UDP",18447.95,14069.47,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2006,"Granadeiro de rocha","RNG",2292,5079.2,"Coryphaenoides rupestris","Roundnose grenadier","MACROURIDAE","GADIFORMES"
2006,"Lagosta","SLO",2118.35,72568.12,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2006,"Lamprea de mar","LAU",43,495.8,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES"
2006,"Lapas","LPZ",6378.46,15091.86,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA"
2006,"Limanda","DAB",1727,1662.87,"Limanda limanda","Common dab","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Linguado","SOL",129157.91,2119761.12,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Lirio","WHB",15194279.56,12386730.64,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES"
2006,"Lirpia raiada","MKG",997,1219.4,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Lixa negra","GUQ",1602,3864,"Centrophorus squamosus","Leafscale gulper shark","CENTROPHORIDAE","SQUALIFORMES"
2006,"Longueirón","EQI",30199.75,376440.65,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA"
2006,"Longueirón vello","RAE",370.25,916.34,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA"
2006,"Lumbrigante","LBE",1855.6,41071.26,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2006,"Lura","SQR",102947.45,630548.57,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2006,"Maragota","USB",236286.86,558368.179999999,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2006,"Marraxo sardiñeiro","POR",337632.77,1442099.03,"Lamna nasus","Porbeagle","LAMNIDAE","LAMNIFORMES"
2006,"Maruca","LIN",1421786.6,2652227.12,"Molva molva","Ling","LOTIDAE","GADIFORMES"
2006,"Melga","DGS",65756.1,241090.42,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES"
2006,"Melgacho","SYC",114115.7,88826.08,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES"
2006,"Melgas","DGX",58375,76049.8,"Squalidae","Dogfish sharks NEI","SQUALIDAE","SQUALIFORMES"
2006,"Melva","BLT",4075.2,8835.16,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Mendo limón","LEM",2344549,7701358.63,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Merlán","WHG",102295.5,282162.69,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES"
2006,"Mero","WRF",130149.12,1560220.76,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES"
2006,"Mexilla","MSM",53228.14,46987.12,"Mytilus galloprovincialis","Mediterranean mussel","MYTILIDAE","BIVALVIA"
2006,"Morea","MMH",45.5,59.73,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES"
2006,"Muxos","MUL",45155.75,24591,"Mugilidae","Mullets NEI","MUGILIDAE","MUGILIFORMES"
2006,"Navalla","EQE",198188.59,2600512.6,"Ensis ensis","Pod razor shell","PHARIDAE","BIVALVIA"
2006,"Nécora","LIO",126157.48,2063139.01,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Ollomol","SBR",132718.3,1647355.42,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES"
2006,"Ostra plana","OYF",51262.22,230259.97,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA"
2006,"Ourizo","URM",737807.85,1469808.19,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)"
2006,"Ovas de pescada","HK0",143673.55,700540.779999999,NA,NA,NA,NA
2006,"Palometón","LEE",485,1308.7,"Lichia amia","Leerfish","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2006,"Pancho bicudo","SBA",115338.9,424640.45,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES"
2006,"Patulate","IOD",1422,2130.15,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2006,"Peixe espada","SWO",685262.13,4284010.63,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)"
2006,"Peixe pau","BLI",106613.4,251015.62,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES"
2006,"Peixe porco","TRG",693.35,1305.94,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES"
2006,"Peixe sabre","LHT",63795.65,115105.98,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Peixe sabre prateado","SFS",47029.29,60192.66,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2006,"Peixe sapo","ANK",3996322.72,23658043.42,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES"
2006,"Peixes mariños nep","MZZ",1159700.93,1534733.37,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA"
2006,"Percebe","PCB",439500.37,13571299.89,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)"
2006,"Pescada","HKE",21257602.9499999,91834793.89,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES"
2006,"Pescada do Senegal","HKM",93127,256372.79,"Merluccius senegalensis","Senegalese hake","MERLUCCIIDAE","GADIFORMES"
2006,"Piardas","SIL",127106.74,106194.87,"Atherinidae","Silversides(=Sand smelts) NEI","ATHERINIDAE","ATHERINIFORMES"
2006,"Polbo","OCC",1838176.17,9356113.41999998,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)"
2006,"Polbo cabezón","EOI",1897118.56,1789178.21,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)"
2006,"Pota común","SQM",1737,2786.5,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2006,"Pota pequena","TDQ",3104704.92,3445183.54,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2006,"Prago","RPG",15920.11,181531.92,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES"
2006,"Puntilla pequena","OUM",1616.6,14750.19,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2006,"Quenlla","BSH",1280382.55,1905661.37,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES"
2006,"Quimeira do Cabo","CHM",13623,6077,"Callorhinchus capensis","Cape elephantfish","CALLORHINCHIDAE","CHIMAERIFORMES"
2006,"Rabioso","GKL",51404.5,45826.48,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA"
2006,"Raias","SKA",3291386.13,6392526.54,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES"
2006,"Rapantes","LEZ",6993129.77,37207463.16,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Rei","USI",31893.5,117535.47,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2006,"Reloxo prateado","HPR",77506.95,219837.95,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES"
2006,"Reló","DSX",453354.69,726681.3,"Dosinia exoleta","Mature dosinia","VENERIDAE","BIVALVIA"
2006,"Reo","TRS",24.7,112.45,"Salmo trutta","Sea trout","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)"
2006,"Robaliza","BSS",214871.82,2726222.9,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES"
2006,"Robaliza de pintas","SPU",1,1,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES"
2006,"Rodaballo","TUR",53344.6,1049210.53,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2006,"Rosada do Cabo","KCP",872,4373.2,"Genypterus capensis","Kingklip","OPHIDIIDAE","OPHIDIIFORMES"
2006,"Saboga","SLM",161485.95,41426.41,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES"
