"year","Galician_name","FAOcode","total_kg","total_euros","Scientific_name","English_name","Family","Order.or.higher.taxa"
2019,"Ferreira","SSB",1359.15,7060.58,"Lithognathus mormyrus","Sand steenbras","SPARIDAE","ACANTHURIFORMES"
2019,"Fideo de mar","KJT",15077.82,16122.35,"Codium tomentosum","","CODIACEAE","CHLOROPHYTA (ULVOPHYCEAE)"
2019,"Fletán branco","HAL",488.22,1836.12,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Fodón","POD",7297.9,10288.35,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES"
2019,"Fogoneiro","POK",9095.84,15406.58,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES"
2019,"Galana","SBS",649.7,1264.2,"Oblada melanurus","Saddled seabream","SPARIDAE","ACANTHURIFORMES"
2019,"Galludo","QUB",75502.85,478120.45,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES"
2019,"Gamba branca","DPS",1038,17599.62,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2019,"Gamba vermella","ARS",173.5,2862.22,"Aristaeomorpha foliacea","Giant red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2019,"Gata común","ETX",244.4,808.95,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES"
2019,"Gato de mar","COB",56.5,52.5,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES"
2019,"Gavilán","UBI",3093.29,257916.54,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)"
2019,"Golfo","UDP",209534.5,187525.01,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2019,"Lagosta","SLO",1552.75,63231.7,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2019,"Lagostino","TGS",0.9,19.89,"Penaeus kerathurus","Caramote prawn","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2019,"Lamprea de mar","LAU",11015.55,181263.74,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES"
2019,"Lapas","LPZ",400.85,1402.98,"Patella spp","Limpets NEI","PATELLIDAE","GASTROPODA"
2019,"Linguado","SOL",219780.48,3378222.41999999,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Linguado de area","SOS",61318.5700000001,261569.26,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Linguado de pintas","OAL",70.5,1050.8,"Solea senegalensis","Senegalese sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Lirio","WHB",19128947.21,13516011.29,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES"
2019,"Lirpia raiada","MKG",13528.04,86444.9100000001,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Longueirón","EQI",54907.95,444980.73,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA"
2019,"Longueirón vello","RAE",43766.21,265524.24,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA"
2019,"Lorchos","GOB",10908.65,18420.58,"Gobius spp","Atlantic gobies NEI","GOBIIDAE","GOBIIFORMES"
2019,"Lumbrigante","LBE",14836.5,402530.91,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA"
2019,"Lura","SQR",144256.9,1838243.6,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2019,"Lúa real","LAG",94,2197.25,"Lampris guttatus","Opah","LAMPRIDAE","LAMPRIFORMES"
2019,"Madrela","LCM",5135.01,30189.42,"Ciliata mustela","Fivebeard rockling","GAIDROPSARIDAE","GADIFORMES"
2019,"Maragota","USB",310433.51,772501.160000001,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2019,"Marraxo azul","SMA",45712.3,253937.99,"Isurus oxyrinchus","Shortfin mako","LAMNIDAE","LAMNIFORMES"
2019,"Marraxo sardiñeiro","POR",87.5,311.7,"Lamna nasus","Porbeagle","LAMNIDAE","LAMNIFORMES"
2019,"Maruca","LIN",192590.22,345043.42,"Molva molva","Ling","LOTIDAE","GADIFORMES"
2019,"Melga","DGS",507.85,1266.5,"Squalus acanthias","Picked dogfish","SQUALIDAE","SQUALIFORMES"
2019,"Melgacho","SYC",429788.42,216200.9,"Scyliorhinus canicula","Small-spotted catshark","SCYLIORHINIDAE","CARCHARHINIFORMES"
2019,"Melgas","DGZ",400,220.3,"Squalus spp","Dogfishes NEI","SQUALIDAE","SQUALIFORMES"
2019,"Melva","BLT",21789.65,30478.52,"Auxis rochei","Bullet tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Melvas","FRZ",2896.65,3945.32,"Auxis thazard, A. rochei","Frigate and bullet tunas","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Mendo limón","LEM",171647,446392.21,"Microstomus kitt","Lemon sole","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Merlán","WHG",3237.25,4368.03,"Merlangius merlangus","Whiting","GADIDAE","GADIFORMES"
2019,"Mero","WRF",15851.18,377611.97,"Polyprion americanus","Wreckfish","POLYPRIONIDAE","ACROPOMATIFORMES"
2019,"Mexilla","MSM",103322.68,87323.06,"Mytilus galloprovincialis","Mediterranean mussel","MYTILIDAE","BIVALVIA"
2019,"Miñoca de area","ARM",1137.34,33060.62,"Arenicola marina","Lugworm","ARENICOLIDAE","ANELLIDA (POLYCHAETA)"
2019,"Miñoca de tubo","DIN",1294.21,33332.18,"Diopatra neapolitana","","ONUPHIDAE","ANELLIDA (POLYCHAETA)"
2019,"Morea","MMH",8.25,11.03,"Muraena helena","Mediterranean moray","MURAENIDAE","ANGUILLIFORMES"
2019,"Muxo beizos finos","MGC",2754.9,4156.87,"Chelon ramada","Thinlip grey mullet","MUGILIDAE","MUGILIFORMES"
2019,"Muxo cabezudo","MUF",9516,9694.80999999999,"Mugil cephalus","Flathead grey mullet","MUGILIDAE","MUGILIFORMES"
2019,"Muxo dourado","MGA",1553.75,677.48,"Chelon auratus","Golden grey mullet","MUGILIDAE","MUGILIFORMES"
2019,"Muxo negro","MLR",54108.65,40990.37,"Chelon labrosus","Thicklip grey mullet","MUGILIDAE","MUGILIFORMES"
2019,"Muxo saltón gris","LZS",320.55,60.12,"Chelon saliens","Leaping mullet","MUGILIDAE","MUGILIFORMES"
2019,"Muxos","MGS",2063.9,1620.66,"Mugil spp","","MUGILIDAE","MUGILIFORMES"
2019,"Navalla","EQK",557885.65,6061892.90000001,"Ensis magnus","Arched razor shell","PHARIDAE","BIVALVIA"
2019,"Nécora","LIO",115276.55,1979490.19,"Necora puber","Velvet swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2019,"Ollomol","SBR",69341.7200000001,1381244.65,"Pagellus bogaraveo","Blackspot seabream","SPARIDAE","ACANTHURIFORMES"
2019,"Ortiguilla de mar","NOW",17957.3,191742.55,"Anemonia sulcata","Snakelocks anemone","ACTINIIDAE","CNIDARIA (ANTHOZOA) HEXACORALLIA"
2019,"Ostra plana","OYF",116324.96,224150.95,"Ostrea edulis","European flat oyster","OSTREIDAE","BIVALVIA"
2019,"Ostra rizada","OYG",155880.67,169207.43,"Magallana gigas","Pacific cupped oyster","OSTREIDAE","BIVALVIA"
2019,"Ourizo","URM",695662.18,5757214.05,"Paracentrotus lividus","Stony sea urchin","PARECHINIDAE","ECHINODERMATA (ECHINOIDEA)"
2019,"Ovas de Maruca","LI0",1609,4833.61,NA,NA,NA,NA
2019,"Ovas de pescada","HK0",171552.29,584421.8,NA,NA,NA,NA
2019,"Pampo azul","BLB",10480.9,56058.61,"Stromateus fiatola","Blue butterfish","STROMATEIDAE","SCOMBRIFORMES (STROMATEOIDEI)"
2019,"Pancho bicudo","SBA",151437.12,701185.959999999,"Pagellus acarne","Axillary seabream","SPARIDAE","ACANTHURIFORMES"
2019,"Patulate","IOD",7586.55,3862.39,"Polybius depurator","Blue-leg swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2019,"Peixe araña","WEG",2948.4,1822.6,"Trachinus draco","Greater weever","TRACHINIDAE","PERCIFORMES (PERCOIDEI)"
2019,"Peixe cinta","CBC",7696.5,18932.37,"Cepola macrophthalma","Red bandfish","CEPOLIDAE","ACANTHURIFORMES"
2019,"Peixe espada","SWO",1207346.3,7675812.37,"Xiphias gladius","Swordfish","XIPHIIDAE","CARANGIFORMES (MENOIDEI)"
2019,"Peixe limón","AMB",3.3,10.4,"Seriola dumerili","Greater amberjack","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2019,"Peixe negro","CEO",319,494.45,"Centrolophus niger","Rudderfish","CENTROLOPHIDAE","SCOMBRIFORMES (STROMATEOIDEI)"
2019,"Peixe pau","BLI",87134.12,167143.63,"Molva dypterygia","Blue ling","LOTIDAE","GADIFORMES"
2019,"Peixe porco","TRG",7942.65,27219.51,"Balistes capriscus","Grey triggerfish","BALISTIDAE","TETRAODONTIFORMES"
2019,"Peixe sabre","LHT",10305.85,31021.89,"Trichiurus lepturus","Largehead hairtail","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Peixe sabre alongado","BDL",6683.9,22018.78,"Benthodesmus elongatus","Elongate frostfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Peixe sabre negro","BSF",58751.7,148363.89,"Aphanopus carbo","Black scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Peixe sabre prateado","SFS",5310.7,14828.33,"Lepidopus caudatus","Silver scabbardfish","TRICHIURIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Peixe sapo","ANK",7316875.31,41749394.36,"Lophius budegassa","Blackbellied angler","LOPHIIDAE","LOPHIIFORMES"
2019,"Peixe xabaril","BOC",187,29.92,"Capros aper","Boarfish","CAPROIDAE","ACANTHURIFORMES"
2019,"Peixes mariños nep","MZZ",2412.39,5827.72,"Actinopterygii","Marine fishes NEI","","PISCES MISCELLANEA"
2019,"Peneira","HLT",1365,27532,"Haliotis tuberculata","Tuberculate abalone","HALIOTIDAE","GASTROPODA"
2019,"Percebe","PCB",310539.83,9262752.44999999,"Pollicipes pollicipes","Barnacle","POLLICIPEDIDAE","CIRRIPEDIA (THORACICA)"
2019,"Pescada","HKE",27423681.05,112128726.48,"Merluccius merluccius","European hake","MERLUCCIIDAE","GADIFORMES"
2019,"Pescada do Senegal","HKM",30756.8,49990.09,"Merluccius senegalensis","Senegalese hake","MERLUCCIIDAE","GADIFORMES"
2019,"Piarda común","ATP",62549.13,107234.78,"Atherina presbyter","Sand smelt","ATHERINIDAE","ATHERINIFORMES"
2019,"Piardas","AVX",19.7,5.93,"Atherina spp","Sand smelts NEI","ATHERINIDAE","ATHERINIFORMES"
2019,"Pión de altura","ARY",3142.6,3400.63,"Argentina sphyraena","Argentine","ARGENTINIDAE","ARGENTINIFORMES"
2019,"Polbo","OCC",2129527.12,16014086.7300001,"Octopus vulgaris","Common octopus","OCTOPODIDAE","CEPHALOPODA (OCTOPODS)"
2019,"Polbo cabezón","EOI",303058.55,816916.340000001,"Eledone cirrhosa","Horned octopus","ELEDONIDAE","CEPHALOPODA (OCTOPODS)"
2019,"Pota común","SQM",22557.5,75962.7700000001,"Illex coindetii","Broadtail shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2019,"Pota pequena","TDQ",262194.51,744333.419999999,"Todaropsis eblanae","Lesser flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2019,"Pota voadora","SQI",739014.53,2143973.05,"Illex illecebrosus","Northern shortfin squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2019,"Potón común","SQE",1799.35,5854.92,"Todarodes sagittatus","European flying squid","OMMASTREPHIDAE","CEPHALOPODA (SQUIDS)"
2019,"Prago","RPG",15783.39,241214.97,"Pagrus pagrus","Red porgy","SPARIDAE","ACANTHURIFORMES"
2019,"Puntilla pequena","OUM",13917.2,108117.79,"Alloteuthis media","Midsize squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)"
2019,"Quenlla","BSH",1070048.25,1945530.05,"Prionace glauca","Blue shark","CARCHARHINIDAE","CARCHARHINIFORMES"
2019,"Rabioso","GKL",871.1,309.73,"Glycymeris glycymeris","Common European bittersweet","GLYCYMERIDIDAE","BIVALVIA"
2019,"Raia boca de rosa","RJH",17843.45,53243.97,"Raja brachyura","Blonde ray","RAJIDAE","RAJIFORMES"
2019,"Raia coreada","RJE",559.3,1260.58,"Raja microocellata","Small-eyed ray","RAJIDAE","RAJIFORMES"
2019,"Raia cravuda","RJC",360563,782594.26,"Raja clavata","Thornback ray","RAJIDAE","RAJIFORMES"
2019,"Raia de pintas","RJM",67860.19,141731.74,"Raja montagui","Spotted ray","RAJIDAE","RAJIFORMES"
2019,"Raia riscada","RJU",20795.41,50594.98,"Raja undulata","Undulate ray","RAJIDAE","RAJIFORMES"
2019,"Raia santiaguesa","RJN",268012.12,624845.120000001,"Leucoraja naevus","Cuckoo ray","RAJIDAE","RAJIFORMES"
2019,"Raias","SKA",665204.9,1708651.84,"Raja spp","Raja rays NEI","RAJIDAE","RAJIFORMES"
2019,"Rapantes","LEZ",6328056.27,25844165.98,"Lepidorhombus spp","Megrims NEI","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Rapapelos de Kessler","RKZ",210,50.4,"Arnoglossus grohmanni","Scaldback","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Rapapelos de ollos grandes","OUB",7.2,28.98,"Bothus podas","Wide-eyed flounder","BOTHIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Rei","USI",2092.8,3018.04,"Labrus mixtus","Cuckoo wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2019,"Reloxo prateado","HPR",707.68,2439.99,"Hoplostethus mediterraneus","Mediterranean slimehead","TRACHICHTHYIDAE","TRACHICHTHYIFORMES"
2019,"Reló","DSX",108585.3,385945.53,"Dosinia exoleta","Mature dosinia","VENERIDAE","BIVALVIA"
2019,"Reo","TRS",12.7,39.43,"Salmo trutta","Sea trout","SALMONIDAE","SALMONIFORMES (SALMONOIDEI)"
2019,"Robaliza","BSS",338842.19,4581228.45999998,"Dicentrarchus labrax","European seabass","MORONIDAE","ACANTHURIFORMES"
2019,"Robaliza de pintas","SPU",9.9,147.6,"Dicentrarchus punctatus","Spotted seabass","MORONIDAE","ACANTHURIFORMES"
2019,"Rodaballo","TUR",69553.7999999998,1385979.04,"Scophthalmus maximus","Turbot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Roxa","SYT",130.5,79.43,"Scyliorhinus stellaris","Nursehound","SCYLIORHINIDAE","CARCHARHINIFORMES"
2019,"Rufo imperial","HDV",30403.35,188584.3,"Schedophilus ovalis","Imperial blackfish","CENTROLOPHIDAE","SCOMBRIFORMES (STROMATEOIDEI)"
2019,"Saboga","SLM",382564.3,241174.43,"Sarpa salpa","Salema","SPARIDAE","ACANTHURIFORMES"
2019,"Salema","TSD",96.5,51.7,"Alosa fallax","Twaite shad","ALOSIDAE","CLUPEIFORMES"
2019,"Salmonete de lama","MUT",15332.8,163055.88,"Mullus barbatus","Red mullet","MULLIDAE","SYNGNATHIFORMES"
2019,"Salmonete de rocha","MUR",77010.88,1059346.48,"Mullus surmuletus","Surmullet","MULLIDAE","SYNGNATHIFORMES"
2019,"Saltón","LVC",207.7,203.67,"Laevicardium crassum","Norwegian egg cockle","CARDIIDAE","BIVALVIA"
2019,"Sanmartiño","JOD",299571.279999999,3214207.85999999,"Zeus faber","John dory","ZEIDAE","ZEIFORMES"
2019,"Santiaguiño","SCY",1003.85,76292.95,"Scyllarus arctus","Lesser slipper lobster","SCYLLARIDAE","DECAPODA (PLEOCYEMATA) ACHELATA"
2019,"Sardiña","PIL",2371425.15,4472664.46,"Sardina pilchardus","European pilchard(=Sardine)","ALOSIDAE","CLUPEIFORMES"
2019,"Sargo común","SWA",497254.97,2965389.95,"Diplodus sargus","White seabream","SPARIDAE","ACANTHURIFORMES"
2019,"Sastre rugoso","URQ",9.9,18.01,"Munida rugosa","Rugose squat lobster","MUNIDIDAE","DECAPODA (PLEOCYEMATA) ANOMURA"
2019,"Sastre vermello","LQL",36.9,127.66,"Grimothea planipes","Pelagic red crab","MUNIDIDAE","DECAPODA (PLEOCYEMATA) ANOMURA"
2019,"Sastres","UEX",1879.75,3040.47,"Munida spp","","MUNIDIDAE","DECAPODA (PLEOCYEMATA) ANOMURA"
2019,"Serra","SNK",636.8,2274.04,"Leionura atun","Snoek","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Serrán","YFX",602.15,870.85,"Symphodus spp","Symphodus wrasses NEI","LABRIDAE","LABRIFORMES (LABROIDEI)"
2019,"Serrán cabra","CBR",20784.5,37942.27,"Serranus cabrilla","Comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2019,"Serrán riscado","SRK",6358.95,11727.16,"Serranus scriba","Painted comber","SERRANIDAE","PERCIFORMES (PERCOIDEI)"
2019,"Solla","FLE",20152.83,100232.29,"Platichthys flesus","European flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Solla de altura","PLE",489.2,4826.96,"Pleuronectes platessa","European plaice","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Sollo rei","APU",121.7,1047.36,"Acipenser sturio","Sturgeon","ACIPENSERIDAE","ACIPENSERIFORMES"
2019,"Tapa","ZGP",783.05,4778.69,"Zeugopterus punctatus","Topknot","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2019,"Tomás","EPI",664.54,1551.79,"Epigonus telescopus","Black cardinal fish","EPIGONIDAE","ACROPOMATIFORMES"
2019,"Veleiro do Atlántico","SAI",147,433.6,"Istiophorus albicans","Atlantic sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2019,"Veleiro do indo-pacífico","SFA",40,128,"Istiophorus platypterus","Indo-Pacific sailfish","ISTIOPHORIDAE","CARANGIFORMES (MENOIDEI)"
2019,"Vello","YFC",1346,2199.36,"Symphodus cinereus","Grey wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)"
2019,"Vieira","SCE",101232.5,556520.85,"Pecten maximus","Great Atlantic scallop","PECTINIDAE","BIVALVIA"
2019,"Volandeira","QSC",240737.98,641825.55,"Aequipecten opercularis","Queen scallop","PECTINIDAE","BIVALVIA"
2019,"Xarda","MAC",5988847.73,9489966.77000001,"Scomber scombrus","Atlantic mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Xarda pintada","VMA",10036703.08,5514902.74,"Scomber colias","Atlantic chub mackerel","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2019,"Xuliana","MON",1080871.7,6684163.32999999,"Lophius piscatorius","Angler(=Monk)","LOPHIIDAE","LOPHIIFORMES"
2019,"Xurelo","HOM",38568539.54,27724566.06,"Trachurus trachurus","Atlantic horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2019,"Xurelo do mediterráneo","HMM",15529.5,28525.27,"Trachurus mediterraneus","Mediterranean horse mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2019,"Xurelo negro","JAA",7168.65,40444.91,"Trachurus picturatus","Blue jack mackerel","CARANGIDAE","CARANGIFORMES (CARANGOIDEI)"
2019,"Zamborca","ASD",3678.74,15228.96,"Alosa alosa","Allis shad","ALOSIDAE","CLUPEIFORMES"
2019,"Zamburiña","VSC",25952.71,179483.03,"Mimachlamys varia","Variegated scallop","PECTINIDAE","BIVALVIA"
2018,"Abadexo","POL",275233.11,1967711.26,"Pollachius pollachius","Pollack","GADIDAE","GADIFORMES"
2018,"Acedía","CET",10484.73,106849.74,"Dicologlossa cuneata","Wedge sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)"
2018,"Agulla","GAR",81661.1,103301.13,"Belone belone","Garfish","BELONIDAE","BELONIFORMES"
2018,"Alcrique","SAU",337677.54,186715.8,"Scomberesox saurus","Atlantic saury","SCOMBERESOCIDAE","BELONIFORMES"
2018,"Alfóndega","GUU",27028.38,68356.11,"Chelidonichthys lucerna","Tub gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2018,"Algas verdes","SWG",50748.5,45596.71,"Chlorophyceae","Green seaweeds","","CHLOROPHYTA (CHLOROPHYCEAE)"
2018,"Algas vermellas","SWR",14524,8452.53,"Rhodophyta","Red seaweeds","","RHODOPHYTA"
2018,"Ameixa babosa","CTS",919499.030000001,13136749.92,NA,NA,NA,NA
2018,"Ameixa bicuda","VNA",7123.51999999999,31131.29,"Polititapes aureus","Golden carpet shell","VENERIDAE","BIVALVIA"
2018,"Ameixa fina","CTG",354544.35,10584537.06,"Ruditapes decussatus","Grooved carpet shell","VENERIDAE","BIVALVIA"
2018,"Ameixa rubia","VNR",537583.419999999,4804755.86,"Polititapes rhomboides","Banded carpet shell","VENERIDAE","BIVALVIA"
2018,"Ameixa xaponesa","CLJ",3476285.04,32273104.47,"Ruditapes philippinarum","Japanese carpet shell","VENERIDAE","BIVALVIA"
2018,"Ameixón","KLK",36315.17,201797.86,"Callista chione","Smooth callista","VENERIDAE","BIVALVIA"
2018,"Anguilas","ELX",28642.3,490087.2,"Anguilla spp","River eels NEI","ANGUILLIDAE","ANGUILLIFORMES"
2018,"Argazo","LAZ",108556,60151.1,"Laminariaceae","Kelps NEI","LAMINARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)"
2018,"Argazo bravo","LA5",750,675,NA,NA,NA,NA
2018,"Atún amarelo","YFT",489.5,2472.51,"Thunnus albacares","Yellowfin tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Atún patudo","BET",28387.85,204882.17,"Thunnus obesus","Bigeye tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Bacallao","COD",48156.25,182824.05,"Gadus morhua","Atlantic cod","GADIDAE","GADIFORMES"
2018,"Bacoreta","LTA",52501.85,153868.12,"Euthynnus alletteratus","Little tunny(=Atl.black skipj)","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Barbada común","GGU",755.15,4230.91,"Gaidropsarus vulgaris","Three-bearded rockling","GAIDROPSARIDAE","GADIFORMES"
2018,"Barbada de area","GGD",3100.81,17809.37,"Gaidropsarus mediterraneus","Shore rockling","GAIDROPSARIDAE","GADIFORMES"
2018,"Berberecho","COC",2482754.21,15447031.85,"Cerastoderma edule","Common edible cockle","CARDIIDAE","BIVALVIA"
2018,"Berete","CTZ",38947.35,59610.58,"Chelidonichthys lastoviza","Streaked gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)"
2018,"Bertorella brava","RIB",14608.95,41185.17,"Mora moro","Common mora","MORIDAE","GADIFORMES"
2018,"Bertorella de lama","GFB",481019.97,1949171.55,"Phycis blennoides","Greater forkbeard","PHYCIDAE","GADIFORMES"
2018,"Bertorella de rocha","FOR",29403.35,107927.96,"Phycis phycis","Forkbeard","PHYCIDAE","GADIFORMES"
2018,"Bertorellas","FOX",22.2,128.73,"Phycis spp","Forkbeards NEI","PHYCIDAE","GADIFORMES"
2018,"Birollo","KTG",5207,17318.25,"Cerastoderma glaucum","Olive green cockle","CARDIIDAE","BIVALVIA"
2018,"Bocarte","ANE",4162950.52,5665888.94,"Engraulis encrasicolus","European anchovy","ENGRAULIDAE","CLUPEIFORMES"
2018,"Boga","BOG",4215759.95,1474251.38,"Boops boops","Bogue","SPARIDAE","ACANTHURIFORMES"
2018,"Boi","CRE",21000.8,182254.16,"Cancer pagurus","Edible crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2018,"Bolo blanco","ZGS",1563.05,2668.11,"Gymnammodytes semisquamatus","Smooth sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2018,"Bolo verde","YEZ",1310,2062.1,"Hyperoplus lanceolatus","Great sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2018,"Bolo vermello","ABZ",11982.3,21448.87,"Ammodytes tobianus","Small sandeel","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2018,"Bolos","SAN",8858.84,17727,"Ammodytes spp","Sandeels(=Sandlances) NEI","AMMODYTIDAE","LABRIFORMES (URANOSCOPOIDEI)"
2018,"Bonito alistado","SKJ",19093.07,55333.6,"Katsuwonus pelamis","Skipjack tuna","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Bonito do Atlántico","BON",176182.07,670152.61,"Sarda sarda","Atlantic bonito","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Bonito do norte","ALB",1649543.95,6815875.42,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)"
2018,"Breca","PAC",14028.5,55939.81,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES"
2018,"Burro","HAD",104095.8,165281.69,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES"
2018,"Cabra de altura","BRF",679310.51,2430477.77,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2018,"Cabras","RED",1362.85,7116.83,"Sebastes spp","Atlantic redfishes NEI","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)"
2018,"Cadelucha","DXL",604.39,26251.62,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA"
2018,"Camarón común","CPR",68966.32,2210100.7,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2018,"Camarón de poza","PNQ",597.5,4780,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA"
2018,"Cangrexo común","CRG",13901,26253.32,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2018,"Cangrexo real","KEF",1493.75,16506,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA"
2018,"Carabineiro","SSH",4943.75,22305.43,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA"
2018,"Caracola","WHE",328.5,629.93,"Buccinum undatum","Whelk","BUCCINIDAE","GASTROPODA"
2018,"Carallos de mar nep","CUX",1774.6,3275.48,"Holothuroidea","Sea cucumbers NEI","","ECHINODERMATA (HOLOTHUROIDEA)"
2018,"Caramuxo","PEE",1447.3,4527.21,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA"
2018,"Carneiro","VEV",103968.64,533765.610000001,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA"
