"year","Galician_name","total_kg","total_euros","Spanish_name","FAO","Scientific_Name"
2019,"chopiño",2614.65,17543.91,"Globito","CTR","Sepiola rondeleti"
2019,"choquiño",419.65,6212.8,"Choquito","EJE","Sepia elegans"
2019,"choquiño picudo",372.7,5307.06,"Choquito picudo","IAR","Sepia orbignyana"
2019,"choupa",192598.52,326529.43,"Chopa","BRB","Spondyliosoma cantharus"
2019,"chucho",15.1,40.8,"Águila marina","MYL","Myliobatis aquila"
2019,"cigala",157769.17,1841736.76,NA,"NEP","Nephrops norvegicus"
2019,"cochinilla",568.1,1645.75,"Escolar o pez mantequilla","OIL","Ruvettus pretiosus"
2019,"cogombro de mar negro",2081,8254.9,NA,NA,NA
2019,"cogombro de mar real",132071.4,259116.01,"Espardeña","JCR","Parastichopus (=Stichopus) regalis"
2019,"congro",1327921.14,2409401.66,"Congrio","COE","Conger conger"
2019,"conguito",9213.9,11745.04,"Cangrejo de arrugas","ICC","Liocarcinus corrugatus"
2019,"coreano",796187.46,2184415.06,"Mendo","WIT","Glyptocephalus cynoglossus"
2019,"cornecho espinoso",508.5,762.75,"Cañaílla","BOY","Bolinus brandaris"
2019,"cornicha",17552.63,85233.13,"Almeja blanca o clica","ULO","Spisula solida"
2019,"correa",42552,22336.1,NA,"HLZ","Himanthalia elongata"
2019,"corvina real",1325.85,9039.16,"Corvina","MGR","Argyrosomus regius"
2019,"curuxo",37793.2500000001,560329.820000001,"Remol","BLL","Scophthalmus rhombus"
2019,"dentón",8464.64,58568.45,"Dentón o dentón europeo","DEC","Dentex dentex"
2019,"dentón ollón",1807.35,4134.25,"Cachucho","DEL","Dentex macrophthalmus"
2019,"doncela",4833.95,24209.91,"Julia","COU","Coris julis"
2019,"dourada",12286.12,198978.83,"Dorada","SBG","Sparus aurata"
2019,"dourado común",180,1306.95,"Lampuga","DOL","Coryphaena hippurus"
2019,"escacho cremalleira",20948.5,28823.12,"Arete","GUR","Aspitrigla cuculus"
2019,"escachos",236744.37,563442.8,NA,NA,NA
2019,"escarapote de fóra",3.5,8.75,NA,NA,NA
2019,"escarapote de pedra",68510.32,442685.570000001,"Cabracho","RSE","Scorpaena scrofa"
2019,"escarapote de pintas",20669.89,112685.2,"Rascacio","BBS","Scorpaena porcus"
2019,"escarpón",4515.15,3178.95,"Dragoncillo","LYY","Callionymus lyra"
2019,"escolar negro",67868,244982.19,NA,NA,NA
2019,"faneca",857683.460000001,1811152.4,NA,NA,NA
2019,"ferreira",1359.15,7060.58,"Herrera","SSB","Lithognathus mormyrus"
2019,"fideo de mar",15077.82,16122.35,NA,NA,NA
2019,"fletán branco",488.22,1836.12,"Fletán o halibut o halibut atlántico","HAL","Hippoglossus hippoglossus"
2019,"fodón",7297.9,10288.35,NA,NA,NA
2019,"fogoneiro",9095.84,15406.58,"Carbonero o fogonero o colin","POK","Pollachius virens"
2019,"galana",649.7,1264.2,"Oblada","SBS","Oblada melanura"
2019,"galludo",75502.85,478120.45,NA,NA,NA
2019,"gamba branca",1038,17599.62,"Gamba, gamba blanca o gamba de altura","DPS","Parapenaeus longirostris"
2019,"gamba vermella",173.5,2862.22,"Langostino moruno o chorizo","ARS","Aristaeomorpha foliacea"
2019,"gata común",244.4,808.95,"Negrito","ETX","Etmopterus spinax"
2019,"gato de mar",56.5,52.5,"Verrugato","COB","Umbrina cirrosa"
2019,"gavilán",3093.29,257916.54,NA,NA,NA
2019,"golfo",209534.5,187525.01,"Abeto marino","UDP","Undaria pinnatifida"
2019,"lagosta",1552.75,63231.7,"Langosta","SLO","Palinurus elephas"
2019,"lagostino",0.9,19.89,"Langostino mediterráneo","TGS","Penaeus kerathurus"
2019,"lamprea de mar",11015.55,181263.74,"Lamprea","LAU","Petromyzon marinus"
2019,"lapas",400.85,1402.98,NA,"LPZ","Patella spp"
2019,"linguado",219780.48,3378222.41999999,"Lenguado europeo","SOL","Solea solea"
2019,"linguado de area",61318.5700000001,261569.26,"Lenguado de arena","SOS","Solea lascaris"
2019,"linguado de pintas",70.5,1050.8,"Lenguado senegalés o lenguado rubio","OAL","Solea senegalensis"
2019,"lirio",19128947.21,13516011.29,"Bacaladilla","WHB","Micromesistius poutassou"
2019,"lirpia raiada",13528.04,86444.9100000001,"Golleta","MKG","Microchirus variegatus"
2019,"longueirón",54907.95,444980.73,"Muergo","EQI","Ensis siliqua"
2019,"longueirón vello",43766.21,265524.24,"Longueirón","RAE","Solen marginatus"
2019,"lorchos",10908.65,18420.58,NA,NA,NA
2019,"lumbrigante",14836.5,402530.91,"Bogavante europeo","LBE","Homarus gammarus"
2019,"lura",144256.9,1838243.6,"Calamar o calamar europeo","SQR","Loligo vulgaris"
2019,"lúa real",94,2197.25,"Luna real/gitana","LAG","Lampris guttatus"
2019,"madrela",5135.01,30189.42,"Barbada o madreanguila","LCM","Ciliata mustela"
2019,"maragota",310433.51,772501.160000001,NA,NA,NA
2019,"marraxo azul",45712.3,253937.99,"Marrajo","SMA","Isurus oxyrinchus"
2019,"marraxo sardiñeiro",87.5,311.7,"Marrajo sardinero","POR","Lamna nasus"
2019,"maruca",192590.22,345043.42,NA,NA,NA
2019,"melga",507.85,1266.5,"Mielga","DGS","Squalus acanthias"
2019,"melgacho",429788.42,216200.9,"Pintarroja","SYC","Scyliorhinus canicula"
2019,"melgas",400,220.3,NA,NA,NA
2019,"melva",21789.65,30478.52,NA,NA,NA
2019,"melvas",2896.65,3945.32,NA,NA,NA
2019,"mendo limón",171647,446392.21,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2019,"merlán",3237.25,4368.03,NA,NA,NA
2019,"mero",15851.18,377611.97,NA,NA,NA
2019,"mexilla",103322.68,87323.06,NA,"MSM","Mytilus galloprovincialis"
2019,"miñoca de area",1137.34,33060.62,NA,NA,NA
2019,"miñoca de tubo",1294.21,33332.18,NA,NA,NA
2019,"morea",8.25,11.03,"Morena","MMH","Muraena helena"
2019,"muxo beizos finos",2754.9,4156.87,"Morragute","MGC","Liza ramada"
2019,"muxo cabezudo",9516,9694.80999999999,"Mugil","MUF","Mugil cephalus"
2019,"muxo dourado",1553.75,677.48,"Galupe o lisa","MGA","Liza aurata"
2019,"muxo negro",54108.65,40990.37,NA,NA,NA
2019,"muxo saltón gris",320.55,60.12,"Galua","LZS","Liza saliens"
2019,"muxos",2063.9,1620.66,NA,NA,NA
2019,"navalla",557885.65,6061892.90000001,"Navaja","EQK","Ensis magnus (=arcuatus)"
2019,"nécora",115276.55,1979490.19,NA,"LIO","Necora puber"
2019,"ollomol",69341.7200000001,1381244.65,"Besugo","SBR","Pagellus bogaraveo"
2019,"ortiguilla de mar",17957.3,191742.55,NA,"NOW","Anemonia sulcata"
2019,"ostra plana",116324.96,224150.95,NA,"OYF","Ostrea edulis"
2019,"ostra rizada",155880.67,169207.43,NA,"OYG","Crassostrea gigas"
2019,"ourizo",695662.18,5757214.05,"Erizo de mar","URM","Paracentrotus lividus"
2019,"ovas de maruca",1609,4833.61,NA,"LI0","Molva molva"
2019,"ovas de pescada",171552.29,584421.8,NA,"HK0","Merluccius merluccius"
2019,"pampo azul",10480.9,56058.61,"Pampano","BLB","Stromateus fiatola"
2019,"pancho bicudo",151437.12,701185.959999999,"Aligote","SBA","Pagellus acarne"
2019,"patulate",7586.55,3862.39,"Falsa nécora","IOD","Liocarcinus depurator"
2019,"peixe araña",2948.4,1822.6,"Escorpión","WEG","Trachinus draco"
2019,"peixe cinta",7696.5,18932.37,"Pez cinta","CBC","Cepola macrophthalma"
2019,"peixe espada",1207346.3,7675812.37,NA,NA,NA
2019,"peixe limón",3.3,10.4,"Pez de limón","AMB","Seriola dumerili"
2019,"peixe negro",319,494.45,"Romerillo","CEO","Centrolophus niger"
2019,"peixe pau",87134.12,167143.63,"Maruca azul o arbitán","BLI","Molva dypterygia"
2019,"peixe porco",7942.65,27219.51,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2019,"peixe sabre",10305.85,31021.89,"Pez sable","LHT","Trichiurus lepturus"
2019,"peixe sabre alongado",6683.9,22018.78,"Sable alargado","BDL","Benthodesmus elongatus"
2019,"peixe sabre negro",58751.7,148363.89,"Sable negro","BSF","Aphanopus carbo"
2019,"peixe sabre prateado",5310.7,14828.33,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2019,"peixe sapo",7316875.31,41749394.36,"Rape negro","ANK","Lophius budegassa"
2019,"peixe xabaril",187,29.92,NA,NA,NA
2019,"peixes mariños nep",2412.39,5827.72,NA,NA,NA
2019,"peneira",1365,27532,"Oreja de mar","HLT","Haliotis tuberculata"
2019,"percebe",310539.83,9262752.44999999,NA,"PCB","Pollicipes pollicipes"
2019,"pescada",27423681.05,112128726.48,"Merluza o merluza europea","HKE","Merluccius merluccius"
2019,"pescada do senegal",30756.8,49990.09,NA,NA,NA
2019,"piarda común",62549.13,107234.78,"Abichon","ATP","Atherina presbyter"
2019,"piardas",19.7,5.93,NA,NA,NA
2019,"pión de altura",3142.6,3400.63,"Peón","ARY","Argentina sphyraena"
2019,"polbo",2129527.12,16014086.7300001,"Pulpo","OCC","Octopus vulgaris"
2019,"polbo cabezón",303058.55,816916.340000001,"Pulpo blanco","EOI","Eledone cirrhosa"
2019,"pota común",22557.5,75962.7700000001,"Volador","SQM","Illex coindetii"
2019,"pota pequena",262194.51,744333.419999999,"Pota costera","TDQ","Todaropsis eblanae"
2019,"pota voadora",739014.53,2143973.05,"Pota","SQI","Illex illecebrosus"
2019,"potón común",1799.35,5854.92,NA,NA,NA
2019,"prago",15783.39,241214.97,"Pargo","RPG","Pagrus pagrus"
2019,"puntilla pequena",13917.2,108117.79,"Calamarín menor","OUM","Alloteuthis media"
2019,"quenlla",1070048.25,1945530.05,"Tintorera o caella","BSH","Prionace glauca"
2019,"rabioso",871.1,309.73,"Almendra de mar","GKL","Glycymeris glycymeris"
2019,"raia boca de rosa",17843.45,53243.97,NA,NA,NA
2019,"raia coreada",559.3,1260.58,"Raya de ojos","RJE","Raja microocellata"
2019,"raia cravuda",360563,782594.26,"Raya de clavos","RJC","Raja clavata"
2019,"raia de pintas",67860.19,141731.74,"Raya pintada","RJM","Raja montagui"
2019,"raia riscada",20795.41,50594.98,"Raya mosaico","RJU","Raja undulata"
2019,"raia santiaguesa",268012.12,624845.120000001,NA,NA,NA
2019,"raias",665204.9,1708651.84,NA,NA,NA
2019,"rapantes",6328056.27,25844165.98,"Lepidorhombus spp","LEZ","Gallo"
2019,"rapapelos de kessler",210,50.4,"Peluda","RKZ","Arnoglossus kessleri"
2019,"rapapelos de ollos grandes",7.2,28.98,NA,NA,NA
2019,"rei",2092.8,3018.04,NA,NA,NA
2019,"reloxo prateado",707.68,2439.99,"Reloj mediterráneo","HPR","Hoplostethus mediterraneus"
2019,"reló",108585.3,385945.53,NA,"DSX","Dosinia exoleta"
2019,"reo",12.7,39.43,"Reo o trucha marina","TRS","Salmo trutta"
2019,"robaliza",338842.19,4581228.45999998,"Lubina o róbalo","BSS","Dicentrarchus labrax"
2019,"robaliza de pintas",9.9,147.6,"Baila","SPU","Dicentrarchus punctatus"
2019,"rodaballo",69553.7999999998,1385979.04,NA,NA,NA
2019,"roxa",130.5,79.43,"Alitan","SYT","Scyliorhinus stellaris"
2019,"rufo imperial",30403.35,188584.3,NA,NA,NA
2019,"saboga",382564.3,241174.43,"Salema","SLM","Sarpa salpa"
2019,"salema",96.5,51.7,NA,NA,NA
2019,"salmonete de lama",15332.8,163055.88,"Salmonete de fango","MUT","Mullus barbatus"
2019,"salmonete de rocha",77010.88,1059346.48,"Salmonete de roca","MUR","Mullus surmuletus"
2019,"saltón",207.7,203.67,"Berberecho dentado","LVC","Laevicardium crassum"
2019,"sanmartiño",299571.279999999,3214207.85999999,"Pez de San Pedro","JOD","Zeus faber"
2019,"santiaguiño",1003.85,76292.95,"Santiaguiños o cigarras","YLX","Scyllarus spp"
2019,"sardiña",2371425.15,4472664.46,"Sardina","PIL","Sardina pilchardus"
2019,"sargo común",497254.97,2965389.95,"Sargo","SWA","Diplodus sargus"
2019,"sastre rugoso",9.9,18.01,"Xinxa","URQ","Munida rugosa"
2019,"sastre vermello",36.9,127.66,"Sastre rojo","PQG","Pleuroncodes monodon"
2019,"sastres",1879.75,3040.47,NA,NA,NA
2019,"serra",636.8,2274.04,NA,NA,NA
2019,"serrán",602.15,870.85,NA,NA,NA
2019,"serrán cabra",20784.5,37942.27,"Cabrilla","CBR","Serranus cabrilla"
2019,"serrán riscado",6358.95,11727.16,"Serrano","SRK","Serranus scriba"
2019,"solla",20152.83,100232.29,"Platija","FLE","Platichthys flesus"
2019,"solla de altura",489.2,4826.96,"Solla","PLE","Pleuronectes platessa"
2019,"sollo rei",121.7,1047.36,"Esturión","APU","Acipenser sturio"
2019,"tapa",783.05,4778.69,"Rapeta","ZGP","Zeugopterus punctatus"
2019,"tomás",664.54,1551.79,NA,NA,NA
2019,"veleiro do atlántico",147,433.6,"Pez vela del Atlántico","SAI","Istiophorus albicans"
2019,"veleiro do indo-pacífico",40,128,"Pez vela","SFA","Istiophorus platypterus"
2019,"vello",1346,2199.36,"Bodión","YFC","Symphodus cinereus"
2019,"vieira",101232.5,556520.85,"Vieira o venera","SCE","Pecten maximus"
2019,"volandeira",240737.98,641825.55,NA,"QSC","Aequipecten opercularis"
2019,"xarda",5988847.73,9489966.77000001,"Caballa","MAC","Scomber scombrus"
2019,"xarda pintada",10036703.08,5514902.74,"Estornino del Atlántico o caballa del sur","VMA","Scomber colias"
2019,"xuliana",1080871.7,6684163.32999999,"Rape blanco","MON","Lophius piscatorius"
2019,"xurelo",38568539.54,27724566.06,"Jurel","HOM","Trachurus trachurus"
2019,"xurelo do mediterráneo",15529.5,28525.27,"Jurel mediterráneo","HMM","Trachurus mediterraneus"
2019,"xurelo negro",7168.65,40444.91,"Chicharro","JAA","Trachurus picturatus"
2019,"zamborca",3678.74,15228.96,"Sábalo","ASD","Alosa alosa"
2019,"zamburiña",25952.71,179483.03,NA,"VSC","Chlamys varia"
2018,"abadexo",275233.11,1967711.26,"Abadejo","POL","Pollachius pollachius"
2018,"acedía",10484.73,106849.74,NA,NA,NA
2018,"agulla",81661.1,103301.13,"Aguja","GAR","Belone belone"
2018,"alcrique",337677.54,186715.8,"Paparda","SAU","Scomberesox saurus"
2018,"alfóndega",27028.38,68356.11,"Bejel/rubio","GUU","Chelidonichthys lucerna"
2018,"algas verdes",50748.5,45596.71,NA,NA,NA
2018,"algas vermellas",14524,8452.53,NA,"SWR","Rhodophyceae"
2018,"ameixa babosa",919499.030000001,13136749.92,"Almeja babosa o chocha","CTS","Venerupis corrugata"
2018,"ameixa bicuda",7123.51999999999,31131.29,"Almeja dorada o pirulo","VNA","Venerupis aurea"
2018,"ameixa fina",354544.35,10584537.06,"Almeja fina","CTG","Ruditapes decussatus"
2018,"ameixa rubia",537583.419999999,4804755.86,"Almeja rubia o roja","VNR","Venerupis rhomboides"
2018,"ameixa xaponesa",3476285.04,32273104.47,"Almeja japonesa","CLJ","Ruditapes philippinarum"
2018,"ameixón",36315.17,201797.86,NA,"KLK","Callista chione"
2018,"anguilas",28642.3,490087.2,NA,"ELX","Anguilla spp"
2018,"argazo",108556,60151.1,NA,"LAZ","Laminariaceae"
2018,"argazo bravo",750,675,NA,NA,NA
2018,"atún amarelo",489.5,2472.51,"Rabil o atun de aleta amarilla","YFT","Thunnus albacares"
2018,"atún patudo",28387.85,204882.17,"Patudo o atun de ojo grande o patudo del Atlántico","BET","Thunnus obesus"
2018,"bacallao",48156.25,182824.05,"Bacalao","COD","Gadus morhua"
2018,"bacoreta",52501.85,153868.12,NA,"LTA","Euthynnus alletteratus"
2018,"barbada común",755.15,4230.91,"Lota","GGU","Gaidropsarus vulgaris"
2018,"barbada de area",3100.81,17809.37,"Bertorella","GGD","Gaidropsarus mediterraneus"
2018,"berberecho",2482754.21,15447031.85,NA,"COC","Cerastoderma edule"
2018,"berete",38947.35,59610.58,"Rubio","CTZ","Chelidonichthys lastoviza"
2018,"bertorella brava",14608.95,41185.17,"Mora","RIB","Mora moro"
2018,"bertorella de lama",481019.97,1949171.55,"Brótola de fango","GFB","Phycis blennoides"
2018,"bertorella de rocha",29403.35,107927.96,"Brótola de roca","FOR","Phycis phycis"
2018,"bertorellas",22.2,128.73,NA,"FOX","Phycis spp"
2018,"birollo",5207,17318.25,"Berberecho verde","KTG","Cerastoderma glaucum"
2018,"bocarte",4162950.52,5665888.94,"Anchoa/boquerone/bocarte","ENR","Engraulis spp"
2018,"boga",4215759.95,1474251.38,NA,"BOG","Boops boops"
2018,"boi",21000.8,182254.16,"Buey de mar","CRE","Cancer pagurus"
2018,"bolo blanco",1563.05,2668.11,"Saltón","ZGS","Gymnammodytes semisquamatus"
2018,"bolo verde",1310,2062.1,"Pión","YEZ","Hyperoplus lanceolatus"
2018,"bolo vermello",11982.3,21448.87,"Aguacioso","ABZ","Ammodytes tobianus"
2018,"bolos",8858.84,17727,NA,"SAN","Ammodytes spp"
2018,"bonito alistado",19093.07,55333.6,"Listado o bonito de vientre rayado","SKJ","Katsuwonus pelamis"
2018,"bonito do atlántico",176182.07,670152.61,"Bonito","BON","Sarda sarda"
2018,"bonito do norte",1649543.95,6815875.42,"Atún blanco o bonito del norte o albacora","ALB","Thunnus alalunga"
2018,"breca",14028.5,55939.81,NA,"PAC","Pagellus erythrinus"
2018,"burro",104095.8,165281.69,"Eglefino","HAD","Melanogrammus aeglefinus"
2018,"cabra de altura",679310.51,2430477.77,"Gallineta","BRF","Helicolenus dactylopterus"
2018,"cabras",1362.85,7116.83,NA,"RED","Sebastes spp"
2018,"cadelucha",604.39,26251.62,"Coquina","DXL","Donax trunculus"
2018,"camarón común",68966.32,2210100.7,"Camarón","CPR","Palaemon serratus"
2018,"camarón de poza",597.5,4780,"Camarón de poza","PNQ","Palaemon elegans"
2018,"cangrexo común",13901,26253.32,"Cangrejo atlántico o verde","CRG","Carcinus maenas"
2018,"cangrexo real",1493.75,16506,NA,"KEF","Chaceon affinis"
2018,"carabineiro",4943.75,22305.43,"Carabinero","SSH","Plesiopenaeus edwardsianus"
2018,"caracola",328.5,629.93,"Bocina","WHE","Buccinum undatum"
2018,"carallos de mar nep",1774.6,3275.48,NA,"CUX","Holothuroidea"
2018,"caramuxo",1447.3,4527.21,"Bígaro","PEE","Littorina littorea"
2018,"carneiro",103968.64,533765.610000001,"Escupiña grabada","VEV","Venus verrucosa"
2018,"carrapicho",2579,3223.84,"Musgo de Irlanda","IMS","Chondrus crispus"
2018,"carromeiro",171,213.78,NA,NA,NA
2018,"castañeta",2166881.25,6248305.76,"Japuta o palometa","POA","Brama brama"
2018,"castañeta de aleta longa",395,472.29,"Cangullo","TAL","Taractichthys longipinnis"
2018,"castañeta macho",26825.8,228103.49,"Alfonsiño o besugo americano","BYS","Beryx splendens"
2018,"castañeta vermella",65396.4000000001,1148506.43,"Palometa roja","BXD","Beryx decadactylus"
2018,"cazapa",55963,17089.55,NA,NA,NA
2018,"cazón",41878.25,30213.28,NA,NA,NA
2018,"cazón liso",11.3,5.74,"Musola","SMD","Mustelus mustelus"
2018,"centola",525934.13,4639711.83,"Centolla o centollo","SCR","Maja squinado"
2018,"chaparella",5170.9,19380.88,"Mojarra","CTB","Diplodus vulgaris"
2018,"choco",504571.52,4201159.63999999,"Choco o jibia o sepia","CTC","Sepia officinalis"
2018,"chopiño",2610.95,19158.67,"Globito","CTR","Sepiola rondeleti"
2018,"choquiño",725.15,6203.89,"Choquito","EJE","Sepia elegans"
2018,"choupa",244145.24,403889.730000001,"Chopa","BRB","Spondyliosoma cantharus"
2018,"cigala",175443.88,2051294.47,NA,"NEP","Nephrops norvegicus"
2018,"cochinilla",2888,10018.05,"Escolar o pez mantequilla","OIL","Ruvettus pretiosus"
2018,"cogombro de mar negro",330,1155,NA,NA,NA
2018,"cogombro de mar real",148300.35,232136.4,"Espardeña","JCR","Parastichopus (=Stichopus) regalis"
2018,"congro",1557399.69,2872546.08,"Congrio","COE","Conger conger"
2018,"conguito",14869.75,20027.27,"Cangrejo de arrugas","ICC","Liocarcinus corrugatus"
2018,"coreano",838593.78,2368451.88,"Mendo","WIT","Glyptocephalus cynoglossus"
2018,"cornecho espinoso",501.75,752.63,"Cañaílla","BOY","Bolinus brandaris"
2018,"cornicha",5420.4,29894.88,"Almeja blanca o clica","ULO","Spisula solida"
2018,"corno",1.4,4.24,NA,"KRJ","Charonia rubicunda"
2018,"correa",24361,14712,NA,"HLZ","Himanthalia elongata"
2018,"corvina real",1157.45,6810.46,"Corvina","MGR","Argyrosomus regius"
2018,"curuxo",28458.88,444227.370000001,"Remol","BLL","Scophthalmus rhombus"
2018,"dentón",10086.05,65219.0199999999,"Dentón o dentón europeo","DEC","Dentex dentex"
2018,"dentón ollón",10.2,46.4,"Cachucho","DEL","Dentex macrophthalmus"
2018,"doncela",4716.6,23807.44,"Julia","COU","Coris julis"
2018,"dourada",12649.31,190806.85,"Dorada","SBG","Sparus aurata"
2018,"escacho cremalleira",16205.9,27833.3,"Arete","GUR","Aspitrigla cuculus"
2018,"escachos",234755.11,593937.15,NA,NA,NA
2018,"escarapote de pedra",101016.58,552227.610000001,"Cabracho","RSE","Scorpaena scrofa"
2018,"escarapote de pintas",27168.95,179010.71,"Rascacio","BBS","Scorpaena porcus"
2018,"escarpón",4208,2919.77,"Dragoncillo","LYY","Callionymus lyra"
2018,"escolar negro",49504.8,157995.35,NA,NA,NA
2018,"faneca",821073.530000002,1909408.28,NA,NA,NA
2018,"ferreira",849.3,5036.19,"Herrera","SSB","Lithognathus mormyrus"
2018,"fideo de mar",18704.5,18307.15,NA,NA,NA
2018,"fletán branco",31,197.5,"Fletán o halibut o halibut atlántico","HAL","Hippoglossus hippoglossus"
2018,"fodón",9918,10955.65,NA,NA,NA
2018,"fogoneiro",13835.25,20654.8,"Carbonero o fogonero o colin","POK","Pollachius virens"
2018,"galana",1589.3,3044.65,"Oblada","SBS","Oblada melanura"
2018,"galludo",60581.7,413347.09,NA,NA,NA
2018,"gamba branca",1139.75,22925.69,"Gamba, gamba blanca o gamba de altura","DPS","Parapenaeus longirostris"
2018,"gamba rosada",9.25,156.6,"Gamba roja del mediterráneo","ARA","Aristeus antennatus"
2018,"gamba vermella",40.75,123.8,"Langostino moruno o chorizo","ARS","Aristaeomorpha foliacea"
2018,"gata común",952.55,3213.79,"Negrito","ETX","Etmopterus spinax"
2018,"gato de mar",0.7,1.82,"Verrugato","COB","Umbrina cirrosa"
2018,"gavilán",2881.29000000001,236208.25,NA,NA,NA
2018,"golfo",201191,181426.47,"Abeto marino","UDP","Undaria pinnatifida"
2018,"lagosta",1738.58,71536.04,"Langosta","SLO","Palinurus elephas"
2018,"lagostino",25.6,589.99,"Langostino mediterráneo","TGS","Penaeus kerathurus"
2018,"lamprea de mar",21251.95,234924.46,"Lamprea","LAU","Petromyzon marinus"
2018,"lapas",414.05,1450.98,NA,"LPZ","Patella spp"
2018,"limanda",100.2,25.05,NA,NA,NA
2018,"linguado",228355.87,3612442.62999999,"Lenguado europeo","SOL","Solea solea"
2018,"linguado de area",57848.24,269775.78,"Lenguado de arena","SOS","Solea lascaris"
2018,"linguado de pintas",101.9,1574.47,"Lenguado senegalés o lenguado rubio","OAL","Solea senegalensis"
2018,"lirio",19130726.29,15971072.97,"Bacaladilla","WHB","Micromesistius poutassou"
2018,"lirpia raiada",10325.2,69647.6399999999,"Golleta","MKG","Microchirus variegatus"
2018,"longueirón",45790.25,356345.87,"Muergo","EQI","Ensis siliqua"
2018,"longueirón vello",48142.89,280055.09,"Longueirón","RAE","Solen marginatus"
2018,"lorchos",11600.83,20557.54,NA,NA,NA
2018,"lumbrigante",14172.87,380138.2,"Bogavante europeo","LBE","Homarus gammarus"
2018,"lura",75430.42,980254.689999999,"Calamar o calamar europeo","SQR","Loligo vulgaris"
2018,"lura colorada",0.4,1.2,"Calamar veteado","SQF","Loligo forbesi"
2018,"madrela",3057.8,17404.74,"Barbada o madreanguila","LCM","Ciliata mustela"
2018,"maragota",299250.29,823828.29,NA,NA,NA
2018,"marolo",6.4,7.96,"Corruco o langostillo","KTT","Acanthocardia tuberculata"
2018,"marraxo azul",52508.8,292545.02,"Marrajo","SMA","Isurus oxyrinchus"
2018,"marraxo sardiñeiro",96,415.48,"Marrajo sardinero","POR","Lamna nasus"
2018,"maruca",249161.46,492969.14,NA,NA,NA
2018,"melga",440.2,939.95,"Mielga","DGS","Squalus acanthias"
2018,"melgacho",423224.440000001,215492,"Pintarroja","SYC","Scyliorhinus canicula"
2018,"melva",401.45,359.58,NA,NA,NA
2018,"melvas",6741.72,6792.48,NA,NA,NA
2018,"mendo limón",130709.55,393354,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2018,"merlán",12511.22,13350.38,NA,NA,NA
2018,"mero",19557.16,504222.13,NA,NA,NA
2018,"mexilla",44349.36,38570.37,NA,"MSM","Mytilus galloprovincialis"
2018,"miñoca",8.02,160.5,NA,NA,NA
2018,"miñoca de area",950,33237.9,NA,NA,NA
2018,"miñoca de tubo",1112.99,29091.6,NA,NA,NA
2018,"morea",41.1,20.84,"Morena","MMH","Muraena helena"
2018,"muxo beizos finos",1112.1,1899.14,"Morragute","MGC","Liza ramada"
2018,"muxo cabezudo",40925.9,33761.17,"Mugil","MUF","Mugil cephalus"
2018,"muxo dourado",343.25,197.45,"Galupe o lisa","MGA","Liza aurata"
2018,"muxo negro",16512.95,17423.98,NA,NA,NA
2018,"muxo saltón gris",7.35,8.41,"Galua","LZS","Liza saliens"
2018,"muxos",164.7,205.45,NA,NA,NA
2018,"navalla",555528.4,5760257.65,"Navaja","EQK","Ensis magnus (=arcuatus)"
2018,"nécora",109781.21,1978189.04,NA,"LIO","Necora puber"
2018,"ollomol",112628.23,2277676.28,"Besugo","SBR","Pagellus bogaraveo"
2018,"ortiguilla de mar",21426.75,213853.45,NA,"NOW","Anemonia sulcata"
2018,"ostra plana",115123.51,266239.29,NA,"OYF","Ostrea edulis"
2018,"ostra rizada",189619.93,185979.44,NA,"OYG","Crassostrea gigas"
2018,"ourizo",640323.17,4435628.89,"Erizo de mar","URM","Paracentrotus lividus"
2018,"ovas de maruca",5600.25,25461.37,NA,"LI0","Molva molva"
2018,"ovas de pescada",219119.34,735654.07,NA,"HK0","Merluccius merluccius"
2018,"pampo azul",4724.8,27755.64,"Pampano","BLB","Stromateus fiatola"
2018,"pampos",2,2,NA,NA,NA
2018,"pancho bicudo",178739.59,806602.78,"Aligote","SBA","Pagellus acarne"
2018,"patexo",1740,368,NA,NA,NA
2018,"patulate",7279.5,5339.15,"Falsa nécora","IOD","Liocarcinus depurator"
2018,"peixe araña",2742.9,1598.6,"Escorpión","WEG","Trachinus draco"
2018,"peixe cinta",5730.4,16342.14,"Pez cinta","CBC","Cepola macrophthalma"
2018,"peixe espada",811041.95,6051518.64,NA,NA,NA
2018,"peixe limón",0.9,2.7,"Pez de limón","AMB","Seriola dumerili"
2018,"peixe pau",117992.08,223328.97,"Maruca azul o arbitán","BLI","Molva dypterygia"
2018,"peixe porco",2487.05,8597.45000000001,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2018,"peixe sabre",24676.75,62584.36,"Pez sable","LHT","Trichiurus lepturus"
2018,"peixe sabre alongado",6422.8,18588.37,"Sable alargado","BDL","Benthodesmus elongatus"
2018,"peixe sabre negro",20717.99,52741.4,"Sable negro","BSF","Aphanopus carbo"
2018,"peixe sabre prateado",3373.05,11123.87,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2018,"peixe sapo",7497858.35000001,43912695.3,"Rape negro","ANK","Lophius budegassa"
2018,"peixes mariños nep",8430.56,22436.85,NA,NA,NA
