"year","Galician_name","total_kg","total_euros","Spanish_name","FAO","Scientific_Name"
2015,"melgas",40,20.25,NA,NA,NA
2015,"melva",145402.84,170891.01,NA,NA,NA
2015,"melvas",65079,74090.65,NA,NA,NA
2015,"mendo limón",172517.1,454942.44,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2015,"merlán",10340.7,13458.13,NA,NA,NA
2015,"mero",34139.84,633234.29,NA,NA,NA
2015,"mexilla",169068.68,152888.63,NA,"MSM","Mytilus galloprovincialis"
2015,"miñoca",28.58,584.2,NA,NA,NA
2015,"miñoca de area",309.56,9948.03,NA,NA,NA
2015,"miñoca de tubo",1330.67,29807.56,NA,NA,NA
2015,"morea",22.5,14.75,"Morena","MMH","Muraena helena"
2015,"muxos",115414.1,108001.76,NA,NA,NA
2015,"navalla",459080,3996636.79,"Navaja","EQK","Ensis magnus (=arcuatus)"
2015,"nécora",106854.66,1724325.84,NA,"LIO","Necora puber"
2015,"ollomol",150175.52,2067201.45,"Besugo","SBR","Pagellus bogaraveo"
2015,"ortiguilla de mar",11420.5,78234.76,NA,"NOW","Anemonia sulcata"
2015,"ostra plana",27326.97,115571.1,NA,"OYF","Ostrea edulis"
2015,"ostra rizada",22622.5,19985.56,NA,"OYG","Crassostrea gigas"
2015,"ourizo",633850.4,2487868.56,"Erizo de mar","URM","Paracentrotus lividus"
2015,"ovas de maruca",1,0.2,NA,"LI0","Molva molva"
2015,"ovas de pescada",212235.46,692031.460000002,NA,"HK0","Merluccius merluccius"
2015,"palometón",31,92.16,NA,NA,NA
2015,"pampos",433.8,3062.97,NA,NA,NA
2015,"pancho bicudo",361090.31,1190523.72,"Aligote","SBA","Pagellus acarne"
2015,"patulate",3631.5,4305.07,"Falsa nécora","IOD","Liocarcinus depurator"
2015,"peixe cinta",2284.25,3417.48,"Pez cinta","CBC","Cepola macrophthalma"
2015,"peixe espada",867277.5,5056887.32,NA,NA,NA
2015,"peixe pau",106374.2,223567.6,"Maruca azul o arbitán","BLI","Molva dypterygia"
2015,"peixe porco",3773.75,12469.93,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2015,"peixe sabre",8321.12,20196.1,"Pez sable","LHT","Trichiurus lepturus"
2015,"peixe sabre alongado",13854.7,33827.92,"Sable alargado","BDL","Benthodesmus elongatus"
2015,"peixe sabre negro",70,60.62,"Sable negro","BSF","Aphanopus carbo"
2015,"peixe sabre prateado",7936.6,11784.01,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2015,"peixe sapo",7732384.69,43281831.62,"Rape negro","ANK","Lophius budegassa"
2015,"peixes mariños nep",131840.99,185367.01,NA,NA,NA
2015,"peneira",151,3014,"Oreja de mar","HLT","Haliotis tuberculata"
2015,"percebe",314269.99,7544804.21999999,NA,"PCB","Pollicipes pollicipes"
2015,"pescada",32488967.8599999,131154899.48,"Merluza o merluza europea","HKE","Merluccius merluccius"
2015,"pescada do senegal",180,360,NA,NA,NA
2015,"piardas",39090.06,51509.53,NA,NA,NA
2015,"polbo",1769660.18999999,10211476.29,"Pulpo","OCC","Octopus vulgaris"
2015,"polbo cabezón",681789.9,747057.69,"Pulpo blanco","EOI","Eledone cirrhosa"
2015,"pota común",46443.36,124715.55,"Volador","SQM","Illex coindetii"
2015,"pota pequena",937138.96,1867992.69,"Pota costera","TDQ","Todaropsis eblanae"
2015,"pota voadora",926568.1,1632652.37,"Pota","SQI","Illex illecebrosus"
2015,"potón común",4110,617.78,NA,NA,NA
2015,"prago",21645.98,266651.17,"Pargo","RPG","Pagrus pagrus"
2015,"puntilla pequena",10712.95,85830.42,"Calamarín menor","OUM","Alloteuthis media"
2015,"quenlla",2254280.65,2886784.85,"Tintorera o caella","BSH","Prionace glauca"
2015,"raia boca de rosa",874,1427.95,NA,NA,NA
2015,"raia coreada",142,69.28,"Raya de ojos","RJE","Raja microocellata"
2015,"raia cravuda",111733.45,145286.77,"Raya de clavos","RJC","Raja clavata"
2015,"raia de pintas",29737.1,48229.16,"Raya pintada","RJM","Raja montagui"
2015,"raia riscada",1272.2,2253.98,"Raya mosaico","RJU","Raja undulata"
2015,"raia santiaguesa",209285.9,388249.08,NA,NA,NA
2015,"raias",690952.2,1593085.26,NA,NA,NA
2015,"rapantes",7419069.39,31161634.88,"Lepidorhombus spp","LEZ","Gallo"
2015,"rei",36563.9,199344.82,NA,NA,NA
2015,"reloxo prateado",7793.2,21679.36,"Reloj mediterráneo","HPR","Hoplostethus mediterraneus"
2015,"reló",226259.15,290121.03,NA,"DSX","Dosinia exoleta"
2015,"reo",2.6,9.43,"Reo o trucha marina","TRS","Salmo trutta"
2015,"ripia",11126.77,85125.34,NA,NA,NA
2015,"robaliza",305825.47,4006671.20999999,"Lubina o róbalo","BSS","Dicentrarchus labrax"
2015,"rodaballo",55140.8,975436.62,NA,NA,NA
2015,"saboga",738212.65,407671.9,"Salema","SLM","Sarpa salpa"
2015,"salema",509.8,485,NA,NA,NA
2015,"salmonete de lama",27600.7,267736.4,"Salmonete de fango","MUT","Mullus barbatus"
2015,"salmonete de rocha",128967.69,1126006.45,"Salmonete de roca","MUR","Mullus surmuletus"
2015,"sanmartiño",456459.62,3506319.15999998,"Pez de San Pedro","JOD","Zeus faber"
2015,"santiaguiño",575.6,37944.55,"Santiaguiños o cigarras","YLX","Scyllarus spp"
2015,"sardiña",3307527.02,6969758.75,"Sardina","PIL","Sardina pilchardus"
2015,"sargo común",567612.030000001,2709868.27999999,"Sargo","SWA","Diplodus sargus"
2015,"serra",365.2,629.81,NA,NA,NA
2015,"serrán cabra",87270.8,234342.33,"Cabrilla","CBR","Serranus cabrilla"
2015,"serrán riscado",1853.8,2880.35,"Serrano","SRK","Serranus scriba"
2015,"solla",35196.18,148510.6,"Platija","FLE","Platichthys flesus"
2015,"solla de altura",8936.7,21467.1,"Solla","PLE","Pleuronectes platessa"
2015,"sollo rei",246.25,2364.87,"Esturión","APU","Acipenser sturio"
2015,"tapa",328,1507.77,"Rapeta","ZGP","Zeugopterus punctatus"
2015,"tomás",1242.65,4823.83,NA,NA,NA
2015,"veleiro do indo-pacífico",550,1722.38,"Pez vela","SFA","Istiophorus platypterus"
2015,"vello",1066.5,1168.28,"Bodión","YFC","Symphodus cinereus"
2015,"vieira",123682.8,514924.16,"Vieira o venera","SCE","Pecten maximus"
2015,"volandeira",103380.95,391867.31,NA,"QSC","Aequipecten opercularis"
2015,"xarda",11534161.18,8087204.57,"Caballa","MAC","Scomber scombrus"
2015,"xarda pintada",27064112.45,17220365.3,"Estornino del Atlántico o caballa del sur","VMA","Scomber colias"
2015,"xuliana",522116.95,3040045.42,"Rape blanco","MON","Lophius piscatorius"
2015,"xurelo",21961619.45,18346841.63,"Jurel","HOM","Trachurus trachurus"
2015,"xurelo do mediterráneo",17828.25,28813.51,"Jurel mediterráneo","HMM","Trachurus mediterraneus"
2015,"xurelo negro",126345.5,57777.92,"Chicharro","JAA","Trachurus picturatus"
2015,"zamborca",6034.98,13641.78,"Sábalo","ASD","Alosa alosa"
2015,"zamburiña",2395.75,15777.19,NA,"VSC","Chlamys varia"
2014,"abadexo",323701.59,1530611.13,"Abadejo","POL","Pollachius pollachius"
2014,"acedía",59092.1400000002,317623.010000001,NA,NA,NA
2014,"agulla",93656.75,75473.68,"Aguja","GAR","Belone belone"
2014,"alacha",3,2.4,"Sardinela","SIX","Sardinella spp"
2014,"alcrique",83616.05,68115.25,"Paparda","SAU","Scomberesox saurus"
2014,"ameixa babosa",1009731.99,13429468.5700001,"Almeja babosa o chocha","CTS","Venerupis corrugata"
2014,"ameixa bicuda",5498.07,21448.12,"Almeja dorada o pirulo","VNA","Venerupis aurea"
2014,"ameixa fina",657371.02,13528144.79,"Almeja fina","CTG","Ruditapes decussatus"
2014,"ameixa rubia",434098.39,3273003.73,"Almeja rubia o roja","VNR","Venerupis rhomboides"
2014,"ameixa xaponesa",1608330.01,10335775.61,"Almeja japonesa","CLJ","Ruditapes philippinarum"
2014,"ameixón",31278.25,31270.1,NA,"KLK","Callista chione"
2014,"anguilas",39692.29,564118.95,NA,"ELX","Anguilla spp"
2014,"arenque do atlántico",3.5,9.45,"Arenque","HER","Clupea harengus"
2014,"argazo",17467.96,22617.07,NA,"LAZ","Laminariaceae"
2014,"atún amarelo",136.5,277.81,"Rabil o atun de aleta amarilla","YFT","Thunnus albacares"
2014,"atún patudo",37022.1,207561.49,"Patudo o atun de ojo grande o patudo del Atlántico","BET","Thunnus obesus"
2014,"atúns",4493.55,24085.56,NA,"TUS","Thunnus spp"
2014,"bacallao",103271,304007.44,"Bacalao","COD","Gadus morhua"
2014,"bacoreta",283196.15,702183.14,NA,"LTA","Euthynnus alletteratus"
2014,"barbada común",313.5,1227.65,"Lota","GGU","Gaidropsarus vulgaris"
2014,"barbada de area",2373.7,10843.37,"Bertorella","GGD","Gaidropsarus mediterraneus"
2014,"berberecho",1268232.62,7872367.73,NA,"COC","Cerastoderma edule"
2014,"berete",3078,6223.7,"Rubio","CTZ","Chelidonichthys lastoviza"
2014,"bertorella brava",7903.55,19318.85,"Mora","RIB","Mora moro"
2014,"bertorella de lama",716054.21,2147105.98,"Brótola de fango","GFB","Phycis blennoides"
2014,"bertorella de rocha",82512.31,250326.43,"Brótola de roca","FOR","Phycis phycis"
2014,"bertorellas",175,485.26,NA,"FOX","Phycis spp"
2014,"birollo",10186.4,25174.89,"Berberecho verde","KTG","Cerastoderma glaucum"
2014,"bocarte",2337530.74,3685713.95,"Anchoa/boquerone/bocarte","ENR","Engraulis spp"
2014,"boga",10028610.49,3855026.41,NA,"BOG","Boops boops"
2014,"boi",9177.95,58796.94,"Buey de mar","CRE","Cancer pagurus"
2014,"bolos",92968.85,103726.17,NA,"SAN","Ammodytes spp"
2014,"bonito alistado",102727.35,240430.71,"Listado o bonito de vientre rayado","SKJ","Katsuwonus pelamis"
2014,"bonito do atlántico",252696.65,600938.08,"Bonito","BON","Sarda sarda"
2014,"bonito do norte",3656977.81,12785845.09,"Atún blanco o bonito del norte o albacora","ALB","Thunnus alalunga"
2014,"breca",21707.5,51383.02,NA,"PAC","Pagellus erythrinus"
2014,"burro",113816.97,141833.19,"Eglefino","HAD","Melanogrammus aeglefinus"
2014,"cabra de altura",712206.1,1918852.74,"Gallineta","BRF","Helicolenus dactylopterus"
2014,"cabras",163,350.5,NA,"RED","Sebastes spp"
2014,"cadelucha",7737.6,204234.13,"Coquina","DXL","Donax trunculus"
2014,"camarón común",69186.35,1682153.98,"Camarón","CPR","Palaemon serratus"
2014,"camarón de poza",495,3995,"Camarón de poza","PNQ","Palaemon elegans"
2014,"cangrexo común",6160,5357.9,"Cangrejo atlántico o verde","CRG","Carcinus maenas"
2014,"cangrexo real",2476.5,11609.73,NA,"KEF","Chaceon affinis"
2014,"carallos de mar nep",10273,21008.1,NA,"CUX","Holothuroidea"
2014,"caramuxo",1864.04,5100.18,"Bígaro","PEE","Littorina littorea"
2014,"carneiro",71072.9500000001,282507.140000001,"Escupiña grabada","VEV","Venus verrucosa"
2014,"castañeta",2836800.59,6458499.08,"Japuta o palometa","POA","Brama brama"
2014,"castañeta macho",29289.95,161129.47,"Alfonsiño o besugo americano","BYS","Beryx splendens"
2014,"castañeta vermella",35214.76,406619.65,"Palometa roja","BXD","Beryx decadactylus"
2014,"cazón",46054.5,25329.94,NA,NA,NA
2014,"cazón liso",91.5,92,"Musola","SMD","Mustelus mustelus"
2014,"centola",241001.52,2775107.32,"Centolla o centollo","SCR","Maja squinado"
2014,"chaparella",17577.08,19849.31,"Mojarra","CTB","Diplodus vulgaris"
2014,"choco",436482.79,2517244.26,"Choco o jibia o sepia","CTC","Sepia officinalis"
2014,"chopiño",7600,58295.22,"Globito","CTR","Sepiola rondeleti"
2014,"choquiño",1357.8,2563.96,"Choquito","EJE","Sepia elegans"
2014,"choquiño picudo",50,278.85,"Choquito picudo","IAR","Sepia orbignyana"
2014,"choupa",249955.22,307726.75,"Chopa","BRB","Spondyliosoma cantharus"
2014,"cigala",169790.6,2275306.13,NA,"NEP","Nephrops norvegicus"
2014,"cochinilla",45725,130629.85,"Escolar o pez mantequilla","OIL","Ruvettus pretiosus"
2014,"congro",2023124.65,3433741.01999999,"Congrio","COE","Conger conger"
2014,"conguito",17519.07,21971.9,"Cangrejo de arrugas","ICC","Liocarcinus corrugatus"
2014,"coreano",193722.45,684473.13,"Mendo","WIT","Glyptocephalus cynoglossus"
2014,"cornicha",1264.8,4637.59,"Almeja blanca o clica","ULO","Spisula solida"
2014,"corno",1881.9,3114.42,NA,"KRJ","Charonia rubicunda"
2014,"correa",20707,9843.8,NA,"HLZ","Himanthalia elongata"
2014,"corvina real",9797.4,41703.05,"Corvina","MGR","Argyrosomus regius"
2014,"curuxo",24373.09,320310.730000001,"Remol","BLL","Scophthalmus rhombus"
2014,"dentón",54552.9,172516.27,"Dentón o dentón europeo","DEC","Dentex dentex"
2014,"dentón ollón",404,545.32,"Cachucho","DEL","Dentex macrophthalmus"
2014,"doncela",1381.25,6154.73,"Julia","COU","Coris julis"
2014,"dourada",19662.95,260921.39,"Dorada","SBG","Sparus aurata"
2014,"dourado común",42,198.24,"Lampuga","DOL","Coryphaena hippurus"
2014,"escachos",985521.66,1907711.85,NA,NA,NA
2014,"escarapote de pedra",193488.11,1170152.22,"Cabracho","RSE","Scorpaena scrofa"
2014,"escarapote de pintas",173235.45,573332.15,"Rascacio","BBS","Scorpaena porcus"
2014,"escarpón",3208.15,1076.52,"Dragoncillo","LYY","Callionymus lyra"
2014,"escolar negro",40685,122535.35,NA,NA,NA
2014,"faneca",1592978.94,2864059.42,NA,NA,NA
2014,"ferreira",39.8,102.56,"Herrera","SSB","Lithognathus mormyrus"
2014,"fodón",14585.8,20475.48,NA,NA,NA
2014,"fogoneiro",29195.01,42531.68,"Carbonero o fogonero o colin","POK","Pollachius virens"
2014,"fucus",1.98,0.99,NA,NA,NA
2014,"galludo",95340.25,411242.05,NA,NA,NA
2014,"gamba branca",159.75,482.94,"Gamba, gamba blanca o gamba de altura","DPS","Parapenaeus longirostris"
2014,"gamba rosada",5,22.5,"Gamba roja del mediterráneo","ARA","Aristeus antennatus"
2014,"gata común",342.25,350.11,"Negrito","ETX","Etmopterus spinax"
2014,"gato de mar",152.5,607,"Verrugato","COB","Umbrina cirrosa"
2014,"gavilán",3434.94,209976.38,NA,NA,NA
2014,"golfo",15502,13142.2,"Abeto marino","UDP","Undaria pinnatifida"
2014,"lagosta",1089.2,26966.7,"Langosta","SLO","Palinurus elephas"
2014,"lagostino",2.25,19.13,"Langostino mediterráneo","TGS","Penaeus kerathurus"
2014,"lamprea de mar",19920.55,142998.47,"Lamprea","LAU","Petromyzon marinus"
2014,"lapas",184,245.41,NA,"LPZ","Patella spp"
2014,"leituga de mar",15322,15322,NA,"SWG","Chlorophyceae"
2014,"linguado",213142.1,2754023.02,"Lenguado europeo","SOL","Solea solea"
2014,"lirio",21008912.75,17684792.3,"Bacaladilla","WHB","Micromesistius poutassou"
2014,"longueirón",22120.62,140842.62,"Muergo","EQI","Ensis siliqua"
2014,"longueirón vello",33308.28,115268.52,"Longueirón","RAE","Solen marginatus"
2014,"lumbrigante",6920.09999999999,155753.31,"Bogavante europeo","LBE","Homarus gammarus"
2014,"lura",154996.1,1232998.08,"Calamar o calamar europeo","SQR","Loligo vulgaris"
2014,"maragota",267478.48,574541.720000001,NA,NA,NA
2014,"marlíns",167,400.8,NA,NA,NA
2014,"marraxo azul",188073.9,835367.25,"Marrajo","SMA","Isurus oxyrinchus"
2014,"marraxo sardiñeiro",8.2,9.74,"Marrajo sardinero","POR","Lamna nasus"
2014,"maruca",447971.76,718060.329999999,NA,NA,NA
2014,"melga",1659.9,1262.51,"Mielga","DGS","Squalus acanthias"
2014,"melgacho",370970.08,181752.29,"Pintarroja","SYC","Scyliorhinus canicula"
2014,"melva",317791.45,366248.43,NA,NA,NA
2014,"melvas",3350.9,2561.39,NA,NA,NA
2014,"mendo limón",305646.59,695187.99,"Mendo limón o falsa limanda","LEM","Microstomus kitt"
2014,"merlán",8684.36,11901.97,NA,NA,NA
2014,"mero",50562.11,779287.66,NA,NA,NA
2014,"mexilla",98905.78,89868.33,NA,"MSM","Mytilus galloprovincialis"
2014,"miñoca",62.78,1640,NA,NA,NA
2014,"miñoca de area",179.86,4628.86,NA,NA,NA
2014,"miñoca de tubo",983.450000000001,23337.74,NA,NA,NA
2014,"morea",3493.5,1771.24,"Morena","MMH","Muraena helena"
2014,"muxos",71514.6,59813.3499999999,NA,NA,NA
2014,"navalla",433247,2992474.88999999,"Navaja","EQK","Ensis magnus (=arcuatus)"
2014,"nécora",98223.57,1561555.71,NA,"LIO","Necora puber"
2014,"ollomol",192668.02,2671345.85,"Besugo","SBR","Pagellus bogaraveo"
2014,"ortiguilla de mar",4198,30477.94,NA,"NOW","Anemonia sulcata"
2014,"ostra plana",64118.14,290382.61,NA,"OYF","Ostrea edulis"
2014,"ostra rizada",23609.11,23881.99,NA,"OYG","Crassostrea gigas"
2014,"ourizo",524488.45,1736233.84,"Erizo de mar","URM","Paracentrotus lividus"
2014,"ovas de maruca",879,1722.47,NA,"LI0","Molva molva"
2014,"ovas de pescada",256204.65,719587.360000002,NA,"HK0","Merluccius merluccius"
2014,"pampos",1917,10562.04,NA,NA,NA
2014,"pancho bicudo",692697.3,2099398.95,"Aligote","SBA","Pagellus acarne"
2014,"patelo",3200,660,NA,NA,NA
2014,"patulate",3496,3908.28,"Falsa nécora","IOD","Liocarcinus depurator"
2014,"peixe cinta",14.8,11,"Pez cinta","CBC","Cepola macrophthalma"
2014,"peixe espada",772797,4369212.14,NA,NA,NA
2014,"peixe pau",118319.03,238290.69,"Maruca azul o arbitán","BLI","Molva dypterygia"
2014,"peixe porco",3161.3,9797.98000000001,"Pez ballesta","TRG","Balistes capriscus (=carolinensis)"
2014,"peixe sabre",12267.8,28035.41,"Pez sable","LHT","Trichiurus lepturus"
2014,"peixe sabre alongado",33391.2,74994.91,"Sable alargado","BDL","Benthodesmus elongatus"
2014,"peixe sabre negro",69.25,113.25,"Sable negro","BSF","Aphanopus carbo"
2014,"peixe sabre prateado",16932.91,21280.2,"Pez cinto o sable plateado","SFS","Lepidopus caudatus"
2014,"peixe sapo",7704345.17,41367598.78,"Rape negro","ANK","Lophius budegassa"
2014,"peixes mariños nep",171484.65,280367.980000001,NA,NA,NA
2014,"peneira",82,1529,"Oreja de mar","HLT","Haliotis tuberculata"
2014,"percebe",323775.06,7617297.48000001,NA,"PCB","Pollicipes pollicipes"
2014,"pescada",30038103.2300001,112435238.07,"Merluza o merluza europea","HKE","Merluccius merluccius"
2014,"pescada do senegal",399,184.8,NA,NA,NA
2014,"piardas",62823.65,91563.3600000001,NA,NA,NA
2014,"polbo",2651368.13,14012866.47,"Pulpo","OCC","Octopus vulgaris"
2014,"polbo cabezón",649516.2,727835.150000002,"Pulpo blanco","EOI","Eledone cirrhosa"
2014,"pota común",120419.3,224473,"Volador","SQM","Illex coindetii"
2014,"pota pequena",2687377.03,4741437.43,"Pota costera","TDQ","Todaropsis eblanae"
2014,"pota voadora",589746.5,960643.9,"Pota","SQI","Illex illecebrosus"
2014,"prago",26059.44,298782.52,"Pargo","RPG","Pagrus pagrus"
2014,"puntilla pequena",5804,37146.9,"Calamarín menor","OUM","Alloteuthis media"
2014,"quenlla",2573553.9,3083979.72,"Tintorera o caella","BSH","Prionace glauca"
2014,"rabioso",1869,1467.7,"Almendra de mar","GKL","Glycymeris glycymeris"
2014,"raia boca de rosa",222.5,650.94,NA,NA,NA
2014,"raia coreada",129,37.05,"Raya de ojos","RJE","Raja microocellata"
2014,"raia cravuda",181590.3,250566.29,"Raya de clavos","RJC","Raja clavata"
2014,"raia de pintas",44404.1,81892.65,"Raya pintada","RJM","Raja montagui"
2014,"raia santiaguesa",175031.2,279831.54,NA,NA,NA
2014,"raias",774396.690000001,1597698.25,NA,NA,NA
2014,"rapantes",7163406.35,29780412.8299999,"Lepidorhombus spp","LEZ","Gallo"
2014,"rapapelos de kessler",750,2400,"Peluda","RKZ","Arnoglossus kessleri"
2014,"rapapelos de ollos grandes",2.7,2.95,NA,NA,NA
2014,"rei",42534.1499999999,262488.69,NA,NA,NA
2014,"reloxo prateado",4528.25,12717.5,"Reloj mediterráneo","HPR","Hoplostethus mediterraneus"
2014,"reló",14,25.4,NA,"DSX","Dosinia exoleta"
2014,"ripia",12286.3,83951.5300000001,NA,NA,NA
2014,"robaliza",299505.68,3585422.23999999,"Lubina o róbalo","BSS","Dicentrarchus labrax"
2014,"rodaballo",54810.1,887377.279999999,NA,NA,NA
2014,"saboga",696617.9,297591.32,"Salema","SLM","Sarpa salpa"
2014,"salema",213.15,110.19,NA,NA,NA
2014,"salmonete de lama",61996.86,463273.04,"Salmonete de fango","MUT","Mullus barbatus"
2014,"salmonete de rocha",159400.95,1260383.24,"Salmonete de roca","MUR","Mullus surmuletus"
2014,"sanmartiño",479083.8,3392653.43999999,"Pez de San Pedro","JOD","Zeus faber"
2014,"santiaguiño",1500.2,78977.13,"Santiaguiños o cigarras","YLX","Scyllarus spp"
2014,"sardiña",4808416.68,6535819.07,"Sardina","PIL","Sardina pilchardus"
2014,"sargo común",462889.590000001,2171705.7,"Sargo","SWA","Diplodus sargus"
2014,"serrán cabra",117428.91,286221.16,"Cabrilla","CBR","Serranus cabrilla"
2014,"serrán riscado",3831.95,7126.03,"Serrano","SRK","Serranus scriba"
2014,"solla",47033.8500000001,175667.72,"Platija","FLE","Platichthys flesus"
2014,"sollo rei",260.75,2341.66,"Esturión","APU","Acipenser sturio"
2014,"tapa",219.2,875.56,"Rapeta","ZGP","Zeugopterus punctatus"
2014,"tomás",932.25,2288,NA,NA,NA
2014,"veleiro do indo-pacífico",242,494.5,"Pez vela","SFA","Istiophorus platypterus"
2014,"vello",1643.2,1867.18,"Bodión","YFC","Symphodus cinereus"
2014,"vieira",113270.37,365411.49,"Vieira o venera","SCE","Pecten maximus"
2014,"volandeira",141905.55,341830.23,NA,"QSC","Aequipecten opercularis"
2014,"xarda",12842608.83,10286374.88,"Caballa","MAC","Scomber scombrus"
2014,"xarda pintada",21302420.11,9420439.24000001,"Estornino del Atlántico o caballa del sur","VMA","Scomber colias"
2014,"xuliana",514557.89,2580687.87999999,"Rape blanco","MON","Lophius piscatorius"
2014,"xurelo",27989580.31,20349365.25,"Jurel","HOM","Trachurus trachurus"
2014,"xurelo do mediterráneo",44909.6,96868.1799999998,"Jurel mediterráneo","HMM","Trachurus mediterraneus"
2014,"xurelo negro",138546.25,121792.73,"Chicharro","JAA","Trachurus picturatus"
2014,"zamborca",421.85,1392.59,"Sábalo","ASD","Alosa alosa"
2014,"zamburiña",4575.45,26548.99,NA,"VSC","Chlamys varia"
2013,"abadexo",336061.84,1631062.83999999,"Abadejo","POL","Pollachius pollachius"
2013,"acedía",67777.6700000001,310602.520000001,NA,NA,NA
2013,"agulla",98296.2,85079.01,"Aguja","GAR","Belone belone"
2013,"alcrique",89723,62179.88,"Paparda","SAU","Scomberesox saurus"
2013,"ameixa babosa",1129407.89,12353501.68,"Almeja babosa o chocha","CTS","Venerupis corrugata"
2013,"ameixa bicuda",4281.66,16211.96,"Almeja dorada o pirulo","VNA","Venerupis aurea"
2013,"ameixa fina",733370.860000002,13447002.37,"Almeja fina","CTG","Ruditapes decussatus"
2013,"ameixa rubia",377373.43,2651329.28,"Almeja rubia o roja","VNR","Venerupis rhomboides"
2013,"ameixa xaponesa",1937551.51,10412006.17,"Almeja japonesa","CLJ","Ruditapes philippinarum"
2013,"ameixón",11708,11070.75,NA,"KLK","Callista chione"
2013,"anguilas",47351.65,876786.03,NA,"ELX","Anguilla spp"
2013,"argazo",87384,43511.26,NA,"LAZ","Laminariaceae"
2013,"atún amarelo",4537.35,18584.63,"Rabil o atun de aleta amarilla","YFT","Thunnus albacares"
2013,"atún patudo",59065.15,326989.2,"Patudo o atun de ojo grande o patudo del Atlántico","BET","Thunnus obesus"
2013,"atúns",2289,14695.96,NA,"TUS","Thunnus spp"
2013,"bacallao",137157.06,344279.24,"Bacalao","COD","Gadus morhua"
2013,"bacoreta",81919.23,183909.63,NA,"LTA","Euthynnus alletteratus"
2013,"barbada común",38.2,176.34,"Lota","GGU","Gaidropsarus vulgaris"
2013,"barbada de area",4281.57,22662.75,"Bertorella","GGD","Gaidropsarus mediterraneus"
2013,"barbo común",7,48,NA,"PTB","Barbus barbus"
2013,"berberecho",1776473.44,7480318.70999999,NA,"COC","Cerastoderma edule"
2013,"berete",846,390.45,"Rubio","CTZ","Chelidonichthys lastoviza"
2013,"bertorella brava",7948.72,18786.12,"Mora","RIB","Mora moro"
2013,"bertorella de lama",623349.64,2319376.68,"Brótola de fango","GFB","Phycis blennoides"
2013,"bertorella de rocha",78758.02,265234.72,"Brótola de roca","FOR","Phycis phycis"
2013,"birollo",57346.2,266298.32,"Berberecho verde","KTG","Cerastoderma glaucum"
2013,"bocarte",106529.7,459310.97,"Anchoa/boquerone/bocarte","ENR","Engraulis spp"
2013,"boga",9500808.96,4280377.46,NA,"BOG","Boops boops"
2013,"boi",4920,32269.43,"Buey de mar","CRE","Cancer pagurus"
2013,"bolos",55042.1,66287.06,NA,"SAN","Ammodytes spp"
2013,"bonito alistado",143726.05,390942.06,"Listado o bonito de vientre rayado","SKJ","Katsuwonus pelamis"
2013,"bonito do atlántico",559158.570000001,1091338.24,"Bonito","BON","Sarda sarda"
2013,"bonito do norte",2736253.6,10887873.28,"Atún blanco o bonito del norte o albacora","ALB","Thunnus alalunga"
2013,"breca",138311.7,164212.63,NA,"PAC","Pagellus erythrinus"
2013,"brosme",3205.25,2838.61,"Brosmio","USK","Brosme brosme"
2013,"burro",153557.45,179531.36,"Eglefino","HAD","Melanogrammus aeglefinus"
2013,"cabra de altura",982875.71,2380104.18,"Gallineta","BRF","Helicolenus dactylopterus"
2013,"cabras",417,1067.56,NA,"RED","Sebastes spp"
2013,"cadelucha",8385.1,211408.46,"Coquina","DXL","Donax trunculus"
2013,"camarón común",47576.85,1404350.24,"Camarón","CPR","Palaemon serratus"
2013,"camarón de poza",919,7356,"Camarón de poza","PNQ","Palaemon elegans"
2013,"cangrexo común",820.5,420.5,"Cangrejo atlántico o verde","CRG","Carcinus maenas"
2013,"cangrexo real",28,55,NA,"KEF","Chaceon affinis"
2013,"carabineiro",41,680.5,"Carabinero","SSH","Plesiopenaeus edwardsianus"
2013,"carallos de mar nep",3970,5478,NA,"CUX","Holothuroidea"
2013,"caramuxo",2618.2,7406.36,"Bígaro","PEE","Littorina littorea"
2013,"carneiro",76333.6499999999,273467.010000001,"Escupiña grabada","VEV","Venus verrucosa"
2013,"carrapicho",700.48,700.48,"Musgo de Irlanda","IMS","Chondrus crispus"
2013,"castañeta",7700750.5,12559516.57,"Japuta o palometa","POA","Brama brama"
2013,"castañeta macho",22946.68,118168.14,"Alfonsiño o besugo americano","BYS","Beryx splendens"
2013,"castañeta vermella",45314.35,361322.39,"Palometa roja","BXD","Beryx decadactylus"
2013,"castañetas",16,71.84,NA,NA,NA
2013,"cazón",68705.5,45345,NA,NA,NA
2013,"cazón liso",422.35,1208.93,"Musola","SMD","Mustelus mustelus"
2013,"centola",213876.16,2313449.37,"Centolla o centollo","SCR","Maja squinado"
2013,"chaparella",9370.91,12033.71,"Mojarra","CTB","Diplodus vulgaris"
2013,"choco",595336.31,2688453.48,"Choco o jibia o sepia","CTC","Sepia officinalis"
2013,"chopiño",10762.9,53156.69,"Globito","CTR","Sepiola rondeleti"
2013,"choquiño",2852.7,6679.48,"Choquito","EJE","Sepia elegans"
2013,"choupa",238541.44,351709.669999999,"Chopa","BRB","Spondyliosoma cantharus"
