2005;Bivalvos;MSM;Mexillón;205226964,97;97847621,51;0,48
2005;Bivalvos;MSM.;Mexillón (parques de cultivo);28983,00;27800,00;0,96
2005;Bivalvos;OYF;Ostra plana;2608581,00;9351001,00;3,58
2005;Bivalvos;OYG;Ostra rizada;244000,00;315505,00;1,29
2005;Cefalópodos;OCC;Polbo;15798,80;104465,37;6,61
2005;Peixes;BSS;Robaliza;5200,00;31200,00;6,00
2005;Peixes;POL;Abadexo;152,00;300,45;1,98
2005;Peixes;SBR;Ollomol;117840,00;965988,83;8,20
2005;Peixes;SOL;Linguado;8000,00;80000,00;10,00
2005;Peixes;TUR;Rodaballo;4901680,70;40742077,76;8,31
2006;Bivalvos;CLJ;Ameixa xaponesa;1066340,50;7494907,00;7,03
2006;Bivalvos;COC;Berberecho;505163,00;1842442,00;3,65
2006;Bivalvos;CTG;Ameixa fina;213876,75;5100044,90;23,85
2006;Bivalvos;CTS;Ameixa babosa;165043,50;2030451,70;12,30
2006;Bivalvos;MSM;Mexillón;298871694,51;136672611,77;0,46
2006;Bivalvos;MSM.;Mexillón (parques de cultivo);18353,00;23253,30;1,27
2006;Bivalvos;OYF;Ostra plana;3166876,00;11709061,87;3,70
2006;Bivalvos;OYG;Ostra rizada;497150,00;804798,74;1,62
2006;Cefalópodos;OCC;Polbo;10707,68;60363,89;5,64
2006;Peixes;POL;Abadexo;9851,00;26356,00;2,68
2006;Peixes;SBR;Ollomol;134443,00;1239924,00;9,22
2006;Peixes;SOL;Linguado;30255,30;361539,40;11,95
2006;Peixes;TUR;Rodaballo;5764274,80;48142821,28;8,35
2007;Algas;LQX;Argazo real;9000,00;6750,00;0,75
2007;Algas;UDP;Golfo;2100,00;1660,00;0,79
2007;Bivalvos;CLJ;Ameixa xaponesa;1476320,95;10298695,84;6,98
2007;Bivalvos;COC;Berberecho;1131057,47;2977841,99;2,63
2007;Bivalvos;CTG;Ameixa fina;265084,64;4850278,42;18,30
2007;Bivalvos;CTS;Ameixa babosa;171890,56;2202190,93;12,81
2007;Bivalvos;MSM;Mexillón;208186792,35;97708635,94;0,47
2007;Bivalvos;MSM.;Mexillón (parques de cultivo);21608,00;30537,75;1,41
2007;Bivalvos;OYF;Ostra plana;3196151,46;12169290,68;3,81
2007;Bivalvos;OYG;Ostra rizada;1014605,00;1801010,96;1,78
2007;Bivalvos;QSC;Volandeira;1280,00;3960,00;3,09
2007;Bivalvos;VSC;Zamburiña;4129,80;20183,07;4,89
2007;Cefalópodos;OCC;Polbo;24662,55;145130,54;5,88
2007;Peixes;POL;Abadexo;39660,30;124765,36;3,15
2007;Peixes;SBR;Ollomol;195348,85;1764166,78;9,03
2007;Peixes;SOL;Linguado;40332,10;488798,00;12,12
2007;Peixes;TUR;Rodaballo;5665436,58;49339487,41;8,71
2008;Algas;LQX;Argazo real;10371,00;9627,25;0,93
2008;Algas;UDP;Golfo;1800,00;1260,00;0,70
2008;Bivalvos;CLJ;Ameixa xaponesa;1779599,12;12681799,19;7,13
2008;Bivalvos;COC;Berberecho;2391697,26;6661644,36;2,79
2008;Bivalvos;CTG;Ameixa fina;370675,94;6645714,36;17,93
2008;Bivalvos;CTS;Ameixa babosa;529173,05;4678395,35;8,84
2008;Bivalvos;MSM;Mexillón;188817883,32;84104527,29;0,45
2008;Bivalvos;MSM.;Mexillón (parques de cultivo);13146,00;17724,50;1,35
2008;Bivalvos;OYF;Ostra plana;748788,88;3497427,46;4,67
2008;Bivalvos;OYG;Ostra rizada;407035,82;590965,28;1,45
2008;Bivalvos;QSC;Volandeira;2630,76;11363,58;4,32
2008;Bivalvos;VSC;Zamburiña;1676,00;5030,00;3,00
2008;Cefalópodos;OCC;Polbo;28417,35;162787,58;5,73
2008;Peixes;BSS;Robaliza;29535,00;148931,00;5,04
2008;Peixes;POL;Abadexo;6414,36;23999,00;3,74
2008;Peixes;SBR;Ollomol;199949,64;1497494,61;7,49
2008;Peixes;SOL;Linguado;44954,73;423620,16;9,42
2008;Peixes;TUR;Rodaballo;6863081,39;46252132,91;6,74
2009;Algas;LQX;Argazo real;3200,00;2240,00;0,70
2009;Bivalvos;CLJ;Ameixa xaponesa;1352057,69;7876624,98;5,83
2009;Bivalvos;COC;Berberecho;599318,64;2229110,60;3,72
2009;Bivalvos;CTG;Ameixa fina;201514,51;3292494,50;16,34
2009;Bivalvos;CTS;Ameixa babosa;248713,35;2319270,88;9,33
2009;Bivalvos;MSM;Mexillón;225091333,56;88684865,72;0,39
2009;Bivalvos;MSM.;Mexillón (parques de cultivo);10111,00;14723,50;1,46
2009;Bivalvos;OYF;Ostra plana;777332,73;4180286,15;5,38
2009;Bivalvos;OYG;Ostra rizada;579106,74;765112,96;1,32
2009;Bivalvos;QSC;Volandeira;3944,00;12450,13;3,16
2009;Bivalvos;VSC;Zamburiña;3879,00;8329,50;2,15
2009;Cefalópodos;OCC;Polbo;8785,23;46521,36;5,30
2009;Peixes;BSS;Robaliza;5005,00;25399,00;5,07
2009;Peixes;POL;Abadexo;418,00;735,20;1,76
2009;Peixes;SAL;Salmón;1594,50;3242,60;2,03
2009;Peixes;SBR;Ollomol;183535,77;1414947,71;7,71
2009;Peixes;SOL;Linguado;46800,27;463645,90;9,91
