"Column1","Area","Units","Country","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","Latin species name","English","Spanish","French"
"HER","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.05","0.7","0.03","49.4","0","14","39.5","132.9","Clupea harengus","Atlantic herring","Arenque del Atlántico","Hareng de l'Atlantique"
"HKE","27.8.c","TLW","ES","4060.22","4824.9","5092.61","5571.44","5057.23","4530.65","5232.23","4769.8","5134.87","4752.62","3840.04","4397.29","4373.3","3449.8","3304","2850.6","3164.6","Merluccius merluccius","European hake","Merluza europea","Merlu européen"
"HKE","27.9.a","TLW","ES","1214.29","1335.37","1486.69","1806.95","1423.84","1562.76","2066.77","1981.27","1819.44","2323.14","2051.08","2064.65","1511.6","1650.5","1123","963","1085.3","Merluccius merluccius","European hake","Merluza europea","Merlu européen"
"HKW","27.8.c","TLW","ES","0.11","0.56","0.17","0.04","1.21","0.39","1.79","1.14","0.88","1.12","5.31","3.63","1.6","0.01","6","2.9","4.6","Urophycis tenuis","White hake","Locha blanca","Merluche blanche"
"HKW","27.9.a","TLW","ES","0.36","0","0","0","0","0.19","0.06","0.37","0","0.02","0.01","0.01","0","4.1","0","1.9","0","Urophycis tenuis","White hake","Locha blanca","Merluche blanche"
"HLT","27.9.a","TLW","ES","0.94","1.39","0.8","1.38","1.18","1.49","0.36","0.15","0.08","0.9","0","0","0","0","0","0","0","Haliotis tuberculata","Tuberculate abalone","Oreja marina tuberculosa","Ormeau tuberculeux"
"HLZ","27.8.c","TLW","ES","0","0","0","0","0","0","60.92","0","0.3","0.26","0","0","0","0","0","0","0","Himanthalia elongata","Sea thong",NA,NA
"HLZ","27.9.a","TLW","ES","0","0","0","0","0","65.96","52.8","53.57","18.4","3.5","0","0","0","0","0","0","0","Himanthalia elongata","Sea thong",NA,NA
"HMM","27.8.c","TLW","ES","275.09","140.67","199.92","331.74","441.22","146.16","138.96","81.31","133.72","232.41","0","0","0","0","0","0","0","Trachurus mediterraneus","Mediterranean horse mackerel","Jurel mediterráneo","Chinchard à queue jaune"
"HMM","27.9.a","TLW","ES","479.29","179.53","237.02","391.63","168.5","90.71","178.28","79.3","35.81","18.56","0","0","0","0","0","0","0","Trachurus mediterraneus","Mediterranean horse mackerel","Jurel mediterráneo","Chinchard à queue jaune"
"HMY","27.8.c","TLW","ES","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","Caranx rhonchus","False scad","Macarela real","Comète coussut"
"HMY","27.9.a","TLW","ES","21.05","15.88","22.89","7.26","7.79","8.63","5.64","13.92","80.37","10.9","0","0","0","0","0","0","0","Caranx rhonchus","False scad","Macarela real","Comète coussut"
"HNY","27.9.a","TLW","ES","0","0","0.01","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","Helcion pellucidus","Velvet helcion","Helcion satinado","Helcion velouté"
"HOL","27.8.c","TLW","ES","0","0","6.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chimaeriformes","Chimaeras, etc. nei","Quimeras, etc. nep","Chimères, etc. nca"
"HOL","27.9.a","TLW","ES","0.14","0","0.62","0","0","0","0","0.01","0.01","0","0","0","0","0","0","0","0","Chimaeriformes","Chimaeras, etc. nei","Quimeras, etc. nep","Chimères, etc. nca"
"HOM","27.8.c","TLW","ES","11898.85","11383.41","15809.36","18853.46","13755.06","4559.48","5956.37","3616.76","8712.3","10621.89","0","0","0","0","0","0","8042.1","Trachurus trachurus","Atlantic horse mackerel","Jurel","Chinchard d'Europe"
"HOM","27.9.a","TLW","ES","7675.43","8127.36","12405.29","12527.83","10979.6","9352.89","8675.12","7422.64","6245.25","6750.88","0","0","0","0","0","0","4819.2","Trachurus trachurus","Atlantic horse mackerel","Jurel","Chinchard d'Europe"
"HPR","27.8.c","TLW","ES","0.81","1","0.3","0.85","3.81","2.27","2.51","6.9","3.85","0.82","0","0","0","0","0","0","0","Hoplostethus mediterraneus","Mediterranean slimehead","Reloj mediterráneo","Hoplostète argenté"
"HPR","27.9.a","TLW","ES","0.11","0.17","0.03","0.13","0.25","0.27","0.75","0.6","0.66","1.36","0","0","0","0","0","0","0","Hoplostethus mediterraneus","Mediterranean slimehead","Reloj mediterráneo","Hoplostète argenté"
"HXT","27.9.a","TLW","ES","0.62","0.04","0.02","0","0","0","0.09","0.11","0.09","0.02","0","0","0","0","0","0","0","Heptranchias perlo","Sharpnose sevengill shark","Cañabota bocadulce","Requin perlon"
"IAR","27.8.c","TLW","ES","0","0.01","0","0.09","0.08","0.11","1.31","0.69","0.05","0.1","0","0","0","0","0","0","0","Sepia orbignyana","Pink cuttlefish","Sepia con punta","Seiche rosée"
"IAR","27.9.a","TLW","ES","0.87","0.51","1.32","0.81","0.9","0.98","3.68","0.55","0.03","1.36","0","0","0","0","0","0","0","Sepia orbignyana","Pink cuttlefish","Sepia con punta","Seiche rosée"
"IAX","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","Sepia spp","Cuttlefishes nei","Sepias nep","Seiches nca"
"IAX","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","1.52","0.03","0","0","0","0","0","0","0","Sepia spp","Cuttlefishes nei","Sepias nep","Seiches nca"
"III","27.9.a","TLW","ES","0","0","0","0","0.22","0","0","0","0","0","0","0","0","0","0","0","0","Hinia incrassata","Thickened nassa","Mugarida gruesa","Nasse épaisse"
"IMS","27.8.c","TLW","ES","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chondrus crispus","Carragheen (Irish) moss",NA,"Mousse perle"
"INV","27.8.c","TLW","ES","0.56","0.01","0.05","0.02","0.01","1.71","0.06","0.08","0.59","0","4.05","0.96","1.4","0.5","0.01","0.1","0","Invertebrata","Aquatic invertebrates nei","Invertebrados acuáticos nep","Invertébrés aquatiques nca"
"INV","27.9.a","TLW","ES","0.22","0.06","0.11","0.05","0.05","0.12","0.04","0.02","0.11","0.24","0.57","1.06","3","0.7","1","0","0","Invertebrata","Aquatic invertebrates nei","Invertebrados acuáticos nep","Invertébrés aquatiques nca"
"IOD","27.8.c","TLW","ES","0.46","0.06","0.21","0.01","0.04","0.02","0","0","0","0.01","0","0","0","0","0","0","0","Liocarcinus depurator","Blue-leg swimcrab","Falsa necora","Étrille pattes bleues"
"IOD","27.9.a","TLW","ES","0.36","1.29","2.53","7.23","6.85","7.09","4.47","3.39","3.44","2.63","0","0","0","0","0","0","0","Liocarcinus depurator","Blue-leg swimcrab","Falsa necora","Étrille pattes bleues"
"ISC","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","Chlamys islandica","Iceland scallop","Peine islándico","Peigne islandais"
"ITG","27.9.a","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Sepietta neglecta","Elegant bobtail squid","Sepieta elegante","Sépiole élégante"
"ITW","27.8.c","TLW","ES","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","0","Sepietta oweniana","Common bobtail squid","Sepieta común","Sépiole commune"
"ITW","27.9.a","TLW","ES","0.36","3.72","10.69","10.27","8.31","3.34","0","0","0","0.11","0","0","0","0","0","0","0","Sepietta oweniana","Common bobtail squid","Sepieta común","Sépiole commune"
"JAA","27.8.c","TLW","ES","3.66","2.39","4.5","1.32","10.69","3.09","1.48","0","35.67","74.44","0","0","0","0","0","0","0","Trachurus picturatus","Blue jack mackerel","Jurel de altura(=Chicharro)","Chinchard du large"
"JAA","27.9.a","TLW","ES","10.82","9.77","7.92","6.52","5.68","15.61","35.61","38.65","5.13","22","0","0","0","0","0","0","0","Trachurus picturatus","Blue jack mackerel","Jurel de altura(=Chicharro)","Chinchard du large"
"JAD","27.8.c","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Raja nidarosiensis","Norwegian skate","Raya noruega","Pocheteau de Norvège"
"JAI","27.8.c","TLW","ES","0","0","0","0","0.01","0.16","0","0","0","0","0","0","0","0","0","0","0","Raja miraletus","Brown ray","Raya de espejos","Raie miroir"
"JAI","27.9.a","TLW","ES","0.12","0","0.03","0.3","0.12","0.29","0","0","0","0","0","0","0","0","0","0","0","Raja miraletus","Brown ray","Raya de espejos","Raie miroir"
"JAR","27.8.c","TLW","ES","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Raja radula","Rough ray",NA,NA
"JAR","27.9.a","TLW","ES","0","0","0.09","0","0","0","0","0","0","0.19","0","0","0","0","0","0","0","Raja radula","Rough ray",NA,NA
"JAX","27.8.c","TLW","ES","328.72","4690.54","5315.66","6843.62","7526.65","7716.41","7973.16","4642.83","10024.67","7859.03","8275.72","32431.77","22699.4","23969.6","22244","22073.2","16189","Trachurus spp","Jack and horse mackerels nei","Jureles nep","Chinchards noirs nca"
"JAX","27.9.a","TLW","ES","349.16","2472.28","4548","6996.03","5418.84","9077.7","7307.3","5129.08","3873","3332.57","8128.25","8478.29","8065.2","7665.8","9178","7427.4","2030.6","Trachurus spp","Jack and horse mackerels nei","Jureles nep","Chinchards noirs nca"
"JBA","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0",NA,NA,NA,NA
"JCN","27.9.a","TLW","ES","0","0","0.01","0","0","0.03","0.02","0.05","0.02","0.05","0","0","0","0","0","0","0","Centrolabrus trutta","Emerald wrasse","Romero","Centrolabre truite"
"JCR","27.8.c","TLW","ES","43.44","61.68","55.45","77.03","62.28","78.01","11.47","0","0.09","0.01","0","0","0","0","0","0","0","Stichopus regalis","Royal cucumber","Cohombro","Holothurie jaune"
"JCR","27.9.a","TLW","ES","9.46","17.98","20.43","26.93","25.64","19.42","15.48","0","0","0","0","0","0","0","0","0","0","Stichopus regalis","Royal cucumber","Cohombro","Holothurie jaune"
"JCX","27.8.c","TLW","ES","1.43","0.36","0.52","13.01","0.08","0.04","0.35","0.94","0.97","0.01","0","0","0","0","0","0","0","Maja spp","Maja spider crabs nei","Cangrejos Maja nep","Crabes araignées Maja nca"
"JCX","27.9.a","TLW","ES","0","0","0","62.32","0","0","0","0.28","0","0.08","0","0","0","0","0","0","0","Maja spp","Maja spider crabs nei","Cangrejos Maja nep","Crabes araignées Maja nca"
"JDP","27.9.a","TLW","ES","2.43","3.6","1.43","1.12","0.94","2.02","1.37","2.05","2.68","0.81","0","0","0","0","0","0","0","Dasyatis pastinaca","Common stingray","Raya látigo común","Pastenague commune"
"JFV","27.8.c","TLW","ES","0","0","0.02","0","0","0","0","0","0","0","0.24","0","0","0","0","0","0","Raja leopardus","Leopard skate",NA,NA
"JFV","27.9.a","TLW","ES","0","0","0","0","0","0.04","0","0.07","0","0.01","0","0","0","0","0","0","0","Raja leopardus","Leopard skate",NA,NA
"JHD","27.9.a","TLW","ES","0","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"JLB","27.8.c","TLW","ES","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA
"JOD","27.8.c","TLW","ES","78.8","85.31","101.76","109.12","106.54","126.27","155.27","181.29","168.32","297.93","284.27","108.45","97.8","35","27","27.6","29.9","Zeus faber","John dory","Pez de San Pedro","Saint Pierre"
"JOD","27.9.a","TLW","ES","43.63","40.24","42.67","51.57","41.4","54.63","53.43","58.78","61.77","68.44","70.32","52.46","66.1","37.7","1291","1285.9","1007.2","Zeus faber","John dory","Pez de San Pedro","Saint Pierre"
"JOS","27.8.c","TLW","ES","0.02","0.28","0.23","2.71","3","5.07","5.8","2.22","0.73","2.77","0","0","0","0","0","0","0","Zenopsis conchifer","Silvery John dory","San Pedro plateado","Saint Pierre argenté"
"JOS","27.9.a","TLW","ES","5.2","3.5","1.36","2.84","1.99","1.48","1.88","4.13","4.33","7.75","0","0","0","0","0","0","0","Zenopsis conchifer","Silvery John dory","San Pedro plateado","Saint Pierre argenté"
"JRH","27.8.c","TLW","ES","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Raja bathyphila","Deep-water ray",NA,NA
"JRS","27.8.c","TLW","ES","10.03","0.36","0.15","0","0","1.59","2.21","1.7","0.54","0","0","0","0","0","0","0","0","Raja asterias","Mediterranean starry ray","Raya estrellada","Raie étoilée"
"JRS","27.9.a","TLW","ES","70.74","41.38","54.81","42.07","14.75","10.23","5.21","0.4","0.05","0.07","0","0","0","0","0","0","0","Raja asterias","Mediterranean starry ray","Raya estrellada","Raie étoilée"
"JUX","27.8.c","TLW","ES","0","0","0","0","0.01","0","0","0","0","0.01","0","0","0","0","0","0","0","Jujubinus exasperatus","Exasperating jujubine","Peonza enana","Troque pygmée"
"KCT","27.8.c","TLW","ES","0","0","0","0","0.03","0","0.01","0.03","0.02","0.07","0","0","0","0","0","0","0","Lithodes maja","Stone king crab","Centolla de roca","Crabe royal de roche"
"KCT","27.9.a","TLW","ES","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","Lithodes maja","Stone king crab","Centolla de roca","Crabe royal de roche"
"KCX","27.8.c","TLW","ES","0","0","0.01","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","Lithodidae","King crabs, stone crabs nei","Centollas, centollones nep","Crabes royaux, etc. nca"
"KCX","27.9.a","TLW","ES","0.01","0","0","0","0.03","0","0.04","0","0","0","0","0","0","0","0","0","0","Lithodidae","King crabs, stone crabs nei","Centollas, centollones nep","Crabes royaux, etc. nca"
"KCZ","27.8.c","TLW","ES","0.03","0.04","0.22","0.03","0.44","0.04","0.01","0.04","0.15","0.1","0","0","0","0","0","0","0","Lithodes spp","King crabs nei","Centollas nep","Crabes royaux nca"
"KCZ","27.9.a","TLW","ES","1.38","0.58","0.44","1.53","2.39","2.09","1.15","0.89","1.28","1.71","0","0","0","0","0","0","0","Lithodes spp","King crabs nei","Centollas nep","Crabes royaux nca"
"KEF","27.8.c","TLW","ES","0.59","0.07","0.01","0.77","1.31","3.83","0","1.53","0","0","0","0","0","0","0","0","0","Chaceon affinis","Deep-sea red crab","Cangrejo rey","Crabe rouge de profondeur"
"KEF","27.9.a","TLW","ES","0","0","0.08","0.03","0.05","0","0.73","0.01","0","0","0","0","0","0","0","0","0","Chaceon affinis","Deep-sea red crab","Cangrejo rey","Crabe rouge de profondeur"
"KIA","27.8.c","TLW","ES","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Codium adhaerens",NA,NA,NA
"KLK","27.9.a","TLW","ES","26.46","15.02","9.83","35.81","33.23","70.99","107.22","136.83","87.26","52.24","0","0","0","0","0","0","0","Callista chione","Smooth callista","Almejon","Vernis fauve"
"KPJ","27.9.a","TLW","ES","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Calyptraea chinensis","Chinese cup-and-saucer","Sombrero chino","Calyptrée-chapeau chinois"
"KTG","27.9.a","TLW","ES","1.94","1.36","0.6","0.48","3.06","8.85","28.44","27.47","9.93","56.84","0","0","0","0","0","0","0","Cerastoderma glaucum","Olive green cockle","Barberecho verde","Coque glauque"
"KTT","27.9.a","TLW","ES","0","0","0","0","2.26","73.56","336.63","536.28","613.51","178.17","0","0","0","0","0","0","0","Acanthocardia tuberculata","Tuberculate cockle","Corruco","Bucarde tuberculée"
"KYX","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0.06","0","0","0","0","0","0","0","Kyphosidae","Sea chubs nei","Chopas nep","Calicagères nca"
"LAG","27.8.c","TLW","ES","0","0.09","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lampris guttatus","Opah","Opa","Opah"
"LAH","27.8.c","TLW","ES","0","2.57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Laminaria hyperborea","North European kelp",NA,NA
"LAS","27.8.c","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.08","0","0.1","0","0","0","0","Petromyzontidae","Lampreys nei","Lampreas nep","Lamproies nca"
"LAS","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0","0.01","0.04","0.1","0.01","0.01","0.01","0","Petromyzontidae","Lampreys nei","Lampreas nep","Lamproies nca"
"LAU","27.9.a","TLW","ES","0.18","0.56","1.15","0.57","1.46","0.4","2.49","1.07","1.05","0.92","0","0","0","0","0","0","0","Petromyzon marinus","Sea lamprey","Lamprea marina","Lamproie marine"
"LAZ","27.8.c","TLW","ES","0","0","0","0","0","0","0","7.05","0.3","0","0","0","0","0","0","0","0","Laminariaceae","Kelps nei","Laminarias nep","Varechs nca"
"LAZ","27.9.a","TLW","ES","0","0","0","0","0","71.26","166.43","105.36","0","77.38","0","0","0","0","0","0","0","Laminariaceae","Kelps nei","Laminarias nep","Varechs nca"
"LBE","27.8.c","TLW","ES","15.96","13.74","10.06","13.14","8.77","8.28","9.71","5.92","3.98","3.57","5.2","6.71","7.1","8.9","7","4","5.2","Homarus gammarus","European lobster","Bogavante","Homard européen"
"LBE","27.9.a","TLW","ES","17.51","11.68","11.49","9.32","8.08","8.09","9.75","8.36","6.59","4.56","2.52","2.81","3.3","3.3","5","6.9","6.2","Homarus gammarus","European lobster","Bogavante","Homard européen"
"LBS","27.8.c","TLW","ES","0.61","0.46","0.15","0.12","0.24","0.21","0.44","0.46","0.09","0.02","0","0","0","0","0","0","0","Homarus spp","Homarus lobsters nei","Bogavantes nep","Homards nca"
"LBS","27.9.a","TLW","ES","0.01","0.08","0.08","0.1","0.08","0.08","0.05","0.04","0","0","0","0","0","0","0","0","0","Homarus spp","Homarus lobsters nei","Bogavantes nep","Homards nca"
"LCM","27.8.c","TLW","ES","0.18","0.06","0.24","1.66","0.02","0.05","0.08","0.2","0","0","0","0","0","0","0","0","0","Ciliata mustela","Fivebeard rockling",NA,"Motelle à cinq barbillons"
"LCM","27.9.a","TLW","ES","1.1","1.42","1.38","4.17","2.08","0.77","1.26","0.11","0","0","0","0","0","0","0","0","0","Ciliata mustela","Fivebeard rockling",NA,"Motelle à cinq barbillons"
"LDA","27.9.a","TLW","ES","0","0","0","0","0.04","0","0","0","0","0","0","0","0","0","0","0","0","Lestidiops affinis",NA,NA,NA
"LDB","27.8.c","TLW","ES","45.43","0.21","0.14","0.41","0.2","0.04","0.03","0.07","0.07","0.16","0","0","0","0","0","0","1","Lepidorhombus boscii","Four-spot megrim","Gallo de cuatro manchas","Cardine à quatre taches"
"LDB","27.9.a","TLW","ES","2.84","4.39","4.77","6.52","8.1","2.92","1.63","0.94","0.58","3","0","0","0","0","0","0","37.3","Lepidorhombus boscii","Four-spot megrim","Gallo de cuatro manchas","Cardine à quatre taches"
"LDS","27.9.a","TLW","ES","0","0","0","0","0","0","0","0","0","0.08","0","0","0","0","0","0","0","Lampadena speculigera",NA,NA,NA
"LDV","27.8.c","TLW","ES","0.06","0","0","0.01","0.01","0","0.11","0.19","0.9","0.58","0","0","0","0","0","0","0","Lepidotrigla cavillone","Large-scaled gurnard",NA,NA
"LDV","27.9.a","TLW","ES","0.04","0.01","0.07","0.03","0.18","1.41","0.71","0.93","0.24","0.5","0","0","0","0","0","0","0","Lepidotrigla cavillone","Large-scaled gurnard",NA,NA
"LEC","27.8.c","TLW","ES","0.4","0.05","0.34","0.21","0.02","0.48","0.04","0.1","0.04","0.02","0","0.03","0","0.01","0","0","0","Lepidocybium flavobrunneum","Escolar","Escolar negro","Escolier noir"
"LEC","27.9.a","TLW","ES","1.81","3.32","5.31","8.53","2.68","7.94","10.12","5.17","5.16","3.65","3.9","6.41","10.9","3.7","16","28.4","12.6","Lepidocybium flavobrunneum","Escolar","Escolar negro","Escolier noir"
"LEE","27.8.c","TLW","ES","0.01","0","0.02","0","0","0","0.02","0.07","0","0","0.05","1.51","0.5","0.8","0","0.3","0.3","Lichia amia","Leerfish","Palometón","Liche"
"LEE","27.9.a","TLW","ES","0.53","0.92","1.85","6.06","1.01","2.95","0.92","2.4","1.05","0.86","0.43","1.64","0.6","0.01","0.01","0.6","2.5","Lichia amia","Leerfish","Palometón","Liche"
"LEF","27.8.c","TLW","ES","0.08","0.13","0.2","0.52","0.08","0.06","0.26","0","0.01","0.05","0.01","0.23","0.1","0.01","0","0","0","Bothidae","Lefteye flounders nei","Rodaballos, rombos, etc. nep","Arnoglosses, rombous nca"
"LEF","27.9.a","TLW","ES","0.21","2.13","6.86","2.56","1.63","4.23","9.94","10.65","6.91","23.78","54.11","93.98","114.1","133.5","106","62.9","68.1","Bothidae","Lefteye flounders nei","Rodaballos, rombos, etc. nep","Arnoglosses, rombous nca"
"LEM","27.8.c","TLW","ES","0","0.03","0","0","0.02","0.01","0.01","0.01","0","0","0","0.06","0","0","0","0","0","Microstomus kitt","Lemon sole","Mendo limón","Limande sole"
"LEM","27.9.a","TLW","ES","0.01","0","0.13","0","0","0.16","0","0","0.01","0","0","0","0","0","2764","2569.1","2139","Microstomus kitt","Lemon sole","Mendo limón","Limande sole"
