"year","Galician_name","total_kg","total_euros"
2019,"Escarapote de pedra",68510.32,442685.570000001
2019,"Escarapote de pintas",20669.89,112685.2
2019,"Escarpón",4515.15,3178.95
2019,"Escolar negro",67868,244982.19
2019,"Faneca",857683.460000001,1811152.4
2019,"Ferreira",1359.15,7060.58
2019,"Fideo de mar",15077.82,16122.35
2019,"Fletán branco",488.22,1836.12
2019,"Fodón",7297.9,10288.35
2019,"Fogoneiro",9095.84,15406.58
2019,"Galana",649.7,1264.2
2019,"Galludo",75502.85,478120.45
2019,"Gamba branca",1038,17599.62
2019,"Gamba vermella",173.5,2862.22
2019,"Gata común",244.4,808.95
2019,"Gato de mar",56.5,52.5
2019,"Gavilán",3093.29,257916.54
2019,"Golfo",209534.5,187525.01
2019,"Lagosta",1552.75,63231.7
2019,"Lagostino",0.9,19.89
2019,"Lamprea de mar",11015.55,181263.74
2019,"Lapas",400.85,1402.98
2019,"Linguado",219780.48,3378222.41999999
2019,"Linguado de area",61318.5700000001,261569.26
2019,"Linguado de pintas",70.5,1050.8
2019,"Lirio",19128947.21,13516011.29
2019,"Lirpia raiada",13528.04,86444.9100000001
2019,"Longueirón",54907.95,444980.73
2019,"Longueirón vello",43766.21,265524.24
2019,"Lorchos",10908.65,18420.58
2019,"Lumbrigante",14836.5,402530.91
2019,"Lura",144256.9,1838243.6
2019,"Lúa real",94,2197.25
2019,"Madrela",5135.01,30189.42
2019,"Maragota",310433.51,772501.160000001
2019,"Marraxo azul",45712.3,253937.99
2019,"Marraxo sardiñeiro",87.5,311.7
2019,"Maruca",192590.22,345043.42
2019,"Melga",507.85,1266.5
2019,"Melgacho",429788.42,216200.9
2019,"Melgas",400,220.3
2019,"Melva",21789.65,30478.52
2019,"Melvas",2896.65,3945.32
2019,"Mendo limón",171647,446392.21
2019,"Merlán",3237.25,4368.03
2019,"Mero",15851.18,377611.97
2019,"Mexilla",103322.68,87323.06
2019,"Miñoca de area",1137.34,33060.62
2019,"Miñoca de tubo",1294.21,33332.18
2019,"Morea",8.25,11.03
2019,"Muxo beizos finos",2754.9,4156.87
2019,"Muxo cabezudo",9516,9694.80999999999
2019,"Muxo dourado",1553.75,677.48
2019,"Muxo negro",54108.65,40990.37
2019,"Muxo saltón gris",320.55,60.12
2019,"Muxos",2063.9,1620.66
2019,"Navalla",557885.65,6061892.90000001
2019,"Nécora",115276.55,1979490.19
2019,"Ollomol",69341.7200000001,1381244.65
2019,"Ortiguilla de mar",17957.3,191742.55
2019,"Ostra plana",116324.96,224150.95
2019,"Ostra rizada",155880.67,169207.43
2019,"Ourizo",695662.18,5757214.05
2019,"Ovas de Maruca",1609,4833.61
2019,"Ovas de pescada",171552.29,584421.8
2019,"Pampo azul",10480.9,56058.61
2019,"Pancho bicudo",151437.12,701185.959999999
2019,"Patulate",7586.55,3862.39
2019,"Peixe araña",2948.4,1822.6
2019,"Peixe cinta",7696.5,18932.37
2019,"Peixe espada",1207346.3,7675812.37
2019,"Peixe limón",3.3,10.4
2019,"Peixe negro",319,494.45
2019,"Peixe pau",87134.12,167143.63
2019,"Peixe porco",7942.65,27219.51
2019,"Peixe sabre",10305.85,31021.89
2019,"Peixe sabre alongado",6683.9,22018.78
2019,"Peixe sabre negro",58751.7,148363.89
2019,"Peixe sabre prateado",5310.7,14828.33
2019,"Peixe sapo",7316875.31,41749394.36
2019,"Peixe xabaril",187,29.92
2019,"Peixes mariños nep",2412.39,5827.72
2019,"Peneira",1365,27532
2019,"Percebe",310539.83,9262752.44999999
2019,"Pescada",27423681.05,112128726.48
2019,"Pescada do Senegal",30756.8,49990.09
2019,"Piarda común",62549.13,107234.78
2019,"Piardas",19.7,5.93
2019,"Pión de altura",3142.6,3400.63
2019,"Polbo",2129527.12,16014086.7300001
2019,"Polbo cabezón",303058.55,816916.340000001
2019,"Pota común",22557.5,75962.7700000001
2019,"Pota pequena",262194.51,744333.419999999
2019,"Pota voadora",739014.53,2143973.05
2019,"Potón común",1799.35,5854.92
2019,"Prago",15783.39,241214.97
2019,"Puntilla pequena",13917.2,108117.79
2019,"Quenlla",1070048.25,1945530.05
2019,"Rabioso",871.1,309.73
2019,"Raia boca de rosa",17843.45,53243.97
2019,"Raia coreada",559.3,1260.58
2019,"Raia cravuda",360563,782594.26
2019,"Raia de pintas",67860.19,141731.74
2019,"Raia riscada",20795.41,50594.98
2019,"Raia santiaguesa",268012.12,624845.120000001
2019,"Raias",665204.9,1708651.84
2019,"Rapantes",6328056.27,25844165.98
2019,"Rapapelos de Kessler",210,50.4
2019,"Rapapelos de ollos grandes",7.2,28.98
2019,"Rei",2092.8,3018.04
2019,"Reloxo prateado",707.68,2439.99
2019,"Reló",108585.3,385945.53
2019,"Reo",12.7,39.43
2019,"Robaliza",338842.19,4581228.45999998
2019,"Robaliza de pintas",9.9,147.6
2019,"Rodaballo",69553.7999999998,1385979.04
2019,"Roxa",130.5,79.43
2019,"Rufo imperial",30403.35,188584.3
2019,"Saboga",382564.3,241174.43
2019,"Salema",96.5,51.7
2019,"Salmonete de lama",15332.8,163055.88
2019,"Salmonete de rocha",77010.88,1059346.48
2019,"Saltón",207.7,203.67
2019,"Sanmartiño",299571.279999999,3214207.85999999
2019,"Santiaguiño",1003.85,76292.95
2019,"Sardiña",2371425.15,4472664.46
2019,"Sargo común",497254.97,2965389.95
2019,"Sastre rugoso",9.9,18.01
2019,"Sastre vermello",36.9,127.66
2019,"Sastres",1879.75,3040.47
2019,"Serra",636.8,2274.04
2019,"Serrán",602.15,870.85
2019,"Serrán cabra",20784.5,37942.27
2019,"Serrán riscado",6358.95,11727.16
2019,"Solla",20152.83,100232.29
2019,"Solla de altura",489.2,4826.96
2019,"Sollo rei",121.7,1047.36
2019,"Tapa",783.05,4778.69
2019,"Tomás",664.54,1551.79
2019,"Veleiro do Atlántico",147,433.6
2019,"Veleiro do indo-pacífico",40,128
2019,"Vello",1346,2199.36
2019,"Vieira",101232.5,556520.85
2019,"Volandeira",240737.98,641825.55
2019,"Xarda",5988847.73,9489966.77000001
2019,"Xarda pintada",10036703.08,5514902.74
2019,"Xuliana",1080871.7,6684163.32999999
2019,"Xurelo",38568539.54,27724566.06
2019,"Xurelo do mediterráneo",15529.5,28525.27
2019,"Xurelo negro",7168.65,40444.91
2019,"Zamborca",3678.74,15228.96
2019,"Zamburiña",25952.71,179483.03
2018,"Abadexo",275233.11,1967711.26
2018,"Acedía",10484.73,106849.74
2018,"Agulla",81661.1,103301.13
2018,"Alcrique",337677.54,186715.8
2018,"Alfóndega",27028.38,68356.11
2018,"Algas verdes",50748.5,45596.71
2018,"Algas vermellas",14524,8452.53
2018,"Ameixa babosa",919499.030000001,13136749.92
2018,"Ameixa bicuda",7123.51999999999,31131.29
2018,"Ameixa fina",354544.35,10584537.06
2018,"Ameixa rubia",537583.419999999,4804755.86
2018,"Ameixa xaponesa",3476285.04,32273104.47
2018,"Ameixón",36315.17,201797.86
2018,"Anguilas",28642.3,490087.2
2018,"Argazo",108556,60151.1
2018,"Argazo bravo",750,675
2018,"Atún amarelo",489.5,2472.51
2018,"Atún patudo",28387.85,204882.17
2018,"Bacallao",48156.25,182824.05
2018,"Bacoreta",52501.85,153868.12
2018,"Barbada común",755.15,4230.91
2018,"Barbada de area",3100.81,17809.37
2018,"Berberecho",2482754.21,15447031.85
2018,"Berete",38947.35,59610.58
2018,"Bertorella brava",14608.95,41185.17
2018,"Bertorella de lama",481019.97,1949171.55
2018,"Bertorella de rocha",29403.35,107927.96
2018,"Bertorellas",22.2,128.73
2018,"Birollo",5207,17318.25
2018,"Bocarte",4162950.52,5665888.94
2018,"Boga",4215759.95,1474251.38
2018,"Boi",21000.8,182254.16
2018,"Bolo blanco",1563.05,2668.11
2018,"Bolo verde",1310,2062.1
2018,"Bolo vermello",11982.3,21448.87
2018,"Bolos",8858.84,17727
2018,"Bonito alistado",19093.07,55333.6
2018,"Bonito do Atlántico",176182.07,670152.61
2018,"Bonito do norte",1649543.95,6815875.42
2018,"Breca",14028.5,55939.81
2018,"Burro",104095.8,165281.69
2018,"Cabra de altura",679310.51,2430477.77
2018,"Cabras",1362.85,7116.83
2018,"Cadelucha",604.39,26251.62
2018,"Camarón común",68966.32,2210100.7
2018,"Camarón de poza",597.5,4780
2018,"Cangrexo común",13901,26253.32
2018,"Cangrexo real",1493.75,16506
2018,"Carabineiro",4943.75,22305.43
2018,"Caracola",328.5,629.93
2018,"Carallos de mar nep",1774.6,3275.48
2018,"Caramuxo",1447.3,4527.21
2018,"Carneiro",103968.64,533765.610000001
2018,"Carrapicho",2579,3223.84
2018,"Carromeiro",171,213.78
2018,"Castañeta",2166881.25,6248305.76
2018,"Castañeta de aleta longa",395,472.29
2018,"Castañeta macho",26825.8,228103.49
2018,"Castañeta vermella",65396.4000000001,1148506.43
2018,"Cazapa",55963,17089.55
2018,"Cazón",41878.25,30213.28
2018,"Cazón liso",11.3,5.74
2018,"Centola",525934.13,4639711.83
2018,"Chaparella",5170.9,19380.88
2018,"Choco",504571.52,4201159.63999999
2018,"Chopiño",2610.95,19158.67
2018,"Choquiño",725.15,6203.89
2018,"Choupa",244145.24,403889.730000001
2018,"Cigala",175443.88,2051294.47
2018,"Cochinilla",2888,10018.05
2018,"Cogombro de mar negro",330,1155
2018,"Cogombro de mar real",148300.35,232136.4
2018,"Congro",1557399.69,2872546.08
2018,"Conguito",14869.75,20027.27
2018,"Coreano",838593.78,2368451.88
2018,"Cornecho espinoso",501.75,752.63
2018,"Cornicha",5420.4,29894.88
2018,"Corno",1.4,4.24
2018,"Correa",24361,14712
2018,"Corvina real",1157.45,6810.46
2018,"Curuxo",28458.88,444227.370000001
2018,"Dentón",10086.05,65219.0199999999
2018,"Dentón ollón",10.2,46.4
2018,"Doncela",4716.6,23807.44
2018,"Dourada",12649.31,190806.85
2018,"Escacho cremalleira",16205.9,27833.3
2018,"Escachos",234755.11,593937.15
2018,"Escarapote de pedra",101016.58,552227.610000001
2018,"Escarapote de pintas",27168.95,179010.71
2018,"Escarpón",4208,2919.77
2018,"Escolar negro",49504.8,157995.35
2018,"Faneca",821073.530000002,1909408.28
2018,"Ferreira",849.3,5036.19
2018,"Fideo de mar",18704.5,18307.15
2018,"Fletán branco",31,197.5
2018,"Fodón",9918,10955.65
2018,"Fogoneiro",13835.25,20654.8
2018,"Galana",1589.3,3044.65
2018,"Galludo",60581.7,413347.09
2018,"Gamba branca",1139.75,22925.69
2018,"Gamba rosada",9.25,156.6
2018,"Gamba vermella",40.75,123.8
2018,"Gata común",952.55,3213.79
2018,"Gato de mar",0.7,1.82
2018,"Gavilán",2881.29000000001,236208.25
2018,"Golfo",201191,181426.47
2018,"Lagosta",1738.58,71536.04
2018,"Lagostino",25.6,589.99
2018,"Lamprea de mar",21251.95,234924.46
2018,"Lapas",414.05,1450.98
2018,"Limanda",100.2,25.05
2018,"Linguado",228355.87,3612442.62999999
2018,"Linguado de area",57848.24,269775.78
2018,"Linguado de pintas",101.9,1574.47
2018,"Lirio",19130726.29,15971072.97
2018,"Lirpia raiada",10325.2,69647.6399999999
2018,"Longueirón",45790.25,356345.87
2018,"Longueirón vello",48142.89,280055.09
2018,"Lorchos",11600.83,20557.54
2018,"Lumbrigante",14172.87,380138.2
2018,"Lura",75430.42,980254.689999999
2018,"Lura colorada",0.4,1.2
2018,"Madrela",3057.8,17404.74
2018,"Maragota",299250.29,823828.29
2018,"Marolo",6.4,7.96
2018,"Marraxo azul",52508.8,292545.02
2018,"Marraxo sardiñeiro",96,415.48
2018,"Maruca",249161.46,492969.14
2018,"Melga",440.2,939.95
2018,"Melgacho",423224.440000001,215492
2018,"Melva",401.45,359.58
2018,"Melvas",6741.72,6792.48
2018,"Mendo limón",130709.55,393354
2018,"Merlán",12511.22,13350.38
2018,"Mero",19557.16,504222.13
2018,"Mexilla",44349.36,38570.37
2018,"Miñoca",8.02,160.5
2018,"Miñoca de area",950,33237.9
2018,"Miñoca de tubo",1112.99,29091.6
2018,"Morea",41.1,20.84
2018,"Muxo beizos finos",1112.1,1899.14
2018,"Muxo cabezudo",40925.9,33761.17
2018,"Muxo dourado",343.25,197.45
2018,"Muxo negro",16512.95,17423.98
2018,"Muxo saltón gris",7.35,8.41
2018,"Muxos",164.7,205.45
2018,"Navalla",555528.4,5760257.65
2018,"Nécora",109781.21,1978189.04
2018,"Ollomol",112628.23,2277676.28
2018,"Ortiguilla de mar",21426.75,213853.45
2018,"Ostra plana",115123.51,266239.29
2018,"Ostra rizada",189619.93,185979.44
2018,"Ourizo",640323.17,4435628.89
2018,"Ovas de Maruca",5600.25,25461.37
2018,"Ovas de pescada",219119.34,735654.07
2018,"Pampo azul",4724.8,27755.64
2018,"Pampos",2,2
2018,"Pancho bicudo",178739.59,806602.78
2018,"Patexo",1740,368
2018,"Patulate",7279.5,5339.15
2018,"Peixe araña",2742.9,1598.6
2018,"Peixe cinta",5730.4,16342.14
2018,"Peixe espada",811041.95,6051518.64
2018,"Peixe limón",0.9,2.7
2018,"Peixe pau",117992.08,223328.97
2018,"Peixe porco",2487.05,8597.45000000001
2018,"Peixe sabre",24676.75,62584.36
2018,"Peixe sabre alongado",6422.8,18588.37
2018,"Peixe sabre negro",20717.99,52741.4
2018,"Peixe sabre prateado",3373.05,11123.87
2018,"Peixe sapo",7497858.35000001,43912695.3
2018,"Peixes mariños nep",8430.56,22436.85
2018,"Peneira",1177.8,23789.3
2018,"Percebe",316343.36,8924473.17999999
2018,"Pescada",27772384.9099999,123964590.31
2018,"Piarda común",74348.21,107672.41
2018,"Piardas",344.6,662.78
2018,"Pión de altura",6088.2,6910.99
2018,"Polbo",1915041.85,18627353.1899999
2018,"Polbo cabezón",322856.46,805812.810000001
2018,"Pota común",18654.55,54675.26
2018,"Pota pequena",601573.48,1691923.94
2018,"Pota voadora",941869.71,2373654.85
2018,"Potón común",25479.22,62893.22
2018,"Prago",13646.85,211922.48
2018,"Puntilla pequena",7780.45,66302.41
2018,"Quenlla",1193937.9,1972418.86
2018,"Rabioso",4261.4,2463.99
2018,"Raia boca de rosa",1206,2391.23
2018,"Raia coreada",267.9,271.26
2018,"Raia cravuda",237680.33,452252.600000001
2018,"Raia de pintas",44543.95,79643.51
2018,"Raia riscada",18630.35,49028.82
2018,"Raia santiaguesa",254810.65,577165.49
2018,"Raias",921622.89,2534588.92
2018,"Rapantes",6653952.71,28500415.97
2018,"Rapapelos de ollos grandes",35.1,126.16
2018,"Rei",1147.6,1528.59
2018,"Reloxo prateado",3901.45,13062.73
2018,"Reló",282271.47,721140.36
2018,"Reo",1.27,4.46
2018,"Robaliza",319319.64,4751446.18999999
2018,"Robaliza de pintas",0.4,5.6
2018,"Rodaballo",61181.41,1230549.49
2018,"Roxa",106,56.82
2018,"Saboga",297918.7,180826.13
2018,"Salema",7619.6,5105.84
2018,"Salmonete de lama",21157.01,223144.74
2018,"Salmonete de rocha",75438.0599999998,989259.489999998
2018,"Salmón do Atlántico",2.25,41.63
2018,"Saltón",10.25,5.13
2018,"Sanmartiño",291630.540000001,3068189.40999999
2018,"Santiaguiño",666.81,50616.54
2018,"Sardiña",2485974.6,4840029.39
2018,"Sargo común",703771.71,4114547.70999999
2018,"Sastre rugoso",46.9,127.88
2018,"Sastre vermello",1079,1820.61
2018,"Sastres",1801.75,1460.82
2018,"Serra",525.8,1523.84
2018,"Serrán",596.6,1141.1
2018,"Serrán cabra",31278.5,86182.28
2018,"Serrán riscado",4529.91,8267.79
2018,"Solla",19387.51,103619
2018,"Solla de altura",5.6,31.2
2018,"Sollo rei",371.4,5154.16
2018,"Tapa",663.9,3969.42
2018,"Tomás",574.95,1406.76
2018,"Trancho",5985,6286.35
2018,"Veleiro do Atlántico",3081,1736.4
2018,"Vello",1952.25,2571.04
2018,"Vieira",116179,610576.25
2018,"Volandeira",215326.1,735959.28
2018,"Xarda",11007213.61,12180632.98
2018,"Xarda pintada",23371348.15,10409259.38
2018,"Xuliana",867894.000000002,5322210.58
2018,"Xurelo",32292751.36,25447368.79
2018,"Xurelo do mediterráneo",59617.4,43247.77
2018,"Xurelo negro",8916.5,7895.32
2018,"Zamborca",2352.24,7334.76
2018,"Zamburiña",20508.2,143138.01
2017,"Abadexo",246753.87,1663987.94
2017,"Agulla",47873.57,68424.06
2017,"Alcrique",141071.87,80648.16
2017,"Alfóndega",11872.78,21190.82
2017,"Algas verdes",39665,36247.28
2017,"Algas vermellas",28046,8656.8
2017,"Ameixa babosa",952495.910000001,14164350.25
2017,"Ameixa bicuda",16959.17,82267.5799999998
2017,"Ameixa fina",352443.45,10148678.65
2017,"Ameixa rubia",567078.6,4729269.61999998
2017,"Ameixa xaponesa",3328976.56,28031501.0700001
2017,"Ameixón",33125.46,135176.71
2017,"Anguilas",24322.98,640579.41
2017,"Argazo",70858,32889.57
2017,"Argazo bravo",400,400
2017,"Atún amarelo",377.29,1296.6
2017,"Atún patudo",379083.35,1669153.17
2017,"Atúns",19620.8,73028.28
2017,"Bacallao",63437.8,213057.87
2017,"Bacoreta",131403.02,365765.09
2017,"Barbada común",910.3,4640.88
2017,"Barbada de area",4631.44,27562.04
2017,"Berberecho",3082073.61,15941733.88
2017,"Berete",29905.1,39712.58
2017,"Bertorella brava",28625.2,83395.14
2017,"Bertorella de lama",381985.9,1673188.31
2017,"Bertorella de rocha",27075.9,142208.32
2017,"Bertorellas",8265.1,36702.44
2017,"Birollo",8942,27407.1
2017,"Bocarte",1174359.04,2139784.24
2017,"Boga",6645677.18,2631318.21
2017,"Boi",29588.2,130731.83
2017,"Bolos",33560.33,42978.12
2017,"Bonito alistado",15421.57,44399.43
2017,"Bonito do Atlántico",243934.35,775327.610000001
2017,"Bonito do norte",1538889.43,6835244.76
2017,"Breca",20553.28,57748.7999999999
2017,"Brosme",101,101
2017,"Burro",104003.55,136128.4
2017,"Cabra de altura",688071.1,2245087.39
2017,"Cabras",233.9,1467.91
2017,"Cadelucha",171.1,7321.29
2017,"Camarón común",79626.95,2229749.34
2017,"Cangrexo común",16268,30394.15
2017,"Cangrexo real",4222.5,37462.27
2017,"Carabineiro",2513,72241.61
2017,"Carallos de mar nep",17737,36355.89
2017,"Caramuxo",3188.55,9074.62
2017,"Carneiro",91124.89,389580.01
2017,"Castañeta",2843962.04,6587384.34
2017,"Castañeta macho",48694.91,290120.96
2017,"Castañeta vermella",40485.19,702890.21
2017,"Cazapa",83914,45751.79
2017,"Cazón",69087,43692.8
2017,"Cazón liso",10458.15,52446.31
2017,"Centola",455980.27,4307497.79999999
2017,"Chaparella",19171.65,34407.95
2017,"Choco",464003.65,3342234.74
2017,"Chopiño",8291.95,75632.22
2017,"Choquiño",611.25,3971.5
2017,"Choupa",495498.53,639507.16
2017,"Cigala",107650.95,1614967.9
2017,"Cochinilla",20572.25,64205.09
2017,"Cogombro de mar negro",885,2938.5
2017,"Cogombro de mar real",145079,206079.13
2017,"Congro",1882907.19,3290522.21999999
2017,"Conguito",24266.55,29076.69
2017,"Coreano",653289.42,1833080.06
2017,"Cornecho espinoso",1020,1585.5
2017,"Cornicha",4590.65,22299.62
2017,"Corno",1341.3,1492.65
2017,"Correa",66959,35508.15
2017,"Corvina real",1016.85,5436.49
2017,"Curuxo",24391.74,356269.56
2017,"Dentón",16219.6,89949.6800000001
2017,"Doncela",7105.29,32113.9
2017,"Dourada",13396.8,202896.56
2017,"Dourado común",151,900.18
2017,"Escacho de cremalleira",24948.95,34984.17
2017,"Escachos",331726.16,802676.33
2017,"Escarapote de pedra",66770.0000000001,518230.570000001
2017,"Escarapote de pintas",40187.95,200517.42
2017,"Escarpón",4721.55,2678.84
2017,"Escolar negro",103680.2,289805.36
2017,"Faneca",1127598.62,2168534.07999999
2017,"Ferreira",878.45,6371.18
2017,"Fideo de mar",6681,6624.9
2017,"Fletán branco",25.7,110.55
2017,"Fodón",18677.5,28454.89
2017,"Fogoneiro",14651.65,26010.52
2017,"Galana",257.3,660.19
2017,"Galludo",94219.4,478047.6
2017,"Gamba branca",166,2858.95
2017,"Gata común",619.85,1918.79
2017,"Gato de mar",12633.75,31914.24
2017,"Gavilán",3296.08,248735.89
2017,"Golfo",151128,123627.35
2017,"Lagosta",1978.05,59849.87
2017,"Lamprea de mar",6479.13,119285.58
2017,"Lapas",1044.5,2812
2017,"Limanda",132,361.68
2017,"Linguado",258911.32,3732890.35
2017,"Linguado de area",56327.0099999999,293908.030000001
2017,"Linguado de pintas",54.5,769.85
2017,"Lirio",24078904,15988574.32
2017,"Lirpia raiada",7009.62,45993.89
2017,"Longueirón",37777.2,297788.31
2017,"Longueirón vello",45229.2,244276.58
2017,"Lorchos",12948.35,20218.19
2017,"Lumbrigante",12964.57,328557.51
2017,"Lura",88107.1,877909.550000002
2017,"Madrela",1709.75,9801.07
2017,"Maragota",309377.78,763600.359999999
2017,"Marlíns",456,963.04
2017,"Marraxo azul",126638,686965.25
2017,"Marraxo sardiñeiro",254.9,810.84
2017,"Maruca",289596.23,519559.46
2017,"Melga",45.5,227.5
2017,"Melgacho",441262.35,211169.57
2017,"Melgas",304.5,308.1
2017,"Melva",63245.05,105767.51
2017,"Melvas",5435.6,7952.01
2017,"Mendo limón",237755.88,634737.17
2017,"Merlán",10497.14,13770.73
2017,"Mero",34177.82,722008.39
2017,"Mexilla",144984.04,81855.92
2017,"Miñoca",13.62,258.4
2017,"Miñoca de area",284.68,13351.69
2017,"Miñoca de tubo",1020.51,28122.5
2017,"Morea",62.05,86.35
2017,"Muxos",79433.85,68758.34
2017,"Navalla",566606.25,5519695.06999999
2017,"Nécora",149154.14,2251779.84
2017,"Ollomol",119863.94,1964473.63
2017,"Ortiguilla de mar",18436.72,147657.81
2017,"Ostra plana",78994.5,422110.69
2017,"Ostra rizada",74977.07,86313.84
2017,"Ourizo",746766.09,4531876.81
2017,"Ovas de Maruca",2287,8191.22
2017,"Ovas de pescada",208492.55,733724.590000001
2017,"Palometón",5,71.25
2017,"Pampos",3269.1,14160.96
2017,"Pancho bicudo",192642.18,759951.86
2017,"Patexo",2792,523.34
2017,"Patulate",5665.9,4160.77
2017,"Peixe araña",95.6,51.62
2017,"Peixe cinta",5538.25,10816.01
2017,"Peixe espada",1048291.15,6883216.91000001
2017,"Peixe pau",99440.7699999999,203023.9
2017,"Peixe porco",5500.37,15939.69
2017,"Peixe sabre",26175.27,73889.56
2017,"Peixe sabre alongado",9658.6,33216.35
2017,"Peixe sabre negro",1066,1100.68
2017,"Peixe sabre prateado",8425.4,19708.94
2017,"Peixe sapo",8032255.91,44446437.79
2017,"Peixes mariños nep",47278.5100000001,104392.12
2017,"Peneira",1491,30222.5
2017,"Percebe",343492.73,9573208.21999999
2017,"Pescada",32418093,142241711.53
2017,"Piardas",72136.55,89472.81
2017,"Pión de altura",89.2,65.13
2017,"Polbo",2029694.11,15921698.2500001
2017,"Polbo cabezón",500639.37,919164.060000001
2017,"Pota común",23943.35,60759.4
2017,"Pota pequena",881169.01,2062435.48
2017,"Pota voadora",536928.75,1251731.78
2017,"Potón común",15,45.25
2017,"Prago",19012.25,283001.18
2017,"Puntilla pequena",5580.25,55267.07
2017,"Quenlla",1889524.8,2731833.79
2017,"Rabioso",1033.5,757.24
2017,"Raia boca de rosa",2277.45,5165.16
2017,"Raia coreada",177.5,492.21
2017,"Raia cravuda",131104.63,208120.52
2017,"Raia de pintas",29773.9,53598.92
2017,"Raia riscada",11606.05,23519.57
2017,"Raia santiaguesa",219084.75,420465.06
2017,"Raias",825478.259999999,2061391.85
2017,"Rapantes",7358393.62999999,32224610.78
2017,"Rapapelos de ollos grandes",10,28.41
2017,"Rei",12617,68096.5
2017,"Reloxo prateado",2144.5,6597.4
2017,"Reló",274554.15,618138.23
2017,"Ripia",10546.35,89162.1699999999
2017,"Robaliza",312483.189999999,4387383.60999999
2017,"Robaliza de pintas",11.1,141.05
2017,"Rodaballo",63409.26,1134053.72
2017,"Roxa",5,12.5
2017,"Saboga",485650.52,286034.11
2017,"Salema",361.5,243.55
2017,"Salmonete de lama",25382.1,271437.72
2017,"Salmonete de rocha",92049.95,1098902.79
2017,"Sanmartiño",395976.15,3812155.42999999
2017,"Santiaguiño",1194.9,76641.48
2017,"Sardiña",3453867.56,5992088.43000001
2017,"Sargo común",660358.14,3287589.40999999
2017,"Serra",285.1,976.62
2017,"Serrán cabra",69123.88,188386.29
2017,"Serrán riscado",5681.25,10326.63
2017,"Solla",29180.99,122182.68
2017,"Solla de altura",20.4,160.43
2017,"Sollo rei",345.25,3500
2017,"Tapa",344.8,1759.88
2017,"Tomás",895.75,2371.65
2017,"Veleiro do indo-pacífico",2045,5383.31
2017,"Vello",1289.2,1621.92
2017,"Vieira",32652.5,148276.8
2017,"Volandeira",174442.05,641506.18
2017,"Xarda",8275635.99,8069272.39000001
2017,"Xarda pintada",53826528.66,19472106.02
2017,"Xuliana",814552.400000001,4736174.5
2017,"Xurelo",28258771.85,22700277.85
2017,"Xurelo do mediterráneo",114132,109371.99
2017,"Xurelo negro",15425.05,25136.09
2017,"Zamborca",1445.13,5189.19
2017,"Zamburiña",10862.55,77691.03
2016,"Abadexo",299343.85,1744818.36
2016,"Agulla",135475.05,104889.68
2016,"Alacha",30.6,81.82
2016,"Alcrique",432009.35,126650.07
2016,"Ameixa babosa",923400.900000001,14595266.57
2016,"Ameixa bicuda",11902.15,55162.39
2016,"Ameixa fina",379570.470000001,11230858.29
2016,"Ameixa rubia",514749.55,4419712.50999998
2016,"Ameixa xaponesa",2618161.32999999,22286237.87
2016,"Ameixón",72247.88,257578.47
2016,"Anguilas",33005.93,623797.84
2016,"Argazo",166430,75709.24
2016,"Atún amarelo",4552.04,12278.73
2016,"Atún patudo",243004.96,1301663
2016,"Atúns",48319.6,170968.93
2016,"Bacallao",109103.9,309682.31
2016,"Bacoreta",427816.3,994256.36
2016,"Barbada común",737.25,3904.19
2016,"Barbada de area",3649.89,21106.45
2016,"Barbo común",6,40
2016,"Berberecho",2028558.48,9308745.74
2016,"Berete",9225.1,9301.22
2016,"Bertorella brava",20164.65,52667.5
2016,"Bertorella de lama",532287.13,2000772.95
2016,"Bertorella de rocha",28790.1,87598.5
2016,"Bertorellas",14933.55,48304.57
2016,"Birollo",28563.2,156786.84
2016,"Bocarte",806983.95,1962722.12
2016,"Boga",11464463.35,4314012.29
2016,"Boi",32259.05,107436.19
2016,"Bolos",26891.45,32102.86
2016,"Bonito alistado",87029.25,202273.67
2016,"Bonito do Atlántico",545810.25,1360282.06
2016,"Bonito do norte",1562885.28,6146375.77
2016,"Breca",13115.36,37803.08
2016,"Brosme",13673.17,13456.13
2016,"Burro",99232.4,135290.55
2016,"Cabra de altura",624853.07,2000068.57
2016,"Cabras",400.1,1224.26
2016,"Cadelucha",557.2,21460.95
2016,"Camarón común",75649.33,2082640.69
2016,"Camarón de poza",166.75,1334
2016,"Cangrexo común",20895.5,44664.88
2016,"Cangrexo real",5394,40447.02
2016,"Carabineiro",578,10623.9
2016,"Carallos de mar nep",32423.5,82306.16
2016,"Caramuxo",1957.89,5913.32
2016,"Carneiro",103901.91,438183.360000001
2016,"Castañeta",2910818.45,7110091.31
2016,"Castañeta macho",86367.35,497360.62
2016,"Castañeta vermella",43004.98,770671.85
2016,"Cazapa",79980,42110.9
2016,"Cazón",52097.8,35518.42
2016,"Cazón liso",27286.7,144705.5
2016,"Centola",272402.13,3499785.59999999
2016,"Chaparella",13488.6,28064.23
2016,"Choco",691531.03,3669211.74
2016,"Chopiño",14230.8,96094.48
2016,"Choquiño",995.2,1840.75
2016,"Choupa",235538.73,336922.250000001
2016,"Cigala",113140.9,1820941.06
2016,"Cochinilla",27726,81946.97
2016,"Cogombro de mar real",17239.75,26635.81
2016,"Congro",1661549.83,2856443.24
2016,"Conguito",12010.75,17677.17
