"FAOcode","year","catch_tonnes","Galician_name","total_kg","total_euros","scientificname","English_name","Family","Order.or.higher.taxa","source","kingdom","phylum","class","order","family","genus","AphiaID"
"ALB",2020,1733.2379,"Bonito do norte",1733237.9,6829580.98,"Thunnus alalunga","Albacore","SCOMBRIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus",127026
"PAC",2020,15.63875,"Breca",15638.75,53656.2,"Pagellus erythrinus","Common pandora","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus",127060
"USK",2020,0.006,"Brosme",6,5.88,"Brosme brosme","Tusk(=Cusk)","LOTIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Brosme",126447
"HAD",2020,178.93868,"Burro",178938.68,244452.34,"Melanogrammus aeglefinus","Haddock","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Melanogrammus",126437
"BRF",2020,660.711830000001,"Cabra de altura",660711.830000001,2153057.75,"Helicolenus dactylopterus","Blackbelly rosefish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus",127251
"REG",2020,0.4765,"Cabra dourada",476.5,2272.45,"Sebastes norvegicus","Golden redfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",151324
"RED",2020,1.16265,"Cabras",1162.65,5577.37,"Sebastes spp","Atlantic redfishes NEI","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes",126175
"DXL",2020,0.19125,"Cadelucha",191.25,8087,"Donax trunculus","Truncate donax","DONACIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Cardiida","Donacidae","Donax",139602
"CPR",2020,86.06474,"Camarón común",86064.74,2088917.21,"Palaemon serratus","Common prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107616
"PNQ",2020,0.55855,"Camarón de poza",558.55,4466.04,"Palaemon elegans","Rockpool prawn","PALAEMONIDAE","DECAPODA (PLEOCYEMATA) CARIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",107614
"CRG",2020,13.2295,"Cangrexo común",13229.5,29037.66,"Carcinus maenas","Green crab","CARCINIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus",107381
"KEF",2020,0.1647,"Cangrexo real",164.7,1618.38,"Chaceon affinis","Deep-sea red crab","GERYONIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Geryonidae","Chaceon",107369
"SSH",2020,0.014,"Carabineiro",14,208.6,"Aristaeopsis edwardsiana","Scarlet shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeopsis",240796
"WHE",2020,0.0078,"Caracola",7.8,14.9,"Buccinum undatum","Whelk","BUCCINIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum",138878
"PEE",2020,0.1946,"Caramuxo",194.6,454.36,"Littorina littorea","Common periwinkle","LITTORINIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina",140262
"VEV",2020,58.7815900000001,"Carneiro",58781.5900000001,302551.85,"Venus verrucosa","Warty venus","VENERIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus",141936
"POA",2020,2268.03717,"Castañeta",2268037.17,5862750.18,"Brama brama","Atlantic pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama",126783
"TAL",2020,0.155,"Castañeta de aleta longa",155,168.35,"Taractichthys longipinnis","Big-scale pomfret","BRAMIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Taractichthys",126788
"BYS",2020,46.40035,"Castañeta macho",46400.35,402560.34,"Beryx splendens","Splendid alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126395
"BXD",2020,50.40693,"Castañeta vermella",50406.93,1137357.33,"Beryx decadactylus","Alfonsino","BERYCIDAE","BERYCIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Beryciformes","Berycidae","Beryx",126394
"SHO",2020,42.3753,"Cazapa",42375.3,15459.74,"Galeus melastomus","Blackmouth catshark","PENTANCHIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus",105812
"GAG",2020,76.8111,"Cazón",76811.1,69209.86,"Galeorhinus galeus","Tope shark","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",105820
"SMD",2020,0.0748,"Cazón liso",74.8,134.96,"Mustelus mustelus","Smooth-hound","TRIAKIDAE","CARCHARHINIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus",105822
"JDV",2020,564.232660000001,"Centola ou centolo",564232.660000001,5220981.84999999,"Maja brachydactyla","Common spider crab","MAJIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja",107347
"CTB",2020,50.4717400000001,"Chaparella",50471.7400000001,251454.98,"Diplodus vulgaris","Common two-banded seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Diplodus",127054
"CTC",2020,530.263880000001,"Choco",530263.880000001,3985170.18999999,"Sepia officinalis","Common cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141444
"CTR",2020,2.0324,"Chopiño",2032.4,14871.77,"Sepiola rondeletii","Dwarf bobtail squid","SEPIOLIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola",141459
"EJE",2020,2.97935,"Choquiño",2979.35,29448.62,"Sepia elegans","Elegant cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141443
"IAR",2020,0.28455,"Choquiño picudo",284.55,3881.47,"Sepia orbignyana","Pink cuttlefish","SEPIIDAE","CEPHALOPODA (CUTTLEFISHES)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia",141445
"BRB",2020,165.00713,"Choupa",165007.13,263794.08,"Spondyliosoma cantharus","Black seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma",127066
"MYL",2020,4e-04,"Chucho",0.4,2,"Myliobatis aquila","Common eagle ray","MYLIOBATIDAE","MYLIOBATIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis",105860
"NEP",2020,115.25335,"Cigala",115253.35,1294047.06,"Nephrops norvegicus","Norway lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops",107254
"OIL",2020,1.353,"Cochinilla",1353,2225.83,"Ruvettus pretiosus","Oilfish","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Ruvettus",126867
"WBX",2020,0.0218,"Cogombro de mar negro",21.8,42,"Holothuria spp","","HOLOTHURIIDAE","ECHINODERMATA (HOLOTHUROIDEA)","pesca_galicia","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Holothuria",123456
"WBX",2020,0.0218,"Cogombro de mar negro",21.8,42,"Holothuria spp","","HOLOTHURIIDAE","ECHINODERMATA (HOLOTHUROIDEA)","pesca_galicia","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae","Holothuria",123453
"JCR",2020,105.29889,"Cogombro de mar real",105298.89,135153.68,"Parastichopus regalis","Royal cucumber","STICHOPODIDAE","ECHINODERMATA (HOLOTHUROIDEA)","pesca_galicia","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Parastichopus",149898
"COE",2020,1646.62199,"Congro",1646621.99,2694280.00999999,"Conger conger","European conger","CONGRIDAE","ANGUILLIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Conger",126285
"ICC",2020,7.34465,"Conguito",7344.65,13481.7,"Polybius corrugatus","Wrinkled swimcrab","POLYBIIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Polybius",1752528
"WIT",2020,738.33695,"Coreano",738336.95,1835782.14,"Glyptocephalus cynoglossus","Witch flounder","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Glyptocephalus",127136
"BOY",2020,0.80483,"Cornecho espinoso",804.83,1207.4,"Bolinus brandaris","Purple dye murex","MURICIDAE","GASTROPODA","pesca_galicia","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Bolinus",140389
"ULO",2020,22.105,"Cornicha",22105,129400.35,"Spisula solida","Solid surf clam","MACTRIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",140301
"HLZ",2020,22.802,"Correa",22802,11802.3,"Himanthalia elongata","Sea thong","HIMANTHALIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Fucales","Himanthaliaceae","Himanthalia",145551
"MGR",2020,0.4394,"Corvina real",439.4,2802.73,"Argyrosomus regius","Meagre","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",127007
"BLL",2020,29.96724,"Curuxo",29967.24,441338.22,"Scophthalmus rhombus","Brill","SCOPHTHALMIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus",127150
"DEC",2020,2.70195,"Dentón",2701.95,31743.89,"Dentex dentex","Common dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273962
"DEL",2020,0.07655,"Dentón ollón",76.55,250.78,"Dentex macrophthalmus","Large-eye dentex","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Dentex",273965
"COU",2020,3.82595,"Doncela",3825.95,18498.23,"Coris julis","Rainbow wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Coris",126963
"SBG",2020,14.02017,"Dourada",14020.17,231434.2,"Sparus aurata","Gilthead seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus",151523
"DOL",2020,0.146,"Dourado común",146,377.86,"Coryphaena hippurus","Common dolphinfish","CORYPHAENIDAE","CARANGIFORMES (CARANGOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Carangiformes","Coryphaenidae","Coryphaena",126846
"GUN",2020,0.0733,"Escacho de altura",73.3,93.93,"Trigla lyra","Piper gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Trigla",127266
"GUR",2020,62.77913,"Escacho de cremalleira",62779.13,66606.15,"Chelidonichthys cuculus","Red gurnard","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Chelidonichthys",127259
"GUY",2020,178.08116,"Escachos",178081.16,463602.670000001,"Trigla spp","Gurnards NEI","TRIGLIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Trigla",126180
"RSE",2020,64.7131,"Escarapote de pedra",64713.1,397340.1,"Scorpaena scrofa","Red scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127248
"BBS",2020,20.84074,"Escarapote de pintas",20840.74,100931.1,"Scorpaena porcus","Black scorpionfish","SCORPAENIDAE","PERCIFORMES (SCORPAENOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena",127247
"LYY",2020,3.95528,"Escarpón",3955.28,3217.12,"Callionymus lyra","Dragonet","CALLIONYMIDAE","SYNGNATHIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus",126792
"LEC",2020,71.99745,"Escolar negro",71997.45,131274.94,"Lepidocybium flavobrunneum","Escolar","GEMPYLIDAE","SCOMBRIFORMES (SCOMBROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Lepidocybium",126863
"BIB",2020,884.16358,"Faneca",884163.58,1769878.42,"Trisopterus luscus","Pouting(=Bib)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126445
"TOZ",2020,0.5738,"Faneca brava",573.8,425.31,"Echiichthys vipera","Lesser weever","TRACHINIDAE","PERCIFORMES (PERCOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Perciformes","Trachinidae","Echiichthys",150630
"SSB",2020,1.1735,"Ferreira",1173.5,6367.6,"Lithognathus mormyrus","Sand steenbras","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Lithognathus",127055
"KJT",2020,9.1179,"Fideo de mar",9117.9,8767.15,"Codium tomentosum","","CODIACEAE","CHLOROPHYTA (ULVOPHYCEAE)","pesca_galicia","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium",145092
"HAL",2020,0.70545,"Fletán branco",705.45,1187.94,"Hippoglossus hippoglossus","Atlantic halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus",127138
"GHL",2020,0.148,"Fletán negro",148,236.8,"Reinhardtius hippoglossoides","Greenland halibut","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Reinhardtius",127144
"POD",2020,6.25114999999999,"Fodón",6251.14999999999,10093.5,"Trisopterus minutus","Poor cod","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus",126446
"POK",2020,8.8773,"Fogoneiro",8877.3,9464.86,"Pollachius virens","Saithe(=Pollock)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius",126441
"FUV",2020,6.309,"Fucus",6309,1892.72,"Fucus vesiculosus","Bladder wrack","FUCACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus",145548
"SBS",2020,0.9193,"Galana",919.3,1764.6,"Oblada melanurus","Saddled seabream","SPARIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Oblada",1577363
"QUB",2020,61.51125,"Galludo",61511.25,362234.76,"Squalus blainville","Longnose spurdog","SQUALIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus",105924
"DPS",2020,0.27615,"Gamba branca",276.15,4089.56,"Parapenaeus longirostris","Deep-water rose shrimp","PENAEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Parapenaeus",107109
"ARA",2020,0.006,"Gamba rosada",6,158.78,"Aristeus antennatus","Blue and red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristeus",107083
"ARS",2020,0.4408,"Gamba vermella",440.8,7739.28,"Aristaeomorpha foliacea","Giant red shrimp","ARISTEIDAE","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Aristeidae","Aristaeomorpha",158326
"ETX",2020,0.24355,"Gata común",243.55,365.28,"Etmopterus spinax","Velvet belly","ETMOPTERIDAE","SQUALIFORMES","pesca_galicia","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus",105913
"COB",2020,0.009,"Gato de mar",9,1.08,"Umbrina cirrosa","Shi drum","SCIAENIDAE","ACANTHURIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Umbrina",127012
"UBI",2020,2.10217,"Gavilán",2102.17,165034.07,"Scoletoma impatiens","","LUMBRINERIDAE","ANELLIDA (POLYCHAETA)","pesca_galicia","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma",130263
"UDP",2020,238.4953,"Golfo",238495.3,200368.94,"Undaria pinnatifida","Wakame","ALARIACEAE","HETEROKONTOPHYTA (PHAEOPHYCEAE)","pesca_galicia","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria",145721
"KCB",2020,0.0695,"Jaiba de roca dientuda",69.5,347.5,"Cancer bellianus","Toothed rock crab","CANCRIDAE","DECAPODA (PLEOCYEMATA) BRACHYURA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer",107275
"SLO",2020,1.46345,"Lagosta",1463.45,46852.21,"Palinurus elephas","Common spiny lobster","PALINURIDAE","DECAPODA (PLEOCYEMATA) ACHELATA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Palinurus",107703
"LAU",2020,12.7472,"Lamprea de mar",12747.2,186253.45,"Petromyzon marinus","Sea lamprey","PETROMYZONTIDAE","PETROMYZONTIFORMES","pesca_galicia","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon",101174
"DAB",2020,0.0015,"Limanda",1.5,2.55,"Limanda limanda","Common dab","PLEURONECTIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda",127139
"SOL",2020,185.80202,"Linguado",185802.02,2811513.98999999,"Solea solea","Common sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127160
"SOS",2020,52.61998,"Linguado de area",52619.98,253713.69,"Pegusa lascaris","Sand sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa",127156
"OAL",2020,0.17835,"Linguado de pintas",178.35,2530.62,"Solea senegalensis","Senegalese sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea",127159
"WHB",2020,20017.9249,"Lirio",20017924.9,15129976.08,"Micromesistius poutassou","Blue whiting(=Poutassou)","GADIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Micromesistius",126439
"MKG",2020,8.47473000000001,"Lirpia raiada",8474.73000000001,56877.55,"Microchirus variegatus","Thickback sole","SOLEIDAE","CARANGIFORMES (PLEURONECTOIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Pleuronectiformes","Soleidae","Microchirus",274304
"EQI",2020,48.8444,"Longueirón",48844.4,331678.44,"Ensis siliqua","Sword razor shell","PHARIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis",140735
"RAE",2020,27.22283,"Longueirón vello",27222.83,149893.33,"Solen marginatus","European razor clam","SOLENIDAE","BIVALVIA","pesca_galicia","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen",413641
"GOB",2020,11.75615,"Lorchos",11756.15,20806.7,"Gobius spp","Atlantic gobies NEI","GOBIIDAE","GOBIIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius",125988
"LBE",2020,17.23505,"Lumbrigante",17235.05,443433.53,"Homarus gammarus","European lobster","NEPHROPIDAE","DECAPODA (PLEOCYEMATA) ASTACIDEA","pesca_galicia","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",107253
"SQR",2020,146.78417,"Lura",146784.17,1702097.12,"Loligo vulgaris","European squid","LOLIGINIDAE","CEPHALOPODA (SQUIDS)","pesca_galicia","Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo",140271
"LAG",2020,0.219,"Lúa real",219,2329.75,"Lampris guttatus","Opah","LAMPRIDAE","LAMPRIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Lampriformes","Lampridae","Lampris",126522
"LCM",2020,1.5583,"Madrela",1558.3,10213.8,"Ciliata mustela","Fivebeard rockling","GAIDROPSARIDAE","GADIFORMES","pesca_galicia","Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Ciliata",126448
"USB",2020,256.96239,"Maragota",256962.39,691318.27,"Labrus bergylta","Ballan wrasse","LABRIDAE","LABRIFORMES (LABROIDEI)","pesca_galicia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Labrus",126965
