stockid,scientificname,commonname,year,TCbest,TBbest
CUSKVIb,Brosme brosme,Tusk,2012,233,NA
CUSKVIb,Brosme brosme,Tusk,2013,58,NA
CUSKVIb,Brosme brosme,Tusk,2014,38,NA
CUSKVIb,Brosme brosme,Tusk,2015,226,NA
CUSKVIb,Brosme brosme,Tusk,2016,90,NA
CUSKVIb,Brosme brosme,Tusk,2017,47,NA
CUSKXII,Brosme brosme,Tusk,1988,1,NA
CUSKXII,Brosme brosme,Tusk,1989,1,NA
CUSKXII,Brosme brosme,Tusk,1990,0,NA
CUSKXII,Brosme brosme,Tusk,1991,0,NA
CUSKXII,Brosme brosme,Tusk,1992,0,NA
CUSKXII,Brosme brosme,Tusk,1993,30,NA
CUSKXII,Brosme brosme,Tusk,1994,28,NA
CUSKXII,Brosme brosme,Tusk,1995,18,NA
CUSKXII,Brosme brosme,Tusk,1996,158,NA
CUSKXII,Brosme brosme,Tusk,1997,30,NA
CUSKXII,Brosme brosme,Tusk,1998,1,NA
CUSKXII,Brosme brosme,Tusk,1999,1,NA
CUSKXII,Brosme brosme,Tusk,2000,5,NA
CUSKXII,Brosme brosme,Tusk,2001,52,NA
CUSKXII,Brosme brosme,Tusk,2002,27,NA
CUSKXII,Brosme brosme,Tusk,2003,83,NA
CUSKXII,Brosme brosme,Tusk,2004,14,NA
CUSKXII,Brosme brosme,Tusk,2005,3,NA
CUSKXII,Brosme brosme,Tusk,2006,64,NA
CUSKXII,Brosme brosme,Tusk,2007,19,NA
CUSKXII,Brosme brosme,Tusk,2008,0,NA
CUSKXII,Brosme brosme,Tusk,2009,2,NA
CUSKXII,Brosme brosme,Tusk,2010,0,NA
CUSKXII,Brosme brosme,Tusk,2011,0,NA
CUSKXII,Brosme brosme,Tusk,2012,1,NA
CUSKXII,Brosme brosme,Tusk,2013,0,NA
CUSKXII,Brosme brosme,Tusk,2014,0,NA
CUSKXII,Brosme brosme,Tusk,2015,0,NA
CUSKXII,Brosme brosme,Tusk,2016,0,NA
DAB2232,Limanda limanda,Dab,1970,950,NA
DAB2232,Limanda limanda,Dab,1971,1010,NA
DAB2232,Limanda limanda,Dab,1972,1240,NA
DAB2232,Limanda limanda,Dab,1973,1310,NA
DAB2232,Limanda limanda,Dab,1974,1400,NA
DAB2232,Limanda limanda,Dab,1975,1530,NA
DAB2232,Limanda limanda,Dab,1976,1460,NA
DAB2232,Limanda limanda,Dab,1977,1050,NA
DAB2232,Limanda limanda,Dab,1978,1140,NA
DAB2232,Limanda limanda,Dab,1979,1640,NA
DAB2232,Limanda limanda,Dab,1980,1760,NA
DAB2232,Limanda limanda,Dab,1981,1870,NA
DAB2232,Limanda limanda,Dab,1982,2210,NA
DAB2232,Limanda limanda,Dab,1983,2330,NA
DAB2232,Limanda limanda,Dab,1984,2130,NA
DAB2232,Limanda limanda,Dab,1985,1960,NA
DAB2232,Limanda limanda,Dab,1986,2000,NA
DAB2232,Limanda limanda,Dab,1987,2180,NA
DAB2232,Limanda limanda,Dab,1988,2320,NA
DAB2232,Limanda limanda,Dab,1989,2040,NA
DAB2232,Limanda limanda,Dab,1990,2180,NA
DAB2232,Limanda limanda,Dab,1991,2170,NA
DAB2232,Limanda limanda,Dab,1992,1910,NA
DAB2232,Limanda limanda,Dab,1993,1730,NA
DAB2232,Limanda limanda,Dab,1994,3110,NA
DAB2232,Limanda limanda,Dab,1995,2940,NA
DAB2232,Limanda limanda,Dab,1996,2230,NA
DAB2232,Limanda limanda,Dab,1997,1250,NA
DAB2232,Limanda limanda,Dab,1998,960,NA
DAB2232,Limanda limanda,Dab,1999,1070,NA
DAB2232,Limanda limanda,Dab,2000,876,NA
DAB2232,Limanda limanda,Dab,2001,861,NA
DAB2232,Limanda limanda,Dab,2002,715,NA
DAB2232,Limanda limanda,Dab,2003,1230,NA
DAB2232,Limanda limanda,Dab,2004,1890,NA
DAB2232,Limanda limanda,Dab,2005,1500,NA
DAB2232,Limanda limanda,Dab,2006,1230,NA
DAB2232,Limanda limanda,Dab,2007,1500,NA
DAB2232,Limanda limanda,Dab,2008,1650,NA
DAB2232,Limanda limanda,Dab,2009,1270,NA
DAB2232,Limanda limanda,Dab,2010,1040,NA
DAB2232,Limanda limanda,Dab,2011,1270,NA
DAB2232,Limanda limanda,Dab,2012,1290,NA
DAB2232,Limanda limanda,Dab,2013,1380,NA
DAB2232,Limanda limanda,Dab,2014,1270,NA
DAB2232,Limanda limanda,Dab,2015,1270,NA
DAB2232,Limanda limanda,Dab,2016,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1965,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1966,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1967,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1968,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1969,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1970,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1971,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1972,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1973,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1974,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1975,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1976,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1977,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1978,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1979,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1980,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1981,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1982,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1983,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1984,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1985,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1986,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1987,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1988,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1989,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1990,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1991,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1992,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1993,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1994,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1995,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1996,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1997,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1998,NA,NA
DABIIIa-IV,Limanda limanda,Dab,1999,NA,NA
DABIIIa-IV,Limanda limanda,Dab,2000,NA,NA
DABIIIa-IV,Limanda limanda,Dab,2001,NA,NA
DABIIIa-IV,Limanda limanda,Dab,2002,35200,NA
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1985,NA,16200
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1986,NA,15600
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1987,NA,14600
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1988,NA,13000
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1989,NA,12200
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1990,NA,12000
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1991,NA,13100
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1992,NA,14700
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1993,NA,16700
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1994,NA,18700
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1995,NA,20200
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1996,NA,21000
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1997,NA,20600
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1998,NA,20800
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,1999,NA,21600
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2000,NA,22500
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2001,NA,24000
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2002,NA,25500
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2003,NA,27100
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2004,NA,28100
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2005,NA,29000
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2006,NA,29200
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2007,NA,29300
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2008,NA,29500
EBASSIVbc-VII,Dicentrarchus labrax,European seabass,2018,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,1995,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,1996,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,1997,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,1998,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,1999,NA,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2000,1,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2001,4,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2002,4,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2003,2,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2004,8,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2005,4,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2006,2,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2007,5,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2008,5,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2009,4,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2010,9,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2011,7,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2012,1,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2013,0,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2014,2,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2015,0.8,NA
EBASSVIa-VIIb-j,Dicentrarchus labrax,European seabass,2016,0.1,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2000,2360,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2001,2310,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2002,2390,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2003,2620,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2004,2380,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2005,2800,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2006,2880,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2007,2770,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2008,2750,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2009,2280,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2010,2230,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2011,2580,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2012,2550,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2013,2690,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2014,2990,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2015,2270,NA
EBASSVIIIab,Dicentrarchus labrax,European seabass,2016,2250,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1978,576,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1979,550,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1980,460,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1981,370,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1982,691,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1983,522,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1984,681,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1985,475,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1986,580,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1987,542,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1988,586,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1989,1030,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1990,1040,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1991,867,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1992,743,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1993,694,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1994,863,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1995,798,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1996,956,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1997,742,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1998,683,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,1999,720,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2000,775,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2001,635,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2002,518,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2003,466,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2004,676,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2005,753,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2006,905,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2007,910,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2008,614,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2009,652,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2010,814,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2011,777,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2012,701,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2013,1050,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2014,917,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2015,821,NA
EBASSVIIIc-IXa,Dicentrarchus labrax,European seabass,2016,947,NA
EFLOUN2223,Platichthys flesus,European flounder,1973,2510,NA
EFLOUN2223,Platichthys flesus,European flounder,1974,2570,NA
EFLOUN2223,Platichthys flesus,European flounder,1975,2620,NA
EFLOUN2223,Platichthys flesus,European flounder,1976,2600,NA
EFLOUN2223,Platichthys flesus,European flounder,1977,2920,NA
EFLOUN2223,Platichthys flesus,European flounder,1978,3790,NA
EFLOUN2223,Platichthys flesus,European flounder,1979,2900,NA
EFLOUN2223,Platichthys flesus,European flounder,1980,2540,NA
EFLOUN2223,Platichthys flesus,European flounder,1981,2590,NA
EFLOUN2223,Platichthys flesus,European flounder,1982,2180,NA
EFLOUN2223,Platichthys flesus,European flounder,1983,2530,NA
EFLOUN2223,Platichthys flesus,European flounder,1984,2540,NA
EFLOUN2223,Platichthys flesus,European flounder,1985,2130,NA
EFLOUN2223,Platichthys flesus,European flounder,1986,1840,NA
EFLOUN2223,Platichthys flesus,European flounder,1987,1520,NA
EFLOUN2223,Platichthys flesus,European flounder,1988,1510,NA
EFLOUN2223,Platichthys flesus,European flounder,1989,1650,NA
EFLOUN2223,Platichthys flesus,European flounder,1990,1180,NA
EFLOUN2223,Platichthys flesus,European flounder,1991,1170,NA
EFLOUN2223,Platichthys flesus,European flounder,1992,1130,NA
EFLOUN2223,Platichthys flesus,European flounder,1993,1100,NA
EFLOUN2223,Platichthys flesus,European flounder,1994,1190,NA
EFLOUN2223,Platichthys flesus,European flounder,1995,1430,NA
EFLOUN2223,Platichthys flesus,European flounder,1996,1520,NA
EFLOUN2223,Platichthys flesus,European flounder,1997,2050,NA
EFLOUN2223,Platichthys flesus,European flounder,1998,1840,NA
EFLOUN2223,Platichthys flesus,European flounder,1999,2020,NA
EFLOUN2223,Platichthys flesus,European flounder,2000,2600,NA
EFLOUN2223,Platichthys flesus,European flounder,2001,2690,NA
EFLOUN2223,Platichthys flesus,European flounder,2002,2050,NA
EFLOUN2223,Platichthys flesus,European flounder,2003,1510,NA
EFLOUN2223,Platichthys flesus,European flounder,2004,1520,NA
EFLOUN2223,Platichthys flesus,European flounder,2005,1050,NA
EFLOUN2223,Platichthys flesus,European flounder,2006,875,NA
EFLOUN2223,Platichthys flesus,European flounder,2007,1290,NA
EFLOUN2223,Platichthys flesus,European flounder,2008,1420,NA
EFLOUN2223,Platichthys flesus,European flounder,2009,1170,NA
EFLOUN2223,Platichthys flesus,European flounder,2010,1050,NA
EFLOUN2223,Platichthys flesus,European flounder,2011,1040,NA
EFLOUN2223,Platichthys flesus,European flounder,2012,1220,NA
EFLOUN2223,Platichthys flesus,European flounder,2013,1450,NA
EFLOUN2223,Platichthys flesus,European flounder,2014,1190,NA
EFLOUN2223,Platichthys flesus,European flounder,2015,1130,NA
EFLOUN2223,Platichthys flesus,European flounder,2016,NA,NA
EFLOUN2425,Platichthys flesus,European flounder,1973,5610,NA
EFLOUN2425,Platichthys flesus,European flounder,1974,6820,NA
EFLOUN2425,Platichthys flesus,European flounder,1975,5830,NA
EFLOUN2425,Platichthys flesus,European flounder,1976,4890,NA
EFLOUN2425,Platichthys flesus,European flounder,1977,6680,NA
EFLOUN2425,Platichthys flesus,European flounder,1978,4330,NA
EFLOUN2425,Platichthys flesus,European flounder,1979,4460,NA
EFLOUN2425,Platichthys flesus,European flounder,1980,4740,NA
EFLOUN2425,Platichthys flesus,European flounder,1981,4350,NA
EFLOUN2425,Platichthys flesus,European flounder,1982,6000,NA
EFLOUN2425,Platichthys flesus,European flounder,1983,6030,NA
EFLOUN2425,Platichthys flesus,European flounder,1984,5540,NA
EFLOUN2425,Platichthys flesus,European flounder,1985,6010,NA
EFLOUN2425,Platichthys flesus,European flounder,1986,7490,NA
EFLOUN2425,Platichthys flesus,European flounder,1987,5690,NA
EFLOUN2425,Platichthys flesus,European flounder,1988,5760,NA
EFLOUN2425,Platichthys flesus,European flounder,1989,6630,NA
EFLOUN2425,Platichthys flesus,European flounder,1990,4760,NA
EFLOUN2425,Platichthys flesus,European flounder,1991,5370,NA
EFLOUN2425,Platichthys flesus,European flounder,1992,4950,NA
EFLOUN2425,Platichthys flesus,European flounder,1993,5230,NA
EFLOUN2425,Platichthys flesus,European flounder,1994,8490,NA
EFLOUN2425,Platichthys flesus,European flounder,1995,12600,NA
EFLOUN2425,Platichthys flesus,European flounder,1996,10500,NA
EFLOUN2425,Platichthys flesus,European flounder,1997,8700,NA
EFLOUN2425,Platichthys flesus,European flounder,1998,8590,NA
EFLOUN2425,Platichthys flesus,European flounder,1999,7170,NA
EFLOUN2425,Platichthys flesus,European flounder,2000,8290,NA
EFLOUN2425,Platichthys flesus,European flounder,2001,10500,NA
EFLOUN2425,Platichthys flesus,European flounder,2002,13000,NA
EFLOUN2425,Platichthys flesus,European flounder,2003,9360,NA
EFLOUN2425,Platichthys flesus,European flounder,2004,11400,NA
EFLOUN2425,Platichthys flesus,European flounder,2005,12700,NA
EFLOUN2425,Platichthys flesus,European flounder,2006,10900,NA
EFLOUN2425,Platichthys flesus,European flounder,2007,11900,NA
EFLOUN2425,Platichthys flesus,European flounder,2008,10400,NA
EFLOUN2425,Platichthys flesus,European flounder,2009,10200,NA
EFLOUN2425,Platichthys flesus,European flounder,2010,11300,NA
EFLOUN2425,Platichthys flesus,European flounder,2011,10600,NA
EFLOUN2425,Platichthys flesus,European flounder,2012,10400,NA
EFLOUN2425,Platichthys flesus,European flounder,2013,14300,NA
EFLOUN2425,Platichthys flesus,European flounder,2014,14600,NA
EFLOUN2425,Platichthys flesus,European flounder,2015,11100,NA
EFLOUN2425,Platichthys flesus,European flounder,2016,NA,NA
EFLOUN26-28,Platichthys flesus,European flounder,1996,4040,NA
EFLOUN26-28,Platichthys flesus,European flounder,1997,4170,NA
EFLOUN26-28,Platichthys flesus,European flounder,1998,3940,NA
EFLOUN26-28,Platichthys flesus,European flounder,1999,3590,NA
EFLOUN26-28,Platichthys flesus,European flounder,2000,3050,NA
EFLOUN26-28,Platichthys flesus,European flounder,2001,3940,NA
EFLOUN26-28,Platichthys flesus,European flounder,2002,3800,NA
EFLOUN26-28,Platichthys flesus,European flounder,2003,3930,NA
EFLOUN26-28,Platichthys flesus,European flounder,2004,4940,NA
EFLOUN26-28,Platichthys flesus,European flounder,2005,6060,NA
EFLOUN26-28,Platichthys flesus,European flounder,2006,4520,NA
EFLOUN26-28,Platichthys flesus,European flounder,2007,5900,NA
EFLOUN26-28,Platichthys flesus,European flounder,2008,4730,NA
EFLOUN26-28,Platichthys flesus,European flounder,2009,3400,NA
EFLOUN26-28,Platichthys flesus,European flounder,2010,3580,NA
EFLOUN26-28,Platichthys flesus,European flounder,2011,3390,NA
EFLOUN26-28,Platichthys flesus,European flounder,2012,3960,NA
EFLOUN26-28,Platichthys flesus,European flounder,2013,5090,NA
EFLOUN26-28,Platichthys flesus,European flounder,2014,4610,NA
EFLOUN26-28,Platichthys flesus,European flounder,2015,4440,NA
EFLOUN26-28,Platichthys flesus,European flounder,2016,NA,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1980,1520,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1981,1660,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1982,1850,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1983,870,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1984,1610,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1985,1160,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1986,952,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1987,787,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1988,728,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1989,566,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1990,343,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1991,349,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1992,245,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1993,307,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1994,129,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1995,258,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1996,450,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1997,406,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1998,397,NA
EFLOUN27-2932,Platichthys flesus,European flounder,1999,406,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2000,422,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2001,503,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2002,523,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2003,374,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2004,373,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2005,330,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2006,344,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2007,263,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2008,249,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2009,262,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2010,227,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2011,221,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2012,190,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2013,237,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2014,183,NA
EFLOUN27-2932,Platichthys flesus,European flounder,2015,176,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1965,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1966,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1967,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1968,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1969,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1970,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1971,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1972,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1973,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1974,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1975,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1976,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1977,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1978,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1979,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1980,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1981,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1982,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1983,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1984,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1985,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1986,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1987,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1988,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1989,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1990,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1991,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1992,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1993,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1994,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1995,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1996,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1997,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1998,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,1999,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2000,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2001,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2002,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2003,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2004,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2005,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2006,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2007,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2008,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2009,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2010,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2011,NA,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2012,4140,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2013,3280,NA
EFLOUNIIIa-IV,Platichthys flesus,European flounder,2014,3310,NA
