stockid,scientificname,commonname,year,TCbest,TBbest
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1991,677000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1992,788000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1993,1180000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1994,864000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1995,930000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1996,1570000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1997,1250000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1998,1100000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,1999,932000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2000,1070000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2001,1250000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2002,988000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2003,742000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2004,784000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2005,247000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2006,377000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2007,203000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2008,15000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2009,151000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2010,391000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2011,747000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2012,551000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2013,142000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2014,518000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2015,174000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2016,300000,NA
CAPEIIa-V-XIV,Mallotus villosus,Capelin,2017,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1991,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1992,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1993,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1994,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1995,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1996,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1997,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1998,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,1999,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2000,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2001,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2002,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2003,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2004,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2005,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2006,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2007,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2008,NA,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2009,7.1,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2010,86.3,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2011,151,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2012,117,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2013,124,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2014,153,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2015,173,NA
CKRAYIIIa-IV,Leucoraja naevus,Cuckoo ray,2016,170,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,1998,NA,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,1999,NA,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2000,NA,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2001,NA,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2002,12.7,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2003,18,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2004,113,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2005,42.8,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2006,50.8,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2007,78.8,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2008,49.8,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2009,53.1,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2010,59.4,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2011,68,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2012,52.6,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2013,28.6,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2014,34.6,NA
CKRAYIXa,Leucoraja naevus,Cuckoo ray,2015,19,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,1999,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2000,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2001,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2002,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2003,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2004,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2005,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2006,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2007,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2008,NA,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2009,17.6,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2010,34.4,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2011,23.7,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2012,26.1,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2013,31.8,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2014,26.6,NA
CKRAYVIIIc,Leucoraja naevus,Cuckoo ray,2015,15,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2005,NA,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2006,NA,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2007,NA,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2008,NA,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2009,4410,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2010,4100,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2011,3920,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2012,3390,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2013,3030,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2014,3210,NA
CKRAYVI-VII,Leucoraja naevus,Cuckoo ray,2015,3360,NA
COD1IN,Gadus morhua,Atlantic cod,1911,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1912,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1913,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1914,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1915,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1916,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1917,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1918,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1919,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1920,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1921,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1922,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1923,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1924,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1925,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1926,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1927,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1928,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1929,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1930,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1931,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1932,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1933,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1934,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1935,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1936,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1937,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1938,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1939,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1940,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1941,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1942,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1943,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1944,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1945,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1946,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1947,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1948,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1949,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1950,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1951,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1952,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1953,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1954,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1955,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1956,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1957,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1958,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1959,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1960,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1961,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1962,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1963,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1964,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1965,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1966,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1967,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1968,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1969,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1970,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1971,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1972,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1973,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1974,NA,NA
COD1IN,Gadus morhua,Atlantic cod,1975,NA,NA
COD1IN,Gadus morhua,Atlantic cod,2018,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1965,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1966,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1967,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1968,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1969,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1970,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1971,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1972,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1973,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1974,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1975,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1976,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1977,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1978,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1979,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1980,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1981,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1982,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1983,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1984,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1985,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1986,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1987,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1988,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1989,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1990,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1991,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1992,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,1993,NA,NA
CODBA2224,Gadus morhua,Atlantic cod,2018,NA,34500
CODBA2532,Gadus morhua,Atlantic cod,1964,NA,NA
CODBA2532,Gadus morhua,Atlantic cod,1965,147000,NA
CODBA2532,Gadus morhua,Atlantic cod,2013,42900,NA
CODBA2532,Gadus morhua,Atlantic cod,2014,45200,NA
CODBA2532,Gadus morhua,Atlantic cod,2015,49600,NA
CODBA2532,Gadus morhua,Atlantic cod,2016,37700,NA
CODBA2532,Gadus morhua,Atlantic cod,2017,30900,NA
CODFABNK,Gadus morhua,Atlantic cod,1965,2340,NA
CODFABNK,Gadus morhua,Atlantic cod,1966,1910,NA
CODFABNK,Gadus morhua,Atlantic cod,1967,1570,NA
CODFABNK,Gadus morhua,Atlantic cod,1968,3870,NA
CODFABNK,Gadus morhua,Atlantic cod,1969,2460,NA
CODFABNK,Gadus morhua,Atlantic cod,1970,3000,NA
CODFABNK,Gadus morhua,Atlantic cod,1971,2080,NA
CODFABNK,Gadus morhua,Atlantic cod,1972,2170,NA
CODFABNK,Gadus morhua,Atlantic cod,1973,5100,NA
CODFABNK,Gadus morhua,Atlantic cod,1974,2070,NA
CODFABNK,Gadus morhua,Atlantic cod,1975,2040,NA
CODFABNK,Gadus morhua,Atlantic cod,1976,2260,NA
CODFABNK,Gadus morhua,Atlantic cod,1977,959,NA
