"year","Galician_name","total_kg","total_euros","Spanish_name","Scientific_Name","FAO"
2008,"ortiguilla de mar",836,6054,NA,NA,NA
2008,"ostra plana",15513.73,63911.06,NA,NA,NA
2008,"ovas de maruca",497,696.5,NA,NA,NA
2008,"ovas de pescada",121100.52,660657.460000002,NA,NA,NA
2008,"peixe espada",782293.68,4863069.44,NA,NA,NA
2008,"peixes mariños nep",1158231.52,1254357.34,NA,NA,NA
2008,"percebe",352660.83,10993874.41,NA,NA,NA
2008,"pescada do senegal",63789,143266.55,NA,NA,NA
2008,"piardas",60451.7,67929.57,NA,NA,NA
2008,"raias",3027991.03,5415826.57,NA,NA,NA
2008,"rei",30204.2,149487.73,NA,NA,NA
2008,"reló",66560.9,138789.57,NA,NA,NA
2008,"ripia",3815.1,43593.48,NA,NA,NA
2008,"rodaballo",52358.5,1092210.34,NA,NA,NA
2008,"rosada do cabo",25344,90577.08,NA,NA,NA
2008,"salema",35.75,27.59,NA,NA,NA
2008,"tomás",14234.55,14284.49,NA,NA,NA
2008,"volandeira",420421.92,684777.97,NA,NA,NA
2007,"acedía",43677.15,300774.73,NA,NA,NA
2007,"anguilas",28278.1,244073.65,NA,NA,NA
2007,"argazo",1055,417.4,NA,NA,NA
2007,"argazo bravo",2032,1828.8,NA,NA,NA
2007,"atúns",19528.75,137962.48,NA,NA,NA
2007,"bacoreta",112975.85,82927.3200000001,NA,NA,NA
2007,"berberecho",4708549.3,17627403.36,NA,NA,NA
2007,"bicho",1149.65,29747.57,NA,NA,NA
2007,"boga",506824.7,90955.57,NA,NA,NA
2007,"bolos",18072,18233.02,NA,NA,NA
2007,"breca",16924.05,67299.49,NA,NA,NA
2007,"cangrexo real",208.6,865.22,NA,NA,NA
2007,"cazón",262748.46,308813.04,NA,NA,NA
2007,"cigala",916308.45,13569647.54,NA,NA,NA
2007,"corno",5992.25,11119.94,NA,NA,NA
2007,"cornudas",342,860.6,NA,NA,NA
2007,"escachos",483333.58,782024.269999999,NA,NA,NA
2007,"escolar negro",59653,110246.46,NA,NA,NA
2007,"faneca",908556.610000001,1774188.44,NA,NA,NA
2007,"fideo de mar",793.02,713.74,NA,NA,NA
2007,"fodón",21866.7,33734.03,NA,NA,NA
2007,"lapas",4591.25,10718.75,NA,NA,NA
2007,"leituga de mar",522,469.8,NA,NA,NA
2007,"maragota",266439.14,646539.58,NA,NA,NA
2007,"maruca",937473.9,1594046.35,NA,NA,NA
2007,"melgas",46840,31580,NA,NA,NA
2007,"melva",2923.4,4935.42,NA,NA,NA
2007,"merlán",34822.5,30865.64,NA,NA,NA
2007,"mero",423814.85,5357889.26,NA,NA,NA
2007,"mexilla",172635.65,171353.06,NA,NA,NA
2007,"miñoca de area",153.05,3473.61,NA,NA,NA
2007,"miñoca de tubo",7.56,113.4,NA,NA,NA
2007,"muxos",47457.21,27537.64,NA,NA,NA
2007,"nécora",114120.57,2080647.63,NA,NA,NA
2007,"ostra plana",9770.24,46552.34,NA,NA,NA
2007,"ovas de pescada",120565.51,670479.260000001,NA,NA,NA
2007,"palometón",35.5,92,NA,NA,NA
2007,"peixe espada",842122.47,4978215.62,NA,NA,NA
2007,"peixes mariños nep",953361.620000002,1377877.37,NA,NA,NA
2007,"percebe",416139.74,13364229.62,NA,NA,NA
2007,"pescada do senegal",249716.5,537051.46,NA,NA,NA
2007,"piardas",50392.06,60848.92,NA,NA,NA
2007,"quimeira do cabo",7481,4216.5,NA,NA,NA
2007,"raias",3363984.05,6684980.29,NA,NA,NA
2007,"rei",49628.75,192674.2,NA,NA,NA
2007,"reló",66794,175166.68,NA,NA,NA
2007,"rodaballo",47133.6500000001,996343.330000001,NA,NA,NA
2007,"rosada do cabo",13122.5,52050.56,NA,NA,NA
2007,"tomás",36324.4,133724.31,NA,NA,NA
2007,"touca",462,462,NA,NA,NA
2007,"volandeira",407222.29,693883.71,NA,NA,NA
2006,"acedía",54444.12,350481.200000001,NA,NA,NA
2006,"anguilas",63111.15,535684.49,NA,NA,NA
2006,"argazo",26015,10197.03,NA,NA,NA
2006,"argazo bravo",1668,1501.2,NA,NA,NA
2006,"arola",435.98,871.96,NA,NA,NA
2006,"atúns",23618.25,139239.21,NA,NA,NA
2006,"bacoreta",197206.3,91946.1700000001,NA,NA,NA
2006,"berberecho",3413594.45,17214226.97,NA,NA,NA
2006,"bicho",218.39,10132.63,NA,NA,NA
2006,"boga",486740.65,85666.1399999999,NA,NA,NA
2006,"bolos",234790,101219.69,NA,NA,NA
2006,"breca",7881.35,38548.59,NA,NA,NA
2006,"cangrexo real",7.5,12,NA,NA,NA
2006,"cazón",202209.32,234718.1,NA,NA,NA
2006,"cigala",1166659.59,16510896.98,NA,NA,NA
2006,"corno",5412.5,7071.65,NA,NA,NA
2006,"cornudas",927,1431.7,NA,NA,NA
2006,"escachos",560572.13,843668.880000002,NA,NA,NA
2006,"escolar negro",29507,56227.96,NA,NA,NA
2006,"faneca",1134401.53,1971234.69,NA,NA,NA
2006,"fodón",28296.75,43467.82,NA,NA,NA
2006,"lapas",6378.46,15091.86,NA,NA,NA
2006,"limanda",1727,1662.87,NA,NA,NA
2006,"maragota",236286.86,558368.179999999,NA,NA,NA
2006,"maruca",1421786.6,2652227.12,NA,NA,NA
2006,"melgas",58375,76049.8,NA,NA,NA
2006,"melva",4075.2,8835.16,NA,NA,NA
2006,"merlán",102295.5,282162.69,NA,NA,NA
2006,"mero",130149.12,1560220.76,NA,NA,NA
2006,"mexilla",53228.14,46987.12,NA,NA,NA
2006,"muxos",45155.75,24591,NA,NA,NA
2006,"nécora",126157.48,2063139.01,NA,NA,NA
2006,"ostra plana",51262.22,230259.97,NA,NA,NA
2006,"ovas de pescada",143673.55,700540.779999999,NA,NA,NA
2006,"palometón",485,1308.7,NA,NA,NA
2006,"peixe espada",685262.13,4284010.63,NA,NA,NA
2006,"peixes mariños nep",1159700.93,1534733.37,NA,NA,NA
2006,"percebe",439500.37,13571299.89,NA,NA,NA
2006,"pescada do senegal",93127,256372.79,NA,NA,NA
2006,"piardas",127106.74,106194.87,NA,NA,NA
2006,"quimeira do cabo",13623,6077,NA,NA,NA
2006,"raias",3291386.13,6392526.54,NA,NA,NA
2006,"rei",31893.5,117535.47,NA,NA,NA
2006,"reló",453354.69,726681.3,NA,NA,NA
2006,"rodaballo",53344.6,1049210.53,NA,NA,NA
2006,"rosada do cabo",872,4373.2,NA,NA,NA
2006,"tomás",21116.5,50517.04,NA,NA,NA
2006,"touca",3111.33,3111.33,NA,NA,NA
2006,"volandeira",299808.15,713335.01,NA,NA,NA
2005,"acedía",50488.28,322130.989999999,NA,NA,NA
2005,"anguilas",31702.3,253615.93,NA,NA,NA
2005,"argazo",14858,6099.54,NA,NA,NA
2005,"argazo bravo",1764,1587.6,NA,NA,NA
2005,"atúns",67545,408985.88,NA,NA,NA
2005,"bacoreta",173538.5,61340.34,NA,NA,NA
2005,"berberecho",3564708.7,14744140.36,NA,NA,NA
2005,"bicho",52.28,5926.38,NA,NA,NA
2005,"boga",285685.3,58382.14,NA,NA,NA
2005,"bolos",278135.8,105918.05,NA,NA,NA
2005,"breca",31600.9,116478.82,NA,NA,NA
2005,"cangrexo real",53.5,98.9,NA,NA,NA
2005,"cazón",235545.11,376058.16,NA,NA,NA
2005,"cigala",1300233.17,15043355.51,NA,NA,NA
2005,"corno",2993.3,4036.35,NA,NA,NA
2005,"cornudas",750,1327.5,NA,NA,NA
2005,"escachos",546974.48,881550.350000001,NA,NA,NA
2005,"escolar negro",60861,104438.75,NA,NA,NA
2005,"faneca",1154751.55,2142760.46,NA,NA,NA
2005,"fodón",28360.85,44880.98,NA,NA,NA
2005,"lapas",499.1,1392.01,NA,NA,NA
2005,"limanda",19381,43710.5,NA,NA,NA
2005,"maragota",238685.13,563622.84,NA,NA,NA
2005,"maruca",1175086.69,2083370.16,NA,NA,NA
2005,"melgas",55213,53132.29,NA,NA,NA
2005,"melva",496.15,1306.86,NA,NA,NA
2005,"merlán",123656.2,242347.61,NA,NA,NA
2005,"mero",45590.52,751927.33,NA,NA,NA
2005,"mexilla",167552.24,157142.91,NA,NA,NA
2005,"muxos",41037.35,22973.86,NA,NA,NA
2005,"nécora",129535.28,2133921.47,NA,NA,NA
2005,"ostra plana",39416.05,106465.64,NA,NA,NA
2005,"ovas de pescada",150628.41,546810.230000001,NA,NA,NA
2005,"palometón",325.5,1397.95,NA,NA,NA
2005,"peixe espada",812720.47,5506320.52,NA,NA,NA
2005,"peixes mariños nep",1177676.78,2308970.67999999,NA,NA,NA
2005,"percebe",508963.65,14546306.05,NA,NA,NA
2005,"pescada do senegal",208825,333581.85,NA,NA,NA
2005,"piardas",137463.15,145204.97,NA,NA,NA
2005,"raias",3355390.31,5774501.64999999,NA,NA,NA
2005,"rei",44982.75,189385.34,NA,NA,NA
2005,"reló",1452079.54,2564211.87,NA,NA,NA
2005,"rodaballo",53892.72,951794.06,NA,NA,NA
2005,"rosada do cabo",13305,39945.15,NA,NA,NA
2005,"tomás",7583.5,10763.66,NA,NA,NA
2005,"touca",632,632,NA,NA,NA
2005,"volandeira",97058.9,345585.2,NA,NA,NA
2004,"acedía",43060.07,308050.74,NA,NA,NA
2004,"anguilas",35372.5,278942.8,NA,NA,NA
2004,"argazo",32745.5,14337.55,NA,NA,NA
2004,"atúns",105587.25,524986.92,NA,NA,NA
2004,"bacoreta",41923.15,17391.24,NA,NA,NA
2004,"berberecho",4219627.85,15638065.55,NA,NA,NA
2004,"bicho",51.86,6058.1,NA,NA,NA
2004,"boga",294692.5,49850.97,NA,NA,NA
2004,"bolos",153742.99,108745.83,NA,NA,NA
2004,"breca",48543.12,171158.86,NA,NA,NA
2004,"cazón",280829.25,368343.25,NA,NA,NA
2004,"cigala",1128797.46,11244736.52,NA,NA,NA
2004,"corno",3662.2,4899.25,NA,NA,NA
2004,"cornudas",606,1157.06,NA,NA,NA
2004,"escachos",500777.95,919194.929999997,NA,NA,NA
2004,"escolar negro",23776,32047.81,NA,NA,NA
2004,"faneca",1013708.33,1888881.44,NA,NA,NA
2004,"fodón",23190.14,39977.92,NA,NA,NA
2004,"lapas",430.59,715.26,NA,NA,NA
2004,"limanda",25657,25807.09,NA,NA,NA
2004,"maragota",204640.49,511985.700000002,NA,NA,NA
2004,"maruca",1284224.69,2433778.12,NA,NA,NA
2004,"melgas",9691.9,9321.86,NA,NA,NA
2004,"melva",9739.2,21068.22,NA,NA,NA
2004,"merlán",51809.77,52540.18,NA,NA,NA
2004,"mero",30116.55,521536.040000001,NA,NA,NA
2004,"mexilla",187376.13,174253.24,NA,NA,NA
2004,"muxos",16027.3,12303.48,NA,NA,NA
2004,"nécora",103787.42,1873065.5,NA,NA,NA
2004,"ostra plana",26235.48,97239.31,NA,NA,NA
2004,"ovas de pescada",96461.05,450316.97,NA,NA,NA
2004,"palometón",93,242.73,NA,NA,NA
2004,"peixe espada",1051634.7,6079943.91,NA,NA,NA
2004,"peixes mariños nep",1150476.35,2777846.46999999,NA,NA,NA
2004,"percebe",444961.34,12733334.73,NA,NA,NA
2004,"pescada do senegal",490910,739188.56,NA,NA,NA
2004,"piardas",162685.29,164676.78,NA,NA,NA
2004,"raias",3885573.50999999,5772104.72999998,NA,NA,NA
2004,"rei",4782.25,19344.65,NA,NA,NA
2004,"reló",1592102.87,2636774.51999999,NA,NA,NA
2004,"rodaballo",69479.16,1148957.61,NA,NA,NA
2004,"salema",2,10,NA,NA,NA
2004,"tomás",8773.75,12101.82,NA,NA,NA
2004,"volandeira",107411.63,372155.56,NA,NA,NA
2003,"acedía",22292,179486.88,NA,NA,NA
2003,"anguilas",31340.7,244772.44,NA,NA,NA
2003,"atúns",117830.5,506907.89,NA,NA,NA
2003,"bacoreta",39852.75,19940.61,NA,NA,NA
2003,"berberecho",3420426.88,12717804.34,NA,NA,NA
2003,"bicho",28,864,NA,NA,NA
2003,"boga",159179.5,25842.1,NA,NA,NA
2003,"bolos",109913.25,83309.15,NA,NA,NA
2003,"breca",40560.4,101498.03,NA,NA,NA
2003,"cangrexo real",3.1,2.95,NA,NA,NA
2003,"cazón",218632.66,346219.35,NA,NA,NA
2003,"cigala",713406.6,8240374.98,NA,NA,NA
2003,"corno",6343.39,8120.02,NA,NA,NA
2003,"escachos",477471.87,817730.94,NA,NA,NA
2003,"faneca",888934.160000003,1423779.69,NA,NA,NA
2003,"fodón",12738.2,21600.66,NA,NA,NA
2003,"lapas",331.5,617,NA,NA,NA
2003,"limanda",17564,26244.38,NA,NA,NA
2003,"maragota",161268.65,411442.570000001,NA,NA,NA
2003,"maruca",1738999.8,4128980.28,NA,NA,NA
2003,"melgas",269.5,377.66,NA,NA,NA
2003,"melva",1069,1936.51,NA,NA,NA
2003,"merlán",47335,81195.83,NA,NA,NA
2003,"mero",48202.46,605628.45,NA,NA,NA
2003,"mexilla",124764.8,122436.3,NA,NA,NA
2003,"muxos",15916.1,12753.42,NA,NA,NA
2003,"nécora",105978.89,1708366.92,NA,NA,NA
2003,"ostra plana",18010.75,69079.1,NA,NA,NA
2003,"ovas de pescada",81242.71,397719.55,NA,NA,NA
2003,"palometón",6031,7840.41,NA,NA,NA
2003,"peixe espada",1450012.6,6853264.3,NA,NA,NA
2003,"peixes mariños nep",1023270.86,2966995.08,NA,NA,NA
2003,"percebe",301732.83,9045714.73999999,NA,NA,NA
2003,"pescada do senegal",733059,1248691.19,NA,NA,NA
2003,"piardas",76765.7,71861.57,NA,NA,NA
2003,"raias",3878023.65,4883610.41,NA,NA,NA
2003,"rei",12491.5,34298.81,NA,NA,NA
2003,"reló",1575905.75,2548368.23,NA,NA,NA
2003,"rodaballo",62999.7700000001,970520.529999997,NA,NA,NA
2003,"tomás",6415.55,9397.58,NA,NA,NA
2003,"volandeira",47504.8,208162.28,NA,NA,NA
