"year","scientificname","total_tons","ESPECIE","STOCK","ZONA_CIEM","TAC.2016","TAC_2017","TAC_2018","TAC_2019","TAC_2020","TAC_2021","ratio_TAC_total"
2010,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2011,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2011,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2011,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2011,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2011,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2011,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2011,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2011,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2011,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2011,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2011,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2011,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2011,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2011,"raja microocellata",321764,"RAYA DE OJOS ","RJE/7FG ","vIIf, VIIg ",NA,NA,"17 ","21 ","21 ",5,1.55393393916038e-05
2011,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2011,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2011,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2011,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2011,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2011,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2011,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2011,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2012,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2012,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2012,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2012,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2012,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2012,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2012,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2012,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2012,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2012,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2012,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2012,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2012,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2012,"raja microocellata",321764,"RAYA DE OJOS ","RJE/7FG ","vIIf, VIIg ",NA,NA,"17 ","21 ","21 ",5,1.55393393916038e-05
2012,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2012,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2012,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2012,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2012,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2012,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2012,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2012,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2013,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2013,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2013,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2013,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2013,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2013,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2013,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2013,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2013,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2013,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2013,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2013,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2013,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2013,"raja microocellata",321764,"RAYA DE OJOS ","RJE/7FG ","vIIf, VIIg ",NA,NA,"17 ","21 ","21 ",5,1.55393393916038e-05
2013,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2013,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2013,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2013,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2013,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2013,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2013,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2013,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2014,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2014,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2014,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2014,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2014,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2014,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2014,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2014,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2014,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2014,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2014,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2014,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2014,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2014,"raja microocellata",321764,"RAYA DE OJOS ","RJE/7FG ","vIIf, VIIg ",NA,NA,"17 ","21 ","21 ",5,1.55393393916038e-05
2014,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2014,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2014,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2014,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2014,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2014,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2014,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2014,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2015,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2015,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2015,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2015,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2015,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2015,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2015,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2015,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2015,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2015,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2015,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2015,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2015,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2015,"raja microocellata",321764,"RAYA DE OJOS ","RJE/7FG ","vIIf, VIIg ",NA,NA,"17 ","21 ","21 ",5,1.55393393916038e-05
2015,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2015,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2015,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2015,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2015,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2015,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2015,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2015,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2016,"brosme brosme",164740,"BROSMIO ","USK/567EI ","V, VI, VII ","46 ","46 ","60 ","60 ","60 ",15,9.10525676824086e-05
2016,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2016,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2016,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2016,"molva dypterygia",329522,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000270088188345543
2016,"molva dypterygia",329522,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000100145058600033
2016,"molva molva",164760,"MARUCA"," LIN/6X14 ","VI, VII, VIII, IX, X, XII, XIV ","2837 ","3774 ","3498 ","3361 ","3361 ",840,0.00509832483612527
2016,"nephrops norvegicus",97317,"Cigala"," NEP/5BC6 ","VI, Vb ","33 ","33 ","25 ","31 ","32 ",8,8.22055755931646e-05
2016,"nephrops norvegicus",97317,"Cigala","NEP/07 ","VII ","1401 ","1521 ","1745 ","1187 ","1009 ",252,0.00258947563118469
2016,"nephrops norvegicus",97317,"Cigala","NEP/8ABDE ","VIIIa, VIIIb, VIIId, VIIIe ","234 ","250 ","217 ","233 ","233 ",239,0.00245589157084579
2016,"nephrops norvegicus",97317,"Cigala","NEP/08C ","VIIIc ","46 ","0 ","0 ","2 ","2.6",2.4,2.46616726779494e-05
2016,"nephrops norvegicus",97317,"Cigala","NEP/9/3411 ","IX, X, CPACO 3411 ","80 ","84 ","95 ","100 ","97 ",94,0.000965915513219684
2016,"pleuronectes platessa",1037412,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,2.50623667356846e-05
2016,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2016,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2016,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2016,"solea solea",1038012,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,7.70703999568406e-06
2016,"solea solea",1038012,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000248552039860811
2016,"squalus acanthias",160617,"MIELGA O GALLUDO ","DGS/15X14 ","I, V, VI, VII, VIII, XII, XIV ","102 ","129 ","111 ","111 ","99 ",25,0.000155649775553024
2016,"trachurus trachurus",337176,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.00742638859230787
2016,"trachurus trachurus",337176,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.0944136000189812
2017,"engraulis encrasicolus",161831,"ANCHOA ","ANE/08 ","VIII ","29700 ","29700 ","29700 ","29700 ","28703 ",29700,0.183524788204979
2017,"engraulis encrasicolus",161831,"ANCHOA ","ANE/9/3411 ","IX, X, CPACO 3411 ","7174 ","5978 ","5978 ",NA,NA,NA,NA
2017,"merlangius merlangus",494274,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00178038901499978
2017,"molva dypterygia",164761,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000540176376691086
2017,"molva dypterygia",164761,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000200290117200066
2017,"pleuronectes platessa",864510,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,3.00748400828215e-05
2017,"raja undulata",160900,"RAYA MOSAICO ","RJU/7DE ","VIId,VIIe ","11 ","18 ","18 ","23 ","23 ",6,3.72902423865755e-05
2017,"raja undulata",160900,"RAYA MOSAICO "," RJU/8C ","VIII ","8 ","9 ","9 ","10 ","10 ",3,1.86451211932878e-05
2017,"raja undulata",160900,"RAYA MOSAICO "," RJU/9C ","IX ","12 ","15 ","15 ","15 ","15 ",4,2.48601615910503e-05
2017,"solea solea",865010,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,9.24844799482087e-06
2017,"solea solea",865010,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000298262447832973
2017,"trachurus trachurus",168588,"JUREL","JAX/08C","VIIIc","15441 ","11890 ","14335 ","16895 ","10015 ",2504,0.0148527771846157
2017,"trachurus trachurus",168588,"JUREL","JAX/09","IX ","17744 ","18977 ","14373 ","24324 ","30237 ",31834,0.188827200037962
2018,"merlangius merlangus",164758,"MERLÁN ","WHG/08 ","VIII ","1016 ","1016 ","1016 ","1016 ","1016 ",880,0.00534116704499933
2018,"molva dypterygia",164761,"MARUCA AZUL"," BLI/5B67 ","Vb, VI, VII ","157 ","365 ","347 ","377 ","356 ",89,0.000540176376691086
2018,"molva dypterygia",164761,"MARUCA AZUL"," BLI/1 2INT ","XII ","426 ","341 ","273 ","218 ","132 ",33,0.000200290117200066
2018,"pleuronectes platessa",691608,"SOLLA"," PLE/8/3411 ","VIII, IX, X, CPACO 3411 ","66 ","66 ","66 ","66 ","59 ",26,3.75935501035269e-05
2018,"solea solea",865010,"LENGUADO COMÚN ","SOL/8AB ","VIIIa, VIIIb ","8 ","8 ","8 ","9 ","8 ",8,9.24844799482087e-06
2018,"solea solea",865010,"LENGUADOS ","SOO/8CDE34 ","VIIIc, VIIId, VIIIe,IX, X, CPACO 3411 ","403 ","403 ","403 ","403 ","323 ",258,0.000298262447832973
