"CodTempo","Year","Month","Establecementos","Viaxeiros/Noites/Estadía media","Procedencia","Zonas turísticas","DatoN","DatoN_normalized"
200605,"2006","Maio","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",14768,0.192314203487388
200605,"2006","Maio","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",10268,0.133713586227553
200605,"2006","Maio","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",4500,0.0586006172598351
200605,"2006","Maio","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.3,2.99514265994713e-05
200605,"2006","Maio","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200605,"2006","Maio","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",7439,0.096873331510203
200606,"2006","Xuño","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",4806,0.0625854592335039
200606,"2006","Xuño","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",2633,0.0342878722766991
200606,"2006","Xuño","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",16923,0.220377387975153
200606,"2006","Xuño","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",11957,0.155708351239078
200606,"2006","Xuño","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",4966,0.0646690367360758
200606,"2006","Xuño","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.3,2.99514265994713e-05
200606,"2006","Xuño","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200606,"2006","Xuño","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",13928,0.181375421598885
200607,"2006","Xullo","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",10578,0.137750517638786
200607,"2006","Xullo","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",3350,0.0436249039600995
200607,"2006","Xullo","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",32148,0.418642809704262
200607,"2006","Xullo","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",25734,0.33511739656991
200607,"2006","Xullo","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",6414,0.0835254131343517
200607,"2006","Xullo","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.3,2.99514265994713e-05
200607,"2006","Xullo","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200607,"2006","Xullo","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",16813,0.218944928442135
200608,"2006","Agosto","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",13027,0.169642275787527
200608,"2006","Agosto","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",3786,0.049302652654608
200608,"2006","Agosto","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",38759,0.504733627638656
200608,"2006","Agosto","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",31948,0.416038337826047
200608,"2006","Agosto","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",6811,0.0886952898126083
200608,"2006","Agosto","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.3,2.99514265994713e-05
200608,"2006","Agosto","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200608,"2006","Agosto","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",9864,0.128452553033559
200609,"2006","Setembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",7076,0.092146215051243
200609,"2006","Setembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",2788,0.0363063379823156
200609,"2006","Setembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",19966,0.260004427602193
200609,"2006","Setembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",15148,0.197262700055996
200609,"2006","Setembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",4818,0.0627417275461968
200609,"2006","Setembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2,2.6044718782149e-05
200609,"2006","Setembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200609,"2006","Setembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",6174,0.0804000468804938
200610,"2006","Outubro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",4849,0.0631454206873201
200610,"2006","Outubro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",1325,0.0172546261931737
200610,"2006","Outubro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",14099,0.183602245054759
200610,"2006","Outubro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",11509,0.149874334231876
200610,"2006","Outubro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",2590,0.0337279108228829
200610,"2006","Outubro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.3,2.99514265994713e-05
200610,"2006","Outubro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200610,"2006","Outubro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",3648,0.0475055670586397
200611,"2006","Novembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3264,0.0425049810524671
200611,"2006","Novembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",384,0.0050005860061726
200611,"2006","Novembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",9215,0.120001041788751
200611,"2006","Novembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",8522,0.110976546730737
200611,"2006","Novembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",693,0.00902449505801461
200611,"2006","Novembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.5,3.25558984776862e-05
200611,"2006","Novembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200611,"2006","Novembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",4066,0.0529489132841088
200612,"2006","Decembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3747,0.0487947806383561
200612,"2006","Decembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",319,0.00415413264575276
200612,"2006","Decembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",10080,0.131265382662031
200612,"2006","Decembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",9466,0.123269653995911
200612,"2006","Decembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",614,0.00799572866611973
200612,"2006","Decembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.5,3.25558984776862e-05
200612,"2006","Decembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200612,"2006","Decembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",3833,0.0499147035459885
200701,"2007","Xaneiro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3500,0.0455782578687607
200701,"2007","Xaneiro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",333,0.0043364456772278
200701,"2007","Xaneiro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",6986,0.0909742027060463
200701,"2007","Xaneiro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",6064,0.0789675873474756
200701,"2007","Xaneiro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",922,0.0120066153585707
200701,"2007","Xaneiro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.8,2.34402469039341e-05
200701,"2007","Xaneiro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200701,"2007","Xaneiro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",4313,0.0561654360537042
200702,"2007","Febreiro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3962,0.0515945879074371
200702,"2007","Febreiro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",351,0.00457084814626714
200702,"2007","Febreiro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",10556,0.137464025732182
200702,"2007","Febreiro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",9875,0.12859579898686
200702,"2007","Febreiro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",681,0.00886822674532172
200702,"2007","Febreiro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.5,3.25558984776862e-05
200702,"2007","Febreiro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200702,"2007","Febreiro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",4143,0.0539516349572216
200703,"2007","Marzo","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3746,0.048781758278965
200703,"2007","Marzo","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",397,0.00516987667825657
200703,"2007","Marzo","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",11957,0.155708351239078
200703,"2007","Marzo","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",11326,0.14749124246331
200703,"2007","Marzo","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",631,0.00821710877576799
200703,"2007","Marzo","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.9,3.7764842234116e-05
200703,"2007","Marzo","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200703,"2007","Marzo","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",7872,0.102512013126538
200704,"2007","Abril","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",6895,0.0897891680014585
200704,"2007","Abril","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",977,0.0127228451250798
200704,"2007","Abril","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",16549,0.215507025562891
200704,"2007","Abril","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",15085,0.196442291414358
200704,"2007","Abril","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",1464,0.019064734148533
200704,"2007","Abril","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.1,2.73469547212564e-05
200704,"2007","Abril","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200704,"2007","Abril","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",7058,0.0919118125822036
200705,"2007","Maio","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",5009,0.065228998189892
200705,"2007","Maio","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",2049,0.0266828143923116
200705,"2007","Maio","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",14122,0.183901759320754
200705,"2007","Maio","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",10983,0.143024573192171
200705,"2007","Maio","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",3139,0.0408771861285828
200705,"2007","Maio","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2,2.6044718782149e-05
200705,"2007","Maio","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
200705,"2007","Maio","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
200706,"2007","Xuño","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",8992,0.117097055644542
200706,"2007","Xuño","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",6570,0.0855569011993593
200706,"2007","Xuño","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",2422,0.0315401544451824
200706,"2007","Xuño","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",18825,0.245145915536977
200706,"2007","Xuño","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",14933,0.194462892786915
200706,"2007","Xuño","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",3892,0.0506830227500619
200706,"2007","Xuño","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.1,2.73469547212564e-05
200706,"2007","Xuño","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
