"CodTempo","Year","Month","Establecementos","Viaxeiros/Noites/Estadía media","Procedencia","Zonas turísticas","DatoN","DatoN_normalized"
201405,"2014","Maio","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201405,"2014","Maio","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",19235,0.250485082887318
201406,"2014","Xuño","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",7037,0.0916383430349911
201406,"2014","Xuño","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",12198,0.158846739852326
201406,"2014","Xuño","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",28659,0.373207797788803
201406,"2014","Xuño","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",13776,0.179396022971442
201406,"2014","Xuño","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",14883,0.193811774817361
201406,"2014","Xuño","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.5,1.95335390866117e-05
201406,"2014","Xuño","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201406,"2014","Xuño","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",21594,0.281204828690862
201407,"2014","Xullo","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",13145,0.171178914195674
201407,"2014","Xullo","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",8449,0.110025914495188
201407,"2014","Xullo","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",35699,0.464885207901968
201407,"2014","Xullo","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",24797,0.322915445820474
201407,"2014","Xullo","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",10902,0.141969762081494
201407,"2014","Xullo","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.7,2.21380109648266e-05
201407,"2014","Xullo","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201407,"2014","Xullo","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",30314,0.394759802581032
201408,"2014","Agosto","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",19663,0.256058652706697
201408,"2014","Agosto","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",10651,0.138701149874334
201408,"2014","Agosto","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",51743,0.673815941972367
201408,"2014","Agosto","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",38171,0.497076480316704
201408,"2014","Agosto","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",13572,0.176739461655663
201408,"2014","Agosto","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.7,2.21380109648266e-05
201408,"2014","Agosto","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201408,"2014","Agosto","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",21395,0.278613379172038
201409,"2014","Setembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",12271,0.159797372087875
201409,"2014","Setembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",9124,0.118816007084164
201409,"2014","Setembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",32523,0.423526194475915
201409,"2014","Setembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",20692,0.269458660520113
201409,"2014","Setembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",11831,0.154067533955802
201409,"2014","Setembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.5,1.95335390866117e-05
201409,"2014","Setembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201409,"2014","Setembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",15325,0.199567657668216
201410,"2014","Outubro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",6292,0.0819366852886406
201410,"2014","Outubro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",9033,0.117630972379576
201410,"2014","Outubro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",24423,0.318045083408212
201410,"2014","Outubro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",13218,0.172129546431222
201410,"2014","Outubro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",11205,0.14591553697699
201410,"2014","Outubro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.6,2.08357750257192e-05
201410,"2014","Outubro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201410,"2014","Outubro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",6027,0.0784857600500059
201411,"2014","Novembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",4357,0.0567384198669115
201411,"2014","Novembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",1670,0.0217473401830944
201411,"2014","Novembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",12398,0.161451211730541
201411,"2014","Novembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",10351,0.134794442057012
201411,"2014","Novembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",2047,0.0266567696735295
201411,"2014","Novembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.1,2.73469547212564e-05
201411,"2014","Novembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201411,"2014","Novembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",3609,0.0469976950423878
201412,"2014","Decembro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",2969,0.0386633850321001
201412,"2014","Decembro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",640,0.00833431001028766
201412,"2014","Decembro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",7653,0.099660116419893
201412,"2014","Decembro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",6313,0.0822101548358532
201412,"2014","Decembro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",1340,0.0174499615840398
201412,"2014","Decembro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.1,2.73469547212564e-05
201412,"2014","Decembro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201412,"2014","Decembro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",1688,0.0219817426521337
201501,"2015","Xaneiro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",1559,0.0203018582906851
201501,"2015","Xaneiro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",129,0.00167988436144861
201501,"2015","Xaneiro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",2646,0.0344571629487831
201501,"2015","Xaneiro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",2442,0.0318006016330039
201501,"2015","Xaneiro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",204,0.00265656131577919
201501,"2015","Xaneiro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.6,2.08357750257192e-05
201501,"2015","Xaneiro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201501,"2015","Xaneiro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",2842,0.0370095453894337
201502,"2015","Febreiro","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",2623,0.0341576486827883
201502,"2015","Febreiro","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",219,0.00285189670664531
201502,"2015","Febreiro","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",6909,0.0899714810329336
201502,"2015","Febreiro","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",6562,0.0854527223242307
201502,"2015","Febreiro","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",347,0.00451875870870284
201502,"2015","Febreiro","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2.4,3.12536625385787e-05
201502,"2015","Febreiro","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201502,"2015","Febreiro","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",5741,0.0747613652641586
201503,"2015","Marzo","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",3867,0.050357463765285
201503,"2015","Marzo","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",1874,0.0244039014988736
201503,"2015","Marzo","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",11320,0.147413108306963
201503,"2015","Marzo","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",8938,0.116393848237424
201503,"2015","Marzo","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",2382,0.0310192600695394
201503,"2015","Marzo","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",2,2.6044718782149e-05
201503,"2015","Marzo","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201503,"2015","Marzo","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",8773,0.114245158937896
201504,"2015","Abril","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",5233,0.0681460066934927
201504,"2015","Abril","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",3540,0.0460991522444036
201504,"2015","Abril","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",15152,0.19731478949356
201504,"2015","Abril","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",10514,0.136917086637757
201504,"2015","Abril","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",4638,0.0603977028558034
201504,"2015","Abril","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.7,2.21380109648266e-05
201504,"2015","Abril","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201504,"2015","Abril","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",16319,0.212511882902944
201505,"2015","Maio","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",5984,0.0779257985961897
201505,"2015","Maio","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",10335,0.134586084306755
201505,"2015","Maio","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",23752,0.309307080256801
201505,"2015","Maio","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",11973,0.155916708989335
201505,"2015","Maio","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",11779,0.153390371267466
201505,"2015","Maio","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.5,1.95335390866117e-05
201505,"2015","Maio","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201505,"2015","Maio","Turismo rural","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Hoteleiros","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",20941,0.272701228008491
201506,"2015","Xuño","Hoteleiros","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",8159,0.106249430271777
201506,"2015","Xuño","Hoteleiros","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",12782,0.166451797736714
201506,"2015","Xuño","Hoteleiros","Noites","Todas as procedencias","Costa da Morte (A Coruña)",32816,0.4273417457775
201506,"2015","Xuño","Hoteleiros","Noites","Residentes en España","Costa da Morte (A Coruña)",18203,0.237046007995729
201506,"2015","Xuño","Hoteleiros","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",14613,0.190295737781771
201506,"2015","Xuño","Hoteleiros","Estadía media","Todas as procedencias","Costa da Morte (A Coruña)",1.6,2.08357750257192e-05
201506,"2015","Xuño","Hoteleiros","Estadía media","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Hoteleiros","Estadía media","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Viaxeiros","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Viaxeiros","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Viaxeiros","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Noites","Todas as procedencias","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Noites","Residentes en España","Costa da Morte (A Coruña)",NA,NA
201506,"2015","Xuño","Turismo rural","Noites","Residentes no estranxeiro","Costa da Morte (A Coruña)",NA,NA
