"Destinos","Indicadores","Orixe dos viaxeiros","CodTempo","Tempo","DatoN","DatoN_normalized"
"Costa da Morte","Indicador Poboación (1)","Todas",2017,2017,0.91,3.74467066075969e-06
"Deza - Tabeirós","Indicador Poboación (1)","Todas",2017,2017,0.54,3.71381944400437e-06
"Ferrolterra","Indicador Poboación (1)","Todas",2017,2017,0.6,3.71882234401875e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Todas",2017,2017,0.81,3.73633249406906e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Todas",2017,2017,0.65,3.72299142736406e-06
"Mariña Lucense","Indicador Poboación (1)","Todas",2017,2017,1.55,3.79803492757969e-06
"O Ribeiro","Indicador Poboación (1)","Todas",2017,2017,0.76,3.73216341072375e-06
"Ría de Arousa","Indicador Poboación (1)","Todas",2017,2017,3.14,3.93061177796062e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Todas",2017,2017,0.76,3.73216341072375e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2017,2017,0.79,3.73466486073094e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2017,2017,0.75,3.73132959405469e-06
"Ribeira Sacra","Indicador Poboación (1)","Todas",2017,2017,1.49,3.79303202756531e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Todas",2017,2017,0.6,3.71882234401875e-06
"Terras de Santiago","Indicador Poboación (1)","Todas",2017,2017,1.89,3.82638469432781e-06
"Verín - Viana","Indicador Poboación (1)","Todas",2017,2017,0.59,3.71798852734969e-06
"Galicia","Indicador Poboación (2)","Todas",2017,2017,3.94,3.99731711148562e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Todas",2017,2017,3.14,3.93061177796062e-06
"Ancares - Courel","Indicador Poboación (2)","Todas",2017,2017,5.26,4.10738091180187e-06
"Celanova - Limia","Indicador Poboación (2)","Todas",2017,2017,1.38,3.78386004420562e-06
"Costa da Morte","Indicador Poboación (2)","Todas",2017,2017,3.31,3.94478666133469e-06
"Deza - Tabeirós","Indicador Poboación (2)","Todas",2017,2017,1.97,3.83305522768031e-06
"Ferrolterra","Indicador Poboación (2)","Todas",2017,2017,2.18,3.85056537773062e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Todas",2017,2017,2.97,3.91643689458656e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Todas",2017,2017,2.37,3.86640789444281e-06
"Mariña Lucense","Indicador Poboación (2)","Todas",2017,2017,5.67,4.14156739523344e-06
"O Ribeiro","Indicador Poboación (2)","Todas",2017,2017,2.78,3.90059437787437e-06
"Ría de Arousa","Indicador Poboación (2)","Todas",2017,2017,11.47,4.62518106328969e-06
"Ría de Muros e Noia","Indicador Poboación (2)","Todas",2017,2017,2.79,3.90142819454344e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2017,2017,2.9,3.91060017790312e-06
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2017,2017,2.72,3.89559147786e-06
"Ribeira Sacra","Indicador Poboación (2)","Todas",2017,2017,5.44,4.122389611845e-06
"Terras de Ourense e Allariz","Indicador Poboación (2)","Todas",2017,2017,2.2,3.85223301106875e-06
"Terras de Santiago","Indicador Poboación (2)","Todas",2017,2017,6.89,4.24329302885906e-06
"Verín - Viana","Indicador Poboación (2)","Todas",2017,2017,2.15,3.84806392772344e-06
"Galicia","Indicador Estacional (1)","Todas",2017,2017,32.7,6.39537385170937e-06
"A Coruña e As Mariñas","Indicador Estacional (1)","Todas",2017,2017,29,6.08686168415625e-06
"Ancares - Courel","Indicador Estacional (1)","Todas",2017,2017,30.8,6.2369486845875e-06
"Celanova - Limia","Indicador Estacional (1)","Todas",2017,2017,27.2,5.936774683725e-06
"Costa da Morte","Indicador Estacional (1)","Todas",2017,2017,37.1,6.76225318609687e-06
"Deza - Tabeirós","Indicador Estacional (1)","Todas",2017,2017,33.5,6.46207918523437e-06
"Ferrolterra","Indicador Estacional (1)","Todas",2017,2017,37.9,6.82895851962187e-06
"Lugo e a Terra Chá","Indicador Estacional (1)","Todas",2017,2017,26.6,5.88674568358125e-06
"Manzaneda - Trevinca","Indicador Estacional (1)","Todas",2017,2017,24,5.669953349625e-06
"Mariña Lucense","Indicador Estacional (1)","Todas",2017,2017,38.3,6.86231118638437e-06
"O Ribeiro","Indicador Estacional (1)","Todas",2017,2017,24.1,5.67829151631562e-06
"Ría de Arousa","Indicador Estacional (1)","Todas",2017,2017,44.5,7.37927752120312e-06
"Ría de Muros e Noia","Indicador Estacional (1)","Todas",2017,2017,41.7,7.14580885386562e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2017,2017,29.6,6.1368906843e-06
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2017,2017,35.4,6.62050435235625e-06
"Ribeira Sacra","Indicador Estacional (1)","Todas",2017,2017,27.9,5.99514185055938e-06
"Terras de Ourense e Allariz","Indicador Estacional (1)","Todas",2017,2017,22.5,5.54488084926562e-06
"Terras de Santiago","Indicador Estacional (1)","Todas",2017,2017,25.5,5.79502584998437e-06
"Verín - Viana","Indicador Estacional (1)","Todas",2017,2017,25.6,5.803364016675e-06
"Galicia","Indicador Estacional (2)","Todas",2017,2017,-6,3.1685033424375e-06
"A Coruña e As Mariñas","Indicador Estacional (2)","Todas",2017,2017,-3.2,3.401972009775e-06
"Ancares - Courel","Indicador Estacional (2)","Todas",2017,2017,-2,3.5020300100625e-06
"Celanova - Limia","Indicador Estacional (2)","Todas",2017,2017,-7.2,3.06844534215e-06
"Costa da Morte","Indicador Estacional (2)","Todas",2017,2017,-11.4,2.71824234114375e-06
"Deza - Tabeirós","Indicador Estacional (2)","Todas",2017,2017,-1,3.58541167696875e-06
"Ferrolterra","Indicador Estacional (2)","Todas",2017,2017,-7.5,3.04343084207812e-06
"Lugo e a Terra Chá","Indicador Estacional (2)","Todas",2017,2017,-0.2,3.65211701049375e-06
"Manzaneda - Trevinca","Indicador Estacional (2)","Todas",2017,2017,0.2,3.68546967725625e-06
"Mariña Lucense","Indicador Estacional (2)","Todas",2017,2017,-11.6,2.7015660077625e-06
"O Ribeiro","Indicador Estacional (2)","Todas",2017,2017,-0.6,3.61876434373125e-06
"Ría de Arousa","Indicador Estacional (2)","Todas",2017,2017,-11.6,2.7015660077625e-06
"Ría de Muros e Noia","Indicador Estacional (2)","Todas",2017,2017,-18.8,2.1012180060375e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2017,2017,-7.8,3.01841634200625e-06
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2017,2017,-6.4,3.135150675675e-06
"Ribeira Sacra","Indicador Estacional (2)","Todas",2017,2017,-1.5,3.54372084351562e-06
"Terras de Ourense e Allariz","Indicador Estacional (2)","Todas",2017,2017,-0.8,3.60208801035e-06
"Terras de Santiago","Indicador Estacional (2)","Todas",2017,2017,-2.9,3.42698650984687e-06
"Verín - Viana","Indicador Estacional (2)","Todas",2017,2017,-0.2,3.65211701049375e-06
"Galicia","Noites","Fóra de Galicia",2017,2017,7734842,0.644947688009816
"A Coruña e As Mariñas","Noites","Fóra de Galicia",2017,2017,993710,0.0828608650147536
"Ancares - Courel","Noites","Fóra de Galicia",2017,2017,69438,0.00579352497998006
"Celanova - Limia","Noites","Fóra de Galicia",2017,2017,25959,0.00216817348456322
"Costa da Morte","Noites","Fóra de Galicia",2017,2017,271138,0.0226116071949707
"Deza - Tabeirós","Noites","Fóra de Galicia",2017,2017,80447,0.00671147375095097
"Ferrolterra","Noites","Fóra de Galicia",2017,2017,292117,0.0243608711849969
"Lugo e a Terra Chá","Noites","Fóra de Galicia",2017,2017,399063,0.0332782069339527
"Manzaneda - Trevinca","Noites","Fóra de Galicia",2017,2017,25793,0.00215433212785678
"Mariña Lucense","Noites","Fóra de Galicia",2017,2017,304052,0.025356031379523
"O Ribeiro","Noites","Fóra de Galicia",2017,2017,54447,0.00454355041138847
"Ría de Arousa","Noites","Fóra de Galicia",2017,2017,1533971,0.127908727759191
"Ría de Muros e Noia","Noites","Fóra de Galicia",2017,2017,72759,0.00607043549577572
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2017,2017,1078081,0.0898958596333008
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2017,2017,400154,0.0333691763325474
"Ribeira Sacra","Noites","Fóra de Galicia",2017,2017,196381,0.0163782439220602
"Terras de Ourense e Allariz","Noites","Fóra de Galicia",2017,2017,182061,0.0151842184519627
"Terras de Santiago","Noites","Fóra de Galicia",2017,2017,1714487,0.14296045274244
"Verín - Viana","Noites","Fóra de Galicia",2017,2017,40783,0.00340422331478147
"Galicia","Indicador Área","Fóra de Galicia",2017,2017,262,2.55147900733125e-05
"A Coruña e As Mariñas","Indicador Área","Fóra de Galicia",2017,2017,1056,9.1719833596875e-05
"Ancares - Courel","Indicador Área","Fóra de Galicia",2017,2017,32,6.337006684875e-06
"Celanova - Limia","Indicador Área","Fóra de Galicia",2017,2017,15,4.91951834746875e-06
"Costa da Morte","Indicador Área","Fóra de Galicia",2017,2017,158,1.68430967150625e-05
"Deza - Tabeirós","Indicador Área","Fóra de Galicia",2017,2017,55,8.25478502371875e-06
"Ferrolterra","Indicador Área","Fóra de Galicia",2017,2017,184,1.9011020054625e-05
"Lugo e a Terra Chá","Indicador Área","Fóra de Galicia",2017,2017,94,1.15066700330625e-05
"Manzaneda - Trevinca","Indicador Área","Fóra de Galicia",2017,2017,18,5.1696633481875e-06
"Mariña Lucense","Indicador Área","Fóra de Galicia",2017,2017,218,2.18459967294375e-05
"O Ribeiro","Indicador Área","Fóra de Galicia",2017,2017,54,8.1714033568125e-06
"Ría de Arousa","Indicador Área","Fóra de Galicia",2017,2017,2436,0.0002067865339275
"Ría de Muros e Noia","Indicador Área","Fóra de Galicia",2017,2017,181,1.87608750539062e-05
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2017,2017,669,5.94511285041562e-05
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2017,2017,379,3.52704451013437e-05
"Ribeira Sacra","Indicador Área","Fóra de Galicia",2017,2017,77,1.00891816956562e-05
"Terras de Ourense e Allariz","Indicador Área","Fóra de Galicia",2017,2017,228,2.26798133985e-05
"Terras de Santiago","Indicador Área","Fóra de Galicia",2017,2017,566,5.08628168128125e-05
"Verín - Viana","Indicador Área","Fóra de Galicia",2017,2017,23,5.58657168271875e-06
"Galicia","Indicador Costa","Fóra de Galicia",2017,2017,3057,0.000258566549076281
"A Coruña e As Mariñas","Indicador Costa","Fóra de Galicia",2017,2017,5154,0.000433417904578687
"Ancares - Courel","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Celanova - Limia","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Costa da Morte","Indicador Costa","Fóra de Galicia",2017,2017,595,5.32808851530937e-05
"Deza - Tabeirós","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Ferrolterra","Indicador Costa","Fóra de Galicia",2017,2017,610,5.45316101566875e-05
"Lugo e a Terra Chá","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Manzaneda - Trevinca","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Mariña Lucense","Indicador Costa","Fóra de Galicia",2017,2017,1159,0.000100308145288219
"O Ribeiro","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Ría de Arousa","Indicador Costa","Fóra de Galicia",2017,2017,3097,0.000261901815752531
"Ría de Muros e Noia","Indicador Costa","Fóra de Galicia",2017,2017,508,4.602668013225e-05
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2017,2017,3682,0.000310680090892687
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2017,2017,1923,0.000164011738804594
"Ribeira Sacra","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Terras de Ourense e Allariz","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Terras de Santiago","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Verín - Viana","Indicador Costa","Fóra de Galicia",2017,2017,NA,NA
"Galicia","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.78,3.73383104406187e-06
"A Coruña e As Mariñas","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.63,3.72132379402594e-06
"Ancares - Courel","Indicador Poboación (1)","Fóra de Galicia",2017,2017,1.05,3.75634409412656e-06
"Celanova - Limia","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.16,3.68213441058e-06
"Costa da Morte","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.64,3.722157610695e-06
"Deza - Tabeirós","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.33,3.69630929395406e-06
"Ferrolterra","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.42,3.70381364397562e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.57,3.71632089401156e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.24,3.6888049439325e-06
"Mariña Lucense","Indicador Poboación (1)","Fóra de Galicia",2017,2017,1.17,3.76634989415531e-06
"O Ribeiro","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.33,3.69630929395406e-06
"Ría de Arousa","Indicador Poboación (1)","Fóra de Galicia",2017,2017,2.2,3.85223301106875e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.47,3.70798272732094e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.56,3.7154870773425e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.48,3.70881654399e-06
"Ribeira Sacra","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.88,3.7421692107525e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.33,3.69630929395406e-06
"Terras de Santiago","Indicador Poboación (1)","Fóra de Galicia",2017,2017,1.72,3.81220981095375e-06
"Verín - Viana","Indicador Poboación (1)","Fóra de Galicia",2017,2017,0.34,3.69714311062312e-06
"Galicia","Indicador Poboación (2)","Fóra de Galicia",2017,2017,2.86,3.90726491122687e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Fóra de Galicia",2017,2017,2.31,3.86140499442844e-06
"Ancares - Courel","Indicador Poboación (2)","Fóra de Galicia",2017,2017,3.84,3.988978944795e-06
"Celanova - Limia","Indicador Poboación (2)","Fóra de Galicia",2017,2017,0.59,3.71798852734969e-06
"Costa da Morte","Indicador Poboación (2)","Fóra de Galicia",2017,2017,2.32,3.8622388110975e-06
"Deza - Tabeirós","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.2,3.7688513441625e-06
"Ferrolterra","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.53,3.79636729424156e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Fóra de Galicia",2017,2017,2.09,3.84306102770906e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Fóra de Galicia",2017,2017,0.87,3.74133539408344e-06
"Mariña Lucense","Indicador Poboación (2)","Fóra de Galicia",2017,2017,4.26,4.02399924489562e-06
"O Ribeiro","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.19,3.76801752749344e-06
"Ría de Arousa","Indicador Poboación (2)","Fóra de Galicia",2017,2017,8.03,4.33834812913219e-06
"Ría de Muros e Noia","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.72,3.81220981095375e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2017,2017,2.06,3.84055957770187e-06
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.75,3.81471126096094e-06
"Ribeira Sacra","Indicador Poboación (2)","Fóra de Galicia",2017,2017,3.23,3.93811612798219e-06
"Terras de Ourense e Allariz","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.22,3.77051897750062e-06
"Terras de Santiago","Indicador Poboación (2)","Fóra de Galicia",2017,2017,6.28,4.19243021204625e-06
"Verín - Viana","Indicador Poboación (2)","Fóra de Galicia",2017,2017,1.24,3.77218661083875e-06
"Galicia","Indicador Estacional (1)","Fóra de Galicia",2017,2017,38.8,6.9040020198375e-06
"A Coruña e As Mariñas","Indicador Estacional (1)","Fóra de Galicia",2017,2017,33.7,6.47875551861562e-06
"Ancares - Courel","Indicador Estacional (1)","Fóra de Galicia",2017,2017,36,6.6705333525e-06
"Celanova - Limia","Indicador Estacional (1)","Fóra de Galicia",2017,2017,38.5,6.87898751976562e-06
"Costa da Morte","Indicador Estacional (1)","Fóra de Galicia",2017,2017,50.2,7.85455302256875e-06
"Deza - Tabeirós","Indicador Estacional (1)","Fóra de Galicia",2017,2017,43.6,7.3042340209875e-06
"Ferrolterra","Indicador Estacional (1)","Fóra de Galicia",2017,2017,46,7.5043500215625e-06
"Lugo e a Terra Chá","Indicador Estacional (1)","Fóra de Galicia",2017,2017,31.9,6.32866851818437e-06
"Manzaneda - Trevinca","Indicador Estacional (1)","Fóra de Galicia",2017,2017,34,6.5037700186875e-06
"Mariña Lucense","Indicador Estacional (1)","Fóra de Galicia",2017,2017,50.8,7.9045820227125e-06
"O Ribeiro","Indicador Estacional (1)","Fóra de Galicia",2017,2017,27.5,5.96178918379687e-06
"Ría de Arousa","Indicador Estacional (1)","Fóra de Galicia",2017,2017,53.1,8.09635985659687e-06
"Ría de Muros e Noia","Indicador Estacional (1)","Fóra de Galicia",2017,2017,60.4,8.7050460250125e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2017,2017,36.7,6.72890051933437e-06
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2017,2017,43.7,7.31257218767812e-06
"Ribeira Sacra","Indicador Estacional (1)","Fóra de Galicia",2017,2017,32.3,6.36202118494687e-06
"Terras de Ourense e Allariz","Indicador Estacional (1)","Fóra de Galicia",2017,2017,27.2,5.936774683725e-06
"Terras de Santiago","Indicador Estacional (1)","Fóra de Galicia",2017,2017,27.1,5.92843651703437e-06
"Verín - Viana","Indicador Estacional (1)","Fóra de Galicia",2017,2017,25.9,5.82837851674688e-06
"Galicia","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-0.9,3.59374984365937e-06
"A Coruña e As Mariñas","Indicador Estacional (2)","Fóra de Galicia",2017,2017,0.9,3.74383684409062e-06
"Ancares - Courel","Indicador Estacional (2)","Fóra de Galicia",2017,2017,1,3.75217501078125e-06
"Celanova - Limia","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-3.7,3.36028117632187e-06
"Costa da Morte","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-4,3.33526667625e-06
"Deza - Tabeirós","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-1.4,3.55205901020625e-06
"Ferrolterra","Indicador Estacional (2)","Fóra de Galicia",2017,2017,2,3.8355566776875e-06
"Lugo e a Terra Chá","Indicador Estacional (2)","Fóra de Galicia",2017,2017,0.8,3.7354986774e-06
"Manzaneda - Trevinca","Indicador Estacional (2)","Fóra de Galicia",2017,2017,4.1,4.01065817819062e-06
"Mariña Lucense","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-3.8,3.35194300963125e-06
"O Ribeiro","Indicador Estacional (2)","Fóra de Galicia",2017,2017,0.5,3.71048417732812e-06
"Ría de Arousa","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-1,3.58541167696875e-06
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2017,2017,2.4,3.86890934445e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-3.7,3.36028117632187e-06
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2017,2017,0.1,3.67713151056562e-06
"Ribeira Sacra","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-2.4,3.4686773433e-06
"Terras de Ourense e Allariz","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-0.8,3.60208801035e-06
"Terras de Santiago","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-2.9,3.42698650984687e-06
"Verín - Viana","Indicador Estacional (2)","Fóra de Galicia",2017,2017,-4.5,3.29357584279687e-06
"Galicia","Noites","Todas",2018,2018,10295875,0.85849088855173
"A Coruña e As Mariñas","Noites","Todas",2018,2018,1336614,0.111452772123574
"Ancares - Courel","Noites","Todas",2018,2018,71008,0.00592443419702287
"Celanova - Limia","Noites","Todas",2018,2018,65894,0.00549802035246431
"Costa da Morte","Noites","Todas",2018,2018,297574,0.0248158849413043
"Deza - Tabeirós","Noites","Todas",2018,2018,121286,0.0101166976457353
"Ferrolterra","Noites","Todas",2018,2018,432062,0.0360297185601921
"Lugo e a Terra Chá","Noites","Todas",2018,2018,556381,0.0463956440083102
"Manzaneda - Trevinca","Noites","Todas",2018,2018,78779,0.00657239313055134
"Mariña Lucense","Noites","Todas",2018,2018,410224,0.0342088297182934
"O Ribeiro","Noites","Todas",2018,2018,120021,0.0100112198370989
"Ría de Arousa","Noites","Todas",2018,2018,2025978,0.168933091548734
"Ría de Muros e Noia","Noites","Todas",2018,2018,128068,0.0106821921106935
"Ría de Vigo e Baixo Miño","Noites","Todas",2018,2018,1552168,0.129426023951884
"Ría e Terras de Pontevedra","Noites","Todas",2018,2018,634581,0.0529160903603789
"Ribeira Sacra","Noites","Todas",2018,2018,319501,0.0266441947515577
"Terras de Ourense e Allariz","Noites","Todas",2018,2018,334145,0.0278652358817328
"Terras de Santiago","Noites","Todas",2018,2018,1744279,0.145444559362911
"Verín - Viana","Noites","Todas",2018,2018,67310,0.00561608879280356
"Galicia","Indicador Área","Todas",2018,2018,348,3.268561342725e-05
"A Coruña e As Mariñas","Indicador Área","Todas",2018,2018,1420,0.00012207076035075
"Ancares - Courel","Indicador Área","Todas",2018,2018,32,6.337006684875e-06
"Celanova - Limia","Indicador Área","Todas",2018,2018,37,6.75391501940625e-06
"Costa da Morte","Indicador Área","Todas",2018,2018,173,1.80938217186562e-05
"Deza - Tabeirós","Indicador Área","Todas",2018,2018,82,1.05060900301875e-05
"Ferrolterra","Indicador Área","Todas",2018,2018,272,2.6348606742375e-05
"Lugo e a Terra Chá","Indicador Área","Todas",2018,2018,131,1.45917917085937e-05
"Manzaneda - Trevinca","Indicador Área","Todas",2018,2018,56,8.338166690625e-06
"Mariña Lucense","Indicador Área","Todas",2018,2018,294,2.81830034143125e-05
"O Ribeiro","Indicador Área","Todas",2018,2018,119,1.35912117057187e-05
"Ría de Arousa","Indicador Área","Todas",2018,2018,3218,0.000271990997448187
"Ría de Muros e Noia","Indicador Área","Todas",2018,2018,319,3.02675450869687e-05
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2018,2018,963,8.39653385745937e-05
"Ría e Terras de Pontevedra","Indicador Área","Todas",2018,2018,602,5.38645568214375e-05
"Ribeira Sacra","Indicador Área","Todas",2018,2018,125,1.40915017071562e-05
"Terras de Ourense e Allariz","Indicador Área","Todas",2018,2018,419,3.86057117775937e-05
"Terras de Santiago","Indicador Área","Todas",2018,2018,576,5.1696633481875e-05
"Verín - Viana","Indicador Área","Todas",2018,2018,38,6.8372966863125e-06
"Galicia","Indicador Costa","Todas",2018,2018,4069,0.000342948795985406
"A Coruña e As Mariñas","Indicador Costa","Todas",2018,2018,6932,0.000581670508338
"Ancares - Courel","Indicador Costa","Todas",2018,2018,NA,NA
"Celanova - Limia","Indicador Costa","Todas",2018,2018,NA,NA
"Costa da Morte","Indicador Costa","Todas",2018,2018,653,5.81170218336562e-05
"Deza - Tabeirós","Indicador Costa","Todas",2018,2018,NA,NA
"Ferrolterra","Indicador Costa","Todas",2018,2018,903,7.89624385602187e-05
"Lugo e a Terra Chá","Indicador Costa","Todas",2018,2018,NA,NA
"Manzaneda - Trevinca","Indicador Costa","Todas",2018,2018,NA,NA
"Mariña Lucense","Indicador Costa","Todas",2018,2018,1564,0.00013407772038525
"O Ribeiro","Indicador Costa","Todas",2018,2018,NA,NA
"Ría de Arousa","Indicador Costa","Todas",2018,2018,4090,0.000344699810990437
"Ría de Muros e Noia","Indicador Costa","Todas",2018,2018,895,7.82953852249687e-05
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2018,2018,5301,0.000445675009613906
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2018,2018,3049,0.000257899495741031
"Ribeira Sacra","Indicador Costa","Todas",2018,2018,NA,NA
"Terras de Ourense e Allariz","Indicador Costa","Todas",2018,2018,NA,NA
"Terras de Santiago","Indicador Costa","Todas",2018,2018,NA,NA
"Verín - Viana","Indicador Costa","Todas",2018,2018,NA,NA
"Galicia","Indicador Poboación (1)","Todas",2018,2018,1.04,3.7555102774575e-06
"A Coruña e As Mariñas","Indicador Poboación (1)","Todas",2018,2018,0.85,3.73966776074531e-06
"Ancares - Courel","Indicador Poboación (1)","Todas",2018,2018,1.1,3.76051317747187e-06
"Celanova - Limia","Indicador Poboación (1)","Todas",2018,2018,0.42,3.70381364397562e-06
"Costa da Morte","Indicador Poboación (1)","Todas",2018,2018,0.7,3.72716051070937e-06
"Deza - Tabeirós","Indicador Poboación (1)","Todas",2018,2018,0.5,3.71048417732812e-06
"Ferrolterra","Indicador Poboación (1)","Todas",2018,2018,0.62,3.72048997735687e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Todas",2018,2018,0.8,3.7354986774e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Todas",2018,2018,0.74,3.73049577738562e-06
"Mariña Lucense","Indicador Poboación (1)","Todas",2018,2018,1.58,3.80053637758687e-06
"O Ribeiro","Indicador Poboación (1)","Todas",2018,2018,0.73,3.72966196071656e-06
"Ría de Arousa","Indicador Poboación (1)","Todas",2018,2018,2.91,3.91143399457219e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Todas",2018,2018,0.84,3.73883394407625e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2018,2018,0.81,3.73633249406906e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2018,2018,0.76,3.73216341072375e-06
"Ribeira Sacra","Indicador Poboación (1)","Todas",2018,2018,1.46,3.79053057755812e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Todas",2018,2018,0.61,3.71965616068781e-06
"Terras de Santiago","Indicador Poboación (1)","Todas",2018,2018,1.75,3.81471126096094e-06
"Verín - Viana","Indicador Poboación (1)","Todas",2018,2018,0.57,3.71632089401156e-06
"Galicia","Indicador Poboación (2)","Todas",2018,2018,3.81,3.98647749478781e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Todas",2018,2018,3.1,3.92727651128437e-06
"Ancares - Courel","Indicador Poboación (2)","Todas",2018,2018,4.01,4.00315382816906e-06
"Celanova - Limia","Indicador Poboación (2)","Todas",2018,2018,1.52,3.7955334775725e-06
"Costa da Morte","Indicador Poboación (2)","Todas",2018,2018,2.57,3.88308422782406e-06
"Deza - Tabeirós","Indicador Poboación (2)","Todas",2018,2018,1.81,3.81971416097531e-06
"Ferrolterra","Indicador Poboación (2)","Todas",2018,2018,2.28,3.85890354442125e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Todas",2018,2018,2.92,3.91226781124125e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Todas",2018,2018,2.68,3.89225621118375e-06
"Mariña Lucense","Indicador Poboación (2)","Todas",2018,2018,5.77,4.14990556192406e-06
"O Ribeiro","Indicador Poboación (2)","Todas",2018,2018,2.65,3.88975476117656e-06
"Ría de Arousa","Indicador Poboación (2)","Todas",2018,2018,10.63,4.55514046308844e-06
