"Destinos","Indicadores","Orixe dos viaxeiros","CodTempo","Tempo","DatoN","DatoN_normalized"
"Ancares - Courel","Indicador Poboación (1)","Todas",2014,2014,1.17,3.76634989415531e-06
"Celanova - Limia","Indicador Poboación (1)","Todas",2014,2014,0.33,3.69630929395406e-06
"Costa da Morte","Indicador Poboación (1)","Todas",2014,2014,0.72,3.7288281440475e-06
"Deza - Tabeirós","Indicador Poboación (1)","Todas",2014,2014,0.27,3.69130639393969e-06
"Ferrolterra","Indicador Poboación (1)","Todas",2014,2014,0.5,3.71048417732812e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Todas",2014,2014,0.68,3.72549287737125e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Todas",2014,2014,0.58,3.71715471068062e-06
"Mariña Lucense","Indicador Poboación (1)","Todas",2014,2014,1.17,3.76634989415531e-06
"O Ribeiro","Indicador Poboación (1)","Todas",2014,2014,0.48,3.70881654399e-06
"Ría de Arousa","Indicador Poboación (1)","Todas",2014,2014,2.32,3.8622388110975e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Todas",2014,2014,0.61,3.71965616068781e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2014,2014,0.54,3.71381944400437e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2014,2014,0.6,3.71882234401875e-06
"Ribeira Sacra","Indicador Poboación (1)","Todas",2014,2014,1.15,3.76468226081719e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Todas",2014,2014,0.49,3.70965036065906e-06
"Terras de Santiago","Indicador Poboación (1)","Todas",2014,2014,1.66,3.80720691093937e-06
"Verín - Viana","Indicador Poboación (1)","Todas",2014,2014,0.51,3.71131799399719e-06
"Galicia","Indicador Poboación (2)","Todas",2014,2014,3.1,3.92727651128437e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Todas",2014,2014,2.64,3.8889209445075e-06
"Ancares - Courel","Indicador Poboación (2)","Todas",2014,2014,4.26,4.02399924489562e-06
"Celanova - Limia","Indicador Poboación (2)","Todas",2014,2014,1.19,3.76801752749344e-06
"Costa da Morte","Indicador Poboación (2)","Todas",2014,2014,2.62,3.88725331116937e-06
"Deza - Tabeirós","Indicador Poboación (2)","Todas",2014,2014,0.98,3.75050737744312e-06
"Ferrolterra","Indicador Poboación (2)","Todas",2014,2014,1.82,3.82054797764437e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Todas",2014,2014,2.48,3.8755798778025e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Todas",2014,2014,2.1,3.84389484437812e-06
"Mariña Lucense","Indicador Poboación (2)","Todas",2014,2014,4.25,4.02316542822656e-06
"O Ribeiro","Indicador Poboación (2)","Todas",2014,2014,1.75,3.81471126096094e-06
"Ría de Arousa","Indicador Poboación (2)","Todas",2014,2014,8.48,4.37586987924e-06
"Ría de Muros e Noia","Indicador Poboación (2)","Todas",2014,2014,2.21,3.85306682773781e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2014,2014,1.98,3.83388904434937e-06
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2014,2014,2.19,3.85139919439969e-06
"Ribeira Sacra","Indicador Poboación (2)","Todas",2014,2014,4.21,4.01983016155031e-06
"Terras de Ourense e Allariz","Indicador Poboación (2)","Todas",2014,2014,1.8,3.81888034430625e-06
"Terras de Santiago","Indicador Poboación (2)","Todas",2014,2014,6.06,4.17408624532687e-06
"Verín - Viana","Indicador Poboación (2)","Todas",2014,2014,1.86,3.82388324432062e-06
"Galicia","Indicador Estacional (1)","Todas",2014,2014,38,6.8372966863125e-06
"A Coruña e As Mariñas","Indicador Estacional (1)","Todas",2014,2014,31.2,6.27030135135e-06
"Ancares - Courel","Indicador Estacional (1)","Todas",2014,2014,35.8,6.65385701911875e-06
"Celanova - Limia","Indicador Estacional (1)","Todas",2014,2014,30.6,6.22027235120625e-06
"Costa da Morte","Indicador Estacional (1)","Todas",2014,2014,41.6,7.137470687175e-06
"Deza - Tabeirós","Indicador Estacional (1)","Todas",2014,2014,34.4,6.53712268545e-06
"Ferrolterra","Indicador Estacional (1)","Todas",2014,2014,43.1,7.26254318753437e-06
"Lugo e a Terra Chá","Indicador Estacional (1)","Todas",2014,2014,27.3,5.94511285041562e-06
"Manzaneda - Trevinca","Indicador Estacional (1)","Todas",2014,2014,28.1,6.01181818394062e-06
"Mariña Lucense","Indicador Estacional (1)","Todas",2014,2014,50,7.8378766891875e-06
"O Ribeiro","Indicador Estacional (1)","Todas",2014,2014,25.2,5.7700113499125e-06
"Ría de Arousa","Indicador Estacional (1)","Todas",2014,2014,55.6,8.3048140238625e-06
"Ría de Muros e Noia","Indicador Estacional (1)","Todas",2014,2014,60.2,8.68836969163125e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2014,2014,38.5,6.87898751976562e-06
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2014,2014,40.7,7.06242718695937e-06
"Ribeira Sacra","Indicador Estacional (1)","Todas",2014,2014,30.4,6.203596017825e-06
"Terras de Ourense e Allariz","Indicador Estacional (1)","Todas",2014,2014,22.4,5.536542682575e-06
"Terras de Santiago","Indicador Estacional (1)","Todas",2014,2014,27.9,5.99514185055938e-06
"Verín - Viana","Indicador Estacional (1)","Todas",2014,2014,21.7,5.47817551574062e-06
"Galicia","Indicador Estacional (2)","Todas",2014,2014,-0.2,3.65211701049375e-06
"A Coruña e As Mariñas","Indicador Estacional (2)","Todas",2014,2014,-0.6,3.61876434373125e-06
"Ancares - Courel","Indicador Estacional (2)","Todas",2014,2014,0.7,3.72716051070937e-06
"Celanova - Limia","Indicador Estacional (2)","Todas",2014,2014,4.1,4.01065817819062e-06
"Costa da Morte","Indicador Estacional (2)","Todas",2014,2014,-8.5,2.96004917517187e-06
"Deza - Tabeirós","Indicador Estacional (2)","Todas",2014,2014,10.8,4.5693153464625e-06
"Ferrolterra","Indicador Estacional (2)","Todas",2014,2014,2.6,3.88558567783125e-06
"Lugo e a Terra Chá","Indicador Estacional (2)","Todas",2014,2014,2.1,3.84389484437812e-06
"Manzaneda - Trevinca","Indicador Estacional (2)","Todas",2014,2014,5,4.08570167840625e-06
"Mariña Lucense","Indicador Estacional (2)","Todas",2014,2014,-3.7,3.36028117632187e-06
"O Ribeiro","Indicador Estacional (2)","Todas",2014,2014,-0.7,3.61042617704062e-06
"Ría de Arousa","Indicador Estacional (2)","Todas",2014,2014,-1,3.58541167696875e-06
"Ría de Muros e Noia","Indicador Estacional (2)","Todas",2014,2014,-4,3.33526667625e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2014,2014,0.2,3.68546967725625e-06
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2014,2014,-0.8,3.60208801035e-06
"Ribeira Sacra","Indicador Estacional (2)","Todas",2014,2014,-0.3,3.64377884380312e-06
"Terras de Ourense e Allariz","Indicador Estacional (2)","Todas",2014,2014,1.8,3.81888034430625e-06
"Terras de Santiago","Indicador Estacional (2)","Todas",2014,2014,0.4,3.7021460106375e-06
"Verín - Viana","Indicador Estacional (2)","Todas",2014,2014,0.1,3.67713151056562e-06
"Galicia","Noites","Fóra de Galicia",2014,2014,5888679,0.491011539689173
"A Coruña e As Mariñas","Noites","Fóra de Galicia",2014,2014,799364,0.0666559715781915
"Ancares - Courel","Noites","Fóra de Galicia",2014,2014,62122,0.00518350470489394
"Celanova - Limia","Noites","Fóra de Galicia",2014,2014,23735,0.00198273265736372
"Costa da Morte","Noites","Fóra de Galicia",2014,2014,199031,0.0165992053393617
"Deza - Tabeirós","Noites","Fóra de Galicia",2014,2014,40296,0.00336361644299812
"Ferrolterra","Noites","Fóra de Galicia",2014,2014,252148,0.021028189340421
"Lugo e a Terra Chá","Noites","Fóra de Galicia",2014,2014,332944,0.0277650944997784
"Manzaneda - Trevinca","Noites","Fóra de Galicia",2014,2014,20158,0.00168447643484006
"Mariña Lucense","Noites","Fóra de Galicia",2014,2014,225271,0.0187871402789817
"O Ribeiro","Noites","Fóra de Galicia",2014,2014,32376,0.00270323364110062
"Ría de Arousa","Noites","Fóra de Galicia",2014,2014,1050702,0.0876129529750746
"Ría de Muros e Noia","Noites","Fóra de Galicia",2014,2014,52190,0.00435535798918106
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2014,2014,726986,0.0606209732908509
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2014,2014,316339,0.0263805419208001
"Ribeira Sacra","Noites","Fóra de Galicia",2014,2014,174350,0.0145412624184486
"Terras de Ourense e Allariz","Noites","Fóra de Galicia",2014,2014,144747,0.0120729149330228
"Terras de Santiago","Noites","Fóra de Galicia",2014,2014,1394073,0.116243799322341
"Verín - Viana","Noites","Fóra de Galicia",2014,2014,41847,0.00349294140836972
"Galicia","Indicador Área","Fóra de Galicia",2014,2014,199,2.02617450582187e-05
"A Coruña e As Mariñas","Indicador Área","Fóra de Galicia",2014,2014,849,7.44598285472812e-05
"Ancares - Courel","Indicador Área","Fóra de Galicia",2014,2014,28,6.00348001725e-06
"Celanova - Limia","Indicador Área","Fóra de Galicia",2014,2014,13,4.75275501365625e-06
"Costa da Morte","Indicador Área","Fóra de Galicia",2014,2014,116,1.3341066705e-05
"Deza - Tabeirós","Indicador Área","Fóra de Galicia",2014,2014,26,5.8367166834375e-06
"Ferrolterra","Indicador Área","Fóra de Galicia",2014,2014,159,1.69264783819687e-05
"Lugo e a Terra Chá","Indicador Área","Fóra de Galicia",2014,2014,78,1.01725633625625e-05
"Manzaneda - Trevinca","Indicador Área","Fóra de Galicia",2014,2014,14,4.8361366805625e-06
"Mariña Lucense","Indicador Área","Fóra de Galicia",2014,2014,162,1.71766233826875e-05
"O Ribeiro","Indicador Área","Fóra de Galicia",2014,2014,32,6.337006684875e-06
"Ría de Arousa","Indicador Área","Fóra de Galicia",2014,2014,1669,0.000142832795410406
"Ría de Muros e Noia","Indicador Área","Fóra de Galicia",2014,2014,130,1.45084100416875e-05
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2014,2014,451,4.12739251185937e-05
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2014,2014,324,3.06844534215e-05
"Ribeira Sacra","Indicador Área","Fóra de Galicia",2014,2014,68,9.3387466935e-06
"Terras de Ourense e Allariz","Indicador Área","Fóra de Galicia",2014,2014,181,1.87608750539062e-05
"Terras de Santiago","Indicador Área","Fóra de Galicia",2014,2014,460,4.202436012075e-05
"Verín - Viana","Indicador Área","Fóra de Galicia",2014,2014,24,5.669953349625e-06
"Galicia","Indicador Costa","Fóra de Galicia",2014,2014,2327,0.000197697932234719
"A Coruña e As Mariñas","Indicador Costa","Fóra de Galicia",2014,2014,4146,0.000349369184337187
"Ancares - Courel","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Celanova - Limia","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Costa da Morte","Indicador Costa","Fóra de Galicia",2014,2014,437,4.01065817819062e-05
"Deza - Tabeirós","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Ferrolterra","Indicador Costa","Fóra de Galicia",2014,2014,527,4.76109318034687e-05
"Lugo e a Terra Chá","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Manzaneda - Trevinca","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Mariña Lucense","Indicador Costa","Fóra de Galicia",2014,2014,859,7.52936452163437e-05
"O Ribeiro","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Ría de Arousa","Indicador Costa","Fóra de Galicia",2014,2014,2121,0.000180521308852031
"Ría de Muros e Noia","Indicador Costa","Fóra de Galicia",2014,2014,365,3.41031017646562e-05
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2014,2014,2483,0.000210705472272094
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2014,2014,1520,0.000130408927041375
"Ribeira Sacra","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Terras de Ourense e Allariz","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Terras de Santiago","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Verín - Viana","Indicador Costa","Fóra de Galicia",2014,2014,NA,NA
"Galicia","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.59,3.71798852734969e-06
"A Coruña e As Mariñas","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.51,3.71131799399719e-06
"Ancares - Courel","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.88,3.7421692107525e-06
"Celanova - Limia","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.14,3.68046677724187e-06
"Costa da Morte","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.45,3.70631509398281e-06
"Deza - Tabeirós","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.16,3.68213441058e-06
"Ferrolterra","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.35,3.69797692729219e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.47,3.70798272732094e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.18,3.68380204391812e-06
"Mariña Lucense","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.85,3.73966776074531e-06
"O Ribeiro","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.19,3.68463586058719e-06
"Ría de Arousa","Indicador Poboación (1)","Fóra de Galicia",2014,2014,1.49,3.79303202756531e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.33,3.69630929395406e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.38,3.70047837729937e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.38,3.70047837729937e-06
"Ribeira Sacra","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.75,3.73132959405469e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.26,3.69047257727062e-06
"Terras de Santiago","Indicador Poboación (1)","Fóra de Galicia",2014,2014,1.39,3.78469386087469e-06
"Verín - Viana","Indicador Poboación (1)","Fóra de Galicia",2014,2014,0.33,3.69630929395406e-06
"Galicia","Indicador Poboación (2)","Fóra de Galicia",2014,2014,2.15,3.84806392772344e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.87,3.82471706098969e-06
"Ancares - Courel","Indicador Poboación (2)","Fóra de Galicia",2014,2014,3.2,3.935614677975e-06
"Celanova - Limia","Indicador Poboación (2)","Fóra de Galicia",2014,2014,0.51,3.71131799399719e-06
"Costa da Morte","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.65,3.80637309427031e-06
"Deza - Tabeirós","Indicador Poboación (2)","Fóra de Galicia",2014,2014,0.57,3.71632089401156e-06
"Ferrolterra","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.28,3.775521877515e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.71,3.81137599428469e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Fóra de Galicia",2014,2014,0.65,3.72299142736406e-06
"Mariña Lucense","Indicador Poboación (2)","Fóra de Galicia",2014,2014,3.09,3.92644269461531e-06
"O Ribeiro","Indicador Poboación (2)","Fóra de Galicia",2014,2014,0.68,3.72549287737125e-06
"Ría de Arousa","Indicador Poboación (2)","Fóra de Galicia",2014,2014,5.44,4.122389611845e-06
"Ría de Muros e Noia","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.2,3.7688513441625e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.38,3.78386004420562e-06
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.39,3.78469386087469e-06
"Ribeira Sacra","Indicador Poboación (2)","Fóra de Galicia",2014,2014,2.75,3.89809292786719e-06
"Terras de Ourense e Allariz","Indicador Poboación (2)","Fóra de Galicia",2014,2014,0.96,3.748839744105e-06
"Terras de Santiago","Indicador Poboación (2)","Fóra de Galicia",2014,2014,5.09,4.09320602842781e-06
"Verín - Viana","Indicador Poboación (2)","Fóra de Galicia",2014,2014,1.2,3.7688513441625e-06
"Galicia","Indicador Estacional (1)","Fóra de Galicia",2014,2014,39.3,6.94569285329062e-06
"A Coruña e As Mariñas","Indicador Estacional (1)","Fóra de Galicia",2014,2014,32,6.337006684875e-06
"Ancares - Courel","Indicador Estacional (1)","Fóra de Galicia",2014,2014,40.5,7.04575085357812e-06
"Celanova - Limia","Indicador Estacional (1)","Fóra de Galicia",2014,2014,40.6,7.05408902026875e-06
"Costa da Morte","Indicador Estacional (1)","Fóra de Galicia",2014,2014,46.6,7.55437902170625e-06
"Deza - Tabeirós","Indicador Estacional (1)","Fóra de Galicia",2014,2014,43.5,7.29589585429687e-06
"Ferrolterra","Indicador Estacional (1)","Fóra de Galicia",2014,2014,43,7.25420502084375e-06
"Lugo e a Terra Chá","Indicador Estacional (1)","Fóra de Galicia",2014,2014,31.9,6.32866851818437e-06
"Manzaneda - Trevinca","Indicador Estacional (1)","Fóra de Galicia",2014,2014,29.8,6.15356701768125e-06
"Mariña Lucense","Indicador Estacional (1)","Fóra de Galicia",2014,2014,53.8,8.15472702343125e-06
"O Ribeiro","Indicador Estacional (1)","Fóra de Galicia",2014,2014,30.4,6.203596017825e-06
"Ría de Arousa","Indicador Estacional (1)","Fóra de Galicia",2014,2014,53.4,8.12137435666875e-06
"Ría de Muros e Noia","Indicador Estacional (1)","Fóra de Galicia",2014,2014,59.5,8.63000252479687e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2014,2014,42,7.1708233539375e-06
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2014,2014,40,7.004060020125e-06
"Ribeira Sacra","Indicador Estacional (1)","Fóra de Galicia",2014,2014,34.6,6.55379901883125e-06
"Terras de Ourense e Allariz","Indicador Estacional (1)","Fóra de Galicia",2014,2014,27.7,5.97846551717812e-06
"Terras de Santiago","Indicador Estacional (1)","Fóra de Galicia",2014,2014,30.6,6.22027235120625e-06
"Verín - Viana","Indicador Estacional (1)","Fóra de Galicia",2014,2014,24.1,5.67829151631562e-06
"Galicia","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-0.4,3.6354406771125e-06
"A Coruña e As Mariñas","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-1.4,3.55205901020625e-06
"Ancares - Courel","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-1.2,3.5687353435875e-06
"Celanova - Limia","Indicador Estacional (2)","Fóra de Galicia",2014,2014,6,4.1690833453125e-06
"Costa da Morte","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-7.9,3.01007817531562e-06
"Deza - Tabeirós","Indicador Estacional (2)","Fóra de Galicia",2014,2014,5.2,4.1023780117875e-06
"Ferrolterra","Indicador Estacional (2)","Fóra de Galicia",2014,2014,5,4.08570167840625e-06
"Lugo e a Terra Chá","Indicador Estacional (2)","Fóra de Galicia",2014,2014,2.6,3.88558567783125e-06
"Manzaneda - Trevinca","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-2.2,3.48535367668125e-06
"Mariña Lucense","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-5.6,3.2018560092e-06
"O Ribeiro","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-2.1,3.49369184337187e-06
"Ría de Arousa","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-0.1,3.66045517718437e-06
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-4.5,3.29357584279687e-06
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2014,2014,2.1,3.84389484437812e-06
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-2.7,3.44366284322812e-06
"Ribeira Sacra","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-0.6,3.61876434373125e-06
"Terras de Ourense e Allariz","Indicador Estacional (2)","Fóra de Galicia",2014,2014,3,3.91893834459375e-06
"Terras de Santiago","Indicador Estacional (2)","Fóra de Galicia",2014,2014,-0.5,3.62710251042187e-06
"Verín - Viana","Indicador Estacional (2)","Fóra de Galicia",2014,2014,0.4,3.7021460106375e-06
"Galicia","Noites","Todas",2015,2015,9205581,0.767580357413848
"A Coruña e As Mariñas","Noites","Todas",2015,2015,1180999,0.0984773340279582
"Ancares - Courel","Noites","Todas",2015,2015,99616,0.00830981692387687
"Celanova - Limia","Noites","Todas",2015,2015,58279,0.00486306895897322
"Costa da Morte","Noites","Todas",2015,2015,318506,0.0265612299929859
"Deza - Tabeirós","Noites","Todas",2015,2015,87019,0.00725945806585884
"Ferrolterra","Noites","Todas",2015,2015,389915,0.0325154314450943
"Lugo e a Terra Chá","Noites","Todas",2015,2015,519388,0.0433111060044472
"Manzaneda - Trevinca","Noites","Todas",2015,2015,66736,0.00556822771599937
"Mariña Lucense","Noites","Todas",2015,2015,354905,0.0295962392867065
"O Ribeiro","Noites","Todas",2015,2015,103370,0.00862283170144294
"Ría de Arousa","Noites","Todas",2015,2015,1793622,0.149558860953066
"Ría de Muros e Noia","Noites","Todas",2015,2015,97623,0.00814363726173272
"Ría de Vigo e Baixo Miño","Noites","Todas",2015,2015,1164987,0.0971422267774553
"Ría e Terras de Pontevedra","Noites","Todas",2015,2015,528427,0.0440647928916128
"Ribeira Sacra","Noites","Todas",2015,2015,293233,0.0244539251252643
"Terras de Ourense e Allariz","Noites","Todas",2015,2015,296440,0.0247213301310326
"Terras de Santiago","Noites","Todas",2015,2015,1794456,0.149628401263266
"Verín - Viana","Noites","Todas",2015,2015,58059,0.00484472499225384
"Galicia","Indicador Área","Todas",2015,2015,311,2.96004917517187e-05
"A Coruña e As Mariñas","Indicador Área","Todas",2015,2015,1255,0.000108312785311219
"Ancares - Courel","Indicador Área","Todas",2015,2015,46,7.5043500215625e-06
"Celanova - Limia","Indicador Área","Todas",2015,2015,33,6.42038835178125e-06
"Costa da Morte","Indicador Área","Todas",2015,2015,186,1.91777833884375e-05
"Deza - Tabeirós","Indicador Área","Todas",2015,2015,56,8.338166690625e-06
"Ferrolterra","Indicador Área","Todas",2015,2015,245,2.40973017359062e-05
"Lugo e a Terra Chá","Indicador Área","Todas",2015,2015,122,1.38413567064375e-05
"Manzaneda - Trevinca","Indicador Área","Todas",2015,2015,48,7.671113355375e-06
"Mariña Lucense","Indicador Área","Todas",2015,2015,254,2.48477367380625e-05
"O Ribeiro","Indicador Área","Todas",2015,2015,103,1.22571050352187e-05
"Ría de Arousa","Indicador Área","Todas",2015,2015,2849,0.000241223162359781
"Ría de Muros e Noia","Indicador Área","Todas",2015,2015,243,2.39305384020937e-05
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2015,2015,723,6.39537385170937e-05
"Ría e Terras de Pontevedra","Indicador Área","Todas",2015,2015,542,4.88616568070625e-05
"Ribeira Sacra","Indicador Área","Todas",2015,2015,115,1.32576850380937e-05
"Terras de Ourense e Allariz","Indicador Área","Todas",2015,2015,372,3.4686773433e-05
"Terras de Santiago","Indicador Área","Todas",2015,2015,592,5.3030740152375e-05
"Verín - Viana","Indicador Área","Todas",2015,2015,33,6.42038835178125e-06
"Galicia","Indicador Costa","Todas",2015,2015,3638,0.000307011297548812
"A Coruña e As Mariñas","Indicador Costa","Todas",2015,2015,6125,0.000514381503144656
"Ancares - Courel","Indicador Costa","Todas",2015,2015,NA,NA
"Celanova - Limia","Indicador Costa","Todas",2015,2015,NA,NA
"Costa da Morte","Indicador Costa","Todas",2015,2015,699,6.19525785113437e-05
"Deza - Tabeirós","Indicador Costa","Todas",2015,2015,NA,NA
"Ferrolterra","Indicador Costa","Todas",2015,2015,815,7.16248518724687e-05
"Lugo e a Terra Chá","Indicador Costa","Todas",2015,2015,NA,NA
"Manzaneda - Trevinca","Indicador Costa","Todas",2015,2015,NA,NA
"Mariña Lucense","Indicador Costa","Todas",2015,2015,1353,0.000116484188668031
"O Ribeiro","Indicador Costa","Todas",2015,2015,NA,NA
"Ría de Arousa","Indicador Costa","Todas",2015,2015,3621,0.000305593809211406
"Ría de Muros e Noia","Indicador Costa","Todas",2015,2015,682,6.05350901739375e-05
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2015,2015,3979,0.000335444445963844
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2015,2015,2539,0.000215374845618844
"Ribeira Sacra","Indicador Costa","Todas",2015,2015,NA,NA
"Terras de Ourense e Allariz","Indicador Costa","Todas",2015,2015,NA,NA
"Terras de Santiago","Indicador Costa","Todas",2015,2015,NA,NA
"Verín - Viana","Indicador Costa","Todas",2015,2015,NA,NA
"Galicia","Indicador Poboación (1)","Todas",2015,2015,0.92,3.74550447742875e-06
"A Coruña e As Mariñas","Indicador Poboación (1)","Todas",2015,2015,0.76,3.73216341072375e-06
"Ancares - Courel","Indicador Poboación (1)","Todas",2015,2015,1.44,3.78886294422e-06
"Celanova - Limia","Indicador Poboación (1)","Todas",2015,2015,0.35,3.69797692729219e-06
"Costa da Morte","Indicador Poboación (1)","Todas",2015,2015,0.73,3.72966196071656e-06
"Deza - Tabeirós","Indicador Poboación (1)","Todas",2015,2015,0.34,3.69714311062312e-06
"Ferrolterra","Indicador Poboación (1)","Todas",2015,2015,0.55,3.71465326067344e-06
"Lugo e a Terra Chá","Indicador Poboación (1)","Todas",2015,2015,0.74,3.73049577738562e-06
"Manzaneda - Trevinca","Indicador Poboación (1)","Todas",2015,2015,0.6,3.71882234401875e-06
"Mariña Lucense","Indicador Poboación (1)","Todas",2015,2015,1.35,3.78135859419844e-06
"O Ribeiro","Indicador Poboación (1)","Todas",2015,2015,0.6,3.71882234401875e-06
"Ría de Arousa","Indicador Poboación (1)","Todas",2015,2015,2.56,3.882250411155e-06
"Ría de Muros e Noia","Indicador Poboación (1)","Todas",2015,2015,0.62,3.72048997735687e-06
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2015,2015,0.61,3.71965616068781e-06
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2015,2015,0.64,3.722157610695e-06
"Ribeira Sacra","Indicador Poboación (1)","Todas",2015,2015,1.29,3.77635569418406e-06
"Terras de Ourense e Allariz","Indicador Poboación (1)","Todas",2015,2015,0.54,3.71381944400437e-06
"Terras de Santiago","Indicador Poboación (1)","Todas",2015,2015,1.8,3.81888034430625e-06
"Verín - Viana","Indicador Poboación (1)","Todas",2015,2015,0.46,3.70714891065187e-06
"Galicia","Indicador Poboación (2)","Todas",2015,2015,3.37,3.94978956134906e-06
"A Coruña e As Mariñas","Indicador Poboación (2)","Todas",2015,2015,2.77,3.89976056120531e-06
"Ancares - Courel","Indicador Poboación (2)","Todas",2015,2015,5.24,4.10571327846375e-06
"Celanova - Limia","Indicador Poboación (2)","Todas",2015,2015,1.28,3.775521877515e-06
"Costa da Morte","Indicador Poboación (2)","Todas",2015,2015,2.68,3.89225621118375e-06
"Deza - Tabeirós","Indicador Poboación (2)","Todas",2015,2015,1.24,3.77218661083875e-06
"Ferrolterra","Indicador Poboación (2)","Todas",2015,2015,2,3.8355566776875e-06
"Lugo e a Terra Chá","Indicador Poboación (2)","Todas",2015,2015,2.69,3.89309002785281e-06
"Manzaneda - Trevinca","Indicador Poboación (2)","Todas",2015,2015,2.18,3.85056537773062e-06
"Mariña Lucense","Indicador Poboación (2)","Todas",2015,2015,4.91,4.07819732838469e-06
